year,dois_VERB aider_VERB,dois_VERB céder_VERB
1935,8.377798899061872e-09,7.180970484910176e-09
1936,3.6374143697059935e-09,9.699771652549316e-09
1937,0.0,1.1332006444320086e-08
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,5.0715658339584024e-09,5.0715658339584024e-09
1941,5.9030051957620344e-09,2.9515025978810172e-09
1942,1.2136847082899749e-08,6.068423541449874e-09
1943,0.0,2.9032352077962287e-09
1944,9.639558484764166e-09,3.2131861615880553e-09
1945,0.0,4.357008087652048e-09
1946,1.3921104269343232e-09,8.352662561605939e-09
1947,4.7683483828109274e-09,1.0728784083369192e-08
1948,2.174377566888097e-09,1.0871888278529696e-08
1949,9.817008539414473e-09,2.945102384188658e-09
1950,5.317680518146517e-09,5.317680518146517e-09
1951,4.264560704569931e-09,7.462981344019681e-09
1952,5.272402070488624e-09,3.1634410646574906e-09
1953,0.0,5.386913581872932e-09
1954,4.886268278880834e-09,1.2704297169818801e-08
1955,4.6928039232341234e-09,1.8771215692936494e-09
1956,8.72114158667614e-10,6.976913269340912e-09
1957,6.184526224473075e-09,6.184526224473075e-09
1958,5.790570245522986e-09,3.3088973783179654e-09
1959,4.650448914844674e-09,9.300897829689347e-09
1960,4.844583401109048e-09,1.314958364417862e-08
1961,6.25334317660986e-09,1.042223907177231e-08
1962,5.7077609305622445e-09,5.0735651235811474e-09
1963,4.526237162849611e-09,1.939815863494232e-09
1964,6.083968440151466e-09,4.258777774879263e-09
1965,1.1491291473930687e-08,1.2038495533772675e-08
1966,1.0524241922382771e-08,9.970334780007306e-09
1967,7.395503320850594e-09,7.395503320850594e-09
1968,5.838840522187638e-09,7.186265360559219e-09
1969,3.6334062425424918e-09,1.0446043141598693e-08
1970,5.058597540852361e-09,7.3579600190498695e-09
1971,8.221435976452085e-09,8.221435976452085e-09
1972,3.0780880067027283e-09,5.643161493651405e-09
1973,6.615844760915479e-09,2.7566018356850464e-09
1974,2.812785782069227e-09,7.313243344242437e-09
1975,6.8537762132336866e-09,6.8537762132336866e-09
1976,6.2848797277581525e-09,3.9994687561772935e-09
1977,5.876781727920388e-09,1.1165885105413054e-08
1978,2.970295565063452e-09,1.128712323605896e-08
1979,9.948355028654987e-09,9.948355028654987e-09
1980,1.193881615790815e-08,5.116635559687666e-09
1981,9.488323904349727e-09,1.2651099057237047e-09
1982,1.4898005495922462e-08,3.1037510339615437e-09
1983,8.841442245000053e-09,8.209910973278056e-09
1984,1.333771937339634e-08,6.378909400694965e-09
1985,1.0828004270990732e-08,4.812446441349039e-09
1986,7.1933827783254856e-09,6.593933843390687e-09
1987,3.6664902225425067e-09,4.277571630240118e-09
1988,8.994830658082265e-09,5.99655392008458e-09
1989,9.329808037250586e-09,4.939309850016116e-09
1990,9.80757164370516e-09,4.358920779878872e-09
1991,6.4476117778156095e-09,9.37834432335194e-09
1992,1.2121876835635703e-08,8.264915862810085e-09
1993,1.2740176913439427e-08,8.862731881720265e-09
1994,1.5297286992677073e-08,7.384897138251745e-09
1995,8.133675954979935e-09,3.795715741716776e-09
1996,1.4946657245218375e-08,5.3380921904988554e-09
1997,1.102825741838842e-08,3.835915585170824e-09
1998,9.536258005482523e-09,5.2449422582867555e-09
1999,1.0511462811280126e-08,1.0054442611817649e-08
2000,1.9439339027371716e-08,8.394259509714175e-09
2001,1.270551397425379e-08,2.190605918883648e-09
2002,1.0953053575235572e-08,7.448076377869484e-09
2003,1.4167538253673229e-08,5.416999737661854e-09
2004,2.7309706496225772e-08,3.523833003171717e-09
2005,1.0358624180639708e-08,1.261049931144953e-08
2006,1.3589036562677848e-08,5.7650457740976435e-09
2007,2.236908436259455e-08,7.988958827809256e-09
2008,2.4693150635357597e-08,1.1069342775726909e-08
2009,2.9562793102400065e-08,3.814554005998616e-09
2010,3.4011311100812236e-08,6.613310343794865e-09
2011,4.93292375836063e-08,9.177532511728259e-09
2012,6.502122573692759e-08,7.148930780687124e-09
2013,7.168051041617218e-08,1.1435412616833673e-08
2014,6.886115500037704e-08,1.1043770342666903e-08
2015,7.292533155123238e-08,1.551602757388082e-08
2016,7.456824135942952e-08,1.6570719907349485e-08
2017,8.12542424455387e-08,1.33327402451755e-08
2018,8.72535750318093e-08,1.652138692520566e-08
2019,9.999872219168537e-08,1.5050828139351324e-08
