year,vos_DET yeux_NOUN,vos_DET cieux_NOUN
1869,5.907593120468846e-06,1.2697149998075474e-08
1870,5.535077178819847e-06,1.77755516972411e-08
1871,5.12259396856507e-06,2.230447138096281e-08
1872,5.432324741150296e-06,1.69325495846806e-08
1873,5.7962482173934404e-06,4.1902031844287535e-09
1874,5.478716516904569e-06,1.4339061493728877e-08
1875,6.265644444169993e-06,1.6592428764283795e-08
1876,5.740086237437936e-06,1.1487427897804992e-08
1877,6.372215850092289e-06,2.288381928394756e-08
1878,4.954468536766399e-06,1.5701630662334765e-08
1879,5.174598456392232e-06,1.0385853066452455e-08
1880,5.733062224066998e-06,1.9895322722618403e-08
1881,6.5199918282132785e-06,7.669758161910067e-09
1882,5.801499099788998e-06,3.261138559196297e-08
1883,4.884848785025042e-06,1.2638677659992936e-08
1884,4.58817960691249e-06,1.1222884843675729e-08
1885,4.684043354075129e-06,1.353583467533781e-08
1886,4.6800519726275525e-06,1.871504551331782e-08
1887,3.9650160061910356e-06,1.4363633837888301e-08
1888,3.895039597523464e-06,1.5851536749877937e-08
1889,3.950795353091507e-06,1.1277245803853475e-08
1890,4.234788988810578e-06,1.0487018364813139e-08
1891,4.038705938569365e-06,1.784781566982474e-08
1892,4.236260771506295e-06,8.149066310636499e-09
1893,3.9690996871399875e-06,9.237624942759481e-09
1894,3.7746219803125314e-06,1.449354058991048e-08
1895,3.844089029314546e-06,7.824199066419624e-09
1896,3.5995465950122707e-06,1.946019601017923e-08
1897,3.643444010492658e-06,1.0488084178916779e-08
1898,3.744699249352834e-06,6.224190496340043e-09
1899,3.523278415684672e-06,1.1607914629507832e-08
1900,3.3695125267740877e-06,9.863001082521805e-09
1901,3.2800308673586187e-06,1.3412973010051843e-08
1902,2.7748014801431964e-06,2.3078333910575566e-08
1903,2.9712011979654562e-06,4.860198465905796e-09
1904,3.088259724393083e-06,1.9886113200584532e-08
1905,3.374104338149664e-06,4.335037573355294e-08
1906,3.403906859489325e-06,1.1317205839134203e-08
1907,3.44776222505061e-06,2.0571372771893692e-08
1908,3.057339654333191e-06,1.3260750275634337e-08
1909,3.2158750116195733e-06,4.950885035270858e-09
1910,3.2791708051149726e-06,1.4429207162436342e-08
1911,3.118803419965843e-06,1.59611229788581e-08
1912,3.4080033657346576e-06,2.969370055394549e-08
1913,3.102779174923853e-06,2.4924052155483878e-08
1914,2.808614347316052e-06,1.2054139020278853e-08
1915,2.755520306152448e-06,3.180805663305364e-08
1916,2.877616381624648e-06,1.4283700444650549e-08
1917,2.8414004873411614e-06,2.1932848426331475e-08
1918,2.8394322555413964e-06,1.2635013924011673e-08
1919,2.9934716110346926e-06,1.5653341733923298e-08
1920,2.7366046495558294e-06,1.514446346106979e-08
1921,2.944284133832298e-06,1.9689144148404836e-08
1922,2.9895395528001245e-06,2.5084980315170924e-08
1923,2.8949690289437058e-06,6.369568872344189e-09
1924,3.105592426777548e-06,2.5783249313349188e-08
1925,3.0882883663707617e-06,9.898360353588487e-09
1926,3.0596150395467703e-06,1.226075263538462e-08
1927,2.992451925365458e-06,1.2264147142282411e-08
1928,2.314915960255348e-06,1.1426041446327417e-08
1929,2.6848379803823264e-06,1.5596569369336066e-08
1930,2.483051815715953e-06,9.453243521306831e-09
1931,2.0746343594169048e-06,1.2545892325022123e-08
1932,2.1699883347992e-06,1.0959536389520963e-08
1933,1.889218118833469e-06,1.3764794637438627e-08
1934,2.2070070855306767e-06,9.585264137967897e-09
1935,1.992719305121682e-06,1.0771455727365264e-08
1936,2.0502891544538215e-06,3.6374143697059935e-09
1937,1.9440686571670085e-06,6.295559185076627e-09
1938,2.061469189129639e-06,1.2965214457594243e-09
1939,1.9530502441966746e-06,6.117620188206274e-09
1940,1.5823285721694447e-06,1.0143131667916805e-08
1941,1.950943186557197e-06,3.246652724442356e-08
1942,2.5457036301190783e-06,1.517105907566929e-08
1943,2.560653413752334e-06,3.193558839598154e-08
1944,2.522351053357852e-06,1.2852744646352221e-08
1945,2.1806826211445696e-06,1.3071024262956144e-08
1946,2.582364942327331e-06,9.744772988540262e-09
1947,2.5772923777367396e-06,7.152522574216391e-09
1948,2.2939682509104387e-06,1.3046265401328583e-08
1949,1.8328354443042372e-06,1.1780409536754632e-08
1950,3.259738321048644e-06,1.701657836861159e-08
1951,2.519289267866043e-06,2.2388944032059044e-08
1952,2.0667815476826945e-06,1.0544804140977249e-08
1953,1.7733720056867242e-06,6.464296320451979e-09
1954,1.98577933474553e-06,1.6613311615287785e-08
1955,1.761678561251756e-06,1.5016972554349195e-08
1956,1.9125463168734314e-06,9.593255967388359e-09
1957,1.8244352304463973e-06,1.8553580005686854e-08
1958,2.0597885992401643e-06,5.790570245522986e-09
1959,1.8601794522510318e-06,5.425523585955716e-09
1960,2.3994528532966797e-06,1.038124963770315e-08
1961,2.315821440390664e-06,4.86371165564492e-09
1962,2.3630129390994625e-06,1.9660065575521912e-08
1963,2.2560059846910008e-06,2.5864212993553792e-09
1964,2.5686513822620327e-06,1.6426714211092985e-08
1965,2.313032823053618e-06,8.20806533852192e-09
1966,1.9508621065256193e-06,7.754704434148607e-09
1967,2.431148359960389e-06,9.860671390526932e-09
1968,3.0375445447816674e-06,1.8863946849023705e-08
1969,2.507504412108119e-06,1.2716921737876419e-08
1970,2.1223115425073047e-06,9.197450273612517e-09
1971,2.2336613056950227e-06,1.1818314327172175e-08
1972,2.0135826872547113e-06,1.282536721269878e-08
1973,1.6853864011068254e-06,1.1577728109557484e-08
1974,1.3450742137877114e-06,2.2502286700643026e-09
1975,1.503832763205537e-06,1.1994108817248161e-08
1976,1.383816190525522e-06,5.142174241967723e-09
1977,1.267034129170952e-06,5.876781727920388e-09
1978,1.6645536931036986e-06,1.1881182704343018e-09
1979,1.6806868003982345e-06,3.5111840102075575e-09
1980,1.5600053728803687e-06,4.548120546843393e-09
1981,1.4713228182472449e-06,1.8976649140967083e-09
1982,1.4811100754741346e-06,5.586751949948621e-09
1983,1.3590560428156095e-06,2.5261264191556165e-09
1984,1.4172776339194115e-06,5.799008662155103e-09
1985,1.369141049423206e-06,7.820225356169885e-09
1986,1.751588705189988e-06,7.1933827783254856e-09
1987,1.6933073609948224e-06,6.110816852533674e-10
1988,1.1885170003722578e-06,3.597932174415064e-09
1989,1.4362416038693482e-06,1.6464366536794728e-09
1990,1.2956891950466343e-06,1.089730194969718e-09
1991,1.4108546935176491e-06,5.861465202094962e-10
1992,1.3510382999015746e-06,3.856960972825618e-09
1993,1.5122036352011037e-06,1.6617622278225497e-09
1994,1.4448024288071792e-06,1.5824779264761446e-09
1995,1.6549319710179589e-06,5.4224509327127635e-09
1996,1.3505373601674364e-06,1.6014276571496566e-09
1997,1.2524264043634048e-06,3.835915585170824e-09
1998,1.3613008817969785e-06,6.198568103243929e-09
1999,1.6215073443959227e-06,1.8280804647829996e-09
2000,1.3280602715326495e-06,4.4180314962005696e-09
2001,1.391910949166686e-06,4.819333099259637e-09
2002,1.5123977092912355e-06,6.133709984368352e-09
2003,1.3880020262035941e-06,4.583615265119079e-09
2004,1.390152064573158e-06,6.607186797680242e-09
2005,1.5204658083689537e-06,8.106749049829887e-09
2006,1.5108537851915571e-06,2.0589450144825605e-09
2007,1.842253880113276e-06,7.988958938831558e-09
2008,1.9413924476907596e-06,6.811903568992861e-09
2009,2.0250513443897944e-06,3.814554005998616e-09
2010,2.2513597670581476e-06,4.251413721068076e-09
2011,3.1406281379986467e-06,6.883149578085224e-09
2012,3.7664652694502365e-06,1.05531832161887e-08
2013,3.535215881811382e-06,1.3387799813191492e-08
2014,3.775670236905171e-06,6.929424478663293e-09
2015,4.3178888802231086e-06,9.087958829923082e-09
2016,4.47119474245028e-06,1.0978101983027955e-08
2017,3.895172596912744e-06,5.7859059765519305e-09
2018,4.045674572239477e-06,8.518839855753413e-09
2019,4.163467266948828e-06,1.581612352197226e-08
