year,tes_DET airs_NOUN,tes_DET serres_NOUN
1971,1.8498230724972586e-08,1.541519245584766e-09
1972,2.000757282072385e-08,4.104117490300041e-09
1973,1.2129048099218664e-08,3.3079223804577396e-09
1974,1.9689500752040345e-08,1.6876715580593782e-09
1975,5.711480177694739e-09,1.1422960355389478e-09
1976,1.7711933197883667e-08,6.2848797277581525e-09
1977,1.5279632892273298e-08,4.11374712072643e-09
1978,2.495048279094192e-08,5.940591352171509e-10
1979,1.872631405497316e-08,1.7555920051037788e-09
1980,2.1035058139773355e-08,2.2740602734216964e-09
1981,1.3916208629893845e-08,2.5302198114474095e-09
1982,1.489800538490016e-08,1.2415004579935385e-09
1983,1.894594880980094e-08,1.2630632095778083e-09
1984,1.9136728035551442e-08,4.059305780401701e-09
1985,1.804667348892508e-08,3.609334831011779e-09
1986,1.798345583559069e-08,2.3977941854269602e-09
1987,1.5277042575423394e-08,2.4443267410134695e-09
1988,1.9188972133488136e-08,2.99827696004229e-09
1989,1.5915554207879268e-08,1.6464366536794728e-09
1990,9.262707045820662e-09,2.179460389939436e-09
1991,2.1101273894874595e-08,1.1722930404189924e-09
1992,1.3774860363469088e-08,5.509944167592096e-10
1993,1.8279383895425383e-08,3.877445031719162e-09
1994,1.318731612798274e-08,2.1099706426497278e-09
1995,1.4640617329586547e-08,5.422450821690461e-10
1996,1.7615704006601618e-08,2.6690460952494277e-09
1997,1.6302641236976e-08,6.233362714880286e-09
1998,1.764207879784152e-08,2.3840645013706308e-09
1999,1.8280805230697084e-08,3.1991407301035224e-09
2000,2.474097726690161e-08,1.7672125984802278e-09
2001,1.708672597855454e-08,2.190605918883648e-09
2002,1.0953053575235572e-08,1.752488598683044e-09
2003,2.083461492219385e-08,1.2500769308587678e-09
2004,1.8059643919210444e-08,1.7619165015858584e-09
2005,1.6213498099659773e-08,1.3511248786457486e-09
2006,2.388376207917986e-08,8.235779835885637e-10
2007,2.995859560428471e-08,1.997239706952314e-09
2008,3.916844448781376e-08,4.257439734089985e-09
2009,3.862235842255757e-08,1.430457752249481e-09
2010,3.967986084152386e-08,2.8342759250676863e-09
2011,4.091650127047153e-08,4.206369030868018e-09
2012,5.991484919309897e-08,4.085103366691101e-09
2013,6.833356436253268e-08,3.6258624991347688e-09
2014,8.055455813504864e-08,4.330890313042346e-09
2015,8.13483167494411e-08,4.654808538617772e-09
2016,7.808952240395683e-08,4.142679976837371e-09
2017,7.446209449035734e-08,2.5156112748447867e-09
2018,8.286508235144652e-08,3.3559066636712487e-09
2019,8.520298888647915e-08,5.3570743396846865e-09
