year,tes_DET airs_NOUN,tes_DET serres_NOUN
1800,6.288328968651058e-09,0.0
1801,7.143547975374531e-09,2.3811825844433088e-09
1802,2.0140561218795483e-08,0.0
1803,7.801356893821776e-09,0.0
1804,2.4718509461507665e-09,1.2359254952798437e-08
1805,1.1371510622026904e-08,5.685755422035754e-09
1806,8.645007376628655e-09,0.0
1807,1.9928686256776018e-08,0.0
1808,2.2660739507074368e-08,2.2660739951163578e-09
1809,6.7770917766551975e-09,2.259030518203531e-09
1810,7.020380365929668e-08,0.0
1811,2.2563690471599784e-08,5.0141535368197765e-09
1812,1.0668832928217853e-08,0.0
1813,5.751483289628823e-09,1.1502966579257645e-08
1814,6.293354282149721e-09,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,1.71256075987003e-08,3.113746815941454e-09
1818,1.5497530370112145e-08,0.0
1819,1.1386155129855524e-08,0.0
1820,1.3053129244156025e-08,0.0
1821,1.577838126820552e-08,1.97229765852569e-09
1822,6.015369535816717e-09,3.0076847679083585e-09
1823,2.569498536164616e-08,5.929612356680991e-09
1824,2.86317822784099e-08,1.51580028528997e-08
1825,8.805443485471187e-09,2.993850500843109e-08
1826,1.2331177745572575e-08,1.7615968683770689e-09
1827,8.295545583791863e-09,0.0
1828,2.0179061976932644e-08,9.172301251858528e-10
1829,6.001223074036943e-09,1.0287811491593857e-08
1830,1.2524203008013046e-08,3.1310507520032616e-09
1831,1.5591206103948707e-09,6.236482441579483e-09
1832,1.7588959622116818e-08,0.0
1833,1.737544208513242e-08,1.1583628278799551e-08
1834,8.401078055442213e-09,2.8003592777992026e-09
1835,1.5126175867408165e-08,7.563087933704082e-10
1836,5.376600054063374e-09,2.016224964762614e-09
1837,1.0436836728189292e-08,4.174734336004349e-09
1838,1.1361891871786156e-08,6.312161904276081e-10
1839,1.11863602825224e-08,0.0
1840,1.1465439264668476e-08,3.1848443882154243e-09
1841,1.4767262079828924e-08,1.926164561183441e-09
1842,1.6770663080478698e-08,6.708265054555795e-09
1843,9.451057714215949e-09,6.497602011990011e-09
1844,1.2623690537338916e-08,7.683985892015244e-09
1845,1.0602432709561072e-08,5.580227946389016e-10
1846,1.4636253320432502e-08,2.3418005312692003e-09
1847,8.089835468183537e-09,6.47186837454683e-09
1848,3.218088684420195e-09,5.63165514222419e-09
1849,1.759677159540729e-08,1.6758829879393033e-09
1850,1.9009189777818847e-08,6.788996032014438e-10
1851,1.2253933867611977e-08,1.2898877521649865e-09
1852,2.0833745395520964e-08,3.2552727180501506e-09
1853,1.911018188138769e-08,1.1943863675867306e-09
1854,5.195664343204953e-09,7.79349651480743e-09
1855,1.8043586180738203e-08,1.0613874223963649e-09
1856,8.28350277259915e-09,1.0354378465748937e-09
1857,1.2203773158692144e-08,3.4170564155999728e-09
1858,1.0276719919488642e-08,2.4468380654951716e-09
1859,1.833182472488204e-08,1.5276520048956854e-09
1860,3.066713105681629e-08,4.577183909670879e-10
1861,2.2165029811560544e-08,9.431927461278633e-10
1862,2.5300723294208183e-08,0.0
1863,1.3984937929922836e-08,0.0
1864,1.9658385475018747e-08,1.4384183844029508e-09
1865,1.1767110619231858e-08,0.0
1866,8.75810357570117e-09,4.865612912574591e-10
1867,9.220341823379385e-09,8.73506067478047e-09
1868,1.0867722721741302e-08,0.0
1869,1.3673853160867111e-08,9.767038733343725e-09
1870,1.9495765002375265e-08,5.734048791339319e-10
1871,3.292564798584863e-08,0.0
1872,1.5118348239973045e-08,0.0
1873,1.616221290134945e-08,5.986004469882289e-10
1874,5.377148060148329e-09,5.974609140757536e-10
1875,1.6020276105699338e-08,2.2886108563824337e-09
1876,6.04601479992084e-09,3.627608879952504e-09
1877,2.040989244278535e-08,3.0924081073635534e-09
1878,1.5701630218245555e-08,6.039088673581716e-10
1879,7.331190210457805e-09,6.720257683667796e-09
1880,1.5402831010646878e-08,1.2835692508872398e-09
1881,1.1156012114099667e-08,1.3945015142624584e-09
1882,1.7969540300200038e-08,2.6621540527571597e-09
1883,1.2006744321002571e-08,1.2006744043446815e-08
1884,1.9144920315739e-08,3.300848483434038e-09
1885,1.9336907408629145e-08,3.86738152613475e-09
1886,1.0325542199041138e-08,1.2906927748801422e-09
1887,1.3057849523878673e-08,6.528924623161458e-10
1888,1.268122939990235e-08,1.268122939990235e-09
1889,2.5060547415023393e-08,6.265136742733546e-10
1890,1.0487018642368895e-08,5.243509182406569e-09
1891,1.0198752065093686e-08,3.824531802365527e-09
1892,8.775917548220491e-09,5.014809900671935e-09
1893,1.0469308087124318e-08,2.463366621796581e-09
1894,5.041231432301174e-09,6.301539290376468e-10
1895,1.3842813118003505e-08,1.2037228991346183e-09
1896,1.592197795829975e-08,3.5382172747233653e-09
1897,8.740070001067579e-09,3.4960281336537946e-09
1898,1.1882545059016536e-08,1.13167097914868e-09
1899,1.713549302451156e-08,2.2110313580014918e-09
1900,2.0245107479333058e-08,1.5573159428683425e-09
1901,1.2854099118442264e-08,3.353243460679778e-09
1902,1.276673788908056e-08,4.910283846193408e-10
1903,1.836074847716418e-08,0.0
1904,1.4511488011237361e-08,1.6123875568041512e-09
1905,1.6514428768932277e-08,3.096455536422127e-09
1906,1.8519063615940468e-08,2.0576738091193647e-09
1907,1.1314255643490867e-08,5.142843484406967e-09
1908,1.964555629285769e-08,1.964555629285769e-09
1909,8.801573692096554e-09,1.1001967115120692e-09
1910,2.4048677604859847e-08,1.6032452032632705e-09
1911,6.916486494645824e-09,0.0
1912,1.250261111307438e-08,2.0837684910901544e-09
1913,1.5378670781274195e-08,3.181793939432964e-09
1914,2.142958016593255e-08,1.3393487430235496e-09
1915,5.890381071793627e-09,0.0
1916,1.8678685265172135e-08,7.69122365795738e-09
1917,1.3159709100207806e-08,2.1932848870420685e-09
1918,3.790504266021344e-08,2.2972752589112133e-09
1919,2.4861190051073123e-08,1.8415696745321952e-09
1920,1.514446346106979e-08,2.2716695191604686e-09
1921,2.1960968377143786e-08,0.0
1922,2.360939327372691e-08,2.951174193910333e-09
1923,1.5923921736771263e-08,1.0615948120573648e-09
1924,7.734974660777993e-09,1.0313299547703991e-08
1925,3.7393804941388e-08,6.598906754362588e-09
1926,3.4553027994377317e-08,0.0
1927,4.2367055641534535e-08,4.4596899506643695e-09
1928,2.742249805010033e-08,2.2852082448565625e-09
1929,2.33948540540041e-08,1.1140406375176326e-09
1930,1.2604324695075775e-08,0.0
1931,1.1405356659111021e-08,1.1405356659111021e-09
1932,1.753525868952721e-08,2.1919073223131136e-09
1933,1.7205992852709073e-08,6.882397318719313e-09
1934,1.9170528275935794e-08,1.1981580172459871e-09
1935,2.5133396697185617e-08,0.0
1936,1.33371855781661e-08,2.424942913137329e-09
1937,2.1404900962807005e-08,1.2591118148108649e-09
1938,1.2965214124527336e-08,5.186085783037697e-09
1939,2.141167065872196e-08,0.0
1940,2.5357829613881222e-08,0.0
1941,2.6563523380929155e-08,0.0
1942,6.068423519245414e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,1.927911696952833e-08,3.2131861615880553e-09
1945,4.1391576388605245e-08,4.357008087652048e-09
1946,3.480275978517966e-08,1.3921104269343232e-09
1947,4.053096236411591e-08,3.5762612871081956e-09
1948,2.3918154123947488e-08,7.610321262063735e-09
1949,2.0615717910565934e-08,1.9634016634739737e-09
1950,2.9779013033248702e-08,7.444753258312176e-09
1951,2.452122438434401e-08,6.396841278899501e-09
1952,3.0579932142060784e-08,6.326882129314981e-09
1953,3.5553629373907825e-08,3.232148326759443e-09
1954,2.443134050622575e-08,9.772536113672459e-10
1955,1.3139851429144755e-08,0.0
1956,2.3547082950159393e-08,6.104799332717903e-09
1957,2.3854601516326568e-08,4.417518795207798e-09
1958,3.391619785020339e-08,4.9633461784992505e-09
1959,2.4802393583378546e-08,1.5501495642666896e-09
1960,2.9759583741739704e-08,2.7683333403416555e-09
1961,2.0844478476611528e-08,3.47407969059077e-09
1962,2.1562651220108364e-08,4.43936931660005e-09
1963,2.9097239950814924e-08,1.2932106496776896e-09
1964,2.2510682873289056e-08,1.2167936658258327e-09
1965,1.9699356812452606e-08,1.0944086747954884e-09
1966,2.4371929474575893e-08,3.8773522170743036e-09
1967,2.120044340081506e-08,3.944268467392931e-09
1968,2.5601070541281246e-08,3.5931326802796093e-09
1969,2.452549263676218e-08,4.995933444718048e-09
1970,1.7475155905666284e-08,4.5987250119061684e-10
