year,quelques_DET yeux_NOUN,quelques_DET cieux_NOUN
1852,3.255272873481374e-08,0.0
1853,2.20961471342207e-08,5.3747388761848924e-09
1854,2.1821791262865986e-08,0.0
1855,3.3964397516683675e-08,5.306937111981824e-10
1856,3.4169448159815374e-08,0.0
1857,3.7099468830348314e-08,0.0
1858,2.9851424443450014e-08,9.787352039936081e-10
1859,1.476730293603623e-08,1.5276520048956854e-09
1860,2.4259074749011234e-08,4.577183909670879e-10
1861,2.5937800796071997e-08,0.0
1862,5.82820236516568e-08,1.8071945051545413e-09
1863,4.345320192555846e-08,0.0
1864,2.685047595374357e-08,4.794727948009836e-10
1865,2.3063536858103362e-08,4.706844247692743e-09
1866,1.6056522000873485e-08,4.865612912574591e-10
1867,2.91168689159349e-08,0.0
1868,2.1241458370013788e-08,2.4699371437009177e-09
1869,3.857980201971145e-08,0.0
1870,4.587239077480376e-08,2.8670243956696595e-09
1871,3.080141297573391e-08,0.0
1872,3.205089882385437e-08,6.047339295989218e-10
1873,2.0352414864532875e-08,1.1972008939764578e-09
1874,2.0911131493051016e-08,0.0
1875,6.75140180983469e-08,0.0
1876,4.897272098958183e-08,0.0
1877,2.1646855308254942e-08,1.2369631985365004e-09
1878,1.8117265909722846e-08,6.039088784604019e-09
1879,1.7717042943843353e-08,6.10932526790009e-10
1880,2.759673911612026e-08,0.0
1881,2.719278008322945e-08,1.3945015142624584e-09
1882,5.2577541653775484e-08,6.655385131892899e-10
1883,3.349249588779912e-08,1.2638677882037541e-09
1884,3.630933420595284e-08,6.601696966868076e-10
1885,1.9336907408629145e-08,0.0
1886,2.7749894160322697e-08,0.0
1887,3.3297514079322355e-08,0.0
1888,2.0924028287794272e-08,0.0
1889,2.0048437576747347e-08,1.8795409673089125e-09
1890,3.277193122430688e-08,0.0
1891,1.9122660788184476e-08,1.2748440081367107e-09
1892,1.3163875989263829e-08,0.0
1893,1.7243566574620672e-08,6.158416554491453e-10
1894,1.9534772022211655e-08,2.520615716150587e-09
1895,1.4444675011660024e-08,1.8055843487019274e-09
1896,1.4152869876049579e-08,0.0
1897,2.2724182091593548e-08,5.826713556089658e-10
1898,4.0174319315688933e-08,0.0
1899,3.8693050541382945e-08,0.0
1900,1.557315876254961e-08,0.0
1901,1.7883964531506535e-08,0.0
1902,2.356936334990678e-08,0.0
1903,1.9980814780495848e-08,0.0
1904,1.5048950530172078e-08,5.374625189347171e-10
1905,3.4577086083231734e-08,1.0321518084666081e-09
1906,2.2119994169678137e-08,0.0
1907,2.9314207949937554e-08,0.0
1908,1.8172138682714944e-08,0.0
1909,3.3005902677629706e-08,0.0
1910,2.7255168788542505e-08,0.0
1911,1.9685383989553884e-08,0.0
1912,4.48010239462171e-08,4.167536982180309e-09
1913,4.2954218182345016e-08,0.0
1914,2.3438603280467873e-08,0.0
1915,4.005458986711119e-08,0.0
1916,1.3184954017475548e-08,0.0
1917,3.070598708632133e-08,2.1932848870420685e-09
1918,2.2972752589112133e-08,0.0
1919,2.2098835428252528e-08,4.603924352863942e-09
1920,1.514446346106979e-08,7.572231730534895e-10
1921,2.2718242898012164e-08,0.0
1922,2.4347187377316004e-08,0.0
1923,2.5478274601198336e-08,0.0
1924,3.222906019839655e-08,1.289162443462999e-09
1925,2.5295809003011982e-08,5.499089184013428e-09
1926,2.452150527076924e-08,0.0
1927,1.6723837648058293e-08,0.0
1928,3.085031030636287e-08,0.0
1929,2.2280812084218837e-08,0.0
1930,1.995684684175103e-08,1.0503603542488804e-09
1931,1.4826963656844327e-08,0.0
1932,1.8631212572728373e-08,4.383814644626227e-09
1933,1.0323596200123575e-08,1.1470662197865522e-09
1934,1.7972370258689807e-08,0.0
1935,2.752705263731059e-08,0.0
1936,2.667437204451062e-08,0.0
1937,1.76275650742852e-08,0.0
1938,1.685477846180561e-08,0.0
1939,3.8235126176289214e-08,1.5294050470515685e-09
1940,2.7893612752905028e-08,1.2678914806940611e-08
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,1.517105907566929e-08,3.034211770724937e-09
1943,3.193558839598154e-08,5.806470415592457e-09
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,5.446260242791823e-08,2.178504043826024e-09
1946,2.5057986796639398e-08,2.7842208538686464e-09
1947,2.26496545963073e-08,8.344609447874518e-09
1948,2.609253013652335e-08,1.0871887834440486e-09
1949,3.043272556180199e-08,0.0
1950,2.6588404367089424e-08,1.0635361480382244e-09
1951,2.6653505291740487e-08,2.1322803522849654e-09
1952,2.741649041126948e-08,0.0
1953,1.7238123040108633e-08,0.0
1954,2.3454086006680086e-08,0.0
1955,1.970977647758332e-08,0.0
1956,3.0523996219500305e-08,0.0
1957,1.943708272111877e-08,1.7670075402875796e-09
1958,2.4816731114540858e-08,2.4816730892496253e-09
1959,1.8601795659378695e-08,3.100299128533379e-09
1960,2.4915000340630655e-08,2.076250060767393e-09
1961,3.265634829219266e-08,1.3896318540318475e-09
1962,2.09284568564172e-08,0.0
1963,2.909724061694874e-08,1.939815863494232e-09
1964,1.8251904654320583e-08,6.083968329129164e-10
1965,1.586892572902343e-08,2.188817349590977e-09
1966,1.0524241922382771e-08,0.0
1967,2.317257785655613e-08,1.9721342336964653e-09
1968,9.881114815257774e-09,1.3474247273492779e-09
1969,1.2262746373892242e-08,1.3625273131978588e-09
1970,1.8394900186402552e-08,9.197450023812337e-10
1971,1.2332154297745035e-08,2.0553589941130213e-09
1972,1.641647029426707e-08,0.0
1973,1.709093155888297e-08,0.0
1974,1.3501371631807757e-08,2.812785782069227e-09
1975,1.1422960355389478e-08,1.1422960355389478e-09
1976,9.141642887122714e-09,2.285410749536254e-09
1977,9.990529126202574e-09,5.876781838942691e-10
1978,1.0693064433908717e-08,2.3762365408686037e-09
1979,1.3459538927840242e-08,4.096381456264453e-09
1980,1.591842130332921e-08,2.2740602734216964e-09
1981,1.4548763971333756e-08,3.795329828193417e-09
1982,1.551875572491923e-08,2.483000915987077e-09
1983,1.326216381158929e-08,6.315316047889041e-10
1984,1.681712458179163e-08,0.0
1985,1.5640450601317468e-08,1.2031116103372597e-09
1986,1.3187867742292525e-08,1.7983456945813714e-09
1987,1.4054878705316298e-08,1.8332451112712533e-09
1988,8.994830658082265e-09,1.1993107618124554e-09
1989,8.780995708335126e-09,1.6464366536794728e-09
1990,1.4166492978695544e-08,4.358920779878872e-09
1991,8.20605094986604e-09,2.9307325455363298e-09
1992,1.487684975209902e-08,2.2039776670368383e-09
1993,6.647049133334804e-09,5.539207426075166e-10
1994,1.1604838756618108e-08,5.274926606624319e-10
1995,1.3556126665648094e-08,1.0844901643380922e-09
1996,5.3380921904988554e-09,4.804283193493575e-09
1997,9.58978896292706e-09,1.917957792585412e-09
1998,1.0966696883940585e-08,9.536258449571733e-10
1999,1.0968482844209149e-08,1.3710603763428253e-09
2000,1.192868515076384e-08,8.836062992401139e-10
2001,7.448060113102173e-09,3.943090742808408e-09
2002,1.3143664823189738e-08,8.76244299341522e-10
2003,7.500461141063397e-09,0.0
2004,9.250061522303454e-09,8.809582507929292e-10
2005,1.3961624190095279e-08,1.3511248786457486e-09
2006,6.588623757686207e-09,2.4707338397433887e-09
2007,1.3581230029480196e-08,2.7961355453243186e-09
2008,6.811903568992861e-09,2.1287198670449925e-09
2009,6.198650037703146e-09,1.907277002999308e-09
2010,2.1257068327784623e-08,0.0
2011,1.7590270517953144e-08,1.1471915639660324e-09
2012,2.0765941743938754e-08,2.0425516833455504e-09
2013,1.7571487820333687e-08,2.7891249310130206e-09
2014,2.1221363555312678e-08,3.031623174720721e-09
2015,2.3052384001687187e-08,3.768178213903184e-09
2016,2.754882189037744e-08,2.278474076078396e-09
2017,1.5596790081673362e-08,2.264050280587071e-09
2018,2.2975053859397576e-08,1.5488800242380307e-09
2019,2.0918100140931983e-08,1.7856913725466939e-09
