year,leurs_DET îles_NOUN,leurs_DET iles_NOUN,leurs_DET cils_NOUN
1850,8.486245395289416e-08,1.5614690873633208e-08,4.412847420809385e-08
1851,1.173797865572368e-07,1.9348317170653218e-08,4.5791015423901626e-08
1852,1.0221556356881933e-07,1.4974254503030693e-08,6.640756566866912e-08
1853,1.5646460838070197e-07,1.911018188138769e-08,6.091370607919089e-08
1854,8.001323226203283e-08,1.091089552041069e-08,3.117398605922972e-08
1855,7.48278168316574e-08,1.2736649068756378e-08,4.8823821430232783e-08
1856,7.455152228885709e-08,1.0354378687793542e-08,4.34883880018333e-08
1857,8.200934997759646e-08,5.369659827891837e-09,5.516105355818368e-08
1858,6.802209451262087e-08,1.125545512348225e-08,6.949019848434546e-08
1859,1.0744486100833228e-07,1.5785737605966688e-08,8.503929649350539e-08
1860,8.193159151126395e-08,1.052752293673187e-08,7.277722280374377e-08
1861,1.2261505411004237e-07,9.431927516789784e-09,7.404063229188296e-08
1862,9.442591442088144e-08,1.2650361869148696e-08,3.298130124562704e-08
1863,8.341017121438199e-08,4.994620939058336e-09,2.8968801246698206e-08
1864,9.97303416516715e-08,1.1986820425136102e-08,7.048250383334675e-08
1865,8.42525156308227e-08,9.413688717430091e-09,6.824924114745556e-08
1866,6.519920958680814e-08,1.2164032114903023e-08,6.033360000490262e-08
1867,6.648351735805136e-08,6.308654931785895e-09,1.077324132126023e-07
1868,6.323038481692578e-08,7.903798504571569e-09,6.273639741039005e-08
1869,7.764795384446188e-08,4.395167230164532e-09,1.0743742251406729e-07
1870,7.798306400630395e-08,8.601073187008978e-09,3.956493621615209e-08
1871,5.523012092112367e-08,1.0621177271019633e-09,1.1789506970671937e-07
1872,1.2094678414342752e-07,2.1165687758006868e-08,8.405801565913862e-08
1873,9.218447194481172e-08,8.979006427267677e-09,1.0714947951129261e-07
1874,9.499628317310993e-08,4.182226565063729e-09,7.169530924500123e-08
1875,9.726596328363257e-08,8.58229043387837e-09,4.520006413599731e-08
1876,1.2212949296319664e-07,1.813804439976252e-09,1.07619065659037e-07
1877,9.215375551541172e-08,8.04026067946495e-09,1.0081250356730465e-07
1878,8.937850992651875e-08,6.6429974854287366e-09,5.857916107743222e-08
1879,7.942122692838893e-08,4.887460103297769e-09,1.0385852933225692e-07
1880,7.765593856845499e-08,1.9253538763308597e-09,1.2643157543124062e-07
1881,1.568814221308834e-07,6.275256814181063e-09,1.0877111789042715e-07
1882,9.517200538766701e-08,3.9932310791357395e-09,1.530738635846518e-07
1883,7.456819828277617e-08,2.5277356319186595e-09,7.64639978001469e-08
1884,1.267525835402239e-07,1.1222884843675729e-08,9.836528480633433e-08
1885,9.152802432632612e-08,7.090199150017185e-09,7.799219070570018e-08
1886,6.647067607445933e-08,6.453463874400711e-09,1.2197046472817163e-07
1887,7.638842053347972e-08,6.528924623161458e-09,1.0903303948595067e-07
1888,6.784457906583441e-08,7.608737417896805e-09,1.6231973631875007e-07
1889,9.836264780460624e-08,6.265136742733546e-09,1.1778457209565829e-07
1890,6.619930115192574e-08,8.520702587944129e-09,8.91396594870919e-08
1891,6.820415521247014e-08,5.0993759215245404e-09,1.3640830331951292e-07
1892,7.208789298829288e-08,8.149066310636499e-09,8.713232091395184e-08
1893,6.774258315411785e-08,1.1700991287000306e-08,1.2070496802074615e-07
1894,8.065970380499721e-08,6.9316932194141145e-09,1.0649601200896086e-07
1895,5.777869915846168e-08,1.5648397688750038e-08,5.89824222796409e-08
1896,6.781583294923621e-08,5.307326134129653e-09,7.66613794667137e-08
1897,6.642453209693144e-08,1.6314797735006437e-08,1.0954221429937405e-07
1898,4.9227688925235213e-08,1.0750874412934763e-08,1.0354789647948337e-07
1899,4.9748205555033564e-08,1.2160672469008205e-08,1.5643047390767606e-07
1900,7.578937299967947e-08,7.267474289029963e-09,1.0849301190773986e-07
1901,6.650599004842661e-08,3.912117352289357e-09,1.285409896301104e-07
1902,7.021706238674597e-08,7.856454153909453e-09,6.186957790532688e-08
1903,7.290297321382866e-08,9.180374016537485e-09,8.100330717297766e-08
1904,8.00819179858081e-08,1.9348650681649815e-08,1.1017981904615226e-07
1905,1.0734378719234883e-07,5.1607592088664944e-09,7.070239638196085e-08
1906,6.893207427083325e-08,1.3374879870298173e-08,9.105206544290922e-08
1907,6.788553319481139e-08,1.337139243773322e-08,9.308546172759335e-08
1908,8.840500242968119e-08,6.3848060172233545e-09,8.3493614910779e-08
1909,5.721022944271681e-08,3.85068837926994e-09,8.856583733063417e-08
1910,8.924731698112254e-08,9.619471330601925e-09,1.052797671263761e-07
1911,5.373577927070272e-08,7.980561100850991e-09,9.736284400929662e-08
1912,4.844761869460257e-08,6.772247651554153e-09,8.803922213473925e-08
1913,4.507541251363989e-08,4.772690687104841e-09,1.2408995747614782e-07
1914,5.089525245693949e-08,6.696743715117748e-09,9.710278148222784e-08
1915,8.835571208010151e-08,1.1780761921542648e-09,4.476689596799588e-08
1916,6.043104150421641e-08,3.2962386153911893e-09,5.493730981243061e-08
1917,4.8252267959014716e-08,3.2899273305631027e-09,4.386569685266295e-08
1918,4.2499593178035866e-08,1.1486376294556067e-09,7.581008087953478e-08
1919,1.1601888871837218e-07,1.0128633542993981e-08,6.445493871964914e-08
1920,7.49650914677602e-08,1.0601124422748853e-08,1.0676846562418518e-07
1921,5.831015403856554e-08,2.8019165654313838e-08,7.799930079599449e-08
1922,5.976127681606158e-08,6.640141769764796e-09,8.410846569217867e-08
1923,8.492758496458919e-08,4.246379248229459e-09,1.0509788372914386e-07
1924,4.769901096324247e-08,1.0313299547703991e-08,8.508471782686655e-08
1925,4.5092530598367375e-08,2.1996355847875293e-09,1.1218141349189636e-07
1926,5.461608021395392e-08,2.229227691330493e-09,1.1034677172006013e-07
1927,7.024011949852138e-08,8.919379901328739e-09,9.588333249599401e-08
1928,5.141718517620575e-08,1.0283436990832229e-08,1.119752058853507e-07
1929,7.129860279952993e-08,6.684243603061191e-09,1.2365851320694787e-07
1930,5.3568378177715203e-08,1.0503603542488804e-09,6.932378227020308e-08
1931,9.922660559880114e-08,4.5621426636444085e-09,5.360517718600022e-08
1932,8.110057336807586e-08,5.4797684168050864e-09,8.329247691563069e-08
1933,6.079451253526713e-08,2.2941324395731044e-09,9.405943046658649e-08
1934,8.866369682891673e-08,1.7972370258689807e-08,7.668211310374318e-08
1935,8.018750463634206e-08,9.574627313213568e-09,6.103824823355808e-08
1936,4.849885737456816e-08,6.0623572828433225e-09,7.1535815493462e-08
1937,6.547381470323188e-08,3.777335333410292e-09,8.310138310818616e-08
1938,5.963998717106733e-08,6.482607117774819e-09,5.7046944390570786e-08
1939,6.270560426457905e-08,3.058810094103137e-09,7.035263394072899e-08
1940,8.114505334333444e-08,7.607348750937604e-09,9.889553354014424e-08
1941,4.132103725851266e-08,0.0,9.444808357628176e-08
1942,8.799214157306778e-08,6.068423541449874e-09,1.0316320242509391e-07
1943,6.67744117777147e-08,2.9032352077962287e-09,1.0741970180028204e-07
1944,1.4780655988033686e-07,1.2852744646352221e-08,9.318240046241044e-08
1945,8.714016530575464e-08,4.357008087652048e-09,8.278315277721049e-08
1946,5.8468636154884734e-08,5.568441707737293e-09,5.986074569364064e-08
1947,5.1259744449083655e-08,3.5762612871081956e-09,7.867775075887096e-08
1948,5.870819563824625e-08,4.348755133776194e-09,9.893418084772065e-08
1949,6.97007607186606e-08,1.9634016634739737e-09,5.98837510690231e-08
1950,5.1049734439700956e-08,1.0635361480382244e-09,7.657459955012769e-08
1951,6.183613110444242e-08,7.462981344019681e-09,5.757156884556025e-08
1952,6.010538089462614e-08,9.490323416017077e-09,6.854122491795067e-08
1953,6.572034694229956e-08,3.232148326759443e-09,3.98631598841348e-08
1954,4.4953667233116335e-08,2.9317608341017376e-09,7.329402107458804e-08
1955,4.974372203037092e-08,5.631364707880948e-09,4.035811507208109e-08
1956,6.802490304380626e-08,2.0058625871399727e-08,6.366433069615596e-08
1957,6.272876618140799e-08,5.301022731885041e-09,6.007825775755649e-08
1958,4.4670112941957996e-08,9.926692023931594e-09,4.880623549752272e-08
1959,5.193000929271108e-08,7.750748043378053e-09,3.64285146492449e-08
1960,4.7753748622092473e-08,6.228750071279876e-09,4.4985417835263775e-08
1961,5.4195642806842415e-08,4.168895617606694e-09,4.446822110537596e-08
1962,6.405375857498896e-08,3.805173953708163e-09,2.2196847748734427e-08
1963,6.983337241805998e-08,5.1728423766661535e-09,4.978861012361335e-08
1964,3.954579413933956e-08,2.4335873316516654e-09,4.623815996751546e-08
1965,5.636204747361262e-08,1.6416130121932326e-09,3.8851506900527966e-08
1966,6.591498902253079e-08,2.215629901769489e-09,4.597432190500683e-08
1967,4.9796391010659136e-08,2.4651677366094304e-09,3.796358288843393e-08
1968,7.186265094105693e-08,5.838840411165336e-09,5.210042217096422e-08
1969,5.586361992437894e-08,4.541757803178115e-09,3.1792304733269106e-08
1970,5.472482911272891e-08,4.1388525939822784e-09,3.908916426653697e-08
1971,4.419021981671989e-08,2.5691987426412766e-09,3.494110245583215e-08
1972,6.771793703563844e-08,2.0520587451500205e-09,4.6684335952562606e-08
1973,6.119655893144227e-08,5.513203782392395e-09,2.921998032423545e-08
1974,6.975708544132431e-08,5.063014563155832e-09,2.3627400480563665e-08
1975,4.5120694736056066e-08,1.1422960355389478e-09,2.1703625119329217e-08
1976,6.684826192593363e-08,2.856763492431469e-09,2.9138986279431123e-08
1977,5.465407015847745e-08,5.289103821581875e-09,3.1146945300708495e-08
1978,9.089104935355863e-08,4.1584139465200565e-09,3.504948786758888e-08
1979,6.671249508372057e-08,4.681578680276743e-09,2.5163484851375983e-08
1980,6.992735657185278e-08,4.548120546843393e-09,2.1035057307106086e-08
1981,5.566483451957538e-08,5.692994742290125e-09,3.6055632257614434e-08
1982,9.559553615368088e-08,5.586752060970923e-09,3.289976169273956e-08
1983,7.957298464589257e-08,3.789189739755727e-09,3.536576898000021e-08
1984,5.103127370675864e-08,2.319603453759811e-09,2.609553817478627e-08
1985,8.421781283463048e-08,3.609334831011779e-09,1.9249785765396155e-08
1986,7.31327230996115e-08,2.9972427317837003e-09,3.5966912337315193e-08
1987,7.149655872895622e-08,3.6664902225425067e-09,3.483165472717431e-08
1988,6.65617461148571e-08,4.797243047249822e-09,2.99827696004229e-08
1989,6.585746348264365e-08,7.134558943633351e-09,2.853823466431038e-08
1990,8.71784138212206e-08,8.717841559757744e-09,3.541623094793778e-08
1991,5.685621273787689e-08,5.2753188484189195e-09,2.6962739596569918e-08
1992,8.37511535678459e-08,2.754972139307199e-09,3.195767583896725e-08
1993,8.641163384837114e-08,1.6617622278225497e-09,3.54509293032379e-08
1994,6.435410421223864e-08,2.1099705871385765e-09,3.006708115815826e-08
1995,6.778063310619586e-08,1.0844901643380922e-09,2.006306737412089e-08
1996,7.473329244334082e-08,1.6014276571496566e-09,1.7615704450690828e-08
1997,9.877482953779548e-08,2.397447240731765e-09,3.164630457686002e-08
1998,7.819731706604216e-08,2.86087753487152e-09,2.384064645699624e-08
1999,1.046576068586269e-07,1.3710603763428253e-09,3.0620348590026936e-08
2000,9.056964289655411e-08,4.4180314962005696e-10,2.385736985743847e-08
2001,9.77010203850881e-08,2.628727069353687e-09,2.7601633506568746e-08
2002,1.0120621585230083e-07,1.314366449012283e-09,2.4534839937473407e-08
2003,9.625592023443375e-08,0.0,2.458484599232591e-08
2004,8.325055489422084e-08,0.0,2.9071622276166664e-08
2005,7.926599110419374e-08,1.8014998381943315e-09,2.792324715894523e-08
2006,6.012119618814538e-08,8.235779835885637e-10,3.4590276587476154e-08
2007,8.54818594797635e-08,7.988958938831558e-10,2.5165221018141892e-08
2008,7.833689091851781e-08,1.7029758436759579e-09,2.59703815674861e-08
2009,7.056924999915282e-08,2.860915504498962e-09,3.337734755248789e-08
2010,5.668551494864005e-08,4.723793023408973e-10,4.440365497515586e-08
2011,7.456745265699283e-08,0.0,4.244608919901083e-08
2012,8.510631765989984e-08,1.3617010852229328e-09,4.663826291828599e-08
2013,8.39526650420197e-08,1.3945625210176615e-09,5.43879383196888e-08
2014,7.644021399189072e-08,8.661780875884872e-10,5.132105196370418e-08
2015,6.849218237015009e-08,8.866301581811342e-10,6.694057774758733e-08
2016,7.871092322364603e-08,1.2428039986023265e-09,6.421154230551451e-08
2017,5.987154882980406e-08,1.0062445598979508e-09,3.06904586189205e-08
2018,8.286507774402097e-08,2.5814667070633845e-10,4.956416066459468e-08
2019,6.785627537642114e-08,2.55098775436835e-10,6.020331211331609e-08
