year,mêmes_ADJ ondes_NOUN,mêmes_ADJ sondes_NOUN
1934,1.5576054224197833e-08,1.1981580172459871e-09
1935,2.752705441366743e-08,0.0
1936,2.66743711563322e-08,0.0
1937,5.162358363008934e-08,1.2591118148108649e-09
1938,2.074434313215079e-08,2.5930428915188486e-09
1939,9.176430282309411e-09,0.0
1940,1.7750480196809804e-08,0.0
1941,3.836953510472085e-08,0.0
1942,9.102635090130207e-09,0.0
1943,8.709705845433291e-09,0.0
1944,1.2852744646352221e-08,0.0
1945,8.714016175304096e-09,0.0
1946,1.9489545977080525e-08,0.0
1947,1.4305045148432782e-08,0.0
1948,1.9569398546082084e-08,0.0
1949,1.47255123650325e-08,0.0
1950,1.914365022059883e-08,1.0635361480382244e-09
1951,1.1727541604500402e-08,0.0
1952,1.370824520563474e-08,0.0
1953,6.464296653518886e-09,0.0
1954,1.4658803948464083e-08,0.0
1955,1.3139850985055546e-08,0.0
1956,7.849027205963921e-09,0.0
1957,1.236905244894615e-08,0.0
1958,1.8198935691771112e-08,0.0
1959,6.975672928177801e-09,0.0
1960,8.997083078554624e-09,0.0
1961,1.528595028332802e-08,0.0
1962,1.2683912586908264e-08,1.9025869768540815e-09
1963,1.8104948651398445e-08,1.2932106496776896e-09
1964,1.3384730657151067e-08,0.0
1965,2.6265809083270142e-08,0.0
1966,9.416426749453422e-09,0.0
1967,8.874604162656397e-09,0.0
1968,8.982831367632116e-09,1.7965663401398047e-09
1969,1.3625273354023193e-08,4.5417578031781147e-10
1970,5.058597540852361e-09,0.0
1971,1.0276794526475896e-08,3.083038491169532e-09
1972,1.128632298730281e-08,0.0
1973,6.615844760915479e-09,0.0
1974,5.625571564138454e-09,0.0
1975,9.709516746170266e-09,0.0
1976,7.998937512354587e-09,0.0
1977,5.876781727920388e-09,2.3507127355770763e-09
1978,7.72276909088987e-09,5.940591352171509e-10
1979,9.363157360553487e-09,5.851973350345929e-10
1980,6.822181042309694e-09,5.685150683554241e-10
1981,8.855769451088236e-09,6.325549528618524e-10
1982,7.449002747961231e-09,0.0
1983,6.946847541655643e-09,0.0
1984,6.958810416790584e-09,0.0
1985,8.421781494405423e-09,0.0
1986,7.1933827783254856e-09,0.0
1987,6.721898593298192e-09,0.0
1988,9.594486094499644e-09,1.1993107618124554e-09
1989,7.683371272548811e-09,0.0
1990,9.262707045820662e-09,1.089730194969718e-09
1991,1.2895223555631219e-08,0.0
1992,6.61193322315512e-09,2.7549720282848966e-09
1993,1.0524494165053966e-08,5.539207426075166e-10
1994,5.802419433820205e-09,1.0549853213248639e-09
1995,3.253470381991974e-09,1.0844901643380922e-09
1996,1.014237493990322e-08,5.338092190498855e-10
1997,1.6302641014931396e-08,4.79489448146353e-10
1998,9.536258005482523e-09,0.0
1999,9.140402212892695e-09,1.3710603763428253e-09
2000,3.97622823555821e-09,0.0
2001,6.571817756650944e-09,0.0
2002,6.133709984368352e-09,0.0
2003,7.083769126836614e-09,4.1669229178253886e-10
2004,7.488145215006625e-09,0.0
2005,7.205999352777326e-09,0.0
2006,5.353256948836815e-09,0.0
2007,6.7906151812735516e-09,3.994479469415779e-10
2008,8.089135583588813e-09,4.257439678578834e-10
2009,7.629108011997232e-09,4.76819250749827e-10
2010,1.2754241218715379e-08,1.8895172093635892e-09
2011,6.500752380844688e-09,0.0
2012,1.327658516458996e-08,3.404252713057332e-10
2013,1.1714325509615264e-08,2.789125042035323e-10
2014,1.667392801607548e-08,0.0
2015,1.6402658786773827e-08,0.0
2016,1.5949318310504168e-08,2.0713400439298368e-10
2017,1.33327402451755e-08,0.0
2018,1.3681773936013997e-08,0.0
2019,1.5050828139351324e-08,5.1019755087367e-10
