year,certaines_DET ondes_NOUN,certaines_DET sondes_NOUN
1899,8.844125432005967e-09,0.0
1900,1.5573159428683425e-09,1.5573159428683425e-09
1901,1.676621685930968e-08,1.676621730339889e-09
1902,6.38336894454028e-09,0.0
1903,1.2420506401156217e-08,5.400220270956879e-10
1904,4.837162670412454e-09,2.1498500757388683e-09
1905,6.708986810544104e-09,0.0
1906,1.7490227655070356e-08,0.0
1907,9.771402076363955e-09,5.142843373384665e-10
1908,1.2278472683036057e-08,2.4556945366072114e-09
1909,5.5009836685826485e-09,2.7504918342913243e-09
1910,3.634022416321159e-08,2.137660271017694e-09
1911,1.4897047151407605e-08,0.0
1912,1.614920552839294e-08,5.209421227725386e-10
1913,1.0075680512144913e-08,0.0
1914,1.1384464038144415e-08,3.348371913070025e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,2.307367097387214e-08,0.0
1917,1.0966424435210342e-09,4.386569774084137e-09
1918,1.033773866510046e-08,0.0
1919,1.5653341733923298e-08,9.207848705727883e-09
1920,1.741613342431947e-08,2.2716695191604686e-09
1921,2.1960967766521122e-08,2.27182422873895e-09
1922,1.5493664740073854e-08,7.377935484775833e-10
1923,2.441668067731939e-08,1.0615948120573648e-09
1924,2.707241142374528e-08,0.0
1925,2.0896537833436923e-08,0.0
1926,2.8979959765251806e-08,1.1146138456652466e-09
1927,1.6723836537835268e-08,4.4596899506643695e-09
1928,3.427812511613837e-08,2.2852082448565625e-09
1929,2.2280812306263442e-08,8.912325100141061e-09
1930,3.2561171536826805e-08,9.453243188239924e-09
1931,2.052964109822142e-08,0.0
1932,2.6302887090601246e-08,4.383814644626227e-09
1933,3.900024991843054e-08,2.2941324395731044e-09
1934,2.875579241390369e-08,0.0
1935,2.2739740757060645e-08,2.393656828303392e-09
1936,5.092380028770549e-08,1.2124714565686645e-09
1937,2.6441348555117372e-08,5.0364472592434595e-09
1938,3.630259948206316e-08,6.4826072287971215e-09
1939,2.5999884911698246e-08,4.588215141154706e-09
1940,1.5214697057785997e-08,1.2678914584896006e-08
1941,3.836953554881006e-08,2.9515025978810172e-09
1942,2.730790527039062e-08,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,0.0
1945,1.5249527862692958e-08,2.178504043826024e-09
1946,3.897909195416105e-08,9.744772988540262e-09
1947,1.549713246618012e-08,2.3841741914054637e-09
1948,3.261566305923225e-08,5.435944139264848e-09
1949,2.1597417965146803e-08,1.9634016634739737e-09
1950,2.1270722516675278e-08,2.1270722960764488e-09
1951,1.1727541604500402e-08,2.1322803522849654e-09
1952,2.4253049346611988e-08,0.0
1953,2.2625037066070774e-08,9.696444758233724e-09
1954,2.8340355395783945e-08,1.9545072227344917e-09
1955,5.5375087182341076e-08,3.754243138587299e-09
1956,5.145473558343383e-08,4.36057079333807e-09
1957,4.3291683571311523e-08,2.6505113659425206e-09
1958,1.9853384269907792e-08,8.272243445794913e-10
1959,3.720359043057897e-08,3.875373910666724e-09
1960,2.9759583741739704e-08,2.7683333403416555e-09
1961,2.4318556723912366e-08,2.08444772553662e-09
1962,2.2196846694022554e-08,1.9025869768540815e-09
1963,2.9743844720542256e-08,2.5864211883330768e-09
1964,2.798625509115027e-08,1.8251904432275978e-09
1965,2.681301225493371e-08,1.0944086747954884e-09
1966,1.9386760974349215e-08,0.0
1967,2.563774548214326e-08,2.958201350544698e-09
1968,2.1109654885220763e-08,2.245707925174756e-09
1969,1.4079449051074278e-08,4.087582022860303e-09
1970,1.79350284068569e-08,2.2993625059530842e-09
1971,1.9525910222029097e-08,1.541519245584766e-09
1972,2.0520588228656322e-08,2.5650734314375256e-09
1973,1.4885650045926013e-08,3.859242592163525e-09
1974,1.4626486799507177e-08,2.8127858930915295e-09
1975,1.313640396460869e-08,4.569184142155791e-09
1976,1.4283817573179647e-08,5.7135269293517865e-09
1977,1.7630345627850375e-08,2.3507127355770763e-09
1978,1.5445537626668226e-08,4.1584139465200565e-09
1979,1.9311512056141567e-08,1.1703946700691858e-09
1980,1.591842213599648e-08,1.7055452050662723e-09
1981,1.644642960707543e-08,0.0
1982,9.932003663948308e-09,1.8622506869903077e-09
1983,1.705135410645653e-08,1.2630632095778083e-09
1984,9.858314442556804e-09,1.1598016991243298e-09
1985,1.2031116214394899e-08,4.210890636180409e-09
1986,1.6784559520033326e-08,2.9972427317837003e-09
1987,6.721898593298192e-09,1.8332451112712533e-09
1988,7.195864348830128e-09,4.1975875553212916e-09
1989,1.4269117443177493e-08,3.841685525252103e-09
1990,1.3621627159565719e-08,5.9935161278446e-09
1991,1.6998249918742658e-08,5.861465202094962e-10
1992,5.5099441120809445e-09,2.754972083796048e-09
1993,9.970573089379542e-09,2.2156830259412175e-09
1994,6.329911705904578e-09,2.1099706426497278e-09
1995,1.1387146947594573e-08,2.7112254663563817e-09
1996,8.540947282753564e-09,2.135236876199542e-09
1997,1.294621509995153e-08,3.3564261370244708e-09
1998,9.059445305048541e-09,1.9072516899143466e-09
1999,7.3123217758652714e-09,5.484241505371301e-09
2000,1.1928685039741538e-08,2.2090157481002848e-09
2001,1.0076786849388952e-08,2.1906058633724967e-09
2002,9.638686904178684e-09,2.6287327870022636e-09
2003,1.3334153337041244e-08,1.6667691671301554e-09
2004,1.3654853081579432e-08,5.7262286579096155e-09
2005,1.9816498220137646e-08,2.7022496462691947e-09
2006,1.6059770735488144e-08,8.235779835885637e-10
2007,1.3581230584591708e-08,2.3966876816494675e-09
2008,1.1495086993384973e-08,4.257439678578834e-10
2009,1.5258216023994464e-08,3.337734755248789e-09
2010,1.4643758650123573e-08,8.975207022032805e-09
2011,2.829739287335542e-08,6.118354933803971e-09
2012,2.4170194290462632e-08,5.787229584441889e-09
2013,1.6734750474256543e-08,3.0680375462388554e-09
2014,1.580775058074302e-08,1.9489006658490737e-09
2015,1.3742767257518551e-08,3.1032055813895454e-09
2016,1.408511229872289e-08,3.107010093650331e-09
2017,1.836396212873126e-08,2.264050280587071e-09
2018,2.3233201140726578e-08,2.0651733101395564e-09
2019,2.0918100140931983e-08,1.275493877184175e-09
