year,soyons_VERB en_ADP,soyons_VERB sans_ADP
1864,2.3590061459799472e-07,5.897515187314184e-08
1865,1.8262555645520706e-07,4.753912907773383e-08
1866,2.715011984122384e-07,5.7900792604925755e-08
1867,2.0624448993089572e-07,3.639608614491863e-08
1868,2.297041383769738e-07,2.0747471296544973e-08
1869,2.236651774900622e-07,3.662639502799436e-08
1870,2.2878854721852804e-07,3.66979104882148e-08
1871,3.1120050447697167e-07,3.3987767711352035e-08
1872,2.025858667487057e-07,6.1682859708867e-08
1873,1.7359412307627053e-07,3.172582230259735e-08
1874,1.9716210086784258e-07,2.6288279997288555e-08
1875,2.374433829555045e-07,2.6891176729826327e-08
1876,2.1161051932949704e-07,4.0508298493335815e-08
1877,1.997695564526225e-07,2.4739263526640798e-08
1878,1.7573747568278009e-07,2.7779807343364382e-08
1879,1.90000021049741e-07,2.74919635945281e-08
1880,1.7713256372786645e-07,3.0805661577204546e-08
1881,2.3567076112840368e-07,3.6257038260600893e-08
1882,2.0565139990935677e-07,2.9949233093518046e-08
1883,1.7378181382809998e-07,3.349249588779912e-08
1884,2.482238032897044e-07,2.706695667598069e-08
1885,2.28175507377415e-07,4.511944817764402e-08
1886,2.1360964863603726e-07,2.0005737511041843e-08
1887,2.800908763256338e-07,3.264462256069578e-08
1888,1.800734548140781e-07,3.6141504677900116e-08
1889,2.1802675548299177e-07,1.8168897220061098e-08
1890,2.4054597957956503e-07,3.5393686204088226e-08
1891,1.7210394709366028e-07,2.4859457603554347e-08
1892,2.4071087811883274e-07,3.3223114925817754e-08
1893,2.426416054746028e-07,3.387129021703572e-08
1894,2.14882483362544e-07,2.2055387294273032e-08
1895,2.708376514171107e-07,2.2268873856035043e-08
1896,2.2467680382831645e-07,2.299841250774648e-08
1897,1.800454427769438e-07,3.379493929145383e-08
1898,2.0030575820229046e-07,1.4711722728932841e-08
1899,1.6914390421618464e-07,2.8743407654019393e-08
1900,2.0712301895819962e-07,2.491705552998269e-08
1901,1.9840022980055494e-07,1.397184723472833e-08
1902,1.8609975871441975e-07,1.4239823098449733e-08
1903,1.8954772507129292e-07,1.8900770948349077e-08
1904,1.9241158000227188e-07,3.654745039938234e-08
1905,1.919802361527445e-07,1.9610884693932462e-08
1906,1.903348261222959e-07,3.395161840558103e-08
1907,2.170279973512379e-07,2.5199932807140613e-08
1908,2.337821234377202e-07,2.357466710734002e-08
1909,2.013359949870619e-07,1.5402754183213574e-08
1910,2.1857575571715415e-07,2.4583092894658876e-08
1911,1.9472569801060047e-07,3.085817112946643e-08
1912,2.1619097534397724e-07,1.3023552902780011e-08
1913,1.9992271305113718e-07,3.924212244044156e-08
1914,2.477795089106394e-07,3.0135347550697134e-08
1915,2.2147832678953705e-07,3.7698439037114895e-08
1916,2.1425550444931218e-07,1.8678685265172135e-08
1917,2.544210451205231e-07,3.289927263949721e-08
1918,2.2513296915604997e-07,6.89182577673364e-09
1919,2.430871926528688e-07,3.4069038257200646e-08
1920,2.407969752482586e-07,2.8017256958889902e-08
1921,1.8326048156769303e-07,1.5145494636215062e-08
1922,2.0141763190650863e-07,3.024953532104746e-08
1923,1.8047112426700096e-07,4.0340602414090654e-08
1924,2.5009750692639443e-07,6.445812106292692e-09
1925,1.9796719907816396e-07,2.859526304632709e-08
1926,2.0954740787004766e-07,1.5604594061358057e-08
1927,1.9845620746750114e-07,2.3413372129965637e-08
1928,1.965279059490399e-07,1.1426041002238208e-08
1929,2.161238823461531e-07,2.4508893137209498e-08
1930,1.9221594327323288e-07,1.3654684494213143e-08
1931,1.6423713855573396e-07,2.623231942777693e-08
1932,2.2247858855184433e-07,2.1919073667220346e-08
1933,1.9156006514364776e-07,1.835305885045102e-08
1934,2.0967764768897723e-07,1.1981580172459871e-08
1935,1.8909889298868165e-07,1.6755597798123745e-08
1936,2.0612014317578087e-07,9.699771652549316e-09
1937,1.91384992742627e-07,1.6368453148452033e-08
1938,1.9577473642229393e-07,3.3709557811789637e-08
1939,2.2176373182247744e-07,2.141167065872196e-08
1940,2.0032684999726769e-07,1.2678914806940611e-08
1941,2.1841119668408737e-07,3.246652813260198e-08
1942,2.2756587725325517e-07,4.8547387443420575e-08
1943,2.758073383013482e-07,2.6129117536299873e-08
1944,2.0243072285097696e-07,1.6065930807940276e-08
1945,2.2438591962270493e-07,1.742803235060819e-08
1946,2.2691399870211626e-07,2.7842208538686464e-08
1947,2.396095104550966e-07,1.3112958274774655e-08
1948,2.522277862126998e-07,1.087188761239588e-08
1949,2.503337002135453e-07,9.817008428392171e-09
1950,2.1377077108475362e-07,1.3825970146541522e-08
1951,2.388154022314737e-07,1.8124382994422206e-08
1952,2.1195055133205187e-07,2.6362010130398517e-08
1953,2.2086345552452258e-07,3.232148060305917e-08
1954,1.925189643259273e-07,3.61583838426327e-08
1955,2.4027156664274685e-07,2.4402580844906652e-08
1956,2.075631635456432e-07,1.1337483840634377e-08
1957,2.1292441010345442e-07,2.032058699086292e-08
1958,2.0266996925144554e-07,1.4890038535497752e-08
1959,2.123704962997408e-07,2.1702094787912074e-08
1960,2.415370841113429e-07,1.7994165935064643e-08
1961,3.05719015436523e-07,2.084447769945541e-08
1962,2.3084721822996812e-07,2.917299912752469e-08
1963,2.4829644207358115e-07,2.198458126656533e-08
1964,2.652610215925222e-07,1.277633332463779e-08
1965,2.303730237684931e-07,1.7510538796727815e-08
1966,2.3097942225547285e-07,1.9940668227746983e-08
1967,2.2334419846892217e-07,2.02143750627215e-08
1968,2.173845329300761e-07,1.976222918642634e-08
1969,2.130084340024041e-07,1.9983734222961402e-08
1970,2.44652159198111e-07,1.9774516912818285e-08
1971,2.230064506392182e-07,2.1067430022725375e-08
1972,2.2008329664258142e-07,1.6929484480954216e-08
1973,2.0398854561065605e-07,1.874489319320105e-08
1974,1.8283108049743646e-07,2.3627401812831295e-08
1975,2.12467068383404e-07,1.3707551982378163e-08
1976,1.9197450162877772e-07,2.2282754308378117e-08
1977,1.9804755302388344e-07,9.40285116435291e-09
1978,2.269305920954423e-07,1.6039596539840772e-08
1979,2.0013748391889408e-07,1.2289143591637242e-08
1980,2.3138563254310185e-07,2.2172088387506506e-08
1981,1.9166415343718768e-07,1.897664936301169e-08
1982,2.0422681967779965e-07,1.2415004913002292e-08
1983,2.084054306905614e-07,1.0736036948344463e-08
1984,2.1514321102422684e-07,1.8556827185989277e-08
1985,1.8347451824496375e-07,1.5640450934384376e-08
1986,2.0561085456449746e-07,1.1988970927134801e-08
1987,1.7721368417156214e-07,1.7721368816836502e-08
1988,1.7449971689842414e-07,8.39517544370949e-09
1989,2.0470695716312548e-07,2.5245361356951435e-08
1990,1.6836330996028437e-07,2.0160008773473237e-08
1991,2.0163440961340484e-07,1.875668864670388e-08
1992,1.67502298031863e-07,1.5427843669257868e-08
1993,1.833477645263315e-07,1.772546420752974e-08
1994,2.1363452118450255e-07,8.439882570598911e-09
1995,1.7189168577402825e-07,1.5725107438413488e-08
1996,1.9163750297757076e-07,1.3345230254202534e-08
1997,2.0522148336254986e-07,1.1507746311423261e-08
1998,1.754671603571012e-07,1.4304387896402204e-08
1999,1.581289645891104e-07,8.226362091523498e-09
2000,1.4888765820231242e-07,1.8997535100595542e-08
2001,1.752484672934429e-07,1.007678718245586e-08
2002,2.0065994377205243e-07,9.63868718173444e-09
2003,1.820945296771015e-07,1.7084384129617547e-08
2004,1.5989392432302907e-07,1.5857248403250424e-08
2005,1.576312351758702e-07,1.7114248684890754e-08
2006,1.6883348230578576e-07,1.935408233677549e-08
2007,1.6617035147881154e-07,1.3980677948666198e-08
2008,1.8732733941817514e-07,1.1920831211043037e-08
2009,1.6736355523683244e-07,1.3350939465084366e-08
2010,2.1351543999514888e-07,1.322662068758973e-08
2011,1.8087387565479673e-07,1.2236710311697152e-08
2012,1.9948921581303125e-07,1.46382865828798e-08
2013,2.1002111116885658e-07,1.589801268409019e-08
2014,2.351673398237608e-07,1.450848308159891e-08
2015,2.229874880299576e-07,1.6845973282997306e-08
2016,2.2577606539897488e-07,1.802065852096746e-08
2017,2.4652991648110856e-07,1.4590545882597894e-08
2018,2.5840482154038114e-07,1.3423627098774205e-08
2019,2.4821110522488254e-07,1.2754939104908658e-08
