year,trois_DET iles_NOUN,trois_DET cils_NOUN
1913,1.5908969142053309e-09,4.772690687104841e-09
1914,2.678697486047099e-09,4.018046340092951e-09
1915,4.712304768617059e-09,5.890381071793627e-09
1916,0.0,5.493730803607377e-09
1917,3.289927441585405e-09,4.386569774084137e-09
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,1.8415696745321952e-09,0.0
1920,3.786115865267448e-09,2.2716695191604686e-09
1921,2.2718242842501013e-09,1.5145494858259667e-09
1922,1.4755870969551665e-09,5.164555005876537e-09
1923,3.1847844361720945e-09,9.554353752605493e-09
1924,3.867487330388997e-09,1.289162443462999e-09
1925,5.499088961968823e-09,2.1996355847875293e-09
1926,7.802296808634424e-09,1.2260752413340015e-08
1927,4.459690061686672e-09,2.2298449753321847e-09
1928,3.4278122562625413e-09,0.0
1929,6.684243825105796e-09,4.4561625500705304e-09
1930,0.0,2.100720708497761e-09
1931,1.1405356659111021e-09,3.4216069977333063e-09
1932,7.6716757391182e-09,1.0959536611565568e-09
1933,2.2941324395731044e-09,0.0
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,5.98414207075848e-09,8.377798899061872e-09
1936,1.2124714565686645e-09,0.0
1937,3.777335444432595e-09,2.0145789036973838e-08
1938,3.889564337278273e-09,6.482607339819424e-09
1939,3.058810094103137e-09,7.647025235257843e-09
1940,7.607348750937604e-09,0.0
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,0.0,7.888950648293758e-08
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,3.2131861615880553e-09,2.4420214117526484e-07
1945,0.0,2.178504043826024e-09
1946,5.568441707737293e-09,1.1136883415474585e-08
1947,7.152522574216391e-09,2.3841741914054637e-09
1948,5.435943917220243e-09,9.784699273041042e-09
1949,3.9268033269479474e-09,3.9268033269479474e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,5.3307008807124134e-09,7.462981344019681e-09
1952,3.163441175679793e-09,5.272402070488624e-09
1953,4.3095309543161875e-09,8.619061908632375e-09
1954,8.795282502305213e-09,6.840775057526116e-09
1955,9.385607846468247e-10,4.6928039232341234e-09
1956,8.72114158667614e-10,2.616342476002842e-09
1957,2.6505113104313693e-09,3.534015080575159e-09
1958,2.4816730892496253e-09,0.0
1959,3.8753737996444215e-09,7.750747821333448e-10
1960,6.920833350854139e-10,6.920833350854139e-10
1961,6.948159270159238e-10,2.779263708063695e-09
1962,1.2683912808952869e-09,3.170978146727066e-09
1963,2.5864212993553792e-09,5.1728425987107585e-09
1964,3.650380941966347e-09,3.6503808864551957e-09
1965,3.283225968875314e-09,5.472043373977442e-10
1966,1.1078149508847446e-09,0.0
1967,1.4791006197611978e-09,9.860671168482327e-10
1968,2.6948494546985557e-09,2.245707841908029e-09
1969,9.083515606356229e-10,1.8167031212712459e-09
1970,6.438214850135182e-09,3.219107425067591e-09
1971,2.5691987426412766e-09,0.0
1972,4.104117490300041e-09,2.565073486948677e-09
1973,1.6539611902288698e-09,0.0
1974,3.937900228123681e-09,1.6876715580593782e-09
1975,5.711480177694739e-09,0.0
1976,7.427584713948221e-09,0.0
1977,3.526069214387917e-09,1.1753563677885381e-09
1978,3.5643548113029055e-09,2.970295565063452e-09
1979,2.3407893401383717e-09,1.7555920051037788e-09
1980,2.2740603289328476e-09,1.1370301367108482e-09
1981,3.795329661659963e-09,0.0
1982,3.7245013739806154e-09,6.207502289967692e-10
1983,8.841442245000053e-09,0.0
1984,5.219107646059484e-09,5.799008495621649e-10
1985,4.210890747202711e-09,6.015558051686298e-10
1986,4.196139768986029e-09,0.0
1987,2.4443267410134695e-09,0.0
1988,2.3986214681137596e-09,5.996553809062277e-10
1989,3.2928733073589456e-09,5.488122178931576e-10
1990,2.179460389939436e-09,5.44865097484859e-10
1991,2.9307325455363298e-09,5.861465202094962e-10
1992,8.264916306899295e-09,1.65298330578878e-09
1993,2.2156829704300662e-09,0.0
1994,1.0549853213248639e-09,0.0
1995,1.626735190995987e-09,1.0844901643380922e-09
1996,1.6014276571496566e-09,1.6014276571496566e-09
1997,5.753873377756236e-09,0.0
1998,1.43043876743576e-09,1.43043876743576e-09
1999,1.8280804925385752e-09,4.570201161957499e-10
2000,0.0,4.4180314962005696e-10
2001,1.3143635346768434e-09,0.0
2002,1.7524885431718928e-09,4.38122149670761e-10
2003,1.2500769308587678e-09,1.6667691671301554e-09
2004,8.809582507929292e-10,1.7619165015858584e-09
2005,1.3511248786457486e-09,0.0
2006,1.2353669198716943e-09,0.0
2007,7.988958938831558e-10,3.994479469415779e-10
2008,4.257439678578834e-10,4.257439678578834e-10
2009,2.384096253749135e-09,4.76819250749827e-10
2010,1.4171379625338432e-09,0.0
2011,0.0,1.911985902935953e-09
2012,0.0,6.808505426114664e-10
2013,5.578250084070646e-10,3.0680376017500066e-09
2014,0.0,6.496335691608124e-10
2015,0.0,4.433150790905671e-10
2016,2.0713400439298368e-10,4.1426800878596737e-10
2017,2.515611330355938e-10,1.0062445321423752e-09
2018,5.162933414126769e-10,1.5488800242380307e-09
2019,0.0,2.55098775436835e-10
