year,vos_DET iles_NOUN,vos_DET cils_NOUN
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,0.0
1803,0.0,0.0
1804,0.0,0.0
1805,0.0,0.0
1806,2.881669125542885e-09,0.0
1807,0.0,0.0
1808,0.0,0.0
1809,0.0,0.0
1810,2.3401267590372754e-09,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,2.8757416448144113e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,0.0
1818,0.0,0.0
1819,3.1053151161586356e-09,0.0
1820,0.0,0.0
1821,9.86148829262845e-10,0.0
1822,3.0076847679083585e-09,0.0
1823,9.882686891060644e-10,0.0
1824,8.421112696055388e-10,0.0
1825,1.7610886082763955e-09,0.0
1826,8.807984341885344e-10,0.0
1827,0.0,9.217273055917019e-10
1828,1.8344602503717056e-09,0.0
1829,1.714635211591542e-09,8.57317605795771e-10
1830,2.0873671680021744e-09,1.0436835840010872e-09
1831,1.5591206103948707e-09,0.0
1832,1.3529969367098715e-09,4.058990921151917e-09
1833,0.0,4.6334514003376626e-09
1834,1.8669061851994684e-09,9.334530925997342e-10
1835,7.563087933704082e-10,7.563087933704082e-10
1836,3.36037508930076e-09,0.0
1837,2.0873671680021744e-09,1.3915781860163179e-09
1838,1.2624323808552163e-09,6.312161904276081e-10
1839,4.1948851059459e-09,0.0
1840,4.4587821212971335e-09,1.2739377330817092e-09
1841,1.926164561183441e-09,2.5682194149112547e-09
1842,4.024959032733477e-09,3.3541325272778977e-09
1843,4.1348376944583265e-09,5.31621990873532e-09
1844,1.6465683816413446e-09,6.037417454862748e-09
1845,5.5802281129224696e-09,6.138250630005615e-09
1846,5.854501328173001e-10,4.0981509297211005e-09
1847,4.314578916364553e-09,8.089835468183537e-09
1848,0.0,8.045221711050488e-10
1849,8.379414939696517e-10,5.02764896381791e-09
1850,7.467895635215882e-09,8.82569484161877e-09
1851,0.0,1.2898877521649865e-09
1852,1.3021090872200602e-09,1.3021090872200602e-09
1853,1.7915795513800958e-09,1.7915795513800958e-09
1854,4.67609800880453e-09,0.0
1855,4.2455496895854594e-09,7.429711956774554e-09
1856,3.106313539724681e-09,5.177189343896771e-09
1857,0.0,7.810414537345878e-09
1858,1.4681028059904122e-09,5.872411001917044e-09
1859,2.036869339860914e-09,6.110608019582742e-09
1860,9.154367819341758e-10,4.119465657481669e-09
1861,3.301174722469824e-09,3.3011746669586728e-09
1862,4.0661876643532935e-09,4.517986262886353e-10
1863,3.496234690647526e-09,5.494082966350788e-09
1864,2.397363974004918e-09,1.2945765348604255e-08
1865,5.648213119435752e-09,6.118897832863013e-09
1866,9.731225825149181e-10,3.4059290943133647e-09
1867,4.85281148598915e-10,5.82337378318698e-09
1868,4.93987406535723e-10,3.457911734727759e-09
1869,9.767038289254515e-10,7.813630631403612e-09
1870,1.1468097582678638e-09,5.160643912205387e-09
1871,0.0,1.0621177271019633e-09
1872,0.0,3.628403577593531e-09
1873,5.986004469882289e-10,4.190203295451056e-09
1874,0.0,4.779687312606029e-09
1875,3.4329162845736505e-09,0.0
1876,1.813804439976252e-09,2.418405919968336e-09
1877,3.710889595609501e-09,3.710889595609501e-09
1878,2.4156354694326865e-09,1.8117265465633636e-09
1879,1.221865053580018e-09,1.2829582729523281e-08
1880,0.0,2.5671385017744797e-09
1881,2.789003084036068e-09,1.3945015142624584e-09
1882,1.3310770263785798e-09,1.3976308999019693e-08
1883,1.8958017378167824e-09,5.687405213450347e-09
1884,6.601696966868076e-10,7.922036360241691e-09
1885,1.2891271383708158e-09,6.445635580831777e-09
1886,1.2906927748801422e-09,5.808117542471791e-09
1887,2.6115699047757346e-09,1.1099172247952538e-08
1888,0.0,1.2047168373996442e-08
1889,1.2530273485467092e-09,5.012109394186837e-09
1890,1.9663159434024635e-09,7.865263995654459e-09
1891,3.187110020341777e-09,2.5496880162734215e-09
1892,3.1342561879199593e-09,1.0656471260972467e-08
1893,1.2316833108982905e-09,5.542574954553459e-09
1894,5.671385583383426e-09,1.0082462864602348e-08
1895,1.8055843487019274e-09,1.2037228991346183e-09
1896,4.1279202278587945e-09,1.1794057674929803e-08
1897,0.0,4.078699600285063e-09
1898,0.0,2.26334195829736e-09
1899,2.2110313580014918e-09,7.738609753005221e-09
1900,1.038210628578895e-09,1.245852754294674e-08
1901,2.235495566438317e-09,8.383108485165991e-09
1902,4.910283846193408e-10,5.892340837476695e-09
1903,2.1600881083827517e-09,1.5660639007819555e-08
1904,5.374625189347171e-10,1.1286712897629059e-08
1905,5.160759042333041e-10,1.806265698123255e-08
1906,0.0,1.4403716885880158e-08
1907,2.057137349353866e-09,1.7999951196223662e-08
1908,4.911389073214423e-10,2.2592389292697135e-08
1909,1.1001967115120692e-09,1.8153246017504898e-08
1910,0.0,9.085056262847502e-09
1911,0.0,2.0749458373714447e-08
1912,2.0837684910901544e-09,1.0939784189645252e-08
1913,5.30298971401777e-10,2.0681659052002033e-08
1914,0.0,1.339348720819089e-08
1915,0.0,1.1780761921542648e-09
1916,2.197492410260793e-09,7.69122365795738e-09
1917,1.0966424435210342e-09,9.869782324756216e-09
1918,0.0,2.2972752589112133e-08
1919,9.207848372660976e-10,1.6574127403856664e-08
1920,3.786115865267448e-09,2.4231141537711665e-08
1921,3.0290989716519334e-09,2.7261890522822796e-08
1922,2.951174193910333e-09,1.1066903560230656e-08
1923,0.0,1.6985516548828627e-08
1924,5.156649773851996e-09,3.0939897754933554e-08
1925,1.0998177923937646e-09,1.5397448649423495e-08
1926,1.1146138456652466e-09,1.560459372829115e-08
1927,0.0,1.4493992672726108e-08
1928,0.0,7.998228745975666e-09
1929,5.570202965543558e-09,1.6710609340719884e-08
1930,2.100720708497761e-09,1.995684684175103e-08
1931,0.0,1.8248570654577634e-08
1932,0.0,2.1919073223131136e-09
1933,0.0,3.4411986593596566e-09
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,1.196828414151696e-09,8.377798899061872e-09
1936,4.849885826274658e-09,8.487299751891442e-09
1937,2.5182236296217297e-09,1.3850230295986421e-08
1938,0.0,7.779128785578848e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,5.0715658339584024e-09
1941,0.0,1.7709016475464523e-08
1942,1.2136846860855144e-08,2.4273694165799498e-08
1943,0.0,1.1612940831184915e-08
1944,0.0,2.2492303131116387e-08
1945,2.178504043826024e-09,3.921307367704685e-08
1946,0.0,1.3921104269343232e-08
1947,2.3841741914054637e-09,7.152522574216391e-09
1948,1.0871887834440486e-09,7.610321706152945e-09
1949,0.0,1.3743811422273211e-08
1950,1.0635361480382244e-09,1.2762433776458693e-08
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,1.0544803918932644e-09,2.31985678444957e-08
1953,1.0773827385790469e-09,1.0773827163745864e-08
1954,0.0,1.4658803726419478e-08
1955,0.0,1.5016972554349195e-08
1956,1.744228317335228e-09,1.308171282410342e-08
1957,2.6505113659425206e-09,6.184526224473075e-09
1958,8.272243445794913e-10,1.7371711014124713e-08
1959,0.0,1.4726420971555854e-08
1960,0.0,1.1073333361366622e-08
1961,0.0,1.389631876236308e-08
1962,6.341956404476434e-10,1.8391673961559718e-08
1963,0.0,1.099229041123806e-08
1964,3.0419841090534305e-09,1.5818317322668918e-08
1965,1.0944086747954884e-09,1.586892617311264e-08
1966,1.1078149508847446e-09,8.862519607077957e-09
1967,2.4651677921205817e-09,2.1693476348616514e-08
1968,2.245707925174756e-09,2.0211372131484495e-08
1969,3.179230406713529e-09,1.7258679263498777e-08
1970,1.3796175035718505e-09,8.7375777724219e-09
1971,0.0,1.6956711590410123e-08
1972,0.0,1.128632298730281e-08
1973,3.307922213924286e-09,7.167165139154719e-09
1974,0.0,3.3753431161187564e-09
1975,0.0,5.140332159925265e-09
1976,5.713526873840635e-10,6.8562320265641574e-09
1977,0.0,7.05213826224238e-09
1978,0.0,8.910887139279566e-09
1979,1.7555920051037788e-09,1.1703946811714161e-08
1980,0.0,9.664756106531058e-09
1981,0.0,1.644642960707543e-08
1982,1.2415004579935385e-09,9.311253656996143e-09
1983,0.0,6.94684787472255e-09
1984,5.799008495621649e-10,1.4497521405587577e-08
1985,0.0,9.624892882698077e-09
1986,3.5966913891627428e-09,1.1389522436289212e-08
1987,6.110816852533674e-10,9.166224945733603e-09
1988,0.0,6.596209300990807e-09
1989,0.0,7.683371272548811e-09
1990,0.0,5.448650919337439e-09
1991,5.861465202094962e-10,1.1136783606424672e-08
1992,5.509944167592096e-10,7.713922056673539e-09
1993,0.0,7.75489034099408e-09
1994,0.0,1.4242301560329906e-08
1995,0.0,1.138714633697191e-08
1996,0.0,1.0142375606037035e-08
1997,9.58978896292706e-10,1.006927874414032e-08
1998,0.0,9.059445638115449e-09
1999,0.0,7.3123217758652714e-09
2000,4.4180314962005696e-10,6.185244316725402e-09
2001,8.762423564512289e-10,7.448059946568719e-09
2002,0.0,1.0953053575235572e-08
2003,4.1669229178253886e-10,5.833692029444393e-09
2004,4.404791253964646e-10,9.250061522303454e-09
2005,4.5037495954858286e-10,9.007499079949355e-09
2006,0.0,7.000412693969338e-09
2007,0.0,1.477957436990529e-08
2008,0.0,1.021785517307805e-08
2009,1.430457752249481e-09,4.768192729542875e-09
2010,0.0,1.4171378737160012e-08
2011,7.64794394481072e-10,2.4855816960211996e-08
2012,0.0,2.2468067212289e-08
2013,0.0,1.6176926076472142e-08
2014,0.0,2.208754135146762e-08
2015,0.0,2.659890459277836e-08
2016,0.0,3.2312904491016425e-08
2017,0.0,1.5848351964109497e-08
2018,0.0,5.162933280900006e-08
2019,0.0,1.8112012667437227e-08
