year,ses_DET îles_NOUN,ses_DET iles_NOUN,ses_DET cils_NOUN
1826,4.095712813345642e-07,2.025836387531399e-08,1.5854372037438225e-08
1827,1.9448445698344585e-07,1.0139000472531023e-08,1.566936447261469e-08
1828,3.0452039823103405e-07,1.742737271159811e-08,2.476521265837306e-08
1829,2.6919773238320843e-07,2.0575622650120806e-08,2.4004892296147773e-08
1830,3.2354192147643346e-07,3.5485241411947754e-08,7.097048637660919e-08
1831,3.0870588374476426e-07,1.2472964883158966e-08,5.6128342862393765e-08
1832,3.1930727573126205e-07,2.8412935226818092e-08,1.393586899212096e-07
1833,6.081404961832959e-07,1.2162810070215357e-07,6.486831694019202e-08
1834,4.023182853529761e-07,4.1071934298031465e-08,6.067445101898272e-08
1835,3.3504479546309085e-07,4.0084366048631637e-08,7.184933537018878e-08
1836,3.2326808785398953e-07,3.6964125316174545e-08,1.424799052074377e-07
1837,2.95710352204992e-07,2.9223142350431885e-08,7.166627913335333e-08
1838,2.625859272242792e-07,3.661053993297969e-08,9.531364497661343e-08
1839,2.1883318002124952e-07,3.07624906659143e-08,7.48087818358556e-08
1840,3.337716814044711e-07,5.541628994576442e-08,7.325141648806266e-08
1841,3.2616385325923147e-07,2.760835826620678e-08,1.3675768428811352e-07
1842,2.455224952235824e-07,2.951636535186708e-08,1.126988546928942e-07
1843,2.534064984516249e-07,3.5441467149954775e-08,1.0573370717859021e-07
1844,2.5796238167785646e-07,4.1713065890292e-08,8.781698346282951e-08
1845,1.8637961129996938e-07,2.9017185987356697e-08,8.426144337825292e-08
1846,2.335946014397905e-07,3.3956108591581824e-08,7.435216797802013e-08
1847,2.389197959473677e-07,2.8584084432736745e-08,7.874106700000993e-08
1848,2.60665183882125e-07,3.218088684420195e-08,1.1746023487191337e-07
1849,2.5473421616517555e-07,4.022119171054328e-08,9.971503800443315e-08
1850,1.9144969520823452e-07,2.5119284430275002e-08,9.97982398942554e-08
1851,2.3217979294720692e-07,2.8377531213763518e-08,1.0061124378069053e-07
1852,2.610728859764322e-07,4.687592758401138e-08,7.617338115828431e-08
1853,2.544043002927765e-07,3.1651238074914545e-08,1.283965325171721e-07
1854,2.5614625798198176e-07,4.000661590897181e-08,8.8845865442444e-08
1855,2.876360021275559e-07,2.2819829581521844e-08,1.2259025083949382e-07
1856,2.474696452203773e-07,3.2616293277332176e-08,1.4030182926560997e-07
1857,2.3577688956777365e-07,2.2943092981009272e-08,1.7378172767479327e-07
1858,2.1923669257795098e-07,2.3489644895846595e-08,1.3506545903929634e-07
1859,2.378044952067171e-07,2.8006954311265986e-08,1.9655788996431056e-07
1860,2.4945652743468827e-07,1.876645416842848e-08,1.652363348370045e-07
1861,1.825077915462714e-07,1.8863854756023812e-08,9.950683388382231e-08
1862,2.3403169538416257e-07,3.252950192544901e-08,1.3553959421486184e-07
1863,2.0228214614448348e-07,2.6970953470595305e-08,1.2936068216617969e-07
1864,1.8555597591785045e-07,2.6850476286810476e-08,9.349719576334792e-08
1865,2.1604415523235332e-07,1.7886008230050265e-08,1.0966947483481704e-07
1866,1.6786365242271728e-07,9.244664644914025e-09,1.3672372678463773e-07
1867,2.6593406587949175e-07,2.4749338578544666e-08,1.1452635284570079e-07
1868,1.7684749309410108e-07,1.877152078222366e-08,1.131231126549892e-07
1869,1.9143394425213955e-07,1.7092317228240006e-08,1.528541515583015e-07
1870,2.46564100692126e-07,2.69500293192948e-08,1.3016291111611622e-07
1871,2.0498872133067891e-07,2.6552943621638292e-08,1.1046024184224734e-07
1872,1.5602135539083406e-07,1.5118348350995348e-08,1.1913258601836674e-07
1873,1.4486131083568665e-07,2.933142162486746e-08,1.5803052411111906e-07
1874,2.760269528501169e-07,2.0911131548562167e-08,1.1232265473282155e-07
1875,2.2714462488693243e-07,2.5746871634702018e-08,1.1786346243436441e-07
1876,2.315623681692358e-07,3.023007355551499e-08,1.9770468329127766e-07
1877,2.3440452689982294e-07,2.10283740420536e-08,2.2512729547230492e-07
1878,2.3008928229373282e-07,3.442280588350499e-08,1.570162999620095e-07
1879,1.8450162997396546e-07,1.0996785482220162e-08,1.7900323090458414e-07
1880,2.4580352064873523e-07,2.0537108236240442e-08,2.0922179166937838e-07
1881,1.9313846122415157e-07,2.9284530911333206e-08,1.6873468577927042e-07
1882,2.2228987006656098e-07,1.7304001120876933e-08,2.8950925123893967e-07
1883,2.047465781362945e-07,1.4534479342298567e-08,1.8199695484000245e-07
1884,1.973907410857123e-07,3.9610180913030035e-08,2.0069159134550318e-07
1885,2.0239295578372563e-07,3.6095559041715575e-08,1.9723645383606936e-07
1886,1.9941202933360103e-07,3.291266648108859e-08,1.6714471851031476e-07
1887,1.7954542075315771e-07,1.1752064210668323e-08,2.2394210752452182e-07
1888,1.4393194813777654e-07,3.4239319379736344e-08,2.1304464770111053e-07
1889,1.9735180734059554e-07,3.069916942877171e-08,1.716647486382783e-07
1890,1.4157474181875074e-07,3.86708803867819e-08,1.6123790880229194e-07
1891,1.4469478892831233e-07,2.1034926134255727e-08,2.2564738255681505e-07
1892,1.3602671344870032e-07,2.2566644553023707e-08,1.8178686511660658e-07
1893,1.9337427703547405e-07,2.5865349195797194e-08,1.465703154401865e-07
1894,2.0921111087979227e-07,1.9534771134033235e-08,2.2181418390943008e-07
1895,1.5347466542081634e-07,2.4074457094513946e-08,2.4917063434770625e-07
1896,1.7573145649762978e-07,3.656157909759372e-08,3.036970004366424e-07
1897,1.421718174299258e-07,2.5637540090883704e-08,2.091790118896597e-07
1898,1.2335214116809823e-07,2.3199255072547942e-08,2.274658665868401e-07
1899,1.2823982586951388e-07,2.1004797901014172e-08,2.3713312025108735e-07
1900,1.671519109791575e-07,1.9726001831976703e-08,2.4968965606220195e-07
1901,1.1121590404172821e-07,2.6825947019304408e-08,2.8446680122584667e-07
1902,1.3012251542932063e-07,2.5533476499806085e-08,1.9935752604283152e-07
1903,1.3716559044141263e-07,2.6461079549733313e-08,2.343695575390825e-07
1904,2.4400799603085943e-07,3.7622376325430196e-08,2.262717160306238e-07
1905,2.2604125238245842e-07,4.386645163778624e-08,1.3366366502509663e-07
1906,2.0525295818529798e-07,2.674975996264095e-08,1.929069197714739e-07
1907,1.805138083454949e-07,2.5714217366523684e-08,2.05199443215065e-07
1908,1.831948091002289e-07,2.504808449543816e-08,1.9743784296366584e-07
1909,1.7823187192789192e-07,1.650295078370334e-08,2.2719061831821818e-07
1910,1.7101282301368315e-07,1.1757131934686527e-08,2.5545041193453244e-07
1911,1.8993735606542828e-07,1.702519769608557e-08,1.8887327968286627e-07
1912,1.8962293840685263e-07,1.614920552839294e-08,1.6722242257571907e-07
1913,1.6492298615666812e-07,2.1742257327872494e-08,1.861349314680183e-07
1914,1.6005217529091453e-07,2.611730059998152e-08,1.660792507962583e-07
1915,2.4386176455948316e-07,1.7671142660269368e-08,1.7671142682473828e-07
1916,2.043668008155919e-07,1.3184954017475548e-08,1.73601899078335e-07
1917,1.864292095143938e-07,1.4256351654751143e-08,2.3358483369761984e-07
1918,2.722271146282651e-07,1.378365155346728e-08,1.952683952310963e-07
1919,2.707107352173388e-07,2.394040543585163e-08,1.7771147220457806e-07
1920,1.7794745144072976e-07,2.953170508135372e-08,2.370108482807609e-07
1921,1.7644501326685713e-07,4.240738565863822e-08,2.3626972023294002e-07
1922,1.866617624912692e-07,4.795658092859867e-08,3.5118973862324765e-07
1923,2.0913417131396272e-07,2.1231896241147297e-08,3.556342695887338e-07
1924,1.7790441431131399e-07,4.383152218956354e-08,2.913507186619313e-07
1925,1.8806884138911073e-07,4.839198441963788e-08,3.0135006312548285e-07
1926,1.8502589593794028e-07,3.3438415592002e-08,2.909142065021797e-07
1927,1.8953682989764076e-07,3.12178303207844e-08,3.222125908308726e-07
1928,1.6682020698155497e-07,2.170947821511504e-08,3.085031021754503e-07
1929,1.737903352339032e-07,1.7824650200282122e-08,3.3198410598345163e-07
1930,2.121727942228091e-07,2.10072067519107e-08,2.2057567328204186e-07
1931,2.3038821073129157e-07,2.0529641986399838e-08,1.7792356121759667e-07
1932,2.2357455309318652e-07,2.0823119339929974e-08,2.0055951654995852e-07
1933,1.7894233028670214e-07,1.7205993296798283e-08,2.3170737151190224e-07
1934,2.0488502450177748e-07,1.677421224144382e-08,1.785255498987226e-07
1935,2.046576526026911e-07,1.795242621227544e-08,1.8431157045029067e-07
1936,1.8672059942659303e-07,1.6974600391961303e-08,2.1581991305197334e-07
1937,1.850894352228849e-07,2.5182235741105785e-08,2.618952432698052e-07
1938,1.9577473397980327e-07,1.9447822019458272e-08,2.813451516203713e-07
1939,1.697639646636162e-07,1.6823455517567254e-08,2.3552837546958472e-07
1940,2.155415472770983e-07,1.7750480196809804e-08,1.3693227707278766e-07
1941,1.3576911328527785e-07,3.836953510472085e-08,2.862957479976558e-07
1942,2.123948235066564e-07,3.034211704111556e-08,2.5790799895730743e-07
1943,2.0322646321346838e-07,1.4516176261025748e-08,2.4387175479034795e-07
1944,1.9279117502435383e-07,1.2852744646352221e-08,2.9882631835675966e-07
1945,1.895298566978454e-07,2.832055345791673e-08,2.65777487129526e-07
1946,1.9350335467294144e-07,1.809743643832462e-08,3.187932779979974e-07
1947,1.692763618166282e-07,5.960435478513659e-09,3.1471099859459173e-07
1948,1.9678116469634688e-07,1.7395020979193987e-08,3.38115706099984e-07
1949,2.1106568226514355e-07,8.835307152565974e-09,3.5733909165003297e-07
1950,1.6165749783247918e-07,9.57182533234402e-09,3.06298417740436e-07
1951,1.2900295587314758e-07,1.3859822178829972e-08,2.0789733135018196e-07
1952,1.4973621453862052e-07,1.1599284088781303e-08,2.688924904958867e-07
1953,1.6483955445067977e-07,7.541679059031026e-09,2.8119688622041394e-07
1954,1.876326933825112e-07,2.5408594339637602e-08,2.4431339795683016e-07
1955,1.651866958773951e-07,2.2525458831523792e-08,2.825067824119287e-07
1956,1.3430557621596506e-07,1.7442283395396885e-08,2.4855252966915486e-07
1957,1.263410354113148e-07,1.4136059989233729e-08,2.544490751432704e-07
1958,1.3897369621762579e-07,1.0753916424022236e-08,2.7629292453923426e-07
1959,1.6896630938845192e-07,1.007597205671118e-08,2.0384466203893226e-07
1960,1.3564833623025407e-07,1.1073333472388924e-08,3.5919123853034307e-07
1961,1.4591133845609505e-07,1.389631831827387e-08,2.9251750000014454e-07
1962,1.464991941091398e-07,8.878738910755857e-09,2.7397252466698774e-07
1963,1.403133498278919e-07,2.0044764847959584e-08,2.59288741588648e-07
1964,1.3202211390783702e-07,9.734349160073208e-09,2.3484118472083537e-07
1965,1.0561043595203046e-07,1.0396882466068291e-08,2.407699106754535e-07
1966,1.4789329971787168e-07,1.1078149397825143e-08,1.8777463939301242e-07
1967,1.7305478094975513e-07,1.0846738118797106e-08,1.8340848662035114e-07
1968,1.396830267008653e-07,2.066051230098509e-08,2.515192933927324e-07
1969,1.33981853583931e-07,1.2262745652247276e-08,1.6759086385320643e-07
1970,1.5129805253089046e-07,2.4373243201480932e-08,1.9314645260948282e-07
1971,1.238353779520196e-07,1.3359833683779243e-08,1.8498231124652875e-07
1972,1.1748036143899299e-07,1.8981543503659992e-08,1.6313866524342302e-07
1973,1.3231688944514985e-07,1.2129048043707513e-08,1.4499726042060956e-07
1974,1.2770047252974592e-07,2.2502287144732236e-08,1.367013950925866e-07
1975,1.3022174982779688e-07,1.0851812337620004e-08,1.3022174805144004e-07
1976,1.2684029115916928e-07,1.599787524675378e-08,1.26268944633523e-07
1977,1.2106171043413383e-07,1.880570227319467e-08,1.5397168962039132e-07
1978,1.3485142724700694e-07,1.3663359776927564e-08,1.360395480709542e-07
1979,1.5390690477623536e-07,1.931151227818617e-08,1.6619604270573518e-07
1980,1.4667688330582962e-07,1.591842174741842e-08,1.5747867543325356e-07
1981,1.5624107163603185e-07,1.138598904049104e-08,1.7395260698549464e-07
1982,1.3532354958822879e-07,1.738100652293184e-08,1.6822331616594965e-07
1983,1.225171359919841e-07,1.8314416205811312e-08,1.5409370934804656e-07
1984,1.652717414590832e-07,9.858314609090257e-09,1.5657323437778814e-07
1985,1.5520140161928708e-07,1.9249785321306945e-08,1.4978739493187732e-07
1986,1.4626543820561722e-07,8.99172813983995e-09,1.6784558631854907e-07
1987,1.4910392709399645e-07,1.0999470501094066e-08,1.6560314275437804e-07
1988,1.4511660134663984e-07,2.0388283172856347e-08,1.7629868320767628e-07
1989,1.794615894779028e-07,2.3050113373557224e-08,1.8494971065763366e-07
1990,1.4874817033661003e-07,8.172976739828641e-09,1.596454719532403e-07
1991,1.8580844241000705e-07,1.4653663171770859e-08,1.547426773385041e-07
1992,1.8182816008405212e-07,1.1570882751943401e-08,1.834811396150826e-07
1993,1.6008309522419495e-07,9.970573366935298e-09,1.6783798351127643e-07
1994,1.6299523486473788e-07,1.2659823855898367e-08,1.7196260948537656e-07
1995,1.4694841199425213e-07,9.21816623034033e-09,1.4749066679087264e-07
1996,1.6441323547056186e-07,1.0142375161947825e-08,1.5800752706240928e-07
1997,1.7645212269101762e-07,7.671830948297043e-09,1.4624428068543693e-07
1998,1.5782507167827475e-07,1.1443510361530684e-08,1.215872957871511e-07
1999,1.640702265159888e-07,5.027221250397673e-09,1.453324012246071e-07
2000,1.5728192293007481e-07,9.719669069596648e-09,1.4049340624211482e-07
2001,1.629810831849099e-07,7.886181346838939e-09,1.2223580814207935e-07
2002,1.5334274827694117e-07,1.0076809164871747e-08,1.6298143723503244e-07
2003,1.5125930019621592e-07,1.1667384169911088e-08,1.5125930108439434e-07
2004,1.68263024624693e-07,7.047665895321131e-09,1.462390626372212e-07
2005,1.6708911498852785e-07,1.3511248342368276e-08,1.6708911587670627e-07
2006,1.787164256583651e-07,7.823990788580204e-09,1.77069262363716e-07
2007,1.7056427026318488e-07,1.637736560256009e-08,3.3313958880398786e-07
2008,2.094660270790527e-07,7.66339136593075e-09,4.023280517628791e-07
2009,1.9978726384373147e-07,8.105927040702454e-09,4.7586562601509286e-07
2010,2.1115354309486634e-07,3.306655116386281e-09,6.471596343260444e-07
2011,2.477933791489306e-07,1.529588788962144e-09,7.097292211710737e-07
2012,2.7302106664350845e-07,4.765953715013538e-09,8.582120969435891e-07
2013,1.818509582918182e-07,5.857162532763027e-09,9.502548934392507e-07
2014,1.80814672789964e-07,4.547434873103384e-09,1.1022115913306152e-06
2015,2.1766770030851035e-07,3.7681782416587595e-09,1.124025345689006e-06
2016,2.3903264789737477e-07,5.592618201877286e-09,1.1191450823844207e-06
2017,1.7081000436292015e-07,2.0124890642847504e-09,1.1038501952498336e-06
2018,1.990310876109902e-07,3.0977600484760615e-09,1.1652740283807361e-06
2019,1.9693625175065677e-07,1.02039510174734e-09,1.1303427100983754e-06
