year,autres_ADJ eaux_NOUN,autres_ADJ sauts_NOUN
1905,1.3882441862733685e-07,8.773290538499623e-09
1906,1.548399524153865e-07,1.5432553013283723e-09
1907,1.594281400230102e-07,0.0
1908,1.2327586773608346e-07,1.4734167219643268e-09
1909,1.0671907801906855e-07,2.2003934230241384e-09
1910,1.7101282878684287e-07,5.344150677544235e-10
1911,1.4897047151407605e-07,8.51259862599818e-09
1912,1.672224243520759e-07,5.730363294986773e-09
1913,2.036348121237097e-07,1.060597942803554e-09
1914,1.2857748288297444e-07,1.3393487430235496e-09
1915,1.2958838624399505e-07,1.1780761921542648e-09
1916,1.2415831918133335e-07,0.0
1917,1.6449637030291342e-07,0.0
1918,1.1256648946300629e-07,0.0
1919,1.1878124439590465e-07,2.762354567309444e-09
1920,1.2191293308205786e-07,2.2716695191604686e-09
1921,1.2797943327313988e-07,0.0
1922,1.2321152098593302e-07,0.0
1923,1.2208340649522142e-07,1.0615948120573648e-09
1924,1.3149457345207338e-07,1.0313299547703991e-08
1925,1.033828738172815e-07,0.0
1926,9.808601930672012e-08,1.1146138456652466e-09
1927,1.1929670051813446e-07,2.2298449753321847e-09
1928,1.3254208397484035e-07,1.2568645679778001e-08
1929,1.4259720160225697e-07,1.1140406375176326e-09
1930,1.575540551357335e-07,1.1553964007759987e-08
1931,1.6651820544666407e-07,4.5621426636444085e-09
1932,1.6658495383126137e-07,1.0959536389520963e-08
1933,1.2961848483428184e-07,0.0
1934,1.0783422510485252e-07,1.1981580172459871e-09
1935,8.976213194955562e-08,9.574627313213568e-09
1936,9.093535879856063e-08,2.424942913137329e-09
1937,8.687871400070435e-08,1.2591118148108649e-09
1938,2.618973269363778e-07,0.0
1939,1.4223466848761745e-07,6.117620188206274e-09
1940,2.0539842182643042e-07,0.0
1941,9.149658097840074e-08,0.0
1942,6.978687139280737e-08,1.2136847082899749e-08
1943,1.3645205854118103e-07,2.9032352077962287e-09
1944,9.318240046241044e-08,6.4263723231761105e-09
1945,6.317661416233022e-08,6.535512131478072e-09
1946,7.79581839083221e-08,2.7842208538686464e-09
1947,9.894323227399582e-08,4.7683483828109274e-09
1948,5.544662684542345e-08,1.0871887834440486e-09
1949,9.031647607571358e-08,3.9268033269479474e-09
1950,8.933703554703243e-08,0.0
1951,1.1194472193665206e-07,6.396841278899501e-09
1952,1.1810180211568877e-07,4.2179215675730575e-09
1953,8.726799904934524e-08,1.0773827385790469e-09
1954,8.013479657620337e-08,5.863521668203475e-09
1955,1.6800238711311977e-07,4.6928039232341234e-09
1956,6.715278999536167e-08,0.0
1957,1.3075856486466364e-07,8.835037701437898e-10
1958,1.1829308022015539e-07,2.4816730892496253e-09
1959,1.007597205671118e-07,1.5501495642666896e-09
1960,6.713208478004162e-08,6.2287499602575735e-09
1961,8.754680891343014e-08,0.0
1962,1.179603899004178e-07,1.2683912808952869e-09
1963,6.595374202333915e-08,7.1126584622049904e-09
1964,9.490990748872719e-08,4.867174663303331e-09
1965,1.0451602605598964e-07,2.73602163147757e-09
1966,7.92087675449693e-08,1.1078149508847446e-09
1967,9.712761084301746e-08,1.4791006197611978e-09
1968,6.871866276014771e-08,4.940557296606585e-09
1969,1.3125679743097862e-07,6.358460868938209e-09
1970,1.4026110761733435e-07,4.1388523719376735e-09
1971,7.913131838677145e-08,4.624557625731995e-09
1972,8.516043692452513e-08,7.182205497002769e-09
1973,1.0530219185511669e-07,2.7566018356850464e-09
1974,1.125114366118396e-07,3.937900228123681e-09
1975,1.1137386479731504e-07,6.8537762132336866e-09
1976,8.798831174772204e-08,1.142705374768127e-09
1977,1.1812331734972759e-07,2.3507127355770763e-09
1978,9.029698588847168e-08,1.7821774056514528e-09
1979,8.777959692451986e-08,0.0
1980,1.5293055355414253e-07,1.7055452605774235e-09
1981,8.982280519376218e-08,2.5302198114474095e-09
1982,6.642027727821187e-08,4.966001831974154e-09
1983,7.957298464589257e-08,3.157658134966823e-09
1984,9.162433656229041e-08,2.609553817478627e-08
1985,8.782714644439693e-08,4.210890747202711e-09
1986,9.351397523005289e-08,1.7983456945813714e-09
1987,8.860684630462856e-08,3.0554083707556856e-09
1988,7.675588875599715e-08,1.798966087207532e-09
1989,1.0043263642955935e-07,5.488122178931576e-10
1990,7.519138023326377e-08,3.814055737905164e-09
1991,6.388997064732393e-08,2.9307325455363298e-09
1992,7.107828281505135e-08,3.30596661157756e-09
1993,6.370088811991081e-08,5.539207315052863e-09
1994,7.226649501035354e-08,5.274926717646622e-09
1995,8.784370209014014e-08,3.253470381991974e-09
1996,8.274042784250923e-08,3.736664311304594e-09
1997,7.575933125281153e-08,2.3974471297094624e-09
1998,5.149579607177657e-08,4.7681290027412615e-09
1999,6.718195777466462e-08,3.1991407301035224e-09
2000,7.113030875416371e-08,6.627047355323157e-09
2001,4.9945814595275806e-08,2.190605918883648e-09
2002,6.002273522653923e-08,4.81934359086722e-09
2003,6.250384387840313e-08,8.333845613606172e-09
2004,4.492887129003975e-08,5.285749615779878e-09
2005,7.16096195674254e-08,3.1526248278623825e-09
2006,4.570857825569874e-08,4.529678854225949e-09
2007,5.23276817432361e-08,1.5977917877663117e-09
2008,5.364373834026992e-08,8.51487946817997e-09
2009,4.1483275481368764e-08,3.814554005998616e-09
2010,5.0544585405987164e-08,7.085689368580006e-09
2011,4.244608931003313e-08,5.353560705856353e-09
2012,5.855314810787604e-08,9.872333173177594e-09
2013,4.267361219945087e-08,8.08846234434668e-09
2014,4.850597079553154e-08,6.279790909502481e-09
2015,4.255824848087286e-08,7.979671146074452e-09
2016,5.0126427453278666e-08,8.492493819289848e-09
2017,4.5029441508859236e-08,7.043711836018929e-09
2018,4.1561612817986315e-08,8.776987137082415e-09
2019,4.030560774026526e-08,7.1427654901867754e-09
