year,plusieurs_DET eaux_NOUN,plusieurs_DET sots_NOUN
1971,1.0790634386026454e-08,2.0553589941130213e-09
1972,2.103360258187692e-08,1.0260293725750103e-09
1973,2.59120574996885e-08,0.0
1974,1.2938814464291681e-08,0.0
1975,1.8847885030481848e-08,0.0
1976,9.712995741040231e-09,5.713526873840635e-10
1977,1.0578207476630297e-08,2.938390863960194e-09
1978,3.3267311683182754e-08,1.1881182704343018e-09
1979,3.5697038214266286e-08,0.0
1980,2.1603572264439208e-08,2.8425752862659692e-09
1981,4.4278845257039734e-08,0.0
1982,1.7381006189864934e-08,0.0
1983,1.8314416649900522e-08,0.0
1984,2.2616132966390978e-08,2.3196033982486597e-09
1985,1.8046674932215012e-08,1.2031116103372597e-09
1986,2.517683839187157e-08,0.0
1987,1.711028652096047e-08,1.2221633705067347e-09
1988,3.17817343553628e-08,0.0
1989,1.0976244468885454e-08,0.0
1990,1.1987032477733806e-08,0.0
1991,1.5825955934634095e-08,1.1722930404189924e-09
1992,1.597883780846132e-08,1.65298330578878e-09
1993,1.2186256448387667e-08,0.0
1994,2.7429617632801495e-08,5.274926606624319e-10
1995,4.337960540778951e-08,0.0
1996,1.441284891434691e-08,0.0
1997,2.0618046936426992e-08,4.79489448146353e-10
1998,1.0966697439052098e-08,0.0
1999,2.8335246704536132e-08,0.0
2000,1.1928684817696933e-08,0.0
2001,1.70867264781549e-08,0.0
2002,1.3581786362237835e-08,8.76244299341522e-10
2003,1.7501075477710515e-08,0.0
2004,1.938108110111081e-08,4.404791253964646e-10
2005,1.4411999038621559e-08,0.0
2006,1.4412615101377924e-08,0.0
2007,1.677681460421354e-08,3.994479469415779e-10
2008,1.8306990812178014e-08,0.0
2009,3.909917967170884e-08,0.0
2010,1.842279351293996e-08,0.0
2011,2.6003009412356448e-08,7.64794394481072e-10
2012,3.3702101359667225e-08,0.0
2013,2.0081699469987058e-08,0.0
2014,4.8505972405354925e-08,2.1654451842767486e-10
2015,4.1449958687600486e-08,4.433150790905671e-10
2016,4.018399568650466e-08,2.0713400439298368e-10
2017,2.5659235902697475e-08,0.0
2018,2.039358665273383e-08,2.5814667070633845e-10
2019,3.6989323326519497e-08,2.55098775436835e-10
