year,vos_DET eaux_NOUN,vos_DET sots_NOUN
1945,1.089252021913012e-08,2.178504043826024e-09
1946,4.5939644977011085e-08,2.7842208538686464e-09
1947,2.622591654954931e-08,2.3841741914054637e-09
1948,2.391815279167986e-08,2.174377566888097e-09
1949,1.9634016634739737e-08,0.0
1950,4.1477910883713776e-08,0.0
1951,1.8124382994422206e-08,0.0
1952,2.4253049346611988e-08,1.0544803918932644e-09
1953,3.555363137230927e-08,0.0
1954,2.73631017844167e-08,0.0
1955,2.0648337706319353e-08,1.8771215692936494e-09
1956,2.5291310157271596e-08,0.0
1957,2.2087593976038988e-08,0.0
1958,1.9026160202884057e-08,1.6544486891589827e-09
1959,1.9376869886400527e-08,1.5501495642666896e-09
1960,2.2838749558218296e-08,6.920833350854139e-10
1961,2.36237411854745e-08,1.3896318540318475e-09
1962,2.1562652108286784e-08,0.0
1963,1.8104948651398445e-08,1.939815863494232e-09
1964,2.6161064370366915e-08,0.0
1965,3.0643441562006046e-08,0.0
1966,1.9386760974349215e-08,1.6617224263271169e-09
1967,2.8102911997507363e-08,1.9721342336964653e-09
1968,2.2007937222623397e-08,0.0
1969,1.9075382495792326e-08,0.0
1970,2.0234390524231927e-08,1.8394900047624674e-09
1971,2.9288864888954436e-08,0.0
1972,3.334595388704287e-08,5.130146862875051e-10
1973,2.4258095976392724e-08,2.205281512956958e-09
1974,1.2938814464291681e-08,1.6876715580593782e-09
1975,2.1132476213381324e-08,5.711480177694739e-10
1976,5.713526984862938e-09,2.856763492431469e-09
1977,1.8805701551549703e-08,1.1753563677885381e-09
1978,2.792077880009458e-08,1.1881182704343018e-09
1979,2.4578287849408298e-08,0.0
1980,1.193881615790815e-08,0.0
1981,1.0120879023745033e-08,6.325549528618524e-10
1982,9.9320033308814e-09,0.0
1983,1.1999100824056086e-08,6.315316047889041e-10
1984,1.2177917618760858e-08,5.799008495621649e-10
1985,2.3460676956688076e-08,2.4062232206745193e-09
1986,2.2779045372178786e-08,1.1988970927134801e-09
1987,1.6499206278997036e-08,2.4443267410134695e-09
1988,5.396898483667201e-09,0.0
1989,1.3171493229435782e-08,0.0
1990,9.262707045820662e-09,0.0
1991,6.4476117778156095e-09,0.0
1992,1.2121877057680308e-08,2.2039776670368383e-09
1993,8.308811083601597e-09,1.1078414852150331e-09
1994,1.635227242502424e-08,0.0
1995,1.4640617329586547e-08,5.422450821690461e-10
1996,1.7615704006601618e-08,0.0
1997,1.5823152565985765e-08,0.0
1998,8.58263260461456e-09,4.768129224785866e-10
1999,1.4624643496219392e-08,0.0
2000,1.0603275590881367e-08,1.7672125984802278e-09
2001,1.8839211080035057e-08,0.0
2002,1.0076809608960957e-08,8.76244299341522e-10
2003,1.6250998768896352e-08,0.0
2004,1.9381080740288326e-08,0.0
2005,1.6213498099659773e-08,4.5037495954858286e-10
2006,1.8942294399693083e-08,4.1178899179428186e-10
2007,1.3181781888249589e-08,0.0
2008,1.7029759102893394e-08,4.257439678578834e-10
2009,9.53638501499654e-09,4.76819250749827e-10
2010,1.5588517143783065e-08,0.0
2011,1.3383901764640882e-08,7.64794394481072e-10
2012,1.838296448397614e-08,3.404252713057332e-10
2013,1.506127500494614e-08,8.367375126105969e-10
2014,2.2087541018400714e-08,6.496335691608124e-10
2015,1.5516028128992332e-08,2.21657536769726e-09
2016,2.7963090620808373e-08,2.4856081637381067e-09
2017,2.591079645286598e-08,1.509366853724714e-09
2018,1.4972507067501084e-08,4.130346731301415e-09
2019,1.8367111442874062e-08,2.5509878653906526e-09
