year,ses_DET ondes_NOUN,ses_DET sondes_NOUN
1882,2.9350248254012e-07,3.9932310791357395e-09
1883,2.3065587689830025e-07,6.319338829996468e-09
1884,2.58786521989407e-07,1.3203393933736152e-09
1885,2.442895861154426e-07,3.86738152613475e-09
1886,2.2458054921292714e-07,2.5813855497602844e-09
1887,2.3699995843617927e-07,3.264462256069578e-09
1888,2.4284554589470986e-07,7.60873763994141e-09
1889,2.142676717720171e-07,8.14467782106476e-09
1890,1.7827930776093126e-07,3.9326319978272295e-09
1891,1.7465362966984088e-07,1.2748440525456317e-08
1892,1.9620444224877076e-07,7.522214851007902e-09
1893,1.896792274358461e-07,1.0469308087124318e-08
1894,2.394584948106626e-07,8.192000855444803e-09
1895,2.1245709191930473e-07,6.018614495673091e-09
1896,2.435472951090034e-07,7.076434549446731e-09
1897,1.7188805268020246e-07,6.992056267307589e-09
1898,2.2859753512349812e-07,1.6975064687230201e-09
1899,2.4874101534066995e-07,4.9748205555033564e-09
1900,2.102376553958507e-07,6.748368974740515e-09
1901,2.2075519057196402e-07,1.1177477832191585e-08
1902,1.654765691139204e-07,9.32953947430093e-09
1903,2.5219030019840716e-07,4.860198465905796e-09
1904,1.8864934148155044e-07,2.6873125946735854e-09
1905,1.8681948366072731e-07,1.3417973399043603e-08
1906,1.7953203368392678e-07,5.144184633820714e-09
1907,1.9388519656438064e-07,5.65712765521198e-09
1908,1.866327867805495e-07,6.384805573134145e-09
1909,1.6392931634356955e-07,4.950885035270858e-09
1910,2.6239778638803557e-07,3.740905363258662e-09
1911,2.0483440477114812e-07,3.7242617878519013e-09
1912,2.3754960443156392e-07,1.0418842455450772e-09
1913,1.877258297700024e-07,6.363587878865928e-09
1914,2.0291134161798396e-07,6.027069510139427e-09
1915,1.496156754043909e-07,4.712304768617059e-09
1916,1.659106827478496e-07,0.0
1917,1.6559300952678768e-07,2.1932848870420685e-09
1918,2.1479524114909054e-07,9.189101035644853e-09
1919,1.906024591491473e-07,2.762354567309444e-09
1920,2.907736851298637e-07,1.514446346106979e-09
1921,2.1127966043366087e-07,0.0
1922,2.0584440463267129e-07,2.951174193910333e-09
1923,2.6433710864637305e-07,6.369568872344189e-09
1924,2.668566230212832e-07,2.0626599095407983e-08
1925,2.6175663370153757e-07,6.598906754362588e-09
1926,2.0285972279765474e-07,2.229227691330493e-09
1927,1.8730698325697404e-07,1.1149224876660924e-09
1928,2.0338353035054269e-07,1.1426041224282812e-09
1929,1.7490438497524963e-07,7.798284684668033e-09
1930,1.7751089309570034e-07,3.1510811737689437e-09
1931,1.8590730821443913e-07,1.1405356659111021e-09
1932,1.6220114340548264e-07,4.383814644626227e-09
1933,1.89265930261584e-07,6.882397318719313e-09
1934,1.114286956038768e-07,1.1981580172459871e-09
1935,1.75933780433013e-07,5.98414207075848e-09
1936,2.073326133000819e-07,7.274828739411987e-09
1937,1.4731608810603092e-07,0.0
1938,2.009608257580453e-07,3.8895642262559704e-09
1939,1.2847002839322386e-07,7.647025235257843e-09
1940,2.0032685199566913e-07,2.5357829169792012e-09
1941,2.390717099842732e-07,2.9515025978810172e-09
1942,1.2136847260535433e-07,0.0
1943,1.5967793842719402e-07,1.1612940831184915e-08
1944,1.5101974781828176e-07,3.2131861615880553e-09
1945,1.9388686212096218e-07,2.178504043826024e-09
1946,1.8654279898555615e-07,0.0
1947,1.81197236992503e-07,1.1920870957027319e-09
1948,1.630783179606965e-07,1.0871887834440486e-09
1949,1.384198236031864e-07,3.9268033269479474e-09
1950,1.4251383984031918e-07,2.1270722960764488e-09
1951,1.3859822223238893e-07,2.1322803522849654e-09
1952,1.1388388543309702e-07,2.1089607837865287e-09
1953,8.942276963352924e-08,5.386913692895234e-09
1954,1.407245200368834e-07,3.9090144454689835e-09
1955,1.3139851340326913e-07,1.0324168187025862e-08
1956,1.5349208570825112e-07,9.593255967388359e-09
1957,1.0248643622645659e-07,1.501956425897788e-08
1958,1.3318312008792077e-07,3.3088974338291166e-09
1959,1.1548614065048923e-07,1.5501495642666896e-09
1960,1.2042249686317064e-07,4.152500121534786e-09
1961,1.4591134300800945e-07,5.55852741612739e-09
1962,1.1732619009663381e-07,4.43936931660005e-09
1963,1.5130564801069113e-07,3.2330267352165265e-09
1964,1.7339310387498585e-07,4.8671746077921796e-09
1965,1.324234446542505e-07,4.377634699181954e-09
1966,1.3515342289771581e-07,1.6617224263271169e-09
1967,1.2177928865320098e-07,3.944268467392931e-09
1968,1.8100405524412722e-07,8.982831312120965e-09
1969,1.439737171704536e-07,3.1792304344691047e-09
1970,1.2692480738651923e-07,4.598724956395017e-09
1971,1.325706517896208e-07,3.083038491169532e-09
1972,1.231235187137969e-07,2.0520587451500205e-09
1973,1.4389461866493036e-07,4.410563025913916e-09
1974,8.60712499051175e-08,3.3753431161187564e-09
1975,1.0109319648066162e-07,5.140332159925265e-09
1976,8.570290604970054e-08,5.713526873840635e-10
1977,8.638869131161186e-08,5.876781727920388e-09
1978,1.2772271418270975e-07,7.128709622605811e-09
1979,1.1938025479274472e-07,2.3407893401383717e-09
1980,1.3473807092267975e-07,3.979605589510271e-09
1981,1.138598946237579e-07,3.795329828193417e-09
1982,9.99407891999482e-08,5.586752171993226e-09
1983,8.273063778485579e-08,5.68378455412244e-09
1984,1.1366056851258577e-07,6.958810083723677e-09
1985,9.504581477415286e-08,3.609334831011779e-09
1986,1.0130680583309015e-07,3.5966913891627428e-09
1987,9.471765882729244e-08,3.6664902225425067e-09
1988,7.435726678828303e-08,3.597932174415064e-09
1989,7.957777503619923e-08,6.585746614717891e-09
1990,1.1823572321212339e-07,2.724325431913144e-09
1991,8.909426973957579e-08,3.5168792322792797e-09
1992,1.2176976471600653e-07,2.2039776670368383e-09
1993,8.973516330001985e-08,4.4313659408601325e-09
1994,1.1921333920028587e-07,5.274926606624319e-10
1995,9.977309534114909e-08,4.880205739521415e-09
1996,1.0996470178881168e-07,8.540947504798169e-09
1997,8.870555079365516e-08,4.794894259418925e-09
1998,1.0442202968974357e-07,7.152193948201102e-09
1999,1.1973927183106525e-07,4.570201161957499e-10
2000,1.0559095375839433e-07,7.068850615965516e-09
2001,8.674799145680367e-08,4.381211837767296e-09
2002,1.1172114589008686e-07,3.066854992184176e-09
2003,1.1959068624278757e-07,2.9168460979889232e-09
2004,1.0263163519041996e-07,3.0833537945085254e-09
2005,1.013343637890074e-07,4.053374524914943e-09
2006,1.3424321387844884e-07,4.941467679486777e-09
2007,1.0665260319342451e-07,7.589511241690161e-09
2008,1.1750533679411035e-07,3.405951742863067e-09
2009,1.2444982022685736e-07,2.860915504498962e-09
2010,1.1006437805605174e-07,5.668551850135373e-09
2011,1.3383901342756133e-07,8.795135231220996e-09
2012,1.54553072118091e-07,9.531907707582832e-09
2013,1.6204816066789363e-07,1.2272150184955422e-08
2014,1.6435728866781574e-07,7.362513709807672e-09
2015,2.0436825032277284e-07,7.093041182182347e-09
2016,2.6347444537222486e-07,7.663958023762518e-09
2017,1.7634434801294674e-07,9.30776167251679e-09
2018,1.734745609383026e-07,6.195519930418669e-09
2019,1.783140435307473e-07,6.632567994824257e-09
