year,dix_DET hommes_NOUN,dix_DET sommes_NOUN
1800,9.401051954682771e-07,0.0
1801,9.096117636886447e-07,0.0
1802,8.03384637038107e-07,0.0
1803,6.611650107402056e-07,0.0
1804,7.786330371573058e-07,0.0
1805,8.613919195710196e-07,0.0
1806,1.2160643514391722e-06,0.0
1807,1.05906734759742e-06,0.0
1808,7.296758415265003e-07,0.0
1809,8.200280814385508e-07,0.0
1810,8.120240124753764e-07,0.0
1811,8.524060959302915e-07,0.0
1812,8.721770790032224e-07,0.0
1813,5.435151457788834e-07,0.0
1814,7.331757458928223e-07,0.0
1815,7.929837158027198e-07,0.0
1816,7.671268864584135e-07,0.0
1817,7.068205301052899e-07,0.0
1818,8.869356129537209e-07,0.0
1819,9.812795447317058e-07,0.0
1820,1.1368089190000319e-06,0.0
1821,9.092291968215704e-07,0.0
1822,1.1840251943340263e-06,0.0
1823,1.2432419786989612e-06,0.0
1824,1.1856927173425902e-06,0.0
1825,1.2794308901220575e-06,0.0
1826,1.3256016089258083e-06,0.0
1827,1.2083844680432776e-06,0.0
1828,8.869615060191904e-07,0.0
1829,8.727493003846121e-07,0.0
1830,1.0822999243487175e-06,0.0
1831,1.0492882154267136e-06,0.0
1832,9.281558952523028e-07,0.0
1833,1.0332596467321764e-06,0.0
1834,1.1360123579606807e-06,0.0
1835,1.2774055733189016e-06,0.0
1836,1.0806966095344706e-06,0.0
1837,1.1884077899537715e-06,6.957890930081589e-10
1838,1.1399764918706978e-06,0.0
1839,9.550354924670046e-07,6.9914751765765e-10
1840,9.898496351468111e-07,0.0
1841,9.245590035789064e-07,0.0
1842,8.304831951022607e-07,0.0
1843,7.47814954848991e-07,0.0
1844,7.930970760128275e-07,0.0
1845,7.644912258797376e-07,0.0
1846,9.636509226140788e-07,5.854501328173001e-10
1847,8.715449304474987e-07,2.6966118227278457e-09
1848,8.383120899679852e-07,0.0
1849,5.538793494963556e-07,1.75967720394965e-08
1850,8.649180784914279e-07,0.0
1851,9.590315599439236e-07,7.739326512989919e-09
1852,6.569140253986916e-07,0.0
1853,6.736339219770571e-07,5.971931837933653e-10
1854,8.235128188260887e-07,3.117398783558656e-09
1855,7.328880400336857e-07,3.714855978387277e-09
1856,6.404183299224542e-07,8.28350277259915e-09
1857,8.308328638406692e-07,0.0
1858,7.017531160613544e-07,0.0
1859,7.831762776078222e-07,1.5276520048956854e-09
1860,8.472367554190896e-07,0.0
1861,8.474586721263222e-07,1.4147891747029462e-09
1862,7.165526216823537e-07,0.0
1863,6.742738314358121e-07,0.0
1864,6.89002419562712e-07,0.0
1865,6.693132483803765e-07,0.0
1866,7.551431480123938e-07,0.0
1867,6.022339142930377e-07,6.79393608038481e-09
1868,7.093659206702796e-07,4.93987406535723e-10
1869,6.836926651487829e-07,0.0
1870,6.594156118922001e-07,0.0
1871,9.187318283920831e-07,0.0
1872,7.897824971792033e-07,0.0
1873,6.72228287257326e-07,5.986004469882289e-10
1874,8.244960696401904e-07,0.0
1875,6.493933355500303e-07,3.432916173551348e-09
1876,6.52969617931376e-07,1.813804439976252e-09
1877,5.634367390427997e-07,6.184815992682502e-10
1878,6.630919457961681e-07,0.0
1879,7.752733992560934e-07,2.443730107160036e-09
1880,6.250981972044656e-07,0.0
1881,7.878933612204264e-07,0.0
1882,6.16954192622643e-07,0.0
1883,6.173994364644386e-07,0.0
1884,5.967934146866583e-07,3.9610181801208455e-09
1885,5.285421380563093e-07,1.2891271383708158e-09
1886,6.104976897347569e-07,0.0
1887,6.169833639546596e-07,1.3057849246322917e-09
1888,5.83970589218552e-07,6.340614699951175e-10
1889,6.265136995864395e-07,3.759081934617825e-09
1890,6.364309079742725e-07,0.0
1891,5.194989078916024e-07,6.374220040683554e-10
1892,6.24343837074548e-07,0.0
1893,5.567208649637223e-07,0.0
1894,5.413022208244911e-07,1.449354058991048e-08
1895,5.711664918806036e-07,6.018614495673091e-10
1896,5.885234664049221e-07,0.0
1897,5.383883241449894e-07,0.0
1898,5.511237439748129e-07,0.0
1899,5.494413137796528e-07,0.0
1900,4.962646897865852e-07,3.114631885736685e-09
1901,4.1133117711922296e-07,0.0
1902,4.664769690521098e-07,0.0
1903,4.95740223982466e-07,0.0
1904,4.4824372835705617e-07,0.0
1905,4.4124488596253286e-07,4.1286072338664326e-09
1906,4.5680359406219395e-07,0.0
1907,4.59770202354548e-07,2.5714217422034835e-09
1908,4.78369285517033e-07,0.0
1909,4.2577613434957584e-07,0.0
1910,4.350138738118403e-07,5.344150677544235e-10
1911,4.213736453095862e-07,5.320374141248863e-10
1912,4.08418621589135e-07,6.251305251225858e-09
1913,3.8923944245539133e-07,0.0
1914,3.7970536936882127e-07,0.0
