year,dix_DET hommes_NOUN,dix_DET sommes_NOUN
1915,6.361611468719275e-07,0.0
1916,5.383856240825935e-07,0.0
1917,4.562032636101776e-07,0.0
1918,4.720900648180759e-07,0.0
1919,4.1803631312120615e-07,9.207848372660976e-10
1920,4.248022040798105e-07,0.0
1921,3.3395816245729293e-07,0.0
1922,3.7111014705715206e-07,0.0
1923,3.758045750146266e-07,0.0
1924,3.996403687978045e-07,1.289162443462999e-09
1925,3.9813403951427517e-07,0.0
1926,4.146363501433825e-07,0.0
1927,4.905659025666864e-07,0.0
1928,3.7248895168318086e-07,1.1426041224282812e-09
1929,4.5230048684175017e-07,0.0
1930,2.8149656650100496e-07,0.0
1931,4.938519282404741e-07,0.0
1932,4.098866810409163e-07,0.0
1933,2.9938429690901103e-07,0.0
1934,3.5345661686392305e-07,0.0
1935,3.446865974865432e-07,0.0
1936,3.1887998375168536e-07,0.0
1937,3.2233262636793825e-07,0.0
1938,3.1246165832499173e-07,0.0
1939,3.012927933809806e-07,0.0
1940,4.234757557952662e-07,0.0
1941,4.633858985414463e-07,0.0
1942,3.641054089342788e-07,0.0
1943,3.4258174341772474e-07,0.0
1944,5.366020765507074e-07,0.0
1945,4.836279003939126e-07,2.178504043826024e-09
1946,4.0510413512606647e-07,0.0
1947,4.3868806542946004e-07,0.0
1948,3.2833102459051133e-07,0.0
1949,3.0236386550086536e-07,0.0
1950,2.8396414641918e-07,0.0
1951,3.582231133947289e-07,0.0
1952,3.5852333191144226e-07,0.0
1953,3.189052790730784e-07,0.0
1954,3.850379144409999e-07,0.0
1955,2.890767270002925e-07,0.0
1956,3.0087938540646064e-07,0.0
1957,3.048087950929812e-07,0.0
1958,3.399892065658605e-07,0.0
1959,3.263064725089748e-07,0.0
1960,3.5296250544547547e-07,0.0
1961,3.988243353347798e-07,0.0
1962,3.8939611002319907e-07,0.0
1963,4.0930118316850894e-07,0.0
1964,3.346182673169551e-07,6.083968329129164e-10
1965,2.922071242750235e-07,5.472043373977442e-10
1966,3.412070181951776e-07,1.6617224263271169e-09
1967,4.254879630849473e-07,0.0
1968,3.934480368172899e-07,4.4914158503495116e-10
1969,3.837785396143545e-07,0.0
1970,3.232903686978261e-07,4.5987250119061684e-10
1971,3.3091278517360934e-07,0.0
1972,3.1755609697370346e-07,0.0
1973,3.1314998416576145e-07,1.6539611902288698e-09
1974,3.1503202713167866e-07,0.0
1975,3.12417965275813e-07,0.0
1976,3.262423931005287e-07,0.0
1977,2.685689288739468e-07,3.526069214387917e-09
1978,2.899008606505049e-07,0.0
1979,2.9493945774561325e-07,1.7555920051037788e-09
1980,2.7572979455214863e-07,5.685150683554241e-10
1981,2.87179954483463e-07,0.0
1982,3.519653688499602e-07,0.0
1983,2.5577030271506374e-07,6.315316047889041e-10
1984,3.0734746125915535e-07,0.0
1985,3.0438722653514105e-07,0.0
1986,2.8293971610082735e-07,0.0
1987,3.049297614410307e-07,6.110816852533674e-10
1988,2.7224353615906693e-07,5.996553809062277e-10
1989,3.4959337646967015e-07,0.0
1990,2.675287706921381e-07,0.0
1991,2.7959189097259696e-07,0.0
1992,3.046999026423691e-07,0.0
1993,3.0244071602680833e-07,6.093128224193833e-09
1994,3.170230780114025e-07,1.0549853213248639e-09
1995,3.0799520445157214e-07,0.0
1996,2.770469755830618e-07,0.0
1997,3.035168276710465e-07,0.0
1998,3.261400305376583e-07,0.0
1999,2.9569202375512305e-07,0.0
2000,3.052859742780356e-07,0.0
2001,3.2245719161494435e-07,0.0
2002,3.3209659022759297e-07,4.38122149670761e-10
2003,2.9376807120229387e-07,0.0
2004,2.973234050074325e-07,0.0
2005,3.648037036896312e-07,0.0
2006,3.080181656400782e-07,0.0
2007,3.4152799166520253e-07,0.0
2008,3.2611987244024476e-07,0.0
2009,2.9848885318983776e-07,9.53638501499654e-10
2010,3.4719879948852395e-07,0.0
2011,3.758964446376467e-07,0.0
2012,4.6638262674036923e-07,0.0
2013,5.006479462110747e-07,0.0
2014,5.034660155445181e-07,0.0
2015,5.528139226385065e-07,0.0
2016,5.528406390453711e-07,0.0
2017,6.153185125867822e-07,0.0
2018,4.817016794333995e-07,0.0
2019,4.846876855424398e-07,0.0
