year,ses_DET heures_NOUN,ses_DET soeurs_NOUN
1800,7.420228276266982e-07,4.559038409013283e-07
1801,3.357467566189598e-07,4.1194458799687084e-07
1802,4.87849149521935e-07,3.4910306112578837e-07
1803,4.6613106330362086e-07,4.5832971728998473e-07
1804,4.5482057364765183e-07,3.510028412367916e-07
1805,5.088751038329065e-07,2.6438762601443955e-07
1806,6.39730568074981e-07,2.161251853038948e-07
1807,4.839823724012149e-07,1.6227644517030626e-07
1808,4.48682649256682e-07,2.651306645340412e-07
1809,4.4728804837745884e-07,2.1686693085776199e-07
1810,5.569501664304255e-07,2.878355918056741e-07
1811,5.991913645253533e-07,2.933279814598677e-07
1812,4.054156512722784e-07,2.1604386368778705e-07
1813,4.112310634241112e-07,2.5881674048378045e-07
1814,3.8074793451414735e-07,1.541871728072408e-07
1815,4.3425299955934804e-07,1.537417473329583e-07
1816,4.0094547948399395e-07,1.205154021022281e-07
1817,3.954458382970927e-07,1.696991995814301e-07
1818,3.9459097656013853e-07,1.4782259305512468e-07
1819,5.206578022054487e-07,1.117913405179749e-07
1820,6.95375773851481e-07,1.7681056352358837e-07
1821,4.950467324960073e-07,1.4890847499504645e-07
1822,3.8799133506017824e-07,9.42407893944619e-08
1823,6.235975371637892e-07,1.3143973554008426e-07
1824,4.244240896511542e-07,9.936913247798884e-08
1825,5.855619831240944e-07,9.685987656382622e-08
1826,5.364062545254455e-07,1.462125434059658e-07
1827,5.124803728051575e-07,8.479891477897183e-08
1828,5.090626951087529e-07,9.630916025793468e-08
1829,5.186771376841648e-07,8.658907674208294e-08
1830,8.025926838683972e-07,8.975678600364745e-08
1831,5.378965912683498e-07,1.2005228766653886e-07
1832,6.46732510212189e-07,7.712082317201663e-08
1833,6.799589700179354e-07,9.035230330578514e-08
1834,7.122247316360131e-07,1.0081293533303892e-07
1835,8.100067461214167e-07,1.1344631900556124e-07
1836,8.952039243226295e-07,1.0887615137233908e-07
1837,8.565163476248472e-07,1.0367257530230489e-07
1838,8.489857643567689e-07,9.46824274539182e-08
1839,9.214764569165368e-07,8.249940908200415e-08
1840,8.713733805620905e-07,1.0892167395804009e-07
1841,8.770469062113762e-07,6.805781183061299e-08
1842,9.639777154291096e-07,8.452413613468934e-08
1843,8.263768682681416e-07,1.181382185411195e-07
1844,8.320658890781374e-07,5.049476237140027e-08
1845,7.622591287059777e-07,7.756516606782782e-08
1846,8.348518898415591e-07,5.444686301814272e-08
1847,8.63455124289203e-07,7.658377754182766e-08
1848,8.946286484956545e-07,6.918890793627952e-08
1849,7.935305843531637e-07,9.133562484109348e-08
1850,7.481473422998874e-07,8.214685021101786e-08
1851,9.467776180827059e-07,7.868315288206418e-08
1852,1.0071813516532302e-06,4.2969598323949754e-08
1853,1.1269035411487494e-06,3.822036309664156e-08
1854,1.023026282354067e-06,6.754363834904353e-08
1855,1.1961836037244211e-06,7.323573214534917e-08
1856,1.1472651202382167e-06,5.6431361306064076e-08
1857,1.241367733939569e-06,5.369660055487557e-08
1858,1.283121879858129e-06,6.410715447380255e-08
1859,1.4451587571073787e-06,8.096555359493607e-08
1860,1.3104477787351243e-06,5.263761659879407e-08
1861,1.2813273189138386e-06,8.158617470499507e-08
1862,1.3147340229835436e-06,5.376403716672584e-08
1863,1.2301750516030552e-06,8.690640324049426e-08
1864,1.3559490250614203e-06,9.253824617694306e-08
1865,1.4224083599856385e-06,6.54251371967618e-08
1866,1.2884142783775587e-06,7.687668623912458e-08
1867,1.4160504200333435e-06,8.443892163256805e-08
1868,1.3535255494190324e-06,7.805001078775575e-08
1869,1.3649435457452341e-06,5.274200842730892e-08
1870,1.3251387285251326e-06,5.3326654203544877e-08
1871,1.1821370315967528e-06,6.691341614128987e-08
1872,1.3152962647922095e-06,7.619647612866487e-08
1873,1.1792428278312173e-06,5.926144336365624e-08
1874,1.3956687165972426e-06,6.811054398259131e-08
1875,1.356574045985326e-06,8.982797322643066e-08
1876,1.3803051261973565e-06,8.827181852133492e-08
1877,1.433640371750755e-06,7.421779268934614e-08
1878,1.4608555387596311e-06,8.454723848805301e-08
1879,1.4754020645213473e-06,5.987138795848779e-08
1880,1.4870149742662875e-06,5.840240246968165e-08
1881,1.4495843707607037e-06,6.135806729368198e-08
1882,1.6172586301266278e-06,8.053016031794868e-08
1883,1.6379726419657459e-06,6.066565261253487e-08
1884,1.6266580917800866e-06,5.809493153208223e-08
1885,1.3645410494866894e-06,5.801072189282053e-08
1886,1.5326976967600103e-06,7.55055284962225e-08
1887,1.4409336337450895e-06,8.422313096945189e-08
1888,1.4875081655318922e-06,8.306205478980644e-08
1889,1.5380911166928968e-06,7.455512990306445e-08
1890,1.4504857226427248e-06,6.816562159173145e-08
1891,1.5177017385070712e-06,6.11925115023837e-08
1892,1.3815800770089481e-06,5.955086912479146e-08
1893,1.3486932228801152e-06,6.651089995424186e-08
1894,1.5898783800594174e-06,7.057724138448407e-08
1895,1.590117895133858e-06,8.967735420917222e-08
1896,1.5963257773421446e-06,7.960989267807861e-08
1897,1.4508517072187033e-06,6.875521962879105e-08
1898,1.5566134128341957e-06,7.299277526851e-08
1899,1.2564185727370614e-06,6.688369680318829e-08
1900,1.340849026476576e-06,8.513327465209386e-08
1901,1.4525132385756478e-06,6.818261172325535e-08
1902,1.1922169402822647e-06,4.6156669319952215e-08
1903,1.4434788306871837e-06,5.400220248752419e-08
1904,1.4151388274541432e-06,5.750848863783631e-08
1905,1.3825672926515153e-06,6.65737903138286e-08
1906,1.4876982135092476e-06,6.533114121909378e-08
1907,1.4533674947969644e-06,6.89141030352225e-08
1908,1.4974825521818502e-06,7.46531128026362e-08
1909,1.434656532239842e-06,7.426328080262223e-08
1910,1.5343056718464254e-06,8.710965548885952e-08
1911,1.5312037060510875e-06,9.576673731803709e-08
1912,1.4716614593623945e-06,8.022508812821627e-08
1913,1.5293821977735433e-06,1.0712038989169059e-07
1914,1.3373396887672584e-06,9.576343179551472e-08
1915,1.169829666913813e-06,9.778032572516082e-08
1916,1.3998027217354547e-06,8.130722140009539e-08
1917,1.4497612630393064e-06,1.0418103058018602e-07
1918,1.3864056631618382e-06,1.2864741183449269e-07
1919,1.6021656277231955e-06,1.0404868477920104e-07
1920,1.6189431946145305e-06,9.086678298686479e-08
1921,1.4850158009949155e-06,9.92029903224001e-08
1922,1.5139523665830268e-06,1.2026034695855614e-07
1923,1.5669139763474504e-06,1.27391377890973e-07
1924,1.692670337227753e-06,1.4438618822776306e-07
1925,1.6398282909335649e-06,1.319781373076978e-07
1926,1.5192186531010066e-06,1.448997974939914e-07
1927,1.876414524204506e-06,1.5720407708919026e-07
1928,1.4888131558699058e-06,1.1083260287314545e-07
1929,1.4950425573090342e-06,1.7156225862180463e-07
1930,1.4705044915075405e-06,1.1553963985555527e-07
1931,1.4302316779790658e-06,1.334426755761342e-07
1932,1.3655582389304755e-06,1.2713062691460664e-07
1933,1.3822147657549522e-06,1.5141273834728963e-07
1934,1.3467295829627801e-06,1.365900175187562e-07
1935,1.4589338626080917e-06,1.4481624344142574e-07
1936,1.2500581014762702e-06,1.2609702482180296e-07
1937,1.3661362956440826e-06,1.2465206600253964e-07
1938,1.3911675345035235e-06,1.1279736378266847e-07
1939,1.2067006123217539e-06,1.8811682256369977e-07
1940,1.3160713230320198e-06,1.3439649704238832e-07
1941,1.381303270875378e-06,2.1250819326468218e-07
1942,1.380566370556835e-06,2.3060009413100602e-07
1943,1.7332313948514866e-06,2.0903293496132846e-07
1944,1.4395074341422287e-06,2.0885709872686675e-07
1945,1.5815939904406662e-06,1.546737875557369e-07
1946,1.5689084094105965e-06,1.3921104358161074e-07
1947,1.4924930109572188e-06,1.490108882951091e-07
1948,1.4970589150564706e-06,1.7068863455982353e-07
1949,1.325296102194784e-06,1.4431002703929607e-07
1950,1.337928463129856e-06,1.254972619157968e-07
1951,1.2996249152408268e-06,1.3433366785609024e-07
1952,1.1725821433827832e-06,1.2126524173705633e-07
1953,1.250841393130031e-06,1.7130384988295333e-07
1954,1.3398146805343458e-06,1.2704297414067867e-07
1955,1.281135427078084e-06,1.163815390725631e-07
1956,1.3029385499407908e-06,1.4564306427544693e-07
1957,1.1671085089481892e-06,1.4047710206188668e-07
1958,1.1266796047237904e-06,1.2408365446248126e-07
1959,1.1006062363705382e-06,1.185864436648032e-07
1960,1.142629561190489e-06,1.3841667112490796e-07
1961,1.2305190422168266e-06,1.3757355449284248e-07
1962,1.2163871998538411e-06,1.4015723981408712e-07
1963,1.233722951354821e-06,1.5712509560117383e-07
1964,1.158387583188869e-06,1.3141372023905973e-07
1965,1.1157496295766123e-06,1.3297065093453853e-07
1966,1.2712177053231244e-06,1.4567766926099068e-07
1967,1.1349632806911814e-06,1.7404083907379686e-07
1968,1.3016122917264283e-06,1.3114934580005233e-07
1969,1.049146095333242e-06,1.5351141000041757e-07
1970,1.044370426583896e-06,1.494585611383492e-07
1971,1.110921528990616e-06,1.5106889028615456e-07
1972,1.0588623151619458e-06,1.569824973901568e-07
1973,9.879661106992899e-07,2.1611759071227254e-07
1974,9.287818896197564e-07,1.620164604698715e-07
1975,9.212617761988895e-07,2.661549873828051e-07
1976,9.261626932044464e-07,2.342546018829772e-07
1977,8.709390693084629e-07,3.038296140234209e-07
1978,1.0188113930276188e-06,3.225741225243439e-07
1979,9.216858134486472e-07,2.551460461797106e-07
1980,9.562423497477823e-07,3.331498328318361e-07
1981,1.0019670888539167e-06,2.91607834768115e-07
1982,9.658873407758506e-07,2.631980987599647e-07
1983,9.542442667154205e-07,2.848207463213015e-07
1984,1.064118036353534e-06,3.038680582712061e-07
1985,9.99785764399519e-07,3.2002767791361464e-07
1986,1.0370459442299307e-06,3.135115860253279e-07
1987,1.0046182756795474e-06,3.9475876523198394e-07
1988,1.0428007444218679e-06,3.448018320861834e-07
1989,1.1272603286371918e-06,3.688018054281983e-07
1990,1.024891234102654e-06,3.9884123936850813e-07
1991,1.0632697904355837e-06,3.68686166318799e-07
1992,1.083805970303331e-06,3.757781783519931e-07
1993,1.1095032697028273e-06,4.104552625006086e-07
1994,1.0755575470255963e-06,4.6735848602263985e-07
1995,1.1229895604536466e-06,4.6958423077780864e-07
1996,1.165305540951067e-06,4.323854685406303e-07
1997,1.0932358964765854e-06,4.3969183594061434e-07
1998,1.1543640994204907e-06,3.914634120194549e-07
1999,1.1791118490478425e-06,3.290544745571111e-07
2000,1.1106931108173512e-06,3.203072937996154e-07
2001,1.105379739740897e-06,3.158853564277919e-07
2002,1.1439369878019079e-06,3.277153801661825e-07
2003,1.1988237744731123e-06,2.533489260603261e-07
2004,1.1276265778903394e-06,1.9557273020498478e-07
2005,1.1295404442890344e-06,2.0266872657881407e-07
2006,1.200776680310156e-06,2.3348435451708838e-07
2007,1.2842251724265452e-06,1.6776814248942173e-07
2008,1.3066082846791005e-06,2.0520859256301094e-07
2009,1.4094777216477894e-06,1.5305898015682828e-07
2010,1.4657929536809888e-06,1.0203393185914678e-07
2011,1.5903899190927717e-06,5.96539619923675e-08
2012,1.7119987054670105e-06,6.025527365949301e-08
2013,1.6344272548707295e-06,1.018030643673562e-07
2014,1.8469081859429082e-06,1.3100943459243286e-07
2015,1.923100839906766e-06,7.40336176530132e-08
2016,1.8592348567381123e-06,7.104696411741607e-08
2017,1.595652244112955e-06,5.383408382964028e-08
2018,1.8052196524287467e-06,1.035168116780838e-07
2019,1.9507403226093345e-06,1.2703919372025751e-07
