year,tes_DET ombres_NOUN,tes_DET sombres_ADJ
1800,1.8864987794131594e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,6.713520406265161e-09,0.0
1803,1.950339223455444e-09,0.0
1804,9.887403562558461e-09,0.0
1805,1.1371510844071508e-08,0.0
1806,3.458002950651462e-08,0.0
1807,5.693910232196231e-09,0.0
1808,2.039466640013643e-08,0.0
1809,1.3554183109221185e-08,0.0
1810,2.3401267590372754e-09,0.0
1811,9.025476543911282e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,1.7254449646841863e-08,0.0
1814,0.0,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,0.0
1817,2.4909974638553933e-08,0.0
1818,2.384235475716423e-09,0.0
1819,1.5526575580793178e-08,0.0
1820,5.933240565525466e-09,0.0
1821,5.9168927535324656e-09,0.0
1822,1.2030739071633434e-08,3.0076847679083585e-09
1823,1.7788836181864554e-08,0.0
1824,1.3473780313688621e-08,0.0
1825,6.163810128967384e-09,0.0
1826,2.642395191543301e-09,0.0
1827,9.217273055917019e-10,0.0
1828,7.3378408349533686e-09,0.0
1829,7.715858452161939e-09,0.0
1830,1.5655253093882493e-08,0.0
1831,0.0,0.0
1832,1.4882966081763982e-08,0.0
1833,6.950177100506494e-09,2.3167256557599103e-08
1834,5.60071877764301e-09,1.8669061851994684e-09
1835,6.050470346963266e-09,2.2689263801112247e-09
1836,1.0081124879324221e-08,2.016224964762614e-09
1837,6.262101726051128e-09,1.2524203896191466e-08
1838,1.199310784016916e-08,0.0
1839,0.0,6.9914751765765e-10
1840,1.9109065441114126e-09,4.458782232319436e-09
1841,9.630822805917205e-09,6.420548537278137e-10
1842,2.0124795163667386e-09,1.341653010911159e-09
1843,4.1348376944583265e-09,4.7255288571079745e-09
1844,8.781698146442807e-09,0.0
1845,5.022204985216661e-09,0.0
1846,2.9272506640865004e-09,0.0
1847,2.6966118227278457e-09,5.393223645455691e-10
1848,8.045221711050488e-10,2.413566457803995e-09
1849,6.703531951757213e-09,3.3517659758786067e-09
1850,6.788996032014438e-09,0.0
1851,2.579775504329973e-09,6.449438760824933e-10
1852,3.2552727180501506e-09,1.9531636308300904e-09
1853,3.5831591027601917e-09,0.0
1854,1.246959496770117e-08,3.117398783558656e-09
1855,7.960405667972736e-09,3.714855978387277e-09
1856,3.6240324075009767e-09,1.5531567143511893e-09
1857,5.3696601054475934e-09,4.881509085841174e-10
1858,1.223418999440895e-08,9.787352039936081e-10
1859,3.055304009791371e-09,0.0
1860,8.238930870874128e-09,4.577183909670879e-10
1861,9.903523778831413e-09,1.8863854922557266e-09
1862,8.584174038261949e-09,4.517986262886353e-10
1863,1.2486552070090084e-08,4.994620828036034e-10
1864,7.192091922014754e-09,0.0
1865,3.765475597994339e-09,1.882737743486018e-09
1866,1.2650594016783145e-08,0.0
1867,5.338092634588065e-09,2.91168689159349e-09
1868,1.975949626142892e-09,4.93987406535723e-10
1869,5.860222973552709e-09,1.4650557433881772e-09
1870,1.1468097582678638e-09,1.7202146374017957e-09
1871,6.37270636261178e-09,0.0
1872,3.6284036886158333e-09,1.8142017887967654e-09
1873,4.1902030178953e-09,0.0
1874,1.1949218281515073e-09,1.7923826867161097e-09
1875,7.437985338754061e-09,1.1443054281912168e-09
1876,3.02300739996042e-09,6.04601479992084e-10
1877,6.184815992682502e-10,0.0
1878,4.831270994376524e-09,0.0
1879,1.221865053580018e-09,1.832797580370027e-09
1880,3.2089231272180996e-09,0.0
1881,3.4862537301449947e-09,0.0
1882,3.3276926103553706e-08,6.655385131892899e-10
1883,4.423537203201988e-09,1.8958017378167824e-09
1884,2.6406787867472303e-09,6.601696966868076e-10
1885,1.2891271383708158e-09,6.445635691854079e-10
1886,1.2906927748801422e-09,0.0
1887,3.917354773896875e-09,6.528924623161458e-10
1888,3.1703073499755874e-09,1.268122939990235e-09
1889,5.012109449697988e-09,5.6386229019267375e-09
1890,6.554386478008212e-10,2.6217545912032847e-09
1891,6.374220040683554e-10,1.9122659011827636e-09
1892,5.014809900671935e-09,2.5074049503359674e-09
1893,3.6950499326948716e-09,6.158416554491453e-10
1894,6.301539290376468e-09,0.0
1895,1.8055843487019274e-09,0.0
1896,5.89702897624278e-09,0.0
1897,5.2440420894583895e-09,5.826713556089658e-10
1898,2.8291773368493978e-09,0.0
1899,1.6582735185011188e-08,5.527578395003729e-10
1900,3.114631885736685e-09,6.748368974740515e-09
1901,1.1177477832191585e-09,5.588738916095792e-10
1902,4.910284012726862e-09,9.820567692386817e-10
1903,5.400220270956879e-09,5.400220270956879e-10
1904,3.7622376325430196e-09,2.1498500757388683e-09
1905,4.128607344888735e-09,0.0
1906,2.0576738091193647e-09,5.144184522798412e-10
1907,5.657127544189677e-09,5.142843373384665e-10
1908,1.964555629285769e-09,9.822778146428846e-10
1909,2.750491778780173e-09,5.500983557560346e-10
1910,6.412980924075384e-09,0.0
1911,1.2236860857939291e-08,0.0
1912,3.64659485940777e-09,1.0418842455450772e-09
1913,6.36358749028787e-09,3.181793939432964e-09
1914,1.607218563792756e-08,0.0
1915,9.424609537234119e-09,0.0
1916,2.197492410260793e-09,0.0
1917,1.2063066656686772e-08,0.0
1918,2.2972752589112133e-09,1.1486376294556067e-09
1919,9.207848372660976e-10,4.603924352863942e-09
1920,4.543339038320937e-09,0.0
1921,3.0290990271630847e-09,5.300923255902035e-09
1922,1.0329109734197317e-08,0.0
1923,1.2739137744688378e-08,2.1231896241147297e-09
1924,9.024136882196387e-09,9.02413699321869e-09
1925,9.898360131543882e-09,1.0998177923937646e-09
1926,1.5604594283402662e-08,3.343841648018042e-09
1927,1.6723837426013688e-08,4.4596899506643695e-09
1928,2.2852082448565625e-09,1.1426041224282812e-09
1929,8.912325100141061e-09,1.1140406375176326e-09
1930,3.1510811737689437e-09,0.0
1931,5.7026783295555106e-09,0.0
1932,1.0959536611565568e-09,1.0959536611565568e-09
1933,5.735331320977366e-09,0.0
1934,1.1981580172459871e-09,0.0
1935,4.787313656606784e-09,0.0
1936,8.487300195980652e-09,1.2124714565686645e-09
1937,6.295559185076627e-09,1.2591118148108649e-09
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,4.588215141154706e-09,1.5294050470515685e-09
1940,1.01431314458722e-08,5.0715658339584024e-09
1941,1.1806010391524069e-08,0.0
1942,2.4273694165799498e-08,0.0
1943,0.0,0.0
1944,3.534504777746861e-08,0.0
1945,1.742803235060819e-08,2.178504043826024e-09
1946,5.568441707737293e-09,1.3921104269343232e-09
1947,1.668921956188285e-08,1.1920870957027319e-09
1948,4.348755133776194e-09,3.2615663503321457e-09
1949,2.061571779954363e-08,9.817008317369869e-10
1950,2.1270722960764488e-09,3.190608444114673e-09
1951,6.396840945832594e-09,0.0
1952,8.43584291310151e-09,5.272402070488624e-09
1953,4.30953106533849e-09,3.232148326759443e-09
1954,1.3681550337096837e-08,9.772536113672459e-10
1955,8.447047061821422e-09,1.8771215692936494e-09
1956,7.849027205963921e-09,2.616342476002842e-09
1957,1.236905244894615e-08,8.835037701437898e-10
1958,1.0753916424022236e-08,8.272243445794913e-10
1959,3.875373910666724e-09,7.750747821333448e-10
1960,4.844583290086746e-09,0.0
1961,8.337791235213388e-09,1.3896318540318475e-09
1962,1.0147130524718051e-08,0.0
1963,3.879632060055371e-09,3.879631726988464e-09
1964,4.8671746077921796e-09,4.258777774879263e-09
1965,6.01924787790864e-09,3.830430195250756e-09
1966,1.1632057206334423e-08,3.3234448526542337e-09
1967,1.4791006530678885e-08,0.0
1968,6.287982079467014e-09,8.982831700699023e-10
1969,8.629339909305145e-09,4.5417578031781147e-10
1970,1.3336302728816918e-08,4.5987250119061684e-10
1971,8.221435865429783e-09,0.0
1972,8.721249666887587e-09,1.5390440033513642e-09
1973,6.615844760915479e-09,3.3079223804577396e-09
1974,2.812785782069227e-09,5.625571675160757e-10
1975,3.998036124386317e-09,0.0
1976,9.71299568552908e-09,5.713526873840635e-10
1977,8.815172591880582e-09,0.0
1978,9.504946496541322e-09,5.940591352171509e-10
