year,grandes_ADJ heures_NOUN,grandes_ADJ soeurs_NOUN
1930,2.2162602952846555e-07,4.201441416995522e-09
1931,2.1556124796262566e-07,1.1405356659111021e-09
1932,2.77276273386029e-07,2.1919073223131136e-09
1933,1.9041298870980938e-07,4.588264879146209e-09
1934,1.5935501451735945e-07,1.1981580172459871e-09
1935,2.2261009213764282e-07,1.196828414151696e-09
1936,1.891455494451577e-07,4.849885826274658e-09
1937,2.770045922639852e-07,1.2591118148108649e-09
1938,2.398564719063856e-07,2.5930428915188486e-09
1939,2.7223409571064394e-07,7.647025235257843e-09
1940,2.485067247537387e-07,1.0143131667916805e-08
1941,1.9184766975044454e-07,2.9515025978810172e-09
1942,2.609422071753187e-07,3.034211770724937e-09
1943,2.4387175545648176e-07,0.0
1944,2.4741533444228025e-07,9.639558484764166e-09
1945,2.4181395286149154e-07,8.714016175304096e-09
1946,3.2157751750361285e-07,1.3921104269343232e-09
1947,2.6106707284867525e-07,4.7683483828109274e-09
1948,2.391815341340475e-07,2.174377566888097e-09
1949,2.954919442466064e-07,2.945102384188658e-09
1950,2.818370719026575e-07,3.190608444114673e-09
1951,3.486278439268631e-07,4.264560704569931e-09
1952,2.7416490766540846e-07,7.381362632230548e-09
1953,3.0166716857848996e-07,2.1547654771580937e-09
1954,2.521314343972847e-07,0.0
1955,2.3276307103969884e-07,3.754243138587299e-09
1956,3.296591566392948e-07,4.360570571293465e-09
1957,2.880222300660762e-07,1.7670075402875796e-09
1958,3.4412533445049576e-07,1.6544486891589827e-09
1959,2.728263194251568e-07,3.100299128533379e-09
1960,3.010562472649525e-07,1.3841666701708277e-09
1961,2.8140044905367034e-07,4.16889545107324e-09
1962,2.758751039277918e-07,6.341956404476434e-10
1963,4.6426262723109346e-07,1.939815863494232e-09
1964,3.4131064013953605e-07,3.041984220075733e-09
1965,3.2175614439466926e-07,2.188817349590977e-09
1966,3.766570815244563e-07,2.215629901769489e-09
1967,3.8505921917675323e-07,1.9721342336964653e-09
1968,4.127611153981192e-07,3.5931326802796093e-09
1969,3.5016952093513964e-07,1.3625273131978588e-09
1970,2.9891712904905887e-07,4.598724956395017e-09
1971,3.751030210885631e-07,1.0276794970565106e-09
1972,3.1447799697659207e-07,3.5911027485013847e-09
1973,3.5725560287858116e-07,5.513203671370093e-09
1974,2.5933885905438103e-07,3.3753431161187564e-09
1975,3.0327959876785826e-07,7.996072248772634e-09
1976,3.136726201002915e-07,1.7140580066410394e-09
1977,3.4202869603205954e-07,6.464460078348111e-09
1978,3.700988395749505e-07,5.346532105932056e-09
1979,3.066434081100411e-07,4.096381456264453e-09
1980,2.9903892345695127e-07,1.0801786132219604e-08
1981,3.276634679139079e-07,1.771153890217647e-08
1982,3.196863688215146e-07,1.9864007327896616e-08
1983,3.7070906122593783e-07,8.209910973278056e-09
1984,3.4736061493845227e-07,1.333771937339634e-08
1985,3.5130859576959494e-07,1.142956040922627e-08
1986,3.374895363172925e-07,7.193382600689802e-08
1987,3.635935931223244e-07,7.944062296871834e-09
1988,3.1901666902589554e-07,1.4391728697660255e-08
1989,3.7209469361254577e-07,1.8659616074501173e-08
1990,3.650596225313052e-07,2.3429199913493903e-08
1991,4.0385495392314397e-07,1.6998249918742658e-08
1992,4.6393730279703504e-07,2.3692759754112558e-08
1993,4.6640127071562176e-07,1.2186256448387667e-08
1994,3.671349044775951e-07,2.004472143823932e-08
1995,3.643887009907587e-07,2.8196744494835002e-08
1996,3.3256314568852474e-07,2.2953797085278893e-08
1997,3.2701179641936307e-07,6.664903651198983e-08
1998,3.6666912972549426e-07,1.2873949017944142e-08
1999,3.3133958199371705e-07,1.828080442578539e-08
2000,3.9806465357283827e-07,1.6346715980830595e-08
2001,2.9266495094049105e-07,4.600272518473503e-08
2002,4.416271170981645e-07,1.0076809608960957e-08
2003,3.666892203213479e-07,9.58392298855415e-09
2004,3.9202643442592944e-07,1.2773894830786503e-08
2005,4.377644540198844e-07,1.8014997493764895e-08
2006,3.953174276816185e-07,1.7706927479821388e-08
2007,3.674921206231474e-07,3.994479413904628e-09
2008,3.4102092294485686e-07,9.79211112195344e-09
2009,3.099325098787631e-07,9.53638501499654e-09
2010,2.872066127146411e-07,1.4643758206034363e-08
2011,2.661484582167084e-07,8.412738061736036e-09
2012,3.172763569925241e-07,4.425528388196653e-09
2013,2.7054513579427564e-07,9.483025031897796e-09
2014,3.293642051871437e-07,5.630157673408576e-09
2015,2.4869976435193397e-07,2.21657536769726e-09
2016,2.516678168085207e-07,2.0713399884186856e-09
2017,1.9521144029033266e-07,2.515611330355938e-10
2018,2.535000244163754e-07,2.581466596041082e-09
2019,2.581599638507015e-07,4.591778068885333e-09
