year,grandes_ADJ heures_NOUN,grandes_ADJ soeurs_NOUN
1800,1.2576657582030748e-07,0.0
1801,5.714838380299625e-08,0.0
1802,9.175144555229053e-08,0.0
1803,9.946729795373699e-08,0.0
1804,7.415552794043379e-08,0.0
1805,2.842877755426798e-08,0.0
1806,7.492339904047185e-08,0.0
1807,4.27043254092041e-08,0.0
1808,6.571614363792833e-08,0.0
1809,7.906606502849911e-08,0.0
1810,1.8721014072298203e-08,0.0
1811,7.771937760026049e-08,0.0
1812,1.226915742336132e-07,0.0
1813,7.189353823378042e-08,0.0
1814,4.090680150170556e-08,0.0
1815,7.012781111370714e-08,0.0
1816,4.8669683394564345e-08,0.0
1817,8.407116069975018e-08,1.556873407970727e-09
1818,4.2916237674717195e-08,0.0
1819,3.9333990287104825e-08,0.0
1820,6.882559233645225e-08,0.0
1821,9.368413600441272e-08,0.0
1822,9.624591257306747e-08,0.0
1823,1.5120511420718685e-07,0.0
1824,8.673746254572734e-08,0.0
1825,6.427973175959778e-08,0.0
1826,7.046387195952519e-08,0.0
1827,3.410390903013649e-08,0.0
1828,9.722639521259069e-08,0.0
1829,1.2516836989107105e-07,1.714635211591542e-09
1830,7.09704823798063e-08,0.0
1831,7.639690835503643e-08,0.0
1832,7.712082350508354e-08,0.0
1833,9.614411311531512e-08,0.0
1834,1.1201436822538824e-07,0.0
1835,1.187404805591541e-07,0.0
1836,1.0484369994401277e-07,0.0
1837,1.0158520935554805e-07,0.0
1838,1.0983161757849302e-07,0.0
1839,9.438491777036262e-08,0.0
1840,1.0255198640285457e-07,0.0
1841,1.399679638858231e-07,0.0
1842,1.2812785943339122e-07,0.0
1843,7.442707788962721e-08,0.0
1844,4.5774601797887726e-07,0.0
1845,9.653794369457458e-08,0.0
1846,1.346535296598006e-07,0.0
1847,8.35949656163848e-08,0.0
1848,9.493361730061878e-08,0.0
1849,8.965974118702036e-08,0.0
1850,9.776154108465107e-08,0.0
1851,7.67483214758613e-08,0.0
1852,9.310080262281417e-08,0.0
1853,1.0152284213305052e-07,0.0
1854,1.0806981798339166e-07,0.0
1855,1.0720012966203285e-07,0.0
1856,8.749450147726989e-08,0.0
1857,1.156917623923448e-07,0.0
1858,6.655399414912111e-08,0.0
1859,1.2577667796165315e-07,0.0
1860,1.6203231195666135e-07,0.0
1861,1.136547243540953e-07,0.0
1862,1.1611224892682515e-07,4.517986262886353e-10
1863,1.308590669157894e-07,0.0
1864,1.040455991363487e-07,4.794727948009836e-10
1865,1.3602780690735727e-07,0.0
1866,1.600786613265015e-07,4.865612912574591e-10
1867,1.0870298083887064e-07,0.0
1868,1.0818323858963197e-07,0.0
1869,1.1183258674662966e-07,0.0
1870,8.142349461337517e-08,0.0
1871,7.009977309735405e-08,0.0
1872,9.917636234479943e-08,0.0
1873,1.1074108108299896e-07,0.0
1874,9.380136045678e-08,0.0
1875,1.098533202181784e-07,5.721527140956084e-10
1876,1.0217764812026076e-07,6.04601479992084e-10
1877,8.473198165326323e-08,6.184815992682502e-10
1878,1.3708731566586252e-07,1.2078177347163432e-09
1879,1.4540194226420056e-07,6.10932526790009e-10
1880,1.514611711606051e-07,3.2089231272180996e-09
1881,1.4084465344010866e-07,0.0
1882,1.1181047199215755e-07,1.3310770263785798e-09
1883,1.636708741870052e-07,0.0
1884,2.290788883030359e-07,0.0
1885,1.2182251607484318e-07,6.445635691854079e-10
1886,1.45848285004746e-07,6.453463874400711e-10
1887,1.0511568554472106e-07,6.528924623161458e-10
1888,9.954765212150107e-08,6.340614699951175e-10
1889,9.836264780460624e-08,1.2530273485467092e-09
1890,1.1076913075669381e-07,6.554386478008212e-10
1891,1.0135009897993541e-07,1.2748440081367107e-09
1892,1.1722117920776043e-07,1.2537024751679837e-09
1893,1.1577822833785945e-07,6.158416554491453e-10
1894,1.5060679547929112e-07,1.8904617871129403e-09
1895,1.9079008217737226e-07,6.018614495673091e-10
1896,1.769108699534172e-07,1.179405795248556e-09
1897,1.0779419667983348e-07,2.330685422435863e-09
1898,1.0694290986101862e-07,1.6975064687230201e-09
1899,1.122098414185757e-07,5.527578395003729e-10
1900,1.214706433216861e-07,1.038210628578895e-09
1901,1.358063557166389e-07,2.235495566438317e-09
1902,8.887614116881437e-08,0.0
1903,1.2474509070159456e-07,2.1600881083827517e-09
1904,1.7413785524666991e-07,1.0749250378694342e-09
1905,1.0011872314530379e-07,3.6125313851442797e-09
1906,1.0905670899674647e-07,1.0288369045596824e-09
1907,2.319422349739142e-07,2.057137349353866e-09
1908,1.0952397810903847e-07,2.9468334439286537e-09
1909,1.7108058969483864e-07,2.7504918342913243e-09
1910,1.83838779754808e-07,5.34415089958884e-09
1911,2.1334700051056643e-07,2.128149656499545e-09
1912,2.797459175418737e-07,2.0837684910901544e-09
1913,2.253770586269077e-07,0.0
1914,1.7813337738203927e-07,8.036092680185902e-09
1915,4.429566571317878e-07,1.1780761921542648e-09
1916,4.318072530651307e-07,6.592477230782379e-09
1917,3.882114283371152e-07,1.7546279096336548e-08
1918,4.2499592201039604e-07,5.743188147278033e-09
1919,4.4197672610657435e-07,9.207848372660976e-10
1920,3.081898265477889e-07,4.543339038320937e-09
1921,2.423279195085115e-07,7.572747429129834e-10
1922,2.3388054892770072e-07,2.951174193910333e-09
1923,1.8577909832728778e-07,2.1231896241147297e-09
1924,2.1657928672702553e-07,1.289162443462999e-09
1925,1.8916866206808436e-07,2.1996355847875293e-09
1926,2.195789330361464e-07,1.0031524944054127e-08
1927,4.2701530666988674e-07,1.1149224876660924e-09
1928,2.2166519775268512e-07,3.4278122562625413e-09
1929,2.2169408953054415e-07,4.4561625500705304e-09
