year,mais_CONJ en_PRON,mais_CONJ cent_DET
1919,1.4189294574862288e-06,2.2098835650297133e-08
1920,1.462955168562985e-06,2.0445026560622637e-08
1921,1.5501413770380168e-06,2.0446418336206307e-08
1922,1.5722380624083598e-06,2.5084980315170924e-08
1923,1.6582110617946455e-06,2.866305948145964e-08
1924,1.6295013551825832e-06,2.0626599095407983e-08
1925,1.5034508749067754e-06,1.2097995938376016e-08
1926,1.6986714683753235e-06,1.5604594283402662e-08
1927,1.5709258036622487e-06,1.8953682179301268e-08
1928,1.5505137866966834e-06,1.5996457936040542e-08
1929,1.653236353149623e-06,2.785101571589621e-08
1930,1.6921305245887197e-06,3.361153133596417e-08
1931,1.670884728355304e-06,2.3951249872311564e-08
1932,1.537623006697686e-06,6.575721966939341e-09
1933,1.3730382590892987e-06,2.064719151206873e-08
1934,1.5623980402779125e-06,3.834105477551475e-08
1935,1.4445719500599807e-06,2.992071124197082e-08
1936,1.5034646594358492e-06,1.6974600836050513e-08
1937,1.4278327569172689e-06,1.3850229851897211e-08
1938,1.6854778834840545e-06,7.779128452511941e-09
1939,1.477405277228172e-06,2.141167065872196e-08
1940,1.5341486800934945e-06,1.5214697057785997e-08
1941,1.7443379647374968e-06,1.4757512989405086e-08
1942,1.6900559387522662e-06,2.1239482617119165e-08
1943,1.6780699354512763e-06,3.4838822493554744e-08
1944,1.542329329140557e-06,4.177142010064472e-08
1945,1.694876146984825e-06,2.6142048970001497e-08
1946,1.7276090034101799e-06,2.645009899993056e-08
1947,1.8930342662315525e-06,2.62259161054601e-08
1948,1.7753793031261011e-06,1.848220954059343e-08
1949,1.76411637653473e-06,4.0249734212238764e-08
1950,1.6878319115676277e-06,2.4461330738745346e-08
1951,1.8380256960881525e-06,2.4521224606388614e-08
1952,1.8738116409622307e-06,2.003512733494972e-08
1953,1.8110803239324014e-06,2.693456746527545e-08
1954,1.8714407019615464e-06,4.397641362174909e-08
1955,1.778572737975992e-06,2.7218262310668706e-08
1956,1.7677754442502192e-06,2.3547082506070183e-08
1957,1.8739114580057503e-06,2.1204090483450955e-08
1958,1.910888300926672e-06,2.9780075738727874e-08
1959,1.8508785615267698e-06,2.7902693489068042e-08
1960,1.9655166738630214e-06,2.6991250123842292e-08
1961,1.910048922582064e-06,3.543561177821175e-08
1962,2.015473739902518e-06,2.5367825173816527e-08
1963,1.9475752992548223e-06,1.6165133231993423e-08
1964,2.025961464369175e-06,1.8251905320454398e-08
1965,2.0087871348550834e-06,1.5321721669181443e-08
1966,1.9868660956490203e-06,2.547974364830452e-08
1967,2.1072254412501934e-06,1.873527466500491e-08
1968,2.0835677787545137e-06,2.2906220920049236e-08
1969,1.874837636250959e-06,1.862120679874124e-08
1970,2.0091829355806112e-06,2.1614007472692265e-08
1971,1.9690339172484528e-06,2.928886466690983e-08
1972,1.92277909150107e-06,2.1033601527165047e-08
1973,1.8976447790919337e-06,1.6539611458199488e-08
1974,1.920570156244139e-06,2.5877629816761782e-08
1975,1.9613222548287013e-06,1.599214405345606e-08
1976,1.89860500654504e-06,1.5997875468798384e-08
1977,1.9616697954916162e-06,1.469195520797939e-08
1978,2.099405037370161e-06,2.1980187447923072e-08
1979,2.0318051952017413e-06,1.521513093294402e-08
1980,2.001173072585516e-06,2.2740602290127754e-08
1981,2.0855337083958148e-06,1.3916208629893845e-08
1982,1.9764687237966427e-06,1.738100685599875e-08
1983,1.9634317425243353e-06,2.2103606056589342e-08
1984,1.939188450705842e-06,1.681712458179163e-08
1985,1.9520485921020736e-06,1.804667393301429e-08
1986,1.933820982458201e-06,1.3787316621716172e-08
1987,1.920629728147105e-06,1.3443796853529477e-08
1988,1.977663458774259e-06,2.0987938498251424e-08
1989,1.9641988728835713e-06,1.92084268491044e-08
1990,1.8928613201296685e-06,1.6345953035568073e-08
1991,1.958315522188059e-06,1.2895223555631219e-08
1992,1.9753150013457343e-06,2.314176494877529e-08
1993,1.978051017204052e-06,1.883330558172247e-08
1994,1.9248207081545843e-06,1.318731657207195e-08
1995,1.956962478288915e-06,1.9520823180130265e-08
1996,2.024204604822444e-06,1.868332244470139e-08
1997,1.912203913434496e-06,1.5343662340683295e-08
1998,2.025501288471787e-06,1.3350761829400426e-08
1999,2.023685112817475e-06,1.416762351880152e-08
2000,2.00401905203762e-06,2.2531961185734417e-08
2001,2.055664594990958e-06,1.577236274918903e-08
2002,2.0569834759953665e-06,1.4896153199828177e-08
2003,2.074710920396683e-06,1.0417307461096925e-08
2004,1.975989391667099e-06,1.8940602863892764e-08
2005,1.9748941610941984e-06,1.9366122927522156e-08
2006,2.092299865807945e-06,1.2765458912156191e-08
2007,1.9529009591678914e-06,1.3980678392755408e-08
2008,2.0035511738569767e-06,1.83069901460442e-08
2009,1.9864289697579807e-06,1.7165493026993772e-08
2010,2.0737451222885284e-06,1.4643758206034363e-08
2011,1.8997492929884174e-06,1.7207873792557393e-08
2012,1.896509189691642e-06,2.008509047968232e-08
2013,1.9440201128873014e-06,2.4265388365307672e-08
2014,1.9945915425978455e-06,2.5119163638009923e-08
2015,1.964994055470015e-06,1.9284205787784003e-08
2016,1.937738659307797e-06,2.941302845727023e-08
2017,1.9893454066277627e-06,3.19482644783875e-08
2018,1.994441220176668e-06,1.884470623991774e-08
2019,1.8828840779860911e-06,2.423438338894357e-08
