year,petits_ADJ airs_NOUN,petits_ADJ cerfs_NOUN
1886,5.872652208971374e-08,1.0325541976996533e-08
1887,7.96528805135921e-08,0.0
1888,9.764546771151572e-08,5.07249175996094e-09
1889,1.0024218788373673e-07,8.771191550849267e-09
1890,7.734175966334078e-08,5.8989478302073906e-09
1891,6.437962229988159e-08,1.9760082459185924e-08
1892,7.71027024448756e-08,3.1342561879199593e-09
1893,4.249307411496872e-08,1.2316833108982905e-09
1894,7.62486271899121e-08,6.301539290376468e-10
1895,7.342709884561316e-08,1.8055843487019274e-09
1896,8.25584047792205e-08,1.7691086373616827e-09
1897,5.943247960438214e-08,6.4093849116986235e-09
1898,7.41244515767292e-08,1.4145887350380804e-08
1899,7.130576129554811e-08,7.738609753005221e-09
1900,7.682758473848139e-08,6.22926377147337e-09
1901,5.47696430430733e-08,1.676621730339889e-09
1902,4.4192555059829886e-08,1.4730852093691738e-09
1903,7.884321706619346e-08,5.940242520097172e-09
1904,7.309490346329994e-08,3.7622376325430196e-09
1905,6.502556426646322e-08,5.160759042333041e-10
1906,5.0413006547067596e-08,5.144184522798412e-10
1907,4.11427484858784e-08,2.057137349353866e-09
1908,9.822777857770859e-08,1.4734167219643268e-09
1909,8.581534005625002e-08,7.151278680339601e-09
1910,1.0581418208310822e-07,3.206490406526541e-09
1911,9.417061996863652e-08,5.320374141248863e-10
1912,7.657848899444986e-08,2.604710613862693e-09
1913,1.1083248385723721e-07,7.9544844044932e-09
1914,9.24150601044893e-08,2.0090231700464756e-09
1915,7.068457108516668e-08,1.1780761921542648e-09
1916,7.031975557403314e-08,1.0987462051303964e-09
1917,7.2378403381812e-08,0.0
1918,5.2837331843136326e-08,8.040463406189247e-09
1919,4.4197672688373046e-08,1.8415696745321952e-09
1920,9.768178621527568e-08,6.815008557481406e-09
1921,1.2797943083064922e-07,6.058197943303867e-09
1922,1.0107771863943071e-07,8.115728866719962e-09
1923,9.766671915656389e-08,1.0615948120573648e-09
1924,9.797634858976778e-08,3.867487219366694e-09
1925,1.0008341710943114e-07,5.499089184013428e-09
1926,8.916910765321973e-08,4.458455382660986e-09
1927,1.0145794293592303e-07,1.1149224876660924e-09
1928,8.683791696828536e-08,1.1426041224282812e-09
1929,9.914961429657865e-08,5.570203187588163e-09
1930,1.197410816056177e-07,5.2518016602221e-09
1931,6.501053473328966e-08,6.843213995466613e-09
1932,9.315606286364186e-08,1.0959536611565568e-09
1933,7.914757071958434e-08,3.4411986593596566e-09
1934,5.511527056967225e-08,0.0
1935,5.385727863682632e-08,1.4361940969820353e-08
1936,8.244806171120445e-08,1.2124714565686645e-08
1937,4.029157785190307e-08,2.5182236296217297e-09
1938,3.759912092782258e-08,1.2965214457594243e-09
1939,6.576441791139587e-08,2.4470480752825097e-08
1940,3.0429394115571995e-08,7.607348750937604e-09
1941,1.092055943452408e-07,1.7709015587286103e-08
1942,6.675266206457309e-08,6.068423541449874e-09
1943,7.548411717905879e-08,1.4516176038981143e-08
1944,1.0603513977969214e-07,0.0
1945,7.189063211399116e-08,2.178504043826024e-09
1946,6.12528578969318e-08,2.7842208538686464e-09
1947,6.198852808836364e-08,2.3841741914054637e-09
1948,6.196975999017695e-08,2.174377566888097e-09
1949,8.049946620403148e-08,3.926803215925645e-09
1950,6.487570614055471e-08,2.1270722960764488e-09
1951,4.584402590879222e-08,4.264560815592233e-09
1952,6.643226135860658e-08,1.4762725264461096e-08
1953,7.110726008008328e-08,4.3095309543161875e-09
1954,8.893008085486542e-08,5.863521668203475e-09
1955,6.945349717568661e-08,8.447047061821422e-09
1956,5.7559534027973314e-08,1.744228317335228e-09
1957,6.096176169423373e-08,2.6505113659425206e-09
1958,6.700517257707261e-08,0.0
1959,6.355613180186737e-08,3.8753737996444215e-09
1960,6.297958421441763e-08,1.3841666701708277e-09
1961,6.04489848177181e-08,2.08444772553662e-09
1962,6.532215202081915e-08,6.341956293454132e-09
1963,5.884108655873632e-08,5.819448034571906e-09
1964,7.665800411116308e-08,1.2167936658258327e-09
1965,6.238129401925363e-08,3.830430195250756e-09
1966,7.976267712983542e-08,5.539074754423723e-10
1967,7.642020460885135e-08,5.423369309198733e-09
1968,1.0779397774385302e-07,2.245707925174756e-09
1969,5.041351092138768e-08,1.8167031212712459e-09
1970,6.254266013416832e-08,3.6789800095249348e-09
1971,9.557419544670154e-08,4.1107179882260425e-09
1972,1.205584509444968e-07,2.0520586896388693e-09
1973,6.064524288307283e-08,5.513203782392395e-10
1974,5.400548674927563e-08,3.3753431161187564e-09
1975,4.9118729972263964e-08,3.4268881066168433e-09
1976,3.9994688449951354e-08,1.142705374768127e-09
1977,4.7601932451346585e-08,1.7630346071939584e-09
1978,7.603957252744209e-08,5.940591352171509e-10
1979,5.7934536279447e-08,2.3407893401383717e-09
1980,4.4344176552968406e-08,0.0
1981,6.705082677971319e-08,2.5302198114474095e-09
1982,6.393727314257802e-08,2.483000915987077e-09
1983,3.6628833299801045e-08,1.2630632095778083e-09
1984,7.828661746644983e-08,4.059305780401701e-09
1985,4.8726019219458294e-08,1.2031116103372597e-09
1986,5.2751473411660754e-08,2.3977941854269602e-09
1987,7.944061980458272e-08,3.0554083707556856e-09
1988,3.537966714040053e-08,3.597932174415064e-09
1989,5.1039535819974446e-08,4.390497743145261e-09
1990,7.791570688642224e-08,3.814055737905164e-09
1991,5.392547935967329e-08,1.1722930404189924e-09
1992,5.6752426758066576e-08,2.7549720282848966e-09
1993,5.0960709707670304e-08,1.1078414852150331e-09
1994,5.380425294188029e-08,4.2199412852994556e-09
1995,6.994961387896126e-08,1.0844901643380922e-09
1996,7.526709899785544e-08,1.067618438099771e-09
1997,5.322332752299985e-08,9.58978896292706e-10
1998,6.627699511430052e-08,1.9072516899143466e-09
1999,5.9412613412357373e-08,1.8280804647829996e-09
2000,6.052702983261327e-08,0.0
2001,5.564139093916509e-08,4.819333099259637e-09
2002,3.680225996172126e-08,8.76244299341522e-10
2003,5.208653752752923e-08,3.7502307925763034e-09
2004,8.192911671311975e-08,3.9643121285681815e-09
2005,5.989986806564929e-08,4.053374524914943e-09
2006,7.082770669963878e-08,8.235779835885637e-10
2007,8.867744283325152e-08,4.393927444112933e-09
2008,7.109924093917641e-08,5.108927669805752e-09
2009,6.198650326361133e-08,5.721831008997924e-09
2010,7.36911718313138e-08,3.7790344187271785e-09
2011,6.615471703774745e-08,4.5887662558641296e-09
2012,6.638292970873039e-08,7.829781267787439e-09
2013,7.279616043298631e-08,4.741512515948898e-09
2014,8.726743945530746e-08,1.7323561474213989e-09
2015,9.243119147850365e-08,5.984753581600444e-09
2016,9.445310353295433e-08,4.764082017771898e-09
2017,5.484032605806988e-08,3.018733707449428e-09
2018,7.047404254612033e-08,2.581466596041082e-09
2019,8.443769278221325e-08,6.887666881283394e-09
