year,suis_VERB avant_ADV,suis_VERB savant_ADJ
1856,0.0,6.73034605824796e-09
1857,0.0,1.4156376515472857e-08
1858,0.0,9.787352261980686e-09
1859,0.0,8.147477359443656e-09
1860,0.0,7.781213007262977e-09
1861,4.715963730639317e-10,1.0375120318428799e-08
1862,0.0,3.162590411776023e-09
1863,0.0,7.491931519609807e-09
1864,4.794727948009836e-10,9.109982990196386e-09
1865,0.0,2.3534221238463715e-09
1866,9.731225825149181e-10,1.3137154475373336e-08
1867,0.0,6.308654931785895e-09
1868,4.93987406535723e-10,5.433861360870651e-09
1869,9.767038289254515e-10,5.371870948067681e-09
1870,5.734048791339319e-10,1.0894693147633916e-08
1871,0.0,4.248470908407853e-09
1872,0.0,3.0236697590169115e-09
1873,5.986004469882289e-10,9.577607151811662e-09
1874,0.0,1.0156835372754358e-08
1875,0.0,6.865832347102696e-09
1876,0.0,4.232210137899983e-09
1877,0.0,6.80329748092845e-09
1878,0.0,8.4547240319921e-09
1879,0.0,1.588424503040642e-08
1880,6.417846254436199e-10,7.059631101924424e-09
1881,6.972507571312292e-10,2.022027167924989e-08
1882,0.0,1.8635077481121698e-08
1883,0.0,3.159669414998234e-09
1884,1.9805090900604227e-09,9.242375753615306e-09
1885,0.0,7.090199094506033e-09
1886,1.936039106809062e-09,7.744156427236248e-09
1887,0.0,3.264462256069578e-09
1888,0.0,6.340614699951175e-10
1889,1.2530273485467092e-09,5.6386229019267375e-09
1890,0.0,5.898947996740844e-09
1891,0.0,6.374220040683554e-10
1892,0.0,3.761107425503951e-09
1893,0.0,2.463366621796581e-09
1894,3.150769645188234e-09,1.0082462864602348e-08
1895,6.018614495673091e-10,4.213029924926559e-09
1896,0.0,6.486732040400511e-09
1897,0.0,5.826713334045053e-09
1898,0.0,2.26334195829736e-09
1899,1.1055156790007459e-09,1.6582735185011188e-09
1900,0.0,2.07642125715779e-09
1901,0.0,3.353243460679778e-09
1902,1.9641135384773634e-09,3.437198747846537e-09
1903,3.7801539676252105e-09,1.2420506401156217e-08
1904,0.0,5.912087708281888e-09
1905,0.0,9.805441791854719e-09
1906,0.0,9.773950537805831e-09
1907,0.0,5.65712765521198e-09
1908,0.0,4.4202499438483756e-09
1909,0.0,1.1001967115120692e-09
1910,0.0,8.01622590529405e-09
1911,0.0,3.1922244847493175e-09
1912,0.0,2.0837684910901544e-09
1913,0.0,1.0605979205990934e-08
1914,0.0,4.68772043404897e-09
1915,0.0,9.424609537234119e-09
1916,1.0987462051303964e-09,2.197492410260793e-09
1917,0.0,3.289927441585405e-09
1918,1.1486376294556067e-09,8.040463406189247e-09
1919,0.0,7.366278698128781e-09
1920,0.0,1.665890891899835e-08
1921,0.0,1.5145494858259667e-09
1922,0.0,7.377935595798135e-09
1923,0.0,1.2739137744688378e-08
1924,0.0,1.1602462102189293e-08
1925,0.0,9.898360353588487e-09
1926,0.0,5.57306911730393e-09
1927,0.0,5.574612327308159e-09
1928,1.1426041224282812e-09,9.14083297942625e-09
1929,0.0,1.1140406375176326e-09
1930,0.0,5.2518016602221e-09
1931,0.0,1.0264820993199919e-08
1932,1.0959536611565568e-09,2.1919073223131136e-09
1933,0.0,6.882397318719313e-09
1934,0.0,3.5944740517379614e-09
1935,0.0,2.393656828303392e-09
1936,0.0,2.424942913137329e-09
1937,0.0,7.554670666820584e-09
1938,0.0,7.779128452511941e-09
1939,0.0,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,0.0,5.806470415592457e-09
1944,0.0,2.2492303131116387e-08
1945,0.0,8.714016175304096e-09
1946,0.0,1.6705325123211878e-08
1947,0.0,8.344609447874518e-09
1948,0.0,6.523132700664291e-09
1949,0.0,3.9268033269479474e-09
1950,0.0,7.444753258312176e-09
1951,0.0,3.1984206394497505e-09
1952,0.0,1.0544803918932644e-09
1953,0.0,4.3095309543161875e-09
1954,0.0,8.795282724349818e-09
1955,0.0,6.569925492527773e-09
1956,2.616342476002842e-09,1.3953826538681824e-08
1957,0.0,8.835037590415595e-09
1958,0.0,1.2408365002158916e-08
1959,0.0,3.8753737996444215e-09
1960,0.0,6.2287499602575735e-09
1961,0.0,6.25334317660986e-09
1962,0.0,8.244543714397423e-09
1963,0.0,1.2285501505004959e-08
1964,0.0,4.258777774879263e-09
1965,0.0,1.0944086747954884e-09
1966,5.539074754423723e-10,7.754704434148607e-09
1967,0.0,1.1339771788243524e-08
1968,0.0,8.533690198930799e-09
1969,4.5417578031781147e-10,9.991866889436096e-09
1970,0.0,1.1496812390987543e-08
1971,1.0276794970565106e-09,8.221435976452085e-09
1972,5.130146862875051e-10,4.6171320100540925e-09
1973,1.6539611902288698e-09,7.718485406371656e-09
1974,0.0,5.625571564138454e-09
1975,0.0,3.4268881066168433e-09
1976,0.0,2.856763492431469e-09
1977,0.0,5.876781727920388e-09
1978,5.940591352171509e-10,1.7821774056514528e-09
1979,5.851973350345929e-10,4.681578680276743e-09
1980,0.0,3.411090521154847e-09
1981,6.325549528618524e-10,2.5302198114474095e-09
1982,0.0,3.1037510339615437e-09
1983,0.0,5.68378455412244e-09
1984,5.799008495621649e-10,5.799008495621649e-10
1985,0.0,6.015557829641693e-09
1986,1.1988970927134801e-09,2.997242676272549e-09
1987,6.110816852533674e-10,6.110816741511371e-09
1988,1.1993107618124554e-09,5.99655392008458e-09
1989,0.0,6.036934507847036e-09
1990,0.0,7.628111475810329e-09
1991,3.5168792322792797e-09,5.8614650910726596e-09
1992,2.2039776670368383e-09,3.856960972825618e-09
1993,1.1078414852150331e-09,1.661762283333701e-09
1994,0.0,1.5824779264761446e-09
1995,0.0,3.795715741716776e-09
1996,2.6690460952494277e-09,1.6014276571496566e-09
1997,0.0,4.315404922294874e-09
1998,1.43043876743576e-09,5.72175506974304e-09
1999,4.570201161957499e-10,4.570201106446348e-09
2000,4.4180314962005696e-10,2.6508188977203417e-09
2001,4.3812117822561447e-10,3.066848330846028e-09
2002,0.0,3.9430991805033955e-09
2003,4.1669229178253886e-10,2.5001538617175356e-09
2004,1.7619165015858584e-09,1.7619165015858584e-09
2005,4.5037495954858286e-10,3.602999676388663e-09
2006,4.1178899179428186e-10,3.294311934354255e-09
2007,1.5977917877663117e-09,2.3966877371606188e-09
2008,0.0,5.108927503272298e-09
2009,0.0,4.291373478793048e-09
2010,1.8895172093635892e-09,4.723792912386671e-09
2011,2.6767803529281764e-09,2.2943831279320648e-09
2012,5.446804340891731e-09,3.744677901096338e-09
2013,2.789125042035323e-10,6.414987652192394e-09
2014,2.165445156521173e-09,7.795602385840539e-09
2015,1.329945265027277e-09,6.428068743957738e-09
2016,1.4499380585064614e-09,5.799752234025846e-09
2017,2.5156112748447867e-09,4.779661555431858e-09
2018,3.872199894061623e-09,3.872199894061623e-09
2019,3.06118530524202e-09,4.3366790158927415e-09
