year,ses_DET eaux_NOUN,ses_DET sauts_NOUN
1800,7.29131750176748e-06,8.174827570428533e-08
1801,6.350613830363727e-06,6.429193177837078e-08
1802,9.786074770090636e-06,7.161088433349505e-08
1803,7.477600348693159e-06,1.2287136996746995e-07
1804,9.55370396127364e-06,9.39303390623536e-08
1805,6.604005093890919e-06,6.822906328807221e-08
1806,6.0025169261734845e-06,7.780506905419315e-08
1807,7.222724946132075e-06,3.131650672116848e-08
1808,6.415255626279759e-06,6.118399697996324e-08
1809,6.250737442314858e-06,4.066255088197579e-08
1810,6.056247940477988e-06,1.0764583180389309e-07
1811,6.232593023014488e-06,4.011322829455821e-08
1812,7.428174882306848e-06,4.5342541277193504e-08
1813,6.306501518338337e-06,3.163315831500313e-08
1814,5.210897285223837e-06,1.5733386149463513e-08
1815,4.34252993386508e-06,2.966945977789237e-08
1816,5.0037069598829476e-06,1.1588019788177917e-07
1817,4.376371066427964e-06,9.652615062805125e-08
1818,5.666135464821309e-06,5.96058880031336e-08
1819,4.332949657737117e-06,3.519356894798875e-08
1820,5.325676738721086e-06,8.306536614099969e-08
1821,4.665470214604284e-06,4.339054981983281e-08
1822,5.791798173504503e-06,2.7069162911175226e-08
1823,4.699217583947757e-06,5.138997105635923e-08
1824,4.559190628583565e-06,4.6316120716483056e-08
1825,5.242760593660023e-06,5.0191026446100295e-08
1826,6.053727787502794e-06,4.051672775062798e-08
1827,4.123807855194173e-06,4.2399456390285195e-08
1828,4.8539817782966566e-06,1.9261833017480967e-08
1829,5.31022510585899e-06,3.000611653591889e-08
1830,5.133879398044883e-06,1.982998831806526e-08
1831,5.466277002597053e-06,3.585977381703742e-08
1832,5.0480313689149625e-06,7.576782623530676e-08
1833,7.221234170629032e-06,4.2859426230279496e-08
1834,5.709932622721681e-06,4.667265462998671e-08
1835,5.971057817077963e-06,2.8739734148075513e-08
1836,5.223366983386768e-06,4.704525125021064e-08
1837,5.070911015536694e-06,1.87863058442872e-08
1838,5.344507485460781e-06,2.019891809368346e-08
1839,4.167618499195669e-06,1.4682098203877558e-08
1840,4.895742691246596e-06,1.7198158897002713e-08
1841,4.443019719246877e-06,3.980740181930287e-08
1842,4.607236263609593e-06,4.159124245006751e-08
1843,4.280147635427056e-06,1.535796845253401e-08
1844,3.849127978128308e-06,2.9638231424655714e-08
1845,4.2560396451563065e-06,2.0088820940067365e-08
1846,4.042533049641861e-06,3.4541559612577544e-08
1847,3.7757957898065797e-06,2.1572894581822766e-08
1848,4.015369981402728e-06,1.609044275596716e-08
1849,3.980222174959636e-06,3.7707368116812745e-08
1850,3.942370099707659e-06,2.647708363667789e-08
1851,4.119901419130656e-06,2.8377531435808123e-08
1852,4.3275595658087695e-06,3.2552726736412296e-08
1853,4.1289937087185535e-06,3.4637203327747557e-08
1854,4.1461400144271465e-06,3.740878540270387e-08
1855,4.2359970109373535e-06,2.9188154115900034e-08
1856,4.155729655508367e-06,2.4332790005132665e-08
1857,4.142448688071454e-06,1.659713089185999e-08
1858,3.978558709150093e-06,2.495774742428125e-08
1859,4.140446108635842e-06,3.6154431004575827e-08
1860,3.826067924705967e-06,4.1652374660472447e-08
1861,4.2778507634011476e-06,3.0182167876091626e-08
1862,4.4524755082875345e-06,3.298130124562704e-08
1863,3.770439263917069e-06,3.1965572855341406e-08
1864,4.161344378417198e-06,3.404256787575832e-08
1865,3.77018224639869e-06,3.2006542804996485e-08
1866,3.763064995609966e-06,2.5787748214600725e-08
1867,3.5808896683420244e-06,2.5719900875742496e-08
1868,3.7473885186045663e-06,2.9639244614187987e-08
1869,3.711474647616342e-06,1.8069021279210062e-08
1870,3.5453623326020534e-06,2.981705193860762e-08
1871,3.5092370609390855e-06,2.549082545044712e-08
1872,3.4149324648069523e-06,1.814201766592305e-08
1873,3.577834775114752e-06,3.112722168907567e-08
1874,3.416281614931904e-06,4.241972462182275e-08
1875,3.694962131817192e-06,3.1468399441791917e-08
1876,4.102220998447592e-06,2.3579458385825092e-08
1877,4.404207629704615e-06,2.040989244278535e-08
1878,3.4531508958934864e-06,3.0799352401800206e-08
1879,3.714469713145263e-06,1.893890788640107e-08
1880,3.897558059406947e-06,2.1178893305773272e-08
1881,4.195357604430683e-06,1.4642266066289267e-08
1882,3.5526445998357303e-06,2.7952617998039386e-08
1883,3.6816469730638346e-06,1.1374810426900694e-08
1884,3.677145201663734e-06,3.1688147217323603e-08
1885,3.5670148719191275e-06,2.7716233086394482e-08
1886,3.4713181236156743e-06,1.8715044514117096e-08
1887,3.410710263551664e-06,3.1338837525041185e-08
1888,3.1373361650821607e-06,1.268122939990235e-08
1889,3.5454407765200813e-06,3.257871128425904e-08
1890,3.3938612631345677e-06,1.3764211992395303e-08
1891,2.7708734151588033e-06,1.7847816891070067e-08
1892,3.497203081792577e-06,1.817868522380195e-08
1893,3.103226063672082e-06,2.4633665829387752e-08
1894,3.398420233224897e-06,1.5753848003896564e-08
1895,3.113429173140503e-06,1.6250258694228137e-08
1896,3.1112725480397785e-06,2.240870955461105e-08
1897,2.7851690589386635e-06,1.8062811357744124e-08
1898,2.899906910158734e-06,4.0740154805263273e-08
1899,2.7765027112991447e-06,3.040167939616367e-08
1900,2.951113614813039e-06,1.557315876254961e-08
1901,2.8262253195521225e-06,2.8502569193733507e-08
1902,2.4242071816615862e-06,2.4060391012881155e-08
1903,3.0840658098441054e-06,1.8900771392438287e-08
1904,2.8206032425259764e-06,2.042357483134083e-08
1905,2.8337727684402125e-06,9.805442513499685e-09
1906,2.9260121863217137e-06,2.3663248860383845e-08
1907,2.5642215888410647e-06,2.8799922446864912e-08
1908,2.8972284695782946e-06,2.504808449543816e-08
1909,2.320314870019047e-06,1.980354014108343e-08
1910,2.7249824228192665e-06,2.3514262537105424e-08
1911,2.569208696456826e-06,2.021742140367877e-08
1912,2.618776001384049e-06,3.0735584299890206e-08
1913,2.3577093415383388e-06,1.378777320093505e-08
1914,2.5983365787851653e-06,2.0759905794420774e-08
1915,2.2100709529127016e-06,9.424609537234119e-09
1916,2.2831945756252026e-06,1.648119329900055e-08
1917,2.443319353062634e-06,1.973956464951243e-08
1918,2.103155537724888e-06,2.6418665477478953e-08
1919,2.2982788436820556e-06,1.1049418047193171e-08
1920,2.448859746095877e-06,1.741613253614105e-08
1921,2.3513379758810515e-06,1.3630945261411398e-08
1922,2.1145162705238363e-06,2.951174238319254e-08
1923,2.1221280803729314e-06,2.866305948145964e-08
1924,2.1902869633549926e-06,2.5783249313349188e-08
1925,2.725348473120448e-06,1.7597084234211025e-08
1926,1.9550327365891462e-06,2.7865346696742677e-08
1927,2.1863631118890225e-06,3.344767507407198e-08
1928,2.4554561974809985e-06,2.399468712610542e-08
1929,2.4709420358703937e-06,3.8991423867429376e-08
1930,2.214159593449949e-06,1.575540586884472e-08
1931,2.197812243309727e-06,2.737285598186645e-08
1932,2.552476132677839e-06,2.6302887090601246e-08
1933,1.956894983834445e-06,2.6382522833046096e-08
1934,2.2213849817376286e-06,3.4746584276490466e-08
1935,2.008278102039185e-06,2.2739739868882225e-08
1936,2.0769636392969915e-06,4.9711328831136825e-08
1937,1.9440685932181623e-06,3.5255130370615007e-08
1938,2.1094404232258057e-06,3.630260181353151e-08
1939,1.858227179241112e-06,1.5294050470515685e-08
1940,2.0260905699842624e-06,3.550096039361961e-08
1941,1.7000654892740386e-06,5.9030051957620344e-09
1942,1.8387323379442932e-06,4.247896612241675e-08
1943,1.6577472834455875e-06,3.193558839598154e-08
1944,1.783318339221296e-06,1.927911696952833e-08
1945,1.8735134901248784e-06,1.089252021913012e-08
1946,1.7234327032156216e-06,2.9234318965620787e-08
1947,1.5330240614730428e-06,3.099426493236024e-08
1948,1.5677261941959841e-06,3.913879709216417e-08
1949,1.8554145384541698e-06,9.817008428392171e-09
1950,1.976050256757844e-06,1.914365022059883e-08
1951,1.6365252193395463e-06,1.8124382994422206e-08
1952,1.5732847913341175e-06,3.7961295773492054e-08
1953,1.616074058574668e-06,2.693456835345387e-08
1954,1.5655602823017034e-06,2.73631017844167e-08
1955,1.4294280532567427e-06,2.2525458387434583e-08
1956,1.5654448972668433e-06,2.3547081839936368e-08
1957,1.4162565378228464e-06,3.268964121616591e-08
1958,1.6072968875846527e-06,2.6471178138365303e-08
1959,1.2881742819104147e-06,2.015194411342236e-08
1960,1.353022931027681e-06,2.2838749558218296e-08
1961,1.3423843441273675e-06,2.570818846692191e-08
1962,1.3108823324614605e-06,3.488076105728766e-08
1963,1.252474504553902e-06,2.5864212549464582e-08
1964,1.482663080309976e-06,2.6769461314302134e-08
1965,1.319309681946379e-06,2.0246559984116175e-08
1966,1.3615045659776115e-06,2.7695373439051707e-08
