year,ses_DET eaux_NOUN,ses_DET sauts_NOUN
1967,1.3188647791650965e-06,2.267954357648705e-08
1968,1.6663153132867592e-06,3.054162778237668e-08
1969,1.4615376286997162e-06,2.770472290469783e-08
1970,1.5516098272883028e-06,2.3453497283165703e-08
1971,1.2311600414705026e-06,3.648262147937231e-08
1972,1.3800095075566787e-06,3.078088184338412e-08
1973,1.226687846411778e-06,2.3706776208776148e-08
1974,1.2229992556456182e-06,1.2376257407797908e-08
1975,1.2930791015719478e-06,2.2845920710778955e-08
1976,1.1124236749537886e-06,2.3996813203197576e-08
1977,1.1160008810406907e-06,3.408533588711293e-08
1978,1.3057420282791554e-06,1.9009892548993435e-08
1979,1.1212380819358714e-06,2.1652302062413753e-08
1980,1.391156338570454e-06,3.2973875241371076e-08
1981,1.22019844894794e-06,2.5302197281806826e-08
1982,1.0589999241972237e-06,3.972801454477093e-08
1983,1.0496054976272262e-06,2.968198609121231e-08
1984,1.101811591297519e-06,2.5515636936646047e-08
1985,1.1940882806982245e-06,3.609334664478325e-08
1986,9.878912443639365e-07,3.596691133811447e-08
1987,1.0467829305582654e-06,3.6053818153192196e-08
1988,9.50453763692849e-07,2.8183803513215366e-08
1989,1.2298881983952015e-06,3.622160671401531e-08
1990,1.0777432066788606e-06,3.105731116725963e-08
1991,1.041582315508549e-06,3.458264385969301e-08
1992,1.056807288790651e-06,3.416165283987027e-08
1993,1.1050718882188448e-06,3.822053012969562e-08
1994,1.2522676300363855e-06,4.43093841617781e-08
1995,1.0329769111194764e-06,2.6027763944114213e-08
1996,1.050002737201794e-06,3.096093337262573e-08
1997,1.0798102181297509e-06,2.7810387548399262e-08
1998,9.397982623227108e-07,4.148272303439171e-08
1999,1.1420932963801533e-06,3.6561607880125635e-08
2000,9.98033311105928e-07,2.8275401908750553e-08
2001,1.0506145642352749e-06,5.6517633018060565e-08
2002,1.0339682354754132e-06,2.847793945104371e-08
2003,1.0467310360695592e-06,3.0418538632392966e-08
2004,9.373395570833054e-07,2.73097054415139e-08
2005,9.782144125836112e-07,3.648036994707837e-08
2006,1.122124949404224e-06,4.61203686352718e-08
2007,1.0421596847720593e-06,3.355362920842708e-08
2008,1.1908058326071114e-06,4.044567541994226e-08
2009,1.2955178974038972e-06,5.9125587759112364e-08
2010,1.2584184929664843e-06,4.062461922416105e-08
2011,1.4829362982027305e-06,5.5829992073874735e-08
2012,1.6663816495565698e-06,6.740420688267079e-08
2013,1.2525960357834265e-06,6.136075203500013e-08
2014,1.4077558816438795e-06,7.0593513923356e-08
2015,1.7109745584775737e-06,5.785261913970885e-08
2016,2.066575945036675e-06,6.711141464776915e-08
2017,1.3310100044350293e-06,4.880285864317102e-08
2018,1.5052531807668856e-06,6.298779031688184e-08
2019,1.4831442882723422e-06,7.295824788755567e-08
