year,premières_ADJ orties_NOUN,premières_ADJ sorties_NOUN
1800,0.0,5.973912431400663e-08
1801,0.0,1.904946067554647e-08
1802,0.0,2.2378401354217203e-09
1803,0.0,2.9255089017965474e-08
1804,0.0,9.887403784603066e-09
1805,0.0,8.528632911009026e-09
1806,0.0,2.5935023018064385e-08
1807,0.0,5.693910054560547e-08
1808,0.0,2.2660739951163578e-09
1809,0.0,2.25903047379461e-08
1810,0.0,1.8721014072298203e-08
1811,0.0,1.2535384286138651e-08
1812,0.0,3.467370746079723e-08
1813,0.0,1.7254450312975678e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,1.622322720606917e-08
1817,0.0,2.490997452753163e-08
1818,0.0,2.026600220972341e-08
1819,0.0,1.5526575580793178e-08
1820,0.0,1.1866481131050932e-08
1821,0.0,2.9584463767662328e-09
1822,0.0,3.0076847679083585e-09
1823,0.0,1.8777104315859106e-08
1824,0.0,1.0105335235266466e-08
1825,0.0,4.138558296062911e-08
1826,0.0,2.3781558056157337e-08
1827,0.0,5.530363722527909e-09
1828,0.0,1.8344602503717056e-09
1829,0.0,8.573175946935407e-09
1830,0.0,2.087367190206635e-08
1831,0.0,1.5591206103948707e-09
1832,0.0,4.464889968858188e-08
1833,0.0,8.108539617524002e-09
1834,0.0,1.213489042584115e-08
1835,0.0,8.31939672707449e-09
1836,0.0,8.064899859050456e-09
1837,0.0,2.5048407792382932e-08
1838,0.0,2.0830134062066463e-08
1839,0.0,1.3283802502428443e-08
1840,0.0,1.8472096741106725e-08
1841,0.0,1.9903700021473014e-08
1842,0.0,1.8783142152756227e-08
1843,0.0,1.6539351221922516e-08
1844,0.0,2.085653250105679e-08
1845,0.0,3.348136878855712e-09
1846,0.0,1.2294452567118697e-08
1847,5.393223645455691e-10,3.235934098455573e-08
1848,0.0,8.84974404868899e-09
1849,0.0,9.217356655710773e-09
1850,0.0,1.4935791270431764e-08
1851,0.0,9.674158363282004e-09
1852,0.0,2.7344290387532055e-08
1853,0.0,2.269334054005867e-08
1854,0.0,1.7665259310906123e-08
1855,0.0,7.429711956774554e-09
1856,0.0,1.3978411317339123e-08
1857,0.0,3.026535466688074e-08
1858,0.0,1.468102794888182e-08
1859,0.0,6.619825576592575e-09
1860,0.0,2.9751696217772405e-08
1861,0.0,1.4147890858851042e-08
1862,0.0,8.58417428806213e-09
1863,0.0,2.3474717281146695e-08
1864,0.0,9.109982990196386e-09
1865,0.0,9.88437331983505e-09
1866,0.0,2.0435575009969398e-08
1867,0.0,1.7955402498159856e-08
1868,0.0,6.421836395986702e-09
1869,0.0,1.5138908793232986e-08
1870,0.0,1.8922360567330543e-08
1871,0.0,1.5931766128574054e-08
1872,0.0,1.6327815544059376e-08
1873,0.0,3.591602748542755e-08
1874,0.0,2.8678124042169628e-08
1875,0.0,2.9751941355016243e-08
1876,0.0,1.5115036333668286e-08
1877,0.0,9.89570592135891e-09
1878,0.0,1.9325083755461492e-08
1879,0.0,3.176849006081284e-08
1880,0.0,1.6686399817444908e-08
1881,0.0,1.4642266066289267e-08
1882,0.0,2.5290463057103807e-08
1883,0.0,1.8326083761621703e-08
1884,0.0,1.5183903911974994e-08
1885,0.0,1.2246707647989297e-08
1886,0.0,1.355227396970804e-08
1887,6.528924623161458e-10,1.2404957061562527e-08
1888,0.0,1.9655904903714827e-08
1889,0.0,3.6964308391951306e-08
1890,9.176140736144589e-09,1.6385966361553983e-08
1891,0.0,2.1672347472190268e-08
1892,0.0,2.2566643664845287e-08
1893,0.0,2.7097032173628577e-08
1894,0.0,4.474092851758371e-08
1895,0.0,3.972285611553161e-08
1896,0.0,5.366296423892081e-08
1897,0.0,1.1653426668090106e-08
1898,0.0,2.602843285348655e-08
1899,0.0,1.8241008703512307e-08
1900,0.0,3.270363646556973e-08
1901,0.0,4.750427962108006e-08
1902,4.910283846193408e-10,2.7006561653664107e-08
1903,0.0,2.1060858834687224e-08
1904,0.0,3.4397600323643474e-08
1905,0.0,2.528772019561032e-08
1906,0.0,4.629766053865225e-08
1907,0.0,4.885701265777698e-08
1908,0.0,4.862275027051055e-08
1909,0.0,5.5009834354358134e-08
1910,0.0,5.9320073297897125e-08
1911,0.0,5.5331889514675936e-08
1912,0.0,3.802877424075035e-08
1913,0.0,5.0378402893791474e-08
1914,0.0,5.089525356716251e-08
1915,0.0,4.005459064426731e-08
1916,0.0,8.899844061716067e-08
1917,0.0,5.263883906536648e-08
1918,0.0,4.135095466040184e-08
1919,0.0,3.406903836822295e-08
1920,0.0,4.770506123463747e-08
1921,0.0,4.31646604015512e-08
1922,0.0,3.467629738906908e-08
1923,0.0,3.6094222277682775e-08
1924,0.0,4.898817340670547e-08
1925,0.0,3.519416935660047e-08
1926,0.0,3.343841470382358e-08
1927,0.0,2.89879845682961e-08
1928,0.0,4.913197670930458e-08
1929,0.0,3.34212200137074e-08
1930,0.0,4.8316575629314684e-08
1931,0.0,4.1059284860978096e-08
1932,1.0959536611565568e-09,4.1646240345194485e-08
1933,1.1470662197865522e-09,5.391211388428019e-08
1934,0.0,5.2718952758823434e-08
1935,0.0,9.095896036370732e-08
1936,1.2124714565686645e-09,4.122403041151301e-08
1937,0.0,4.910535977842301e-08
1938,0.0,2.074434313215079e-08
1939,0.0,7.647025057622159e-08
1940,0.0,7.60734906180005e-08
1941,0.0,1.7709016475464523e-08
1942,3.034211770724937e-09,9.102635578628337e-08
1943,0.0,5.516146828199453e-08
1944,0.0,4.819779064746399e-08
1945,0.0,4.574858536443571e-08
1946,0.0,8.352662383970255e-08
1947,4.7683483828109274e-09,8.583027288899814e-08
1948,0.0,8.480072621885881e-08
1949,0.0,4.712163814701853e-08
1950,0.0,7.019338710279044e-08
1951,0.0,8.529121153788566e-08
1952,0.0,6.11598659494561e-08
1953,0.0,5.2791754967529414e-08
1954,0.0,8.306655985279576e-08
1955,0.0,4.3173796537843145e-08
1956,0.0,5.407107650512444e-08
1957,0.0,7.686483061153382e-08
1958,8.272243445794913e-10,9.016745661227787e-08
1959,0.0,5.1930008737599564e-08
1960,6.920833350854139e-10,6.3671663497189e-08
1961,0.0,3.890969235698094e-08
1962,0.0,7.864025808324016e-08
1963,0.0,2.2954489553583812e-07
1964,0.0,4.988854085397065e-08
1965,0.0,3.830430250761907e-08
1966,5.539074754423723e-10,3.988133978616304e-08
1967,4.930335584241163e-10,4.683818705109033e-08
1968,0.0,3.862617492522702e-08
1969,0.0,3.315483082522164e-08
1970,9.197450023812337e-10,6.392227769325132e-08
1971,0.0,4.1621017965454143e-08
1972,0.0,4.104117579117883e-08
1973,0.0,3.4733185438895475e-08
1974,0.0,5.2317815191216255e-08
1975,0.0,5.8257096924307916e-08
1976,0.0,3.999468645154991e-08
1977,0.0,3.290997874216828e-08
1978,0.0,4.51484957197934e-08
1979,0.0,4.6230589134665934e-08
1980,0.0,3.1268327538303e-08
1981,1.2651099057237047e-09,5.8827609450418095e-08
1982,0.0,5.524677126889088e-08
1983,0.0,3.852342689292243e-08
1984,0.0,3.5373952933515085e-08
1985,0.0,4.2108904807491854e-08
1986,0.0,4.3759742607285546e-08
1987,0.0,4.216463767026113e-08
1988,0.0,3.2381390013824785e-08
1989,0.0,4.280735277362169e-08
1990,0.0,3.105731100072617e-08
1991,0.0,3.399649683988315e-08
1992,0.0,3.250867003368185e-08
1993,0.0,2.7142116110212555e-08
1994,0.0,2.9539588497495828e-08
1995,0.0,4.0668382883524146e-08
1996,0.0,4.163711819771265e-08
1997,0.0,3.548221927385242e-08
1998,0.0,4.2436350655705724e-08
1999,0.0,2.7421206638678086e-08
2000,0.0,5.478359121902088e-08
2001,4.3812117822561447e-10,4.8631449089953094e-08
2002,0.0,6.396583418499802e-08
2003,0.0,4.333599723516102e-08
2004,0.0,5.1976535075937136e-08
2005,0.0,5.539611891425267e-08
2006,0.0,5.6826881644767013e-08
2007,7.988958938831558e-10,5.4324919340764666e-08
2008,4.257439678578834e-10,5.5772458817937576e-08
2009,0.0,5.626467003416735e-08
2010,4.723793023408973e-10,6.188168893972446e-08
2011,3.82397197240536e-10,7.762662757038186e-08
2012,0.0,6.297867538584967e-08
2013,2.789125042035323e-10,6.33131393978914e-08
2014,2.1654451842767486e-10,6.669571428474796e-08
2015,2.2165753954528356e-10,6.339405855815272e-08
2016,2.0713400439298368e-10,5.9033191668333984e-08
2017,2.515611330355938e-10,7.647458777348959e-08
2018,2.5814667070633845e-10,8.363951836676264e-08
2019,0.0,6.93868702494882e-08
