year,anciens_ADJ ages_NOUN,anciens_ADJ sages_NOUN
1986,5.994485463567401e-10,5.395036861699509e-09
1987,0.0,1.2221633705067347e-09
1988,0.0,5.99655392008458e-09
1989,0.0,3.2928733073589456e-09
1990,0.0,1.634595292454577e-09
1991,0.0,1.7584396161396398e-09
1992,0.0,1.1019888335184191e-09
1993,0.0,2.7696036575264316e-09
1994,0.0,5.274926606624319e-10
1995,5.422450821690461e-10,2.1689803286761844e-09
1996,0.0,2.6690460952494277e-09
1997,4.79489448146353e-10,4.315404922294874e-09
1998,0.0,4.768129224785866e-10
1999,0.0,1.8280804647829996e-09
2000,0.0,2.2090157481002848e-09
2001,0.0,1.3143635069212678e-09
2002,0.0,5.695587890208742e-09
2003,0.0,3.3335384452826133e-09
2004,0.0,1.761916529341434e-09
2005,0.0,3.602999676388663e-09
2006,0.0,3.7061008706373855e-09
2007,3.994479469415779e-10,2.3966877371606188e-09
2008,4.257439678578834e-10,8.514879357157668e-10
2009,4.76819250749827e-10,6.198650259747751e-09
2010,0.0,2.3618964561933353e-09
2011,0.0,2.6767803529281764e-09
2012,3.404252713057332e-10,2.0425516833455504e-09
2013,0.0,3.904775058849452e-09
2014,4.330890368553497e-10,3.248167693148396e-09
2015,2.2165753954528356e-10,1.994917786518613e-09
2016,4.1426800878596737e-10,4.764082017771898e-09
2017,0.0,1.760927903493581e-09
2018,0.0,1.0325866828253538e-09
2019,0.0,3.3162841361900064e-09
