year,anciens_ADJ ages_NOUN,anciens_ADJ sages_NOUN
1800,0.0,3.144164484325529e-09
1801,0.0,5.476719877606229e-08
1802,0.0,8.951360541686881e-09
1803,0.0,3.90067853572873e-08
1804,0.0,3.213406074564773e-08
1805,0.0,0.0
1806,0.0,8.645007376628655e-09
1807,0.0,4.270432718556094e-08
1808,0.0,1.5862517521725295e-08
1809,0.0,6.7770915546105925e-09
1810,0.0,1.8721014072298203e-08
1811,0.0,1.5794583196893086e-07
1812,0.0,8.00162425207418e-09
1813,0.0,2.5881675469463516e-08
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,0.0,1.2454987263765815e-08
1818,0.0,5.960588467246453e-09
1819,0.0,9.315945015409e-09
1820,0.0,7.119888678630559e-09
1821,0.0,2.9584463767662328e-09
1822,0.0,1.2030739071633434e-08
1823,0.0,8.894418535021487e-09
1824,0.0,3.3684450784221553e-09
1825,0.0,0.0
1826,8.807984341885344e-10,2.1139162420524826e-08
1827,9.217273055917019e-10,5.5303638335502114e-09
1828,0.0,9.172301251858528e-10
1829,0.0,2.571952872898464e-09
1830,0.0,3.1310507520032616e-09
1831,0.0,4.677361609140007e-09
1832,0.0,9.470978445946798e-09
1833,0.0,2.548398292390175e-08
1834,2.8003592777992026e-09,9.334530925997342e-10
1835,7.563087933704082e-10,3.781543966852041e-09
1836,0.0,6.720749901045764e-09
1837,0.0,7.653680356156656e-09
1838,6.312161904276081e-10,5.049729523420865e-09
1839,1.3982950353153e-09,4.894032734625853e-09
1840,3.184844332704273e-09,1.8472096741106725e-08
1841,1.2841097074556274e-09,8.988768396278601e-09
1842,2.0124795163667386e-09,1.475818312002275e-08
1843,2.3627644285539873e-09,8.860366662588604e-09
1844,5.488561272137815e-10,4.939705144924034e-09
1845,5.580227946389016e-10,3.906159617983462e-09
1846,5.854501106128396e-09,5.854501106128396e-09
1847,1.6179670936367074e-09,1.0786447290911383e-08
1848,3.218088684420195e-09,2.4135665133151463e-09
1849,0.0,7.541473445726865e-09
1850,0.0,2.7155984128057753e-09
1851,0.0,1.9348316282474798e-09
1852,1.9531636308300904e-09,2.018269018577712e-08
1853,3.5831591027601917e-09,1.4929828928700317e-08
1854,1.0391328908454511e-09,2.0782658372020535e-09
1855,1.5920811335945473e-09,7.960405667972736e-09
1856,2.070875637638636e-09,1.0354378465748937e-09
1857,1.4644527812635033e-09,1.464452725752352e-09
1858,1.4681028059904122e-09,2.936205500958522e-09
1859,2.036869339860914e-09,1.5276520048956854e-09
1860,0.0,1.8308735638683515e-09
1861,3.3011746669586728e-09,9.431927461278633e-10
1862,1.8071945329101169e-09,4.517986262886353e-10
1863,4.994620939058336e-09,3.496234635136375e-09
1864,2.876836879828204e-09,3.356309563606885e-09
1865,1.4120533631256649e-09,9.88437331983505e-09
1866,3.892490441081975e-09,2.432806400776144e-09
1867,4.367530337390235e-09,4.85281148598915e-10
1868,4.445886658821507e-09,9.87974813071446e-10
1869,3.9068152046795035e-09,5.371871170112286e-09
1870,1.1468097582678638e-09,7.454263428741115e-09
1871,2.1242354542039266e-09,2.1242354542039266e-09
1872,1.2094678591978436e-09,0.0
1873,5.986004469882289e-10,2.3944017879529156e-09
1874,1.792382742227261e-09,1.7923826867161097e-09
1875,5.721527140956084e-10,1.1443054281912168e-09
1876,2.418405919968336e-09,3.02300739996042e-09
1877,3.092407996341251e-09,0.0
1878,4.831270938865373e-09,1.8117265465633636e-09
1879,4.276527687530063e-09,2.443730107160036e-09
1880,6.417846254436199e-10,1.2835692508872398e-09
1881,1.3945015142624584e-09,0.0
1882,3.3276925659464496e-09,1.3310770263785798e-09
1883,2.5277356319186595e-09,0.0
1884,1.3203393933736152e-09,1.0562715146988921e-08
1885,1.2891271383708158e-09,6.445635691854079e-10
1886,2.5813854942491332e-09,6.453463874400711e-10
1887,1.9586773869484375e-09,6.528924623161458e-10
1888,6.340614699951175e-10,0.0
1889,8.14467782106476e-09,1.8795409673089125e-09
1890,3.277193294515257e-09,0.0
1891,1.912266012205066e-09,1.9122659011827636e-09
1892,1.2537024751679837e-09,6.268512375839919e-09
1893,1.2316833108982905e-09,6.158416554491453e-09
1894,1.8904617871129403e-09,0.0
1895,2.4074457982692365e-09,0.0
1896,5.897028865220477e-09,5.89702897624278e-10
1897,2.330685422435863e-09,3.4960281336537946e-09
1898,4.52668391659472e-09,4.526684027617023e-09
1899,4.9748205555033564e-09,0.0
1900,4.6719478286050276e-09,2.07642125715779e-09
1901,2.235495566438317e-09,1.676621730339889e-09
1902,2.4551419786078554e-09,9.820567692386817e-10
1903,1.0800440541913758e-09,3.2401321625741275e-09
1904,3.7622376325430196e-09,1.0749250378694342e-09
1905,5.160759042333041e-10,1.0321518084666081e-09
1906,1.5432553568395235e-09,2.5720922058880547e-09
1907,1.5428530120153994e-09,1.028568674676933e-09
1908,4.911389073214423e-10,1.964555629285769e-09
1909,3.3005901345362076e-09,3.85068837926994e-09
1910,0.0,2.67207544979442e-09
1911,1.0640748282497725e-09,5.3203743632934675e-09
1912,2.083768435579003e-09,6.251305251225858e-09
1913,1.060597942803554e-09,2.6514948014977335e-09
1914,6.696743715117748e-10,6.696743715117748e-10
1915,4.712304768617059e-09,0.0
1916,2.197492410260793e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,5.483212106582869e-09
1918,1.1486376294556067e-09,2.2972752589112133e-09
1919,1.8415696745321952e-09,2.762354567309444e-09
1920,2.2716695191604686e-09,9.086678076641874e-09
1921,2.27182422873895e-09,4.543648568500203e-09
1922,3.6889677978990676e-09,5.164555005876537e-09
1923,1.0615948120573648e-09,6.369568872344189e-09
1924,6.4458122173149945e-09,0.0
1925,1.0998177923937646e-09,3.299453377181294e-09
1926,2.229227691330493e-09,4.458455382660986e-09
1927,2.2298449753321847e-09,1.1149224654616319e-08
1928,0.0,5.713020723163709e-09
1929,0.0,8.912325100141061e-09
1930,0.0,2.100720708497761e-09
1931,0.0,5.7026783295555106e-09
1932,0.0,5.4797681947604815e-09
1933,0.0,8.02946331646126e-09
1934,2.3963160344919743e-09,1.1981580172459871e-09
1935,0.0,7.180970484910176e-09
1936,1.2124714565686645e-09,1.2124714565686645e-09
1937,0.0,7.554670666820584e-09
1938,1.2965214457594243e-09,5.186085783037697e-09
1939,0.0,3.058810094103137e-09
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,0.0,5.9030051957620344e-09
1942,0.0,0.0
1943,0.0,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,0.0,1.089252066321933e-08
1946,0.0,1.3921104269343232e-09
1947,0.0,7.152522574216391e-09
1948,0.0,0.0
1949,0.0,1.9634016634739737e-09
1950,1.0635361480382244e-09,9.571825110299415e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,1.0544803918932644e-09,4.2179215675730575e-09
1953,1.0773827385790469e-09,4.3095309543161875e-09
1954,0.0,1.5636057781875934e-08
1955,0.0,5.631364707880948e-09
1956,0.0,1.3081712602058815e-08
1957,1.7670075402875796e-09,1.1485549400447326e-08
1958,0.0,4.1361216673863055e-09
1959,1.5501495642666896e-09,0.0
1960,0.0,1.6610000486139143e-08
1961,0.0,9.72742331128984e-09
1962,1.2683912808952869e-09,2.5367825617905737e-09
1963,0.0,8.405868889838075e-09
1964,0.0,3.6503808864551957e-09
1965,0.0,5.472043373977442e-10
1966,1.6617224263271169e-09,2.215629901769489e-09
1967,9.860671168482327e-10,6.409436092980059e-09
1968,4.4914158503495116e-10,4.042274071025531e-09
1969,0.0,5.450109252791435e-09
1970,4.5987250119061684e-10,3.6789800095249348e-09
1971,5.138397485282553e-10,3.083038491169532e-09
1972,5.130146862875051e-10,1.0260293725750103e-08
1973,0.0,8.821126162850135e-09
1974,0.0,5.625571564138454e-09
1975,0.0,7.996072248772634e-09
1976,0.0,7.998937512354587e-09
1977,0.0,1.3516598507123945e-08
1978,5.940591352171509e-10,1.1881182704343018e-09
1979,0.0,2.3407893401383717e-09
1980,1.7055452050662723e-09,2.8425752862659692e-09
1981,0.0,7.590659656386833e-09
1982,0.0,2.483000915987077e-09
1983,0.0,8.209910973278056e-09
1984,0.0,9.278413592994639e-09
1985,0.0,6.015557829641693e-09
