year,les_DET airs_NOUN,les_DET cerfs_NOUN
1969,2.6033354814103404e-06,3.042977749778686e-07
1970,2.76521328146373e-06,2.538496151061054e-07
1971,3.0943429010221735e-06,3.2166366992214535e-07
1972,3.6531776146375705e-06,2.7702793392592184e-07
1973,2.7147015728701263e-06,2.1832286667411438e-07
1974,2.1073391138770603e-06,2.1995984877953845e-07
1975,2.064700005632858e-06,2.101824665423635e-07
1976,2.120289774865114e-06,2.7482063602590756e-07
1977,2.1050632454944207e-06,2.1979164510632643e-07
1978,2.7017809429707995e-06,2.2811870670214063e-07
1979,2.590083479248051e-06,3.1132498268249265e-07
1980,2.4861163652190044e-06,2.944908019664183e-07
1981,2.3834669704569933e-06,2.258221121209658e-07
1982,2.230976434702825e-06,2.638188512094075e-07
1983,2.3897155401186865e-06,3.2018653062237945e-07
1984,2.6808815292156396e-06,2.2094222984492262e-07
1985,2.4356993861829324e-06,2.7130166424527147e-07
1986,2.50089924236363e-06,2.6735405622702046e-07
1987,2.3923847791706976e-06,2.7987541173501995e-07
1988,2.2888845663260327e-06,2.3446525654335915e-07
1989,2.4295917810945866e-06,2.7221085918682775e-07
1990,2.481860441605477e-06,3.454444721384675e-07
1991,2.812917117012148e-06,2.455953940216915e-07
1992,2.4552311685965833e-06,2.6613030312816477e-07
1993,2.629461711478598e-06,2.924701587581069e-07
1994,2.501897675699638e-06,2.83791047994697e-07
1995,2.6591697732669672e-06,3.5462828851251516e-07
1996,2.4144190717834135e-06,2.4555224520383945e-07
1997,2.427655047654298e-06,2.8913213245829184e-07
1998,2.6777814383649456e-06,3.251864146847083e-07
1999,2.632435851523951e-06,2.5273212678200707e-07
2000,2.6777688617585227e-06,2.54036807811886e-07
2001,2.6076973185240604e-06,3.4436324636288873e-07
2002,2.7203005288356508e-06,2.703213700661067e-07
2003,2.9714327283159037e-06,3.0751891411107124e-07
2004,2.8291974274452514e-06,2.51954057617354e-07
2005,2.84321721011338e-06,3.5489547034472935e-07
2006,3.0950060931900225e-06,3.014295333336747e-07
2007,3.3805279358034568e-06,3.3393847509444186e-07
2008,3.5519819263640784e-06,3.6869428532426696e-07
2009,3.661018190825871e-06,3.208993524239645e-07
2010,4.531534784746327e-06,2.5319531071765766e-07
2011,4.854914891438966e-06,3.9807547369541396e-07
2012,6.316590933863608e-06,3.8468056562379616e-07
2013,7.086329823380311e-06,4.1139595552408537e-07
2014,6.7843399875755495e-06,4.1923017279899e-07
2015,7.366123313090611e-06,3.8036433447352636e-07
2016,8.214520626381727e-06,4.4616662941976415e-07
2017,7.32973659722802e-06,3.9017132691387957e-07
2018,8.429521308528365e-06,4.3187937892597006e-07
2019,8.10168209142148e-06,4.808611833162502e-07
