year,ayons_VERB eu_VERB,ayons_VERB su_VERB
1800,2.2323567350213125e-07,1.2576657937302116e-08
1801,1.2144030847593967e-07,1.6668277424969347e-08
1802,1.969299319171114e-07,2.2378401354217203e-09
1803,1.7553053055507917e-07,3.900678446910888e-09
1804,2.669599155069591e-07,9.887403784603066e-09
1805,1.648869130121966e-07,0.0
1806,1.0085842205853623e-07,0.0
1807,2.562259737715067e-07,0.0
1808,1.11037628869326e-07,4.5321479902327155e-09
1809,1.197286110254936e-07,4.518061036407062e-09
1810,1.0764583180389309e-07,2.3401267590372754e-09
1811,2.3315813280078146e-07,0.0
1812,1.0935553973467904e-07,0.0
1813,2.8469841595324397e-07,2.8757416448144113e-09
1814,2.1397404736944736e-07,2.8320094713762956e-08
1815,1.537417375629957e-07,0.0
1816,2.062667476820934e-07,2.3176038865813098e-09
1817,2.2574664626517915e-07,9.341240669868967e-09
1818,2.777634335870971e-07,2.384235475716423e-09
1819,1.531955433620169e-07,1.0351049795076506e-08
1820,1.281579926626364e-07,2.3732962262101864e-09
1821,2.2977268088197889e-07,9.86148829262845e-10
1822,2.3660453507545753e-07,2.7069162911175226e-08
1823,1.7690010167825676e-07,6.917880934764753e-09
1824,2.39159589909832e-07,8.421112696055388e-10
1825,1.514536194235916e-07,8.805443485471187e-09
1826,2.078684246953344e-07,2.7304752237000685e-08
1827,1.7236300209333422e-07,2.7651818612639545e-09
1828,1.9445278098828567e-07,1.8344602503717056e-09
1829,2.3061843990035413e-07,0.0
1830,2.4526565312044113e-07,9.39315203396518e-09
1831,2.1671776551102084e-07,9.354723218280014e-09
1832,2.54363413887404e-07,1.488296597074168e-08
1833,2.2472239891158097e-07,1.1583628500844156e-09
1834,2.2869600968533632e-07,8.401078055442213e-09
1835,2.0344705831121246e-07,1.0588323107185715e-08
1836,1.371032993802146e-07,1.1425274948351216e-08
1837,2.2126093313090678e-07,1.1132625488130543e-08
1838,2.202944529017259e-07,1.64116205070286e-08
1839,2.544896915424033e-07,1.3283802502428443e-08
1840,1.9172762222297024e-07,6.369688665408546e-10
1841,2.3563413265037525e-07,1.1556987367100646e-08
1842,1.784398477866489e-07,6.037438549100216e-09
1843,2.1855571219475678e-07,5.906910960362666e-09
1844,1.65205690905168e-07,7.683985892015244e-09
1845,2.3102143131836783e-07,8.37034175305007e-09
1846,1.639260318597735e-07,1.4636253098387897e-08
1847,1.7905502147641528e-07,2.1572894581822766e-09
1848,2.300933346077727e-07,8.04522137798358e-09
1849,2.220544956799131e-07,5.02764896381791e-09
1850,1.9212858148875966e-07,4.073397619208663e-09
1851,1.5220675209093315e-07,3.8696632564949596e-09
1852,2.161501129194221e-07,2.6042181744401205e-09
1853,1.911018188138769e-07,5.971931837933653e-09
1854,1.9795481875917176e-07,7.79349651480743e-09
1855,2.1811511885516666e-07,6.368324534378189e-09
1856,2.334912352353058e-07,6.73034605824796e-09
1857,2.269901671070329e-07,9.274867096564776e-09
1858,2.2657719966900913e-07,3.4255731584664773e-09
1859,2.2049110270927486e-07,1.5276519604867644e-08
1860,1.7576385857864807e-07,3.204028820036342e-09
1861,2.1457634602484177e-07,8.488735048217677e-09
1862,2.1731513299982907e-07,1.536115412648087e-08
1863,1.9528967243331863e-07,1.5982786649715308e-08
1864,2.152832792035042e-07,8.63051052846231e-09
1865,2.1604415678666555e-07,6.118897832863013e-09
1866,2.243047561023559e-07,4.379051787850585e-09
1867,2.0236224429481808e-07,6.79393608038481e-09
1868,2.2723421011505707e-07,2.667531973088444e-08
1869,2.3440891538939468e-07,1.6115613732381462e-08
1870,1.9266403228357376e-07,4.013834153937523e-09
1871,3.3775344832065457e-07,3.3987767267262825e-08
1872,2.50359846631909e-07,3.628403577593531e-09
1873,2.3824297556984675e-07,8.380406590902112e-09
1874,2.2882753114572552e-07,6.572069999322139e-09
1875,2.2828893975201936e-07,2.460256709468922e-08
1876,2.194703370150819e-07,5.441413541973361e-09
1877,1.7193788437452895e-07,1.1132669008873108e-08
1878,2.3250491665294248e-07,7.850815109122777e-09
1879,2.3765275614096026e-07,3.0546627449723474e-09
1880,2.5607207021494105e-07,3.8507077526617195e-09
1881,2.405515147074766e-07,1.1853263259808955e-08
1882,1.6771571154095e-07,2.6621540527571597e-09
1883,2.395029525814607e-07,8.847074184359371e-09
1884,2.237975280650062e-07,2.6406787867472303e-09
1885,2.5524718694214243e-07,2.5782542767416317e-09
1886,2.426502305752365e-07,1.2261581083805595e-08
1887,2.3569417351154698e-07,8.48760173255414e-09
1888,2.5362459155076067e-07,3.804368819970705e-09
1889,2.41834271719199e-07,1.1277245803853475e-08
1890,2.497221203157096e-07,8.520702365899524e-09
1891,2.1672347827461635e-07,1.0198752065093686e-08
1892,2.33815512729052e-07,6.8953633913793055e-09
1893,2.53110925996225e-07,2.463366621796581e-09
1894,2.186634162626433e-07,6.9316934414587195e-09
1895,2.6301344746570976e-07,1.8055843487019274e-09
1896,2.1642095759943913e-07,5.307326134129653e-09
1897,2.150057270000616e-07,1.3401440845939305e-08
1898,2.1784666159874178e-07,1.6975064687230201e-09
1899,2.4652999286445265e-07,2.2110313580014918e-09
1900,1.9310718357701262e-07,1.349673794948103e-08
1901,2.777603356207692e-07,2.794369402536745e-09
1902,1.8855490679925424e-07,7.856454153909453e-09
1903,1.852275488545274e-07,5.400220270956879e-09
1904,2.12297692314678e-07,8.599400302955473e-09
1905,2.1107504721840087e-07,4.64468330463319e-09
1906,1.9753667857003165e-07,4.629765903985117e-09
1907,1.6971382876818097e-07,8.228549397415463e-09
1908,2.0529606103991682e-07,1.7680999775393502e-08
1909,1.7548137520861928e-07,6.60118004702781e-09
1910,2.1643809589022567e-07,8.550641084070776e-09
1911,2.0111014009671635e-07,1.8089272302290738e-08
1912,2.078559049323303e-07,6.251305251225858e-09
1913,2.1954377871225006e-07,9.545381374209683e-09
1914,2.0090230634650652e-07,5.357394972094198e-09
1915,3.4164210660492245e-07,1.5314990164938536e-08
1916,2.7358780130271043e-07,1.4283700444650549e-08
1917,2.324882046877974e-07,1.7546279096336548e-08
1918,2.848621249995631e-07,1.4932290071101306e-08
1919,2.2559228796126263e-07,4.603924352863942e-09
1920,2.2716695013969002e-07,1.2872794385998532e-08
1921,2.2188149273461022e-07,6.058197943303867e-09
1922,2.0805778433441446e-07,6.640141769764796e-09
1923,1.9639503534563119e-07,1.4862327368803108e-08
1924,2.062659945067935e-07,9.02413699321869e-09
1925,2.1006519546062918e-07,5.499089184013428e-09
1926,2.4298580569848127e-07,1.2260752413340015e-08
1927,2.062606654362753e-07,1.0034302277972529e-08
1928,1.9538531148555194e-07,7.998228745975666e-09
1929,2.2392217147171323e-07,8.912325100141061e-09
1930,1.6700730043339718e-07,8.402882833991043e-09
1931,2.0073427720035397e-07,6.843213995466613e-09
1932,1.6220114673615171e-07,4.383814644626227e-09
1933,1.950012631368736e-07,9.176529758292418e-09
1934,2.0129054689732584e-07,1.4377896206951846e-08
1935,1.5080037485404318e-07,1.0771455727365264e-08
1936,1.4549657123552606e-07,4.849885826274658e-09
1937,1.9768054926316836e-07,1.6368453259474336e-08
1938,1.78919961513202e-07,1.9447821131279852e-08
1939,2.003520620519339e-07,1.5294050470515685e-08
1940,2.0032685199566913e-07,1.0143131667916805e-08
1941,1.3872062254449702e-07,8.854508237732261e-09
1942,1.7598428314613557e-07,2.1239483061208375e-08
1943,1.800005833274554e-07,0.0
1944,1.767252371109862e-07,1.2852744646352221e-08
1945,3.289541155027109e-07,2.178504132643866e-08
1946,1.8515068234137289e-07,1.2528993842408909e-08
1947,2.205361084861579e-07,9.536696765621855e-09
1948,1.6851426209996134e-07,1.4133454406817236e-08
1949,1.4823682192854903e-07,8.835307596655184e-09
1950,1.6059395591128123e-07,8.508289184305795e-09
1951,1.7697927034987515e-07,8.529121409139861e-09
1952,1.5289965915599169e-07,8.435843135146115e-09
1953,1.4867882214275596e-07,5.386913581872932e-09
1954,1.807919147722714e-07,3.9090144454689835e-09
1955,1.8677359037155838e-07,1.3139850985055546e-08
1956,1.8663243395167228e-07,8.72114114258693e-09
1957,1.8465229345565604e-07,6.184526224473075e-09
1958,1.505548254954192e-07,3.3088973783179654e-09
1959,1.5501495909120422e-07,7.750747599288843e-09
1960,1.27343326994378e-07,6.2287499602575735e-09
1961,1.5494394745019235e-07,2.779263708063695e-09
1962,1.464991896682477e-07,1.0147130247162295e-08
1963,1.6035812677728245e-07,9.69907976156037e-09
1964,1.825190452109382e-07,1.1559539991878864e-08
1965,1.3734829451550468e-07,1.3132904541635071e-08
1966,1.25183092336556e-07,4.431259803538978e-09
1967,1.3804940124373388e-07,5.423369309198733e-09
1968,1.5854698176553939e-07,9.431973424511852e-09
1969,1.7440349608932593e-07,4.087581828571274e-09
1970,1.535974121225081e-07,5.058597540852361e-09
1971,1.5723496460395836e-07,7.193756701440179e-09
1972,1.431311034139071e-07,5.643161493651405e-09
1973,1.356248162664997e-07,5.513203671370093e-09
1974,1.2601280729995779e-07,2.2502286700643026e-09
1975,1.1308731018289109e-07,1.028066431985053e-08
1976,1.3369653117933922e-07,9.712995741040231e-09
1977,1.1988635151283233e-07,2.3507127355770763e-09
1978,1.2891082690202893e-07,3.5643548113029055e-09
1979,1.2581742225847847e-07,8.777959692451986e-09
1980,1.3189549008529866e-07,6.822181042309694e-09
1981,1.2777610436387477e-07,3.1627747087981106e-09
1982,1.0242379033797988e-07,2.483000915987077e-09
1983,1.1304415892254838e-07,2.5261264191556165e-09
1984,1.1250076425994848e-07,2.8995041922996734e-09
1985,1.263267250806166e-07,7.218669662023558e-09
1986,1.3667427367636265e-07,1.1389522214244607e-08
1987,1.0449496556930171e-07,5.49973533381376e-09
1988,1.1573348501769942e-07,5.99655392008458e-09
1989,1.1744581485118033e-07,8.780995486290522e-09
1990,1.1333194294138593e-07,5.448650863826288e-09
1991,1.0726481036726909e-07,5.2753188484189195e-09
1992,1.1736180738353141e-07,1.0468894195980738e-08
1993,1.05798861227413e-07,4.4313659408601325e-09
1994,1.2712573038697883e-07,5.274926717646622e-09
1995,9.651962784573698e-08,1.626735190995987e-09
1996,8.594328448907618e-08,7.473328622609188e-09
1997,8.678758689484312e-08,6.233362714880286e-09
1998,8.630313885760188e-08,6.198567881199324e-09
1999,9.87163417676129e-08,4.570201106446348e-09
2000,9.719668980778806e-08,7.068850393920911e-09
2001,9.857726723794258e-08,5.257454027685071e-09
2002,9.594874939011788e-08,5.6955880012310445e-09
2003,1.1167353619612186e-07,5.8336921959778465e-09
2004,9.954828072977762e-08,5.285749615779878e-09
2005,9.592986316420138e-08,7.205999352777326e-09
2006,1.0047651244349254e-07,5.7650457740976435e-09
2007,1.1264432231428145e-07,7.190063211481856e-09
2008,1.0260429661457238e-07,7.663391698997657e-09
2009,1.2349619282758795e-07,7.1522885392028e-09
2010,1.2659765502576192e-07,6.613310343794865e-09
2011,1.498997050930484e-07,6.118355155848576e-09
2012,1.657871138149858e-07,1.0893608681783462e-08
2013,1.6344272069090948e-07,6.693900100884775e-09
2014,1.769168704868207e-07,8.661780626084692e-09
2015,1.8441907911892486e-07,6.428068743957738e-09
2016,1.8207079222065659e-07,8.492493819289848e-09
2017,1.7307405641986406e-07,1.1320251402935355e-08
2018,1.6366499266950996e-07,5.421080029321956e-09
2019,1.62497926226024e-07,5.867272001580659e-09
