year,leurs_DET hommes_NOUN,leurs_DET sommes_NOUN
1800,2.955514704083839e-07,8.174827570428533e-08
1801,2.3811826554975823e-07,3.5717739876872656e-08
1802,3.3343818017783633e-07,9.84649659585557e-08
1803,2.827991920639761e-07,8.581492494386112e-08
1804,7.662737999680758e-08,5.438072037122765e-08
1805,1.59201146265886e-07,1.9900143755080535e-08
1806,1.123850950079941e-07,5.187004514795035e-08
1807,1.9643989901396708e-07,2.8469551160981155e-09
1808,2.22075257738652e-07,4.5321479902327155e-09
1809,1.8975856619363185e-07,1.8072244367672852e-08
1810,1.7316938283329364e-07,2.3401266702194334e-08
1811,3.3093414231188945e-07,6.267691787797958e-08
1812,2.2137828636914492e-07,5.3344166417446104e-08
1813,2.3581081132206805e-07,7.189353823378042e-08
1814,5.632552220191656e-07,1.5733386149463513e-08
1815,1.4025562222741428e-07,1.3486118000116676e-08
1816,1.3442102009264545e-07,1.8540831092650478e-08
1817,3.2071591249405174e-07,3.113746815941454e-09
1818,4.6373381223929755e-07,2.384235386898581e-08
1819,3.219176676338975e-07,7.24573467891787e-08
1820,4.6041947143748985e-07,1.3053129244156025e-08
1821,3.579720271318365e-07,5.226588939422072e-08
1822,4.42129646671674e-07,2.90742860897808e-08
1823,7.303305791239723e-07,2.9648060007048116e-08
1824,7.570580224935952e-07,5.894778887238772e-09
1825,1.1517519566961454e-06,1.4088708866211164e-08
1826,8.402817002206575e-07,1.145037931138404e-08
1827,6.230876579138567e-07,4.055600300034712e-08
1828,5.796894176346434e-07,7.337841001486822e-09
1829,4.440905301272835e-07,4.029392641768936e-08
1830,6.408217245734704e-07,2.5048406016026092e-08
1831,4.1160783581517535e-07,5.456922291813271e-08
1832,3.964281076740406e-07,1.0823975715723577e-08
1833,6.857508090263309e-07,3.1275796175123105e-08
1834,5.703398260337167e-07,2.8003592777992026e-09
1835,7.358884488439799e-07,4.9160071569076536e-08
1836,7.238247774488116e-07,2.5538851033957144e-08
1837,6.950933322258379e-07,2.365682938432201e-08
1838,1.0560247243329712e-06,3.66105403770689e-08
1839,1.020056269229741e-06,3.5656523067473245e-08
1840,9.936713789571172e-07,4.0129037870428874e-08
1841,7.698237780573436e-07,1.6051371343195342e-08
1842,7.352258784010246e-07,3.085801791868903e-08
1843,8.092468339881975e-07,1.6539351332944818e-08
1844,1.0450220495616946e-06,4.720162705140751e-08
1845,6.735335320584568e-07,1.3392547515422848e-08
1846,7.546452138740278e-07,1.7563504428608212e-08
1847,7.771635264219867e-07,3.55952778363644e-08
1848,9.091100565683519e-07,1.045878850192139e-08
1849,6.242664269962006e-07,2.8490010572923552e-08
1850,8.493033760714752e-07,3.59816780814981e-08
1851,8.513259217579616e-07,2.8377531435808123e-08
1852,6.530077021338343e-07,5.533963531867414e-08
1853,6.563153078786854e-07,2.329053394589664e-08
1854,7.419408856179643e-07,9.352195906586758e-09
1855,6.957394340645351e-07,2.4411910715116392e-08
1856,8.066060566136457e-07,3.36517302912398e-08
1857,6.799942404711601e-07,2.4895695505122717e-08
1858,8.338824084574981e-07,3.572383611150087e-08
1859,6.461967778648159e-07,2.9025388315062628e-08
1860,6.50875578767085e-07,1.8308735194594306e-08
1861,8.757544840420906e-07,2.5937799741360124e-08
1862,7.477267520705766e-07,3.433669726327082e-08
1863,7.12232941291191e-07,1.798063442581821e-08
1864,7.422238663679082e-07,3.404256787575832e-08
1865,7.733345190885643e-07,1.6473954644879996e-08
1866,9.356573618113373e-07,3.0166798836717135e-08
1867,7.609208356740282e-07,1.8925964795357686e-08
1868,1.239414452847143e-06,3.309715701504956e-08
1869,7.388764462490371e-07,2.2464188176307687e-08
1870,7.328114235427563e-07,2.5803219116937726e-08
1871,1.8406499693313094e-06,1.4869648623516696e-08
1872,1.5311863208467003e-06,4.0517173505172366e-08
1873,1.1247702715877494e-06,2.8732820567256567e-08
1874,1.1764005360959118e-06,4.480956761199195e-08
1875,8.4735814276371e-07,1.4303817685856757e-08
1876,7.853773196231373e-07,4.5949711147130756e-08
1877,9.17826682211853e-07,3.710889728836264e-08
1878,8.949929268808887e-07,3.744234966518434e-08
1879,1.1803216608541334e-06,3.5434087664043545e-08
1880,7.977382967538915e-07,3.3372799634889816e-08
1881,1.13930770684334e-06,1.3247764274471052e-08
1882,9.636997582163076e-07,1.4641847290164378e-08
1883,8.512149278772085e-07,2.7173157002291504e-08
1884,1.0113799291389114e-06,7.922036360241691e-09
1885,1.0029408690215291e-06,2.5137979031697455e-08
1886,1.1448444432460292e-06,3.355801175830564e-08
1887,1.0113304345082952e-06,2.6115697659978565e-08
1888,1.024009318228991e-06,1.7119659911912777e-08
1889,9.773613323105224e-07,2.0674951528576457e-08
1890,1.084095490710979e-06,7.144281344295678e-08
1891,8.707184484535446e-07,1.7210394887001712e-08
1892,9.528138562586719e-07,3.573052076433214e-08
1893,1.0592476664683659e-06,3.0176241949675386e-08
1894,1.1273453908167141e-06,4.537108244662136e-08
1895,1.0658966838050787e-06,2.9491210584708938e-08
1896,1.085053354943355e-06,4.363801486828578e-08
1897,9.200380644003303e-07,2.3306854779470143e-08
1898,9.828562124170048e-07,1.8106735777401184e-08
1899,9.518490138304969e-07,3.7034777022881826e-08
1900,9.733224333174917e-07,2.4397950326715545e-08
1901,1.0506829477563429e-06,2.5149324622830704e-08
1902,8.784498088942883e-07,2.4060391456970365e-08
1903,1.0411624220552085e-06,4.428180488957878e-08
1904,1.0690129901291812e-06,3.278521365501774e-08
1905,9.217115612969451e-07,1.1353670226199597e-08
1906,9.326406651410935e-07,2.623534101076075e-08
1907,8.501119963533199e-07,2.82856382760599e-08
1908,9.105715275126158e-07,2.701263968063472e-08
1909,9.307664328161991e-07,1.2102164048677366e-08
1910,9.934776494802122e-07,2.1911017000775246e-08
1911,1.0252360946871875e-06,1.1172786029689519e-08
1912,9.923947104084618e-07,9.897900277167082e-09
1913,9.23780827832843e-07,1.856046383252874e-08
1914,1.2563091029704765e-06,4.419850752057641e-08
1915,2.866259350753353e-06,1.6493066468115103e-08
1916,2.2908858490211514e-06,1.3184954683609362e-08
1917,2.232763932852322e-06,2.1932848426331475e-08
1918,2.0250482357653254e-06,1.4932289182922887e-08
1919,1.59664092791445e-06,6.445494027396137e-09
1920,1.0896441544616664e-06,2.953170330499688e-08
1921,9.632534982983998e-07,2.3475517640925148e-08
1922,9.628205841494264e-07,1.7707044441817033e-08
1923,8.386599219534219e-07,2.866306081372727e-08
1924,7.941240758313484e-07,2.9650736088626672e-08
1925,8.094658818791345e-07,1.759708534443405e-08
1926,8.025219786489401e-07,2.117766284559508e-08
1927,7.971695978881144e-07,3.1217829210561376e-08
1928,6.604252034136948e-07,1.82816659588525e-08
1929,7.653459235257287e-07,1.4482528287729224e-08
1930,7.541587416781681e-07,3.256117031558148e-08
1931,7.801264167994759e-07,6.843213995466613e-09
1932,7.507282591134867e-07,1.4247398039124448e-08
1933,6.538277386169966e-07,1.3764794637438627e-08
1934,7.811990325734541e-07,2.3963160344919743e-08
1935,6.893731629986632e-07,1.0771455727365264e-08
1936,8.002311471244639e-07,1.4549657922913184e-08
1937,7.944995630282392e-07,1.3850230184964119e-08
1938,7.623546220969502e-07,2.981999369655597e-08
1939,6.928205138478916e-07,1.8352860564618823e-08
1940,1.4656825193526402e-06,4.564409294971483e-08
1941,1.2425825985928896e-06,5.312704720594752e-08
1942,9.436398471507346e-07,1.8205270180260413e-08
1943,1.2512943943221444e-06,2.9032352300006892e-08
1944,1.1888788904457215e-06,3.534504777746861e-08
1945,1.4530621621489104e-06,8.714016175304096e-09
1946,1.0468670019747606e-06,2.9234318077442367e-08
1947,8.594948193163532e-07,2.622591699363852e-08
1948,9.023666791563301e-07,2.7179719586101214e-08
1949,6.989709770977015e-07,7.362756249129632e-08
1950,6.306769222419462e-07,3.084254918128693e-08
1951,7.526949730163324e-07,2.2388944032059044e-08
1952,8.214402100747975e-07,2.6362009020175492e-08
1953,6.938345080698127e-07,2.3702420803850544e-08
1954,6.010109432352806e-07,6.058972146227859e-08
1955,6.072488467623316e-07,1.783265490828967e-08
1956,5.598973151776931e-07,1.9186510602509088e-08
1957,6.82948434693742e-07,2.3854601849393475e-08
1958,6.253815865164825e-07,6.617794634511398e-08
1959,6.169595163640906e-07,1.3176271296266862e-08
1960,7.121537741738848e-07,2.6991250179353443e-08
1961,8.733836089902525e-07,6.600751339957966e-08
1962,8.390408137159966e-07,3.170978363220556e-08
1963,8.677443714688593e-07,3.491668620902999e-08
1964,7.9821663145907e-07,5.962289106875573e-08
1965,7.119128557775412e-07,2.2982582947861374e-08
1966,8.214447815291237e-07,1.4955501503877144e-08
1967,8.992932096774098e-07,5.7684927445844636e-08
1968,9.041220057071087e-07,2.7397635826709177e-08
1969,7.879949990297064e-07,3.042977728129337e-08
1970,7.178609777724887e-07,2.023438949727563e-08
1971,7.430122783702586e-07,2.0553589274996398e-08
1972,6.925698103898981e-07,2.7189778872838133e-08
1973,7.288455581289099e-07,1.3783009511492139e-08
1974,7.189480353275712e-07,3.2065758159838254e-08
1975,6.973717088243347e-07,1.9990181066020796e-08
1976,6.52484774654738e-07,1.142705374768127e-08
1977,6.728915078468845e-07,1.7630345183761165e-08
