year,les_DET hommes_NOUN,les_DET sommes_NOUN
1800,0.00014630426449002698,8.347756534021755e-06
1801,0.00013724421660299413,6.3744255953679385e-06
1802,0.00014002612715557916,6.239098354399175e-06
1803,0.000132763492729282,5.856868767750711e-06
1804,0.00015138356411625864,8.290588198178739e-06
1805,0.00012646541745198192,5.503811223661614e-06
1806,0.00011683151024044491,9.048440801961988e-06
1807,0.0001213286850543227,1.4809860886089155e-05
1808,0.00011611363061092561,1.1434609518801153e-05
1809,0.00010672563530533807,9.257506690119044e-06
1810,0.00012851508199673845,1.0626515859257779e-05
1811,8.922937104216544e-05,1.1474890811769e-05
1812,9.852133916865569e-05,8.681762778905977e-06
1813,0.00010867140008485876,7.4222893999831285e-06
1814,0.000124759458230983,8.725735597181483e-06
1815,0.00012432042694854317,8.415337447331694e-06
1816,0.00014575411296391394,8.000368552529835e-06
1817,0.00015004367469373392,6.727250024596287e-06
1818,0.00016416414382547373,9.247257139577414e-06
1819,0.00015416232145071262,8.469229328511574e-06
1820,0.00017038011992553947,8.03835416718357e-06
1821,0.00016569174567848677,6.639739922320587e-06
1822,0.00014683016433991725,6.925695231529971e-06
1823,0.00013224221038399264,6.544315453993477e-06
1824,0.00013480517100106226,6.691416331250366e-06
1825,0.00014062909303902416,7.809547241777182e-06
1826,0.00013400114767136984,9.465059576996282e-06
1827,0.00013189733272156445,1.0292007118550828e-05
1828,0.00012651355064008385,9.246596846423927e-06
1829,0.00013091497203276958,1.0314388475762826e-05
1830,0.0001341696970484918,8.978809432846901e-06
1831,0.00013836104790243553,8.91349247922335e-06
1832,0.00013061967729299795,8.36963909023325e-06
1833,0.0001404306449330761,9.865776405604265e-06
1834,0.00014685550377180334,1.1221972727071261e-05
1835,0.00014441716120927595,8.614357057012967e-06
1836,0.00014512384041154291,8.08842287369771e-06
1837,0.00013644563750858651,8.41069868329214e-06
1838,0.00012918849461129867,9.578074582350382e-06
1839,0.00012404695007717237,1.0273972634422535e-05
1840,0.00014006818310008384,9.439878908779065e-06
1841,0.0001315557519774302,1.0122636581400002e-05
1842,0.00014230645138013642,1.004026000828162e-05
1843,0.00015597966284985887,8.764084327594901e-06
1844,0.00014487497173831798,9.417822639079532e-06
1845,0.00014169538280839333,9.735265621202416e-06
1846,0.00013778042284684489,9.073306273421622e-06
1847,0.00013289765684021404,1.2836950531891489e-05
1848,0.00013996593770571053,1.1758896448554879e-05
1849,0.0001283407927985536,1.2573311892083439e-05
1850,0.00012771323599736206,1.1703550057973189e-05
1851,0.00013308416782820132,1.206367494432925e-05
1852,0.0001300592120969668,1.2125240232307988e-05
1853,0.00013220244727563113,9.401015176990768e-06
1854,0.00013057172236585757,9.048768902175652e-06
1855,0.00013145919820090057,9.372581530442403e-06
1856,0.0001273158877665992,1.0116745556842943e-05
1857,0.00012669468378589954,7.853859813167219e-06
1858,0.0001287619134018314,8.672083652072615e-06
1859,0.00012662758126680274,8.740715315980196e-06
1860,0.0001245021485374309,8.765765301177453e-06
1861,0.00013325238614925183,8.708970085535839e-06
1862,0.00012031849018967478,9.975713282983634e-06
1863,0.00012644182515941793,9.094205779547337e-06
1864,0.0001290127065658453,8.130899857405893e-06
1865,0.000128365060845681,8.99666201803484e-06
1866,0.00012478691678552423,8.076917424659769e-06
1867,0.00011462631664471701,8.988862816750043e-06
