year,vous_PRON aurez_VERB,vous_PRON saurez_VERB
1800,1.5749120166219654e-05,2.1537526890824665e-06
1801,1.91256576727028e-05,2.8455132223825785e-06
1802,1.4080490473133978e-05,2.0856670062130434e-06
1803,1.4883038829793804e-05,2.2877478613736457e-06
1804,1.819529575186607e-05,2.877234521747596e-06
1805,1.6684849242665223e-05,2.5386898414581083e-06
1806,2.1511660634132568e-05,2.6107922508344927e-06
1807,1.1293870898043679e-05,1.5572844347389037e-06
1808,1.090208206733223e-05,1.5250678018219332e-06
1809,1.2609908253580215e-05,1.6242428841906076e-06
1810,1.746670591273869e-05,2.31906562930817e-06
1811,1.2959079413121799e-05,1.7323901033705624e-06
1812,1.3650771734319278e-05,1.9737341290237964e-06
1813,1.3087500519759487e-05,2.22869982735574e-06
1814,2.097575043080724e-05,1.5544585494353669e-06
1815,1.1622336160144187e-05,1.197567286226331e-06
1816,1.3724849964091845e-05,1.6663572068864596e-06
1817,1.741051528370008e-05,2.640457296365639e-06
1818,1.4826368669673684e-05,2.77882645605132e-06
1819,1.9930946564272745e-05,2.1478429061971838e-06
1820,1.812605069062556e-05,3.422293048060965e-06
1821,2.399102845629386e-05,4.336096480983542e-06
1822,1.8207520042778924e-05,3.3666019021438842e-06
1823,1.4635271327279042e-05,2.569498576576734e-06
1824,1.4251049378799507e-05,2.076646353543765e-06
1825,1.409311153111048e-05,2.4426298637081345e-06
1826,1.3948324067314388e-05,1.7977096149479621e-06
1827,1.3919926232119906e-05,1.6683263766026357e-06
1828,1.490223780820088e-05,2.1976834432280157e-06
1829,1.3039801160630304e-05,1.984690300105285e-06
1830,1.4391353033715859e-05,2.4777048679425207e-06
1831,1.5555346180917695e-05,2.4353463459192426e-06
1832,1.6794750990811735e-05,2.597754132693808e-06
1833,1.4931297073417227e-05,2.4962719180621207e-06
1834,1.596484844412771e-05,2.3569690483782324e-06
1835,1.562231454954599e-05,2.320355349638703e-06
1836,1.541202436783351e-05,2.3052172650750435e-06
1837,1.4915630572431837e-05,2.4477860733895795e-06
1838,1.431535179108323e-05,2.071651579171885e-06
1839,1.7273138837481383e-05,2.0247312022547703e-06
1840,1.4661749446531758e-05,1.8599490374526795e-06
1841,1.4399363863049075e-05,2.0712689661195327e-06
1842,1.5090242186488467e-05,2.137924013823067e-06
1843,1.5062032616697252e-05,2.1654735746778897e-06
1844,1.489485737238283e-05,1.7717075309064967e-06
1845,1.4442746305576293e-05,1.8107839423464611e-06
1846,1.5172525309026241e-05,1.930814562456362e-06
1847,1.3569350812758785e-05,1.7252922077659605e-06
1848,1.7420318044969463e-05,1.7964979690532346e-06
1849,1.6845137679410982e-05,1.3934966602846544e-06
1850,1.6355370462406427e-05,1.5017259613614442e-06
1851,1.5329026155086467e-05,1.5955911294440739e-06
1852,1.4752896277059335e-05,1.7864937262856984e-06
1853,1.4301582268672064e-05,1.6703493486147636e-06
1854,1.5120942407520488e-05,1.7379497876390815e-06
1855,1.51401604853163e-05,1.7709248822939117e-06
1856,1.5064584886204102e-05,1.58629083557571e-06
1857,1.315908411925193e-05,1.5459739586276555e-06
1858,1.5923532146189245e-05,1.962364081009582e-06
1859,1.4929743429092923e-05,1.8005925142006163e-06
1860,1.701842757029226e-05,1.8432319848216139e-06
1861,1.654737343415036e-05,1.979290004783252e-06
1862,1.8478111996955704e-05,2.2567341488866077e-06
1863,1.8053556232189294e-05,1.9009527250091196e-06
1864,1.741876735650294e-05,1.752473082206052e-06
1865,1.741767755447654e-05,1.8639103984696703e-06
1866,1.5388474139399477e-05,1.8241182999645389e-06
1867,1.5723594287919695e-05,1.6339416220034764e-06
1868,1.7408116036676802e-05,1.556060368557155e-06
1869,1.4517725503537804e-05,1.899200640309573e-06
1870,1.4086264172874507e-05,1.5934921009375103e-06
1871,1.4312036228147917e-05,1.5358222071881755e-06
1872,1.6642277614664636e-05,1.755542655246245e-06
1873,1.5497166486966307e-05,1.582100992436608e-06
1874,1.3818673323839903e-05,1.7003737866616575e-06
1875,1.636185152165126e-05,1.9087014493379684e-06
1876,1.5244421774696093e-05,1.9824881860586174e-06
1877,1.4429793964154669e-05,1.8597741018311353e-06
1878,1.222915420839854e-05,1.3521519690584682e-06
1879,1.4630001487603295e-05,1.6238586795225274e-06
1880,1.403647183906287e-05,1.7045799722836819e-06
1881,1.5989354551493307e-05,1.793328920030035e-06
1882,1.4657154679298401e-05,1.743045345392602e-06
1883,1.3411533245744067e-05,1.4610311893648031e-06
1884,1.2293019608478062e-05,1.3434453194349771e-06
1885,1.1859325468321913e-05,1.1879306498485676e-06
1886,1.1359386689946405e-05,1.2177686130598886e-06
1887,1.2863287565778592e-05,1.275751827733984e-06
1888,1.1439103218435775e-05,1.0550782860718755e-06
1889,1.2566611076181289e-05,1.3595346786132723e-06
1890,1.2421217888913816e-05,1.3226752457740076e-06
1891,1.1649524822132662e-05,1.1288744019566366e-06
1892,1.1232547421968775e-05,1.0311703135812422e-06
1893,1.1821080988738686e-05,1.1208317971522774e-06
1894,1.1243206472499878e-05,9.843004420417856e-07
1895,1.079679282156576e-05,1.0484426411494496e-06
1896,1.0402949101262493e-05,1.0030846340214339e-06
1897,1.0962379292323021e-05,9.287781210787216e-07
1898,1.0487761073818547e-05,1.0190697423695383e-06
1899,1.1205506780243013e-05,1.1220984390547528e-06
1900,1.0560678674664814e-05,1.1508564909945562e-06
1901,1.0219009254797129e-05,9.651752179706818e-07
1902,8.977471907201107e-06,8.553714252457212e-07
1903,9.929924999596551e-06,9.056169716359364e-07
1904,9.690449246591015e-06,8.233925825607002e-07
1905,1.010321784633561e-05,9.650619574586017e-07
1906,9.623225764698873e-06,9.485876404369264e-07
1907,9.592431297278381e-06,1.023425852508808e-06
1908,1.0269714721289347e-05,1.0058525106160232e-06
1909,1.0260984254273353e-05,1.0352850949857384e-06
1910,1.0154420806429698e-05,1.0757775612546538e-06
1911,9.029206921695732e-06,9.71500327295871e-07
1912,9.995837672249763e-06,1.0653266713234189e-06
1913,9.430837053514551e-06,1.101430967764827e-06
1914,9.197977419717063e-06,1.047370716378282e-06
1915,8.98754319678119e-06,9.660224691288022e-07
1916,8.724044846530887e-06,8.625157761343871e-07
1917,9.223859706253279e-06,9.200830106692592e-07
1918,8.210461714952544e-06,8.649241181046818e-07
1919,8.673793104208016e-06,9.44725258023027e-07
1920,9.191174740408314e-06,8.96552265317041e-07
1921,8.143732429743977e-06,8.678368317305285e-07
1922,8.256647561211139e-06,9.60607195565899e-07
1923,8.447109962617105e-06,1.088134695237386e-06
1924,8.29962766601966e-06,1.0364866227519087e-06
1925,9.086694831239583e-06,1.1020174497389235e-06
1926,8.064231337812089e-06,1.0198716893228266e-06
1927,9.596137715561781e-06,1.1840476474844763e-06
1928,7.837121756892884e-06,9.609300661850284e-07
1929,8.887816420610761e-06,1.0059786745841848e-06
1930,7.179213184826949e-06,9.211660483288142e-07
1931,7.819512688911345e-06,8.223262284445809e-07
1932,7.18507214969577e-06,9.260808440103574e-07
1933,7.613078537360707e-06,7.272399642488381e-07
1934,8.216967898988514e-06,8.00369548414892e-07
1935,6.985887466726126e-06,7.827258059478481e-07
1936,6.685567655040359e-06,7.129332004751632e-07
1937,7.156791411944141e-06,7.365803895709178e-07
1938,6.3412862800760195e-06,7.117902498521289e-07
1939,6.553500725203776e-06,8.075258506323735e-07
1940,5.708047297048324e-06,6.516962116620562e-07
1941,6.98325516168552e-06,1.041880381080773e-06
1942,7.309416218959086e-06,7.979976714977965e-07
1943,6.564214913851174e-06,8.419382311330992e-07
1944,6.702706173200568e-06,8.193624694285973e-07
1945,6.701078291371232e-06,8.626876137896033e-07
1946,7.003707764852152e-06,9.034796448759153e-07
1947,8.641439308121335e-06,1.0800308984926232e-06
1948,6.8949514115956845e-06,8.751869700063253e-07
1949,6.113050972089695e-06,8.550614438718185e-07
1950,7.601092988807068e-06,9.135775371760246e-07
1951,7.520552571804728e-06,1.0842645679076668e-06
1952,6.449202146541211e-06,7.739885887758646e-07
1953,6.504159500764217e-06,7.994179753723074e-07
1954,5.915316137361515e-06,7.544397817582649e-07
1955,6.110030767558783e-06,7.255074905287984e-07
1956,6.58533394926053e-06,9.218246788122997e-07
1957,5.8364259984955424e-06,7.651142794884436e-07
1958,6.112360779297887e-06,8.214337867684662e-07
1959,6.9260684085747926e-06,8.649834342122631e-07
1960,6.326333846118359e-06,9.903712907544104e-07
1961,6.582686296496831e-06,8.476754089770111e-07
1962,7.58878502438165e-06,1.1459915185696445e-06
1963,6.188012775965035e-06,9.582690836396068e-07
1964,8.055782473093132e-06,1.0306242472779559e-06
1965,7.330896551138721e-06,8.487139382395981e-07
1966,6.182715310387721e-06,8.391698287368854e-07
1967,6.628342930525832e-06,9.392288973231189e-07
1968,6.884891377012536e-06,8.717838255734023e-07
1969,7.928546324365016e-06,9.237935501005268e-07
1970,6.754607397851942e-06,7.431539756908023e-07
1971,6.697901312691101e-06,9.053856331320276e-07
1972,6.338809384942579e-06,8.346748927579029e-07
1973,5.9068464679512545e-06,6.285052478460784e-07
1974,4.996070060769853e-06,5.822466704330509e-07
1975,5.527570579033636e-06,6.374012144760854e-07
1976,4.782793325830426e-06,5.702099770132918e-07
1977,4.397008183332218e-06,5.47128394146057e-07
1978,5.498017117133713e-06,6.605937699077913e-07
1979,6.306086334006977e-06,6.817549120796684e-07
1980,5.189973990127328e-06,5.986463662566166e-07
1981,5.648083288178896e-06,6.502665144125785e-07
1982,5.060976718596066e-06,6.157842449283635e-07
1983,5.156455586075026e-06,6.125856515382111e-07
1984,5.175035312277032e-06,6.448497487099303e-07
1985,4.549566483547096e-06,6.430631600551351e-07
1986,5.526915515474684e-06,6.617911765260942e-07
1987,4.888653279522259e-06,6.807450034784779e-07
1988,4.7180885758280056e-06,7.057944060306909e-07
1989,5.120418109072489e-06,6.733926198876361e-07
1990,4.45645162017172e-06,5.710186172791509e-07
1991,4.372652995243698e-06,6.008001776081073e-07
1992,4.29059360840256e-06,5.289546294307002e-07
1993,4.793076186615508e-06,6.741215514693977e-07
1994,5.1567682248787605e-06,6.097815230532433e-07
1995,4.889423962595174e-06,5.818289849912617e-07
1996,4.654282633964613e-06,5.41816348231805e-07
1997,4.551793381324387e-06,5.974438579414709e-07
1998,4.673720241044066e-06,5.979233890229807e-07
1999,4.678972004512616e-06,5.461390344407846e-07
2000,4.479000381252263e-06,6.08362938692153e-07
2001,4.467521762308024e-06,5.875204891481189e-07
2002,4.553403528007038e-06,6.076754175410315e-07
2003,4.887800514552509e-06,5.771188114067627e-07
2004,5.1694631792997825e-06,7.148976379767191e-07
2005,6.017459668328229e-06,6.800661935812968e-07
2006,6.187541430335841e-06,7.642803865337555e-07
2007,7.497638193854073e-06,7.665406229762084e-07
2008,8.546810249754344e-06,9.766566790858633e-07
2009,9.485365353611996e-06,9.784330927686824e-07
2010,1.0532169198995689e-05,1.0789143232159404e-06
2011,1.7770762269719853e-05,1.70052035741719e-06
2012,1.8628751604410354e-05,1.982636803177229e-06
2013,1.6245817050730693e-05,1.8441694464854663e-06
2014,1.6094238389996463e-05,1.744915778090217e-06
2015,1.7622882978685084e-05,2.1296856402841513e-06
2016,1.8168344922742108e-05,2.1635146367771085e-06
2017,1.635398962207546e-05,2.3206514754292584e-06
2018,1.6609931662969757e-05,1.7990241758525372e-06
2019,1.7454623275625636e-05,2.066555140345372e-06
