year,vos_DET orties_NOUN,vos_DET sorties_NOUN
1938,0.0,5.186085783037697e-09
1939,0.0,4.588215141154706e-09
1940,0.0,0.0
1941,0.0,0.0
1942,0.0,6.068423541449874e-09
1943,0.0,1.1612940831184915e-08
1944,0.0,6.4263723231761105e-09
1945,0.0,8.714016175304096e-09
1946,0.0,6.960552134671616e-09
1947,0.0,1.0728784083369192e-08
1948,0.0,3.2615663503321457e-09
1949,0.0,3.926803215925645e-09
1950,0.0,5.317680518146517e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,0.0,2.1089607837865287e-09
1953,0.0,6.464296320451979e-09
1954,0.0,8.795282724349818e-09
1955,9.385607846468247e-10,5.631364707880948e-09
1956,0.0,9.593255967388359e-09
1957,0.0,4.417518795207798e-09
1958,0.0,2.4816730892496253e-09
1959,7.750747821333448e-10,3.100299128533379e-09
1960,0.0,5.536666791705613e-09
1961,0.0,5.55852741612739e-09
1962,0.0,1.0147130247162295e-08
1963,0.0,4.526237162849611e-09
1964,0.0,7.300761772910391e-09
1965,0.0,2.73602163147757e-09
1966,1.1078149508847446e-09,4.985167390003653e-09
1967,0.0,1.232583901611406e-08
1968,8.982831700699023e-10,8.98283178396575e-09
1969,0.0,2.7250546263957176e-09
1970,4.5987250119061684e-10,9.197449912790034e-09
1971,0.0,5.6522370117662035e-09
1972,5.130146862875051e-10,7.69522046084603e-09
1973,0.0,6.064524049609332e-09
1974,0.0,9.000914735768362e-09
1975,0.0,5.711480177694739e-09
1976,0.0,3.9994687561772935e-09
1977,0.0,1.23412418062685e-08
1978,5.940591352171509e-10,2.0792070287711795e-08
1979,0.0,1.1703946256602649e-08
1980,5.685150683554241e-10,8.527726191864815e-09
1981,1.8976649140967083e-09,6.325549417596221e-09
1982,0.0,6.2075020679230875e-09
1983,0.0,5.683784332077835e-09
1984,5.799008495621649e-10,1.275781880138993e-08
1985,0.0,1.0226449020933615e-08
1986,0.0,1.0790073723399018e-08
1987,0.0,6.110816741511371e-09
1988,0.0,2.9982769045311386e-09
1989,0.0,7.683371272548811e-09
1990,0.0,5.993515905799995e-09
1991,0.0,1.0550637086215175e-08
1992,0.0,8.264916306899295e-09
1993,0.0,1.2186256448387667e-08
1994,0.0,1.1604838812129259e-08
1995,0.0,4.880205739521415e-09
1996,0.0,6.4057106285986265e-09
1997,0.0,2.876936688878118e-09
1998,0.0,6.198567992221626e-09
1999,0.0,8.683382013430219e-09
2000,0.0,1.1486881668076876e-08
2001,8.762423564512289e-10,1.1391150245287918e-08
2002,4.38122149670761e-10,1.2705542118407465e-08
2003,0.0,1.3334153337041244e-08
2004,0.0,1.277389466425305e-08
2005,0.0,1.6213498099659773e-08
2006,0.0,2.1413027073702295e-08
2007,0.0,2.2768533725070483e-08
2008,4.257439678578834e-10,4.6406094161843825e-08
2009,0.0,5.006602199486565e-08
2010,0.0,7.463592766043803e-08
2011,3.82397197240536e-10,1.1701354368787165e-07
2012,2.7234021704458655e-09,1.2357436951493384e-07
2013,1.1156500168141292e-09,6.805465113668419e-08
2014,6.496335691608124e-10,7.4707859565315e-08
2015,4.433150790905671e-10,7.447693095574692e-08
2016,2.0713400439298368e-10,7.746811814257626e-08
2017,7.54683426862357e-10,6.741838609602979e-08
2018,0.0,8.776986537561982e-08
2019,0.0,8.061121303803986e-08
