year,deux_DET heures_NOUN,deux_DET soeurs_NOUN
1913,1.4642084693150537e-05,3.128763975679405e-08
1914,1.4048429136437335e-05,3.8841112992571425e-08
1915,1.516773068033217e-05,1.5314990720050048e-08
1916,1.3727734881285869e-05,3.735737097443348e-08
1917,1.4953816219076543e-05,3.180263086210999e-08
1918,1.2909537986161013e-05,2.756730310693456e-08
1919,1.323536116615287e-05,2.3019620210007474e-08
1920,1.1983057049747003e-05,2.953170374908609e-08
1921,1.255031429536757e-05,3.710646134802431e-08
1922,1.2104978395655053e-05,4.7218788323810656e-08
1923,1.1106405224836635e-05,5.520293111516139e-08
1924,1.221352471247883e-05,4.2542360634278964e-08
1925,1.2325658076406398e-05,3.0794897964980805e-08
1926,1.1678924124680634e-05,3.343841514791279e-08
1927,1.34972514160836e-05,3.679244209298105e-08
1928,1.187851290751496e-05,3.4278124450004555e-08
1929,1.2459430195121968e-05,5.013182935442728e-08
1930,1.1301877293590223e-05,2.6259008967244313e-08
1931,1.0831666827471054e-05,4.5621427524622504e-08
1932,1.1303665644391003e-05,3.726242348012221e-08
1933,1.0792745740673126e-05,3.0970787268103095e-08
1934,1.0437154173814633e-05,2.875579241390369e-08
1935,1.0779833246488124e-05,4.188899360713094e-08
1936,9.966515449377766e-06,3.516167135231285e-08
1937,1.2375810342746263e-05,4.2809801703569406e-08
1938,1.0486265068720968e-05,3.630260081433079e-08
1939,1.0718070768689358e-05,4.5882150523368637e-08
1940,9.49397161775778e-06,5.832300642438781e-08
1941,1.007643010098036e-05,5.017554416397729e-08
1942,1.0901923303663352e-05,1.0316320064873707e-07
1943,1.0413904476536118e-05,4.6451763546784264e-08
1944,1.0189013664785307e-05,6.747690939334916e-08
1945,1.0689919065498543e-05,8.496165504467967e-08
1946,1.0818089947406406e-05,5.568441618919451e-08
1947,1.1148398243676638e-05,5.602809260984998e-08
1948,1.018369738403635e-05,3.261566305923225e-08
1949,9.49206548739312e-06,5.1048442806234107e-08
1950,9.612239296075131e-06,4.2541445033350556e-08
1951,1.0771213908356003e-05,4.5844029350483595e-08
1952,1.0492080321000685e-05,6.221434467601483e-08
1953,9.74492667182858e-06,5.8178666662023204e-08
1954,9.693378672182007e-06,5.1794439848151796e-08
1955,9.780742345810722e-06,5.819076864810313e-08
1956,1.0025824337844824e-05,4.883839310743099e-08
1957,8.567336408304982e-06,5.477723397095957e-08
1958,9.326127440090204e-06,5.956015219910071e-08
1959,9.496991651758435e-06,4.650448581777766e-08
1960,9.813741598918568e-06,5.1906248577093805e-08
1961,9.756605606980884e-06,6.461788149003667e-08
1962,1.0502913880827691e-05,5.200404373795209e-08
1963,9.690674005469191e-06,4.9142005575930625e-08
1964,9.382696362081333e-06,4.197938147099123e-08
1965,8.846105515658564e-06,3.9945915575323454e-08
1966,9.938207824689016e-06,4.2096968133620294e-08
1967,9.566330106736132e-06,5.176852507782215e-08
1968,9.981273876746855e-06,3.413476068470089e-08
1969,9.4886405008765e-06,4.995933444718048e-08
1970,8.459354944534425e-06,5.058597438156731e-08
1971,8.610412521647959e-06,5.138397296544639e-08
1972,8.619672655640898e-06,4.7710365325137616e-08
1973,8.798521662356507e-06,7.663352930009637e-08
1974,8.163829363638797e-06,5.738082953232748e-08
1975,7.671659972174893e-06,7.938957269360003e-08
1976,8.067499834396585e-06,8.855966754373057e-08
1977,7.471152571270068e-06,9.755457547333535e-08
1978,7.699006403072417e-06,1.0574252706785359e-07
1979,7.661988774998463e-06,8.192762401826315e-08
1980,8.035960490815341e-06,1.1086043533170553e-07
1981,8.029652576624358e-06,1.2081799355412315e-07
1982,7.309954753509373e-06,7.821452885359292e-08
1983,7.366816362264217e-06,1.0230811875455714e-07
1984,7.257459117226972e-06,1.0960126151093874e-07
1985,7.761874428524607e-06,9.143648327381015e-08
1986,7.801223432579718e-06,1.4386765156970682e-07
1987,7.55358047399568e-06,1.2771607221795378e-07
1988,7.640209105375106e-06,8.455140870777811e-08
1989,8.80679004922058e-06,9.3846891480176e-08
1990,7.758879064567736e-06,1.2204978017127388e-07
1991,7.534913720519398e-06,1.1840159724885169e-07
1992,7.477545238998573e-06,1.157088271863671e-07
1993,8.186948718957865e-06,1.4568115569435491e-07
1994,7.555804756975704e-06,1.6827015991704997e-07
1995,7.646198071142862e-06,1.3556127154146225e-07
1996,7.004110727848456e-06,1.4466229347753767e-07
1997,7.262826585474613e-06,1.6734181862432251e-07
1998,7.84500286954426e-06,1.3970618106817767e-07
1999,7.321919269998034e-06,1.4624643435157125e-07
2000,7.564553641259408e-06,9.675488721327952e-08
2001,7.260544180098805e-06,1.1697835258783762e-07
2002,7.952355190354865e-06,9.551062818413669e-08
2003,7.798813101089763e-06,7.500461585152607e-08
2004,8.258543516603822e-06,6.607186980867041e-08
2005,8.30716572863821e-06,7.431187132311834e-08
2006,8.762457980537874e-06,6.423908160968494e-08
2007,9.576364618624211e-06,5.152878515546355e-08
2008,1.0214449730483466e-05,6.939626986945946e-08
2009,1.0519586680857174e-05,1.0871478806073753e-07
2010,1.2508603731475887e-05,3.495606870629331e-08
2011,1.445040732050984e-05,2.3708626506468988e-08
2012,1.7723220253174077e-05,2.485104519389658e-08
2013,1.8247292814521643e-05,3.5421887700781696e-08
2014,1.9654664129120647e-05,6.647916608870652e-08
2015,2.045810492745659e-05,2.1057466506602118e-08
2016,2.0486795619945042e-05,2.00919987869419e-08
2017,1.731319161990541e-05,1.660303472483804e-08
2018,2.0209011609040317e-05,3.046130736539254e-08
2019,2.0210456341374083e-05,5.535643532450507e-08
