year,devrez_VERB avoir_VERB,devrez_VERB savoir_VERB
1898,3.960848538042683e-09,1.6975064687230201e-09
1899,5.527578395003729e-09,0.0
1900,3.114631885736685e-09,0.0
1901,1.1736351446245408e-08,5.588738916095792e-10
1902,8.838511256215043e-09,0.0
1903,1.6200660368781428e-08,0.0
1904,3.7622376325430196e-09,0.0
1905,1.4450125540577119e-08,1.5482277682110634e-09
1906,1.9547901075611662e-08,1.5432553013283723e-09
1907,6.685696440911215e-09,2.057137349353866e-09
1908,1.4734167219643268e-09,0.0
1909,5.5009836685826485e-09,1.6502950117569526e-09
1910,1.60324518105881e-08,5.344150677544235e-10
1911,1.1172785363555704e-08,5.320374141248863e-10
1912,8.335073964360618e-09,5.209421227725386e-10
1913,7.954484182448596e-09,5.30298971401777e-10
1914,6.027069510139427e-09,4.018046340092951e-09
1915,2.3561523843085297e-09,2.3561523843085297e-09
1916,3.2962386153911893e-09,1.0987462051303964e-09
1917,1.0966424435210342e-09,2.1932848870420685e-09
1918,1.9526840588923733e-08,2.2972752589112133e-09
1919,1.2890987832747669e-08,0.0
1920,5.300562211374427e-09,1.514446346106979e-09
1921,4.543648568500203e-09,0.0
1922,5.164555005876537e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,0.0
1924,2.578324886925998e-09,0.0
1925,2.1996355847875293e-09,0.0
1926,0.0,0.0
1927,2.2298449753321847e-09,0.0
1928,4.570416489713125e-09,0.0
1929,4.4561625500705304e-09,0.0
1930,5.2518016602221e-09,3.1510811737689437e-09
1931,7.983749661377715e-09,0.0
1932,4.383814644626227e-09,0.0
1933,8.02946331646126e-09,1.1470662197865522e-09
1934,7.188948103475923e-09,1.1981580172459871e-09
1935,5.98414207075848e-09,0.0
1936,6.0623572828433225e-09,3.6374143697059935e-09
1937,1.1332006444320086e-08,3.777335333410292e-09
1938,1.2965214457594243e-09,1.2965214457594243e-09
1939,0.0,0.0
1940,2.5357829169792012e-09,0.0
1941,2.9515025978810172e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,3.034211770724937e-09
1943,5.806470415592457e-09,0.0
1944,6.4263723231761105e-09,0.0
1945,0.0,0.0
1946,4.1763312808029696e-09,0.0
1947,0.0,2.3841741914054637e-09
1948,2.174377566888097e-09,4.348755133776194e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,3.190608444114673e-09,2.1270722960764488e-09
1951,3.1984206394497505e-09,0.0
1952,7.381362632230548e-09,1.0544803918932644e-09
1953,1.0773827385790469e-09,0.0
1954,9.772536113672459e-10,0.0
1955,7.508486277174597e-09,0.0
1956,4.360570571293465e-09,0.0
1957,4.417518795207798e-09,0.0
1958,9.099467845885556e-09,0.0
1959,1.007597205671118e-08,0.0
1960,2.076250060767393e-09,6.920833350854139e-10
1961,4.86371165564492e-09,1.3896318540318475e-09
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,6.466053248388448e-10,0.0
1964,1.8251904432275978e-09,1.2167936658258327e-09
1965,4.924839203113152e-09,0.0
1966,8.862519607077957e-09,5.539074754423723e-10
1967,4.930335695263466e-09,1.4791006197611978e-09
1968,5.3896989093971115e-09,4.4914158503495116e-10
1969,6.358460868938209e-09,9.083515606356229e-10
1970,3.219107425067591e-09,4.5987250119061684e-10
1971,1.541519245584766e-09,5.138397485282553e-10
1972,9.747279428040656e-09,5.130146862875051e-10
1973,5.513203671370093e-09,0.0
1974,6.750686232237513e-09,0.0
1975,1.7134440533084216e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,2.3507127355770763e-09,1.1753563677885381e-09
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,5.266775904289034e-09,1.1703946700691858e-09
1980,4.548120546843393e-09,5.685150683554241e-10
1981,7.590659656386833e-09,5.060439622894819e-09
1982,2.483000915987077e-09,0.0
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,3.479405208395292e-09,1.739702604197646e-09
1985,4.812446441349039e-09,3.609334831011779e-09
1986,8.392279760016663e-09,2.997242676272549e-09
1987,1.8332451112712533e-09,3.6664902225425067e-09
1988,5.99655392008458e-09,5.996553809062277e-10
1989,3.841685636274406e-09,2.7440609784434855e-09
1990,5.448650863826288e-09,2.724325431913144e-09
1991,7.6199047072123e-09,2.344586080837985e-09
1992,8.815910668147353e-09,3.856960972825618e-09
1993,2.2156829704300662e-09,1.1078414852150331e-09
1994,1.2659823411809157e-08,8.439882570598911e-09
1995,7.591431483433553e-09,4.880205572987961e-09
1996,3.2028553142993132e-09,5.338092190498855e-10
1997,9.110299181713799e-09,4.79489448146353e-10
1998,7.629006759657386e-09,9.536258449571733e-10
1999,6.8553016596695215e-09,2.285100553223174e-09
2000,9.719669513685858e-09,2.6508188977203417e-09
2001,9.638665865452367e-09,2.6287270138425356e-09
2002,8.324320788233308e-09,1.752488598683044e-09
2003,1.1667384391955693e-08,8.333845835650777e-10
2004,9.690540814233373e-09,3.0833537945085254e-09
2005,1.261049931144953e-08,4.053374524914943e-09
2006,1.7706927479821388e-08,3.706100981659688e-09
2007,1.7176262190332636e-08,4.7933754743212376e-09
2008,2.299017509699297e-08,9.79211112195344e-09
2009,2.384096298158056e-08,5.721831008997924e-09
2010,3.023227534981743e-08,5.668551850135373e-09
2011,4.397567821001758e-08,9.55992973672437e-09
2012,4.1872308287338456e-08,1.2255309655984092e-08
2013,5.048316253919438e-08,1.7013663367038134e-08
2014,4.222617988602906e-08,8.012147389990787e-09
2015,3.8346755104612384e-08,9.531274436369586e-09
2016,5.178350193091319e-08,1.0563834251797743e-08
2017,4.578412671207843e-08,7.043711836018929e-09
2018,4.646640050509632e-08,8.002547069452248e-09
2019,4.489738358870454e-08,5.867272001580659e-09
