year,trois_DET orties_NOUN,trois_DET sorties_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,4.524246932646747e-08
1802,0.0,3.8043282302169246e-08
1803,0.0,9.751696339321825e-09
1804,0.0,0.0
1805,0.0,5.685755422035754e-09
1806,0.0,5.76333825108577e-09
1807,0.0,2.8469551160981155e-09
1808,0.0,4.758755522971114e-08
1809,0.0,1.581321384946932e-08
1810,0.0,1.1700633351097167e-08
1811,0.0,3.5099073869560016e-08
1812,0.0,2.400487453257938e-08
1813,0.0,5.751483289628823e-09
1814,0.0,1.5733386149463513e-08
1815,0.0,0.0
1816,0.0,2.3176038865813098e-09
1817,0.0,1.556873407970727e-09
1818,0.0,3.695565098382758e-08
1819,0.0,1.3456364911235141e-08
1820,0.0,2.0173018810965004e-08
1821,0.0,2.9584464655840748e-08
1822,0.0,5.81485721795616e-08
1823,0.0,7.906149512848515e-09
1824,0.0,2.189489300974401e-08
1825,0.0,7.924898959288385e-09
1826,0.0,2.6423952803611428e-08
1827,0.0,1.935627302884768e-08
1828,0.0,7.337841001486822e-09
1829,0.0,8.573175946935407e-09
1830,1.0436835840010872e-09,5.218417697960831e-09
1831,1.5591206103948707e-09,7.795603274018958e-09
1832,0.0,8.117981842303834e-09
1833,0.0,1.0425265983826648e-08
1834,0.0,4.667265685043276e-09
1835,0.0,1.5882484660778573e-08
1836,0.0,1.3441500135158435e-08
1837,0.0,2.574419588619037e-08
1838,6.312161904276081e-10,1.1361890983607736e-08
1839,6.9914751765765e-10,2.0974425751774106e-08
1840,0.0,1.52872523528913e-08
1841,0.0,2.3756029143839896e-08
1842,0.0,1.542900918138912e-08
1843,0.0,5.31621990873532e-09
1844,0.0,2.305195678786731e-08
1845,0.0,2.17628883802945e-08
1846,5.854501328173001e-10,1.5221703009160592e-08
1847,0.0,9.168480197274675e-09
1848,0.0,1.367687652020777e-08
1849,0.0,2.011059585527164e-08
1850,0.0,2.0366988096043315e-08
1851,0.0,1.6123596680017727e-08
1852,0.0,6.510545436100301e-10
1853,0.0,1.5527023222716707e-08
1854,0.0,2.909572183185105e-08
1855,0.0,2.7065379271107304e-08
1856,0.0,4.141751386299575e-09
1857,0.0,9.763018005148894e-09
1858,0.0,7.34051397444091e-09
1859,0.0,3.819130167670437e-08
1860,0.0,1.1900678109633134e-08
1861,0.0,6.13075279431996e-09
1862,0.0,5.873382225018986e-09
1863,4.994620828036034e-10,1.39849385405455e-08
1864,0.0,6.233146554457392e-09
1865,0.0,8.001635354304426e-09
1866,4.865612912574591e-10,7.784980660119345e-09
1867,0.0,2.1837651686951176e-08
1868,0.0,4.44588676984381e-09
1869,4.883519144627257e-10,1.3673853160867111e-08
1870,0.0,8.601073187008978e-09
1871,0.0,6.160282595146782e-08
1872,0.0,1.2699412854644265e-08
1873,5.986004469882289e-10,4.190203295451056e-09
1874,0.0,1.1351757311928168e-08
1875,0.0,6.293679966073995e-09
1876,0.0,8.464420275799966e-09
1877,0.0,3.710889595609501e-09
1878,0.0,3.0195443923020093e-09
1879,0.0,1.0996785593242464e-08
1880,0.0,7.059631101924424e-09
1881,0.0,8.367009307619355e-09
1882,0.0,1.7969539634066223e-08
1883,1.2638677882037541e-09,2.5277356319186595e-09
1884,6.601696966868076e-10,1.9805090012425808e-08
1885,1.2891271383708158e-09,7.090199205528336e-09
1886,0.0,1.2261581083805595e-08
1887,0.0,7.834709769838355e-09
1888,0.0,6.340614699951175e-09
1889,0.0,6.891650361495749e-09
1890,0.0,9.176140736144589e-09
1891,0.0,8.92390783491237e-09
1892,0.0,1.2537024751679837e-08
1893,0.0,9.23762488724833e-09
1894,6.301539290376468e-10,6.301539290376468e-09
1895,0.0,6.018614495673091e-09
1896,0.0,1.0024949259612725e-08
1897,0.0,2.2724182979771967e-08
1898,0.0,2.433092682885274e-08
1899,0.0,6.080336234504102e-09
1900,5.191053142894475e-10,6.22926377147337e-09
1901,0.0,5.029865024486213e-09
1902,0.0,1.3257766440233354e-08
1903,0.0,8.640352211486402e-09
1904,2.6873125946735854e-09,2.741058935384899e-08
1905,5.160759042333041e-10,9.805442513499685e-09
1906,0.0,1.594697174311932e-08
1907,0.0,7.199980611716228e-09
1908,4.911389073214423e-10,4.911389073214423e-09
1909,0.0,1.4852655993990993e-08
1910,0.0,1.2825961626106164e-08
1911,0.0,1.2236860302827779e-08
1912,0.0,6.772247651554153e-09
1913,0.0,9.545381374209683e-09
1914,0.0,6.027069288094822e-09
1915,0.0,1.5314990053916233e-08
1916,0.0,2.5271162940043723e-08
1917,0.0,7.676496771580332e-09
1918,1.1486376294556067e-09,1.2635013924011673e-08
1919,0.0,9.207848317149825e-09
1920,0.0,6.815008557481406e-09
1921,0.0,3.7863738810983705e-09
1922,0.0,2.21338064543275e-09
1923,0.0,4.246379248229459e-09
1924,0.0,1.418078698911529e-08
1925,0.0,1.0998178145982251e-08
1926,0.0,8.916910987366578e-09
1927,0.0,4.4596899506643695e-09
1928,1.1426041224282812e-09,5.713020723163709e-09
1929,0.0,6.684243603061191e-09
1930,0.0,5.2518016602221e-09
1931,0.0,1.3686427990933225e-08
1932,0.0,1.6439305028370654e-08
1933,0.0,1.9500125292282178e-08
1934,0.0,8.38710612072191e-09
1935,0.0,1.3165112555668657e-08
1936,0.0,9.699771652549316e-09
1937,0.0,1.2591118370153254e-08
1938,0.0,1.2965214457594243e-09
1939,0.0,1.070583532936098e-08
1940,0.0,1.7750480196809804e-08
1941,0.0,3.5418032950929046e-08
1942,0.0,9.102635090130207e-09
1943,0.0,8.709705845433291e-09
1944,0.0,6.4263723231761105e-09
1945,0.0,1.5249527862692958e-08
1946,0.0,1.3921104269343232e-08
1947,0.0,1.0728784083369192e-08
1948,0.0,2.1743776335014786e-08
1949,0.0,2.0615717577499026e-08
1950,0.0,1.595304155443955e-08
1951,0.0,1.1727541715522705e-08
1952,0.0,1.8980646387944944e-08
1953,0.0,2.0470272144024193e-08
1954,0.0,1.2704297391863406e-08
1955,0.0,1.0324169075204281e-08
1956,8.72114158667614e-10,1.657016923672927e-08
1957,0.0,1.767007518083119e-08
1958,0.0,1.571726271354379e-08
1959,0.0,2.2477167904710882e-08
1960,6.920833350854139e-10,1.3841666979264033e-08
1961,0.0,1.389631876236308e-08
1962,0.0,1.268391242037481e-08
1963,6.466053248388448e-10,1.8751554753393407e-08
1964,0.0,1.7643507765896516e-08
1965,0.0,2.954903344232207e-08
1966,0.0,2.4925836061839846e-08
1967,0.0,2.5144710980029572e-08
1968,0.0,2.6948494991074767e-08
1969,0.0,1.6804503788492298e-08
1970,0.0,1.7935028046034418e-08
1971,0.0,2.1067429578636165e-08
1972,5.130146862875051e-10,3.078088028907189e-08
1973,0.0,2.8117340233890786e-08
1974,0.0,2.250228636757612e-08
