year,trois_DET orties_NOUN,trois_DET sorties_NOUN
1975,0.0,2.056132908379027e-08
1976,0.0,2.742492943852426e-08
1977,0.0,1.880570188461661e-08
1978,0.0,3.0297015340963185e-08
1979,5.851973350345929e-10,2.3993089959262193e-08
1980,0.0,2.1035058139773355e-08
1981,0.0,1.7711538513598413e-08
1982,0.0,2.4209259041896303e-08
1983,6.315316047889041e-10,1.64198213914446e-08
1984,0.0,2.1456330601132834e-08
1985,0.0,1.3234227602687554e-08
1986,0.0,1.4386764779494854e-08
1987,6.110816852533674e-10,9.166225334311662e-09
1988,0.0,1.9188971744910077e-08
1989,0.0,1.591555476299078e-08
1990,0.0,2.3974065010978762e-08
1991,0.0,1.4067516929117119e-08
1992,0.0,1.377486047449139e-08
1993,0.0,1.8833305859278227e-08
1994,0.0,1.529728688165477e-08
1995,0.0,1.3013881527967897e-08
1996,0.0,1.1209993378002991e-08
1997,0.0,1.3905193663177329e-08
1998,0.0,1.239713631751016e-08
1999,0.0,1.051146258923552e-08
2000,0.0,1.2370488633450805e-08
2001,0.0,1.3143635291257283e-08
2002,0.0,1.4896153421872782e-08
2003,0.0,1.9584537547245873e-08
2004,0.0,1.3214373595360485e-08
2005,0.0,1.981649888627146e-08
2006,4.1178899179428186e-10,2.3471971699606797e-08
2007,0.0,1.9972397735656955e-08
2008,0.0,1.7029758270226125e-08
2009,0.0,2.5271419623607017e-08
2010,0.0,2.3146585981237422e-08
2011,3.82397197240536e-10,2.944458343812073e-08
2012,0.0,2.2808492428083582e-08
2013,0.0,2.426538736610695e-08
2014,6.496335691608124e-10,2.8800420714958364e-08
2015,0.0,2.4825644429071758e-08
2016,0.0,2.2163337831671015e-08
2017,2.515611330355938e-10,2.1885819379008353e-08
2018,0.0,2.529837428433268e-08
2019,2.55098775436835e-10,3.061185349650941e-08
