year,dernières_ADJ ailes_NOUN,dernières_ADJ selles_NOUN
2002,4.38122149670761e-10,2.6287327870022636e-09
2003,0.0,2.083461403401543e-09
2004,2.2023955992267474e-09,2.2023955992267474e-09
2005,0.0,1.8014998381943315e-09
2006,4.1178899179428186e-10,2.8825228870488218e-09
2007,1.1983438685803094e-09,1.1983438685803094e-09
2008,8.514879357157668e-10,2.554463751636149e-09
2009,9.53638501499654e-10,3.337734755248789e-09
2010,9.447586046817946e-10,1.4171379625338432e-09
2011,0.0,2.6767803529281764e-09
2012,1.3617010852229328e-09,4.085103366691101e-09
2013,2.5102124823206395e-09,8.367375126105969e-10
2014,6.496335691608124e-10,1.7323561474213989e-09
2015,4.433150790905671e-10,1.994917786518613e-09
2016,6.214020409345267e-10,3.1070099826280284e-09
2017,7.54683426862357e-10,2.515611330355938e-10
2018,5.162933414126769e-10,5.162933414126769e-10
2019,1.2754939326953263e-09,2.04079020349468e-09
