year,soyons_VERB en_PRON,soyons_VERB sans_ADP
1853,5.971932059978258e-09,3.822036309664156e-08
1854,1.558699391779328e-09,3.6889218124613876e-08
1855,6.368324534378189e-09,2.0697054736729115e-08
1856,1.0354378465748937e-09,3.727576203260696e-08
1857,4.39335834379051e-09,4.637433503873467e-08
1858,6.361778659424999e-09,3.572383677763469e-08
1859,2.4442432078330967e-08,4.7866429930820686e-08
1860,6.865776031039772e-09,3.20402872011627e-08
1861,4.244367357575385e-09,4.527325092595902e-08
1862,9.035972525772706e-10,3.478849586180388e-08
1863,8.490855407661257e-09,4.744889814389808e-08
1864,4.794727948009836e-10,5.897515187314184e-08
1865,1.882737743486018e-09,4.753912907773383e-08
1866,4.379051787850585e-09,5.7900792604925755e-08
1867,1.455843445796745e-09,3.639608614491863e-08
1868,9.87974813071446e-10,2.0747471296544973e-08
1869,2.4417595723136287e-09,3.662639502799436e-08
1870,8.027668307875047e-09,3.66979104882148e-08
1871,4.248470908407853e-09,3.3987767711352035e-08
1872,1.2094678591978436e-09,6.1682859708867e-08
1873,4.788803464883529e-09,3.172582230259735e-08
1874,1.1949218281515073e-09,2.6288279997288555e-08
1875,3.4329162845736505e-09,2.6891176729826327e-08
1876,9.069021977836655e-09,4.0508298493335815e-08
1877,4.329371083855449e-09,2.4739263526640798e-08
1878,6.039088673581716e-10,2.7779807343364382e-08
1879,1.4051447894125602e-08,2.74919635945281e-08
1880,6.417846254436199e-10,3.0805661577204546e-08
1881,4.183504487276224e-09,3.6257038260600893e-08
1882,5.989846840748214e-09,2.9949233093518046e-08
1883,7.58320695126713e-09,3.349249588779912e-08
1884,3.300848483434038e-09,2.706695667598069e-08
1885,1.2891271383708158e-09,4.511944817764402e-08
1886,5.162771099520569e-09,2.0005737511041843e-08
1887,1.0446279008480275e-08,3.264462256069578e-08
1888,5.706553452000662e-09,3.6141504677900116e-08
1889,6.265136853755848e-09,1.8168897220061098e-08
1890,3.2771931834929546e-09,3.5393686204088226e-08
1891,1.9122659011827636e-09,2.4859457603554347e-08
1892,6.268512375839919e-09,3.3223114925817754e-08
1893,1.2316833108982905e-09,3.387129021703572e-08
1894,1.1972924873759894e-08,2.2055387294273032e-08
1895,3.0093072478365457e-09,2.2268873856035043e-08
1896,9.435246584033052e-09,2.299841250774648e-08
1897,0.0,3.379493929145383e-08
1898,4.526684027617023e-09,1.4711722728932841e-08
1899,2.7637891975018647e-09,2.8743407654019393e-08
1900,1.5573159428683425e-09,2.491705552998269e-08
1901,1.1177477832191585e-09,1.397184723472833e-08
1902,3.437198747846537e-09,1.4239823098449733e-08
1903,1.0800440541913758e-09,1.8900770948349077e-08
1904,1.6123875568041512e-09,3.654745039938234e-08
1905,1.0321517696088023e-08,1.9610884693932462e-08
1906,5.144184633820714e-09,3.395161840558103e-08
1907,1.5428529565042481e-09,2.5199932807140613e-08
1908,2.9468334439286537e-09,2.357466710734002e-08
1909,2.2003934230241384e-09,1.5402754183213574e-08
1910,2.137660271017694e-09,2.4583092894658876e-08
1911,2.6601871816467337e-09,3.085817112946643e-08
1912,2.6047106693738442e-09,1.3023552902780011e-08
1913,8.484783542428431e-09,3.924212244044156e-08
1914,3.3483718020477227e-09,3.0135347550697134e-08
1915,3.534228465440492e-09,3.7698439037114895e-08
1916,1.0987462051303964e-09,1.8678685265172135e-08
1917,1.0966424435210342e-09,3.289927263949721e-08
1918,2.2972752589112133e-09,6.89182577673364e-09
1919,9.207848372660976e-10,3.4069038257200646e-08
1920,5.300562211374427e-09,2.8017256958889902e-08
1921,5.300923366924337e-09,1.5145494636215062e-08
1922,2.21338064543275e-09,3.024953532104746e-08
1923,4.246379248229459e-09,4.0340602414090654e-08
1924,1.289162443462999e-09,6.445812106292692e-09
1925,4.399271169575059e-09,2.859526304632709e-08
1926,1.1146138456652466e-09,1.5604594061358057e-08
1927,8.919380123373344e-09,2.3413372129965637e-08
1928,4.570416489713125e-09,1.1426041002238208e-08
1929,2.2280812750352652e-09,2.4508893137209498e-08
1930,0.0,1.3654684494213143e-08
1931,0.0,2.623231942777693e-08
1932,2.1919073223131136e-09,2.1919073667220346e-08
1933,2.2941324395731044e-09,1.835305885045102e-08
1934,1.1981580172459871e-09,1.1981580172459871e-08
1935,1.196828414151696e-09,1.6755597798123745e-08
1936,3.6374143697059935e-09,9.699771652549316e-09
1937,7.554670666820584e-09,1.6368453148452033e-08
1938,5.186085783037697e-09,3.3709557811789637e-08
1939,1.5294050470515685e-09,2.141167065872196e-08
1940,1.2678914806940611e-08,1.2678914806940611e-08
1941,0.0,3.246652813260198e-08
1942,0.0,4.8547387443420575e-08
1943,0.0,2.6129117536299873e-08
1944,6.4263723231761105e-09,1.6065930807940276e-08
1945,6.535512131478072e-09,1.742803235060819e-08
1946,6.960552134671616e-09,2.7842208538686464e-08
1947,1.1920870957027319e-09,1.3112958274774655e-08
1948,2.174377566888097e-09,1.087188761239588e-08
1949,9.817008317369869e-10,9.817008428392171e-09
1950,4.2541445921528975e-09,1.3825970146541522e-08
1951,1.0661401761424827e-09,1.8124382994422206e-08
1952,3.1634410646574906e-09,2.6362010130398517e-08
1953,1.0773827385790469e-09,3.232148060305917e-08
1954,9.772536113672459e-10,3.61583838426327e-08
1955,2.815682353940474e-09,2.4402580844906652e-08
1956,8.72114158667614e-10,1.1337483840634377e-08
1957,4.417518850718949e-09,2.032058699086292e-08
1958,5.790570245522986e-09,1.4890038535497752e-08
1959,2.3252243464000344e-09,2.1702094787912074e-08
1960,3.460416619915918e-09,1.7994165935064643e-08
1961,6.253343343143314e-09,2.084447769945541e-08
1962,3.170978146727066e-09,2.917299912752469e-08
1963,5.1728425987107585e-09,2.198458126656533e-08
1964,6.083968384640315e-09,1.277633332463779e-08
1965,6.5664522708175355e-09,1.7510538796727815e-08
1966,4.985167278981351e-09,1.9940668227746983e-08
1967,1.4791006197611978e-09,2.02143750627215e-08
1968,2.6948494546985557e-09,1.976222918642634e-08
1969,4.995933444718048e-09,1.9983734222961402e-08
1970,1.3796175313274261e-09,1.9774516912818285e-08
1971,2.569198631618974e-09,2.1067430022725375e-08
1972,4.104117490300041e-09,1.6929484480954216e-08
1973,1.102640756478479e-09,1.874489319320105e-08
1974,4.500457340128605e-09,2.3627401812831295e-08
1975,2.2845920710778955e-09,1.3707551982378163e-08
1976,4.570821443561357e-09,2.2282754308378117e-08
1977,4.11374712072643e-09,9.40285116435291e-09
1978,5.940591352171509e-10,1.6039596539840772e-08
1979,3.5111840102075575e-09,1.2289143591637242e-08
1980,1.7055452605774235e-09,2.2172088387506506e-08
1981,1.8976649140967083e-09,1.897664936301169e-08
1982,1.8622506869903077e-09,1.2415004913002292e-08
1983,4.4207211225000265e-09,1.0736036948344463e-08
1984,2.8995041922996734e-09,1.8556827185989277e-08
1985,1.2031116103372597e-09,1.5640450934384376e-08
1986,8.392279760016663e-09,1.1988970927134801e-08
1987,3.6664901115202042e-09,1.7721368816836502e-08
1988,2.398621523624911e-09,8.39517544370949e-09
1989,2.744061089465788e-09,2.5245361356951435e-08
1990,1.089730194969718e-09,2.0160008773473237e-08
1991,1.7584396161396398e-09,1.875668864670388e-08
1992,8.2649165289439e-09,1.5427843669257868e-08
1993,1.661762283333701e-09,1.772546420752974e-08
1994,1.5824779819872958e-09,8.439882570598911e-09
1995,4.337960657352369e-09,1.5725107438413488e-08
1996,1.6014276571496566e-09,1.3345230254202534e-08
1997,4.315405033317177e-09,1.1507746311423261e-08
1998,4.768129224785866e-10,1.4304387896402204e-08
1999,5.484241422104574e-09,8.226362091523498e-09
2000,1.7672125984802278e-09,1.8997535100595542e-08
2001,2.190605918883648e-09,1.007678718245586e-08
2002,3.943099402548e-09,9.63868718173444e-09
2003,1.6667691671301554e-09,1.7084384129617547e-08
2004,3.523833003171717e-09,1.5857248403250424e-08
2005,9.007499190971657e-10,1.7114248684890754e-08
2006,1.2353669198716943e-09,1.935408233677549e-08
2007,1.997239706952314e-09,1.3980677948666198e-08
2008,3.405951742863067e-09,1.1920831211043037e-08
2009,2.384096253749135e-09,1.3350939465084366e-08
2010,1.4171379625338432e-09,1.322662068758973e-08
2011,4.588766366886432e-09,1.2236710311697152e-08
2012,3.4042526575461807e-09,1.46382865828798e-08
2013,4.741512515948898e-09,1.589801268409019e-08
2014,3.464712211576071e-09,1.450848308159891e-08
2015,4.433150915805761e-09,1.6845973282997306e-08
2016,2.899876117012923e-09,1.802065852096746e-08
2017,7.2952728302766445e-09,1.4590545882597894e-08
2018,7.48625367252842e-09,1.3423627098774205e-08
2019,7.142765656720229e-09,1.2754939104908658e-08
