year,nos_DET ondes_NOUN,nos_DET sondes_NOUN
1890,5.898947996740844e-09,1.3108772956016423e-09
1891,0.0,5.099376032546843e-09
1892,1.2537024751679837e-09,1.002961980134387e-08
1893,6.158416554491453e-10,4.926733243593162e-09
1894,2.520615716150587e-09,8.82215478448245e-09
1895,2.4074457982692365e-09,9.629782971032341e-09
1896,1.7691086373616827e-09,6.486731929378209e-09
1897,0.0,5.2440420894583895e-09
1898,1.13167097914868e-09,2.26334195829736e-09
1899,5.527578395003729e-10,7.185851913504848e-09
1900,0.0,5.710158568206225e-09
1901,2.235495566438317e-09,3.912117185755903e-09
1902,1.9641135384773634e-09,1.4730851538580225e-09
1903,1.1880484152015924e-08,5.400220270956879e-09
1904,3.7622376325430196e-09,1.0749250378694342e-09
1905,1.2385822145688508e-08,2.580379465655369e-09
1906,3.0865106026567446e-09,1.5432553013283723e-09
1907,4.114274698707732e-09,1.028568674676933e-09
1908,5.40252820258047e-09,4.911389073214423e-09
1909,5.500983557560346e-10,1.1001967115120692e-09
1910,1.0688301133043865e-08,4.809735720812114e-09
1911,1.0640748282497725e-09,1.1704823554836707e-08
1912,5.209421227725386e-10,8.335073964360618e-09
1913,2.6514948014977335e-09,1.7499866666881303e-08
1914,1.3393487430235496e-09,5.357394972094198e-09
1915,3.887651445211304e-08,0.0
1916,0.0,0.0
1917,3.289927441585405e-09,6.57985488317081e-09
1918,1.1486376294556067e-09,1.033773866510046e-08
1919,0.0,7.366278698128781e-09
1920,0.0,6.057785384427916e-09
1921,1.5902768879527684e-08,9.087297137000405e-09
1922,6.640141769764796e-09,2.951174193910333e-09
1923,1.0615948564662858e-08,2.0170300985000722e-08
1924,3.867487330388997e-09,1.4180787211159895e-08
1925,6.598906754362588e-09,1.8696902470694e-08
1926,4.458455382660986e-09,1.114613823460786e-08
1927,7.804457635707251e-09,1.2264147031260109e-08
1928,7.998228634953364e-09,1.1426041446327417e-08
1929,7.798284684668033e-09,1.3368487872256196e-08
1930,1.5755405202710904e-08,6.302162347537887e-09
1931,5.7026783295555106e-09,1.3686427990933225e-08
1932,1.3151444377967891e-08,9.863582839386709e-09
1933,1.261772819560747e-08,5.735331320977366e-09
1934,2.875579241390369e-08,3.5944740517379614e-09
1935,1.0771455727365264e-08,1.795242710045386e-08
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,6.295559185076627e-09,1.6368453703563546e-08
1938,1.1668693011834819e-08,5.186085783037697e-09
1939,1.3764645423464117e-08,1.2235240376412548e-08
1940,1.0143131667916805e-08,1.2678914806940611e-08
1941,2.9515025978810172e-09,1.4757512545315876e-08
1942,3.034211770724937e-09,9.102635090130207e-09
1943,0.0,5.806470415592457e-09
1944,0.0,6.4263723231761105e-09
1945,2.832055301382752e-08,4.357008087652048e-09
1946,5.568441707737293e-09,5.568441707737293e-09
1947,7.152522574216391e-09,1.3112957830685446e-08
1948,9.784699273041042e-09,7.610321262063735e-09
1949,1.3743811422273211e-08,1.570721330779179e-08
1950,1.701657836861159e-08,5.317680518146517e-09
1951,1.4925962799061665e-08,9.595261474260042e-09
1952,5.272402070488624e-09,1.0544804140977249e-08
1953,1.0773827163745864e-08,4.740483916521043e-08
1954,5.863521668203475e-09,3.713563856422297e-08
1955,1.407841132561316e-08,2.1586897158698548e-08
1956,5.232684952005684e-09,1.3081712602058815e-08
1957,1.5903067307476704e-08,1.1485549400447326e-08
1958,1.4062813857851353e-08,5.790570523078742e-09
1959,9.300897829689347e-09,1.1626121954044777e-08
1960,4.152500121534786e-09,1.1765417085030094e-08
1961,1.0422239238305764e-08,1.181187059273725e-08
1962,5.707760764028791e-09,1.4586500007851555e-08
1963,1.0345684975376912e-08,1.6165133676082633e-08
1964,6.6923653285755336e-09,1.3993127545575135e-08
1965,6.5664522708175355e-09,7.1136563306595235e-09
1966,1.7725039880289728e-08,4.431259803538978e-09
1967,1.0846737952263652e-08,1.5284040699725665e-08
1968,2.470278681609983e-08,7.186265360559219e-09
1969,9.537691525451919e-09,9.537691525451919e-09
1970,9.657322941336588e-09,3.6789800095249348e-09
1971,6.679916730867319e-09,1.7470551227916076e-08
1972,1.4364411160538992e-08,6.15617617993891e-09
1973,1.764225276978948e-08,7.1671650836435674e-09
1974,1.406392957647995e-08,1.1813700295792984e-08
1975,9.709516746170266e-09,6.282628195464213e-09
1976,1.8854638628162945e-08,8.57029019973865e-09
1977,1.057820764316375e-08,1.057820764316375e-08
1978,1.1287123347081263e-08,4.158414057542359e-09
1979,9.94835469558808e-09,1.2289143924704149e-08
1980,1.5349906234973787e-08,7.390696055153967e-09
1981,1.5813874654213578e-08,1.8976649196478235e-08
1982,1.055275355987817e-08,1.0552754226011984e-08
1983,1.263063198475578e-08,1.0104506009689374e-08
1984,1.9136727757995686e-08,1.1598016769198694e-08
1985,1.864822929409371e-08,8.421781494405423e-09
1986,3.177077362304104e-08,1.7983456612746807e-08
1987,3.5442738521851425e-08,7.944062296871834e-09
1988,1.798966131616453e-08,5.396898483667201e-09
1989,1.8659615741434266e-08,8.780995375268219e-09
1990,2.1249739301509862e-08,8.172976073694826e-09
1991,2.6376593631471934e-08,8.206051504977552e-09
1992,2.2590771697750256e-08,1.3774860141424483e-08
1993,1.661762283333701e-08,9.970573700002205e-09
1994,1.898973578384755e-08,1.4242301504818755e-08
1995,1.7351842629409475e-08,1.0844901865425527e-08
1996,1.0676184158953106e-08,1.1209993822092201e-08
1997,8.630809844589749e-09,1.1987236536725732e-08
1998,1.6688452952884347e-08,1.4781200485813883e-08
1999,9.597422412355172e-09,1.0968483010742602e-08
2000,1.2370488633450805e-08,4.418031274155965e-09
2001,1.1829271784336015e-08,1.6648604050928384e-08
2002,2.2782352004924178e-08,8.762442660348313e-09
2003,1.2500769308587678e-08,1.2500769308587678e-09
2004,1.409533237350935e-08,5.285749532513151e-09
2005,1.621349843272668e-08,5.854874363109275e-09
2006,1.9765871384080924e-08,5.7650457740976435e-09
2007,1.677681460421354e-08,6.391167151065247e-09
2008,1.7455502376861887e-08,2.9802078582719105e-09
2009,1.1443662017995848e-08,1.0490023072406984e-08
2010,2.409134386427425e-08,8.0304479732618e-09
2011,2.3326229725562087e-08,6.500752158800083e-09
2012,2.4170194956596447e-08,1.2595735121578855e-08
2013,1.8129313383852264e-08,1.1156500390185897e-08
2014,2.815078792295367e-08,1.2776126490088302e-08
2015,2.3052384334754095e-08,1.1969507496267795e-08
2016,2.257760667312425e-08,1.3463709924721456e-08
2017,2.7420163917213358e-08,1.1571811953103861e-08
2018,3.0977599596582195e-08,1.9877294421544178e-08
2019,2.9336359563814085e-08,2.397928433595098e-08
