year,pas_ADV allé_VERB,pas_ADV salé_VERB
1800,1.2891074163690064e-07,3.144164484325529e-09
1801,7.143547975374531e-08,9.524730337773235e-09
1802,1.3427040812530322e-07,1.5664880947952042e-08
1803,9.55666195068261e-08,0.0
1804,9.88740396223875e-08,2.4718509461507665e-09
1805,1.9331568523739406e-07,1.1371510844071508e-08
1806,1.2103009794373065e-07,0.0
1807,9.11025637151397e-08,0.0
1808,1.3369836437959748e-07,0.0
1809,9.262025457701384e-08,2.259030518203531e-09
1810,1.2870697219113936e-07,2.3401267590372754e-09
1811,1.42903374467096e-07,2.5070768572277302e-08
1812,1.0135391192989118e-07,2.6672082320544632e-09
1813,2.2143210287595139e-07,1.1502966579257645e-08
1814,1.3845379953636439e-07,1.8880061958270744e-08
1815,1.4295284245235962e-07,0.0
1816,2.2944279010062019e-07,0.0
1817,1.1365175822675155e-07,3.113746815941454e-09
1818,2.563053271842364e-07,1.1921177378582115e-09
1819,1.687221100610259e-07,7.24573512300708e-09
1820,1.5307760747873544e-07,3.5599443393152796e-09
1821,2.2089733420216362e-07,9.86148829262845e-10
1822,1.9349438673543773e-07,1.0025615893027862e-09
1823,1.4824030358795426e-07,8.894418535021487e-09
1824,2.2315948911000305e-07,0.0
1825,2.1133062944045378e-07,8.805443041381977e-10
1826,2.0610683293398324e-07,8.807984341885344e-10
1827,2.5439672413085646e-07,1.8434546111834038e-09
1828,2.815896493757464e-07,1.8344602503717056e-09
1829,1.7575010247128375e-07,0.0
1830,2.3169775431597373e-07,2.0873671680021744e-09
1831,2.2139512623198243e-07,6.236482441579483e-09
1832,2.557164293648384e-07,8.117981842303834e-09
1833,2.3051420328101813e-07,1.1583628500844156e-09
1834,3.03372246435174e-07,2.8003592777992026e-09
1835,4.462222022993956e-07,1.4369867074037757e-08
1836,3.844268974262377e-07,1.68018754465038e-08
1837,2.748366796367918e-07,6.957890930081589e-10
1838,2.2471296290405007e-07,1.009945904684173e-08
1839,3.139172406463331e-07,3.4957374772659477e-09
1840,2.840881165866449e-07,0.0
1841,2.857144068002526e-07,1.926164561183441e-09
1842,3.9780010752110684e-07,6.037438549100216e-09
1843,2.894386454954656e-07,2.3627644285539873e-09
1844,3.271182436037634e-07,6.037417232818143e-09
1845,2.8459163559091394e-07,5.580227835366713e-09
1846,2.93895965342017e-07,1.1709002656346001e-09
1847,3.397730949927791e-07,1.0786447290911383e-09
1848,3.620349673383316e-07,8.84974404868899e-09
1849,3.2679719197403756e-07,6.703531951757213e-09
1850,3.129727303985419e-07,0.0
1851,3.237618386719987e-07,3.2247193804124663e-09
1852,3.0143826279527275e-07,1.9531636308300904e-09
1853,2.6754253212857293e-07,2.9859659189668264e-09
1854,2.514701691325172e-07,4.676098175337984e-09
1855,3.550341034497251e-07,2.1227748447927297e-09
1856,3.2202117949964304e-07,1.0354378465748937e-09
1857,3.656250271433237e-07,4.393358121745905e-09
1858,4.335796859322727e-07,1.565976326389773e-08
1859,3.747839514289808e-07,5.092173349652285e-10
1860,3.7624451465489983e-07,7.323494255473406e-09
1861,3.51339309645482e-07,1.2733101684148096e-08
1862,4.4773244667339895e-07,0.0
1863,4.0855996985555976e-07,2.9967726078439227e-09
1864,4.708422807198076e-07,7.671564716815737e-09
1865,2.8617614589165896e-07,9.41368871743009e-10
1866,4.812090992345475e-07,7.784980660119345e-09
1867,4.1200368627869466e-07,4.85281148598915e-10
1868,3.976598748067772e-07,6.421836395986702e-09
1869,4.3267979776828724e-07,1.3185501579471293e-08
1870,3.732865820893494e-07,3.4404292748035914e-09
1871,3.9723204281472135e-07,1.0621177271019633e-09
1872,4.729019451588101e-07,3.628403577593531e-09
1873,3.884916850438458e-07,1.5563610844537834e-08
1874,4.45705836682464e-07,1.7923826867161097e-09
1875,4.806082642971887e-07,1.0298748520654044e-08
1876,4.30476262636148e-07,0.0
1877,4.020130290882662e-07,6.80329748092845e-09
1878,3.57514039706075e-07,9.662541877730746e-09
1879,4.5819939487046213e-07,2.443730195977878e-08
1880,4.364135577361594e-07,3.2089231272180996e-09
1881,3.988274386301782e-07,4.8807553554297556e-09
1882,4.1795817651291145e-07,3.3276925659464496e-09
1883,4.1581250798117253e-07,5.0554711528150165e-09
1884,5.083306859887671e-07,9.902545450302114e-09
1885,5.034041237195197e-07,1.2891271161663553e-08
1886,4.594866140905651e-07,8.38950331427668e-09
1887,4.433139793036389e-07,0.0
1888,4.4954958866583183e-07,8.876860135842435e-09
1889,4.5234287426865194e-07,2.5060546970934183e-09
1890,4.443874104254064e-07,1.3108772956016423e-09
1891,4.085875104919978e-07,1.9122659011827636e-09
1892,4.281394012650708e-07,2.5074049503359674e-09
1893,4.3355251477805723e-07,4.310891643655168e-09
1894,5.627274504149682e-07,1.8904617871129403e-09
1895,4.21303013808938e-07,3.0093072478365457e-09
1896,4.640961890345352e-07,3.5382172747233653e-09
1897,4.859479076912976e-07,5.2440420894583895e-09
1898,4.6738011860725237e-07,4.52668391659472e-09
1899,6.085863901716948e-07,1.1055156790007459e-09
1900,5.118378680890601e-07,1.5573159428683425e-09
1901,4.487757223614608e-07,2.235495566438317e-09
1902,4.3750628719863016e-07,1.9641135384773634e-09
1903,4.5793868252985703e-07,4.860198465905796e-09
1904,4.627552243618993e-07,1.1824175416563776e-08
1905,5.294938887345779e-07,7.741138396966107e-09
1906,4.7532265057270706e-07,1.18316245689698e-08
1907,4.582273334108322e-07,2.057137349353866e-09
1908,5.014528028368659e-07,2.9468334439286537e-09
1909,4.6263272679425427e-07,5.500983557560346e-10
1910,5.173137651581783e-07,1.068830135508847e-09
1911,5.448063120638835e-07,1.3832972989291648e-08
1912,4.891646767646307e-07,8.856016364688912e-09
1913,5.674198746419279e-07,6.893886794756554e-09
1914,4.433244384927093e-07,6.696743715117748e-10
1915,6.149557520984672e-07,0.0
1916,5.328919314706582e-07,4.394984820521586e-09
1917,6.426324716812815e-07,0.0
1918,6.581693696716684e-07,0.0
1919,4.981445727025857e-07,9.207848372660976e-10
1920,5.277845502860146e-07,7.572231730534895e-09
1921,5.687133466381056e-07,0.0
1922,4.994862479179574e-07,3.6889677978990676e-09
1923,4.872720182902412e-07,1.0615948120573648e-09
1924,5.543398629015428e-07,1.289162443462999e-09
1925,5.796039772576478e-07,3.299453377181294e-09
1926,5.662238322656776e-07,4.458455382660986e-09
1927,7.626069873367669e-07,1.2264147031260109e-08
1928,6.341452944980119e-07,2.2852082448565625e-09
1929,7.096438707776542e-07,3.342121912552898e-09
1930,5.882017717340204e-07,5.2518016602221e-09
1931,5.668462108587846e-07,2.2810713318222042e-09
1932,5.370172857510624e-07,6.575722188983946e-09
1933,5.597682957159122e-07,5.735331320977366e-09
1934,5.7751213944357e-07,1.0783422155213884e-08
1935,5.254076995697687e-07,3.590485242455088e-09
1936,5.577368824560835e-07,1.091224355320719e-08
1937,5.943007863606908e-07,1.2591118148108649e-09
1938,5.847311967954738e-07,7.779128452511941e-09
1939,6.362324711517431e-07,9.176430282309411e-09
1940,5.299786494106229e-07,5.0715658339584024e-09
1941,5.017554371988808e-07,5.9030051957620344e-09
1942,5.916713234910276e-07,6.068423541449874e-09
1943,5.95163214711647e-07,1.4516175816936538e-08
1944,6.522768103423005e-07,6.4263723231761105e-09
1945,6.818717679379915e-07,1.089252066321933e-08
1946,5.958232804914587e-07,5.568441707737293e-09
1947,6.92602611707116e-07,4.7683483828109274e-09
1948,6.577492399628682e-07,2.174377566888097e-09
1949,6.302519182099786e-07,6.8719057111366055e-09
1950,6.157874281598197e-07,5.317680518146517e-09
1951,6.556762173204334e-07,3.1984206394497505e-09
1952,6.727585173393891e-07,8.435843135146115e-09
1953,6.151855700409214e-07,1.939288907237824e-08
1954,7.456445132447698e-07,8.795282724349818e-09
1955,6.616853625018848e-07,9.385607846468247e-09
1956,7.16005729373137e-07,9.593255967388359e-09
1957,6.13151598827244e-07,1.501956425897788e-08
1958,6.841145250291447e-07,4.1361216673863055e-09
1959,5.751055027758412e-07,1.5501495642666896e-09
1960,7.232270604617952e-07,4.152500121534786e-09
1961,7.177448537731834e-07,9.03260666262895e-09
1962,6.430743724195054e-07,3.805173953708163e-09
1963,6.938075216567086e-07,3.2330267352165265e-09
1964,6.661945235464373e-07,3.041984220075733e-09
1965,6.76891772855015e-07,7.1136563306595235e-09
1966,6.962616794226051e-07,4.431259803538978e-09
1967,6.685535254291608e-07,2.465167847631733e-09
1968,7.159316623983614e-07,4.042274071025531e-09
1969,6.412961965907016e-07,4.995933444718048e-09
1970,6.5945715732596e-07,3.6789800095249348e-09
1971,7.003635573710199e-07,7.193756701440179e-09
1972,6.074093903407629e-07,4.104117490300041e-09
1973,6.797780542910914e-07,4.410563025913916e-09
1974,6.008110631228192e-07,3.3753431161187564e-09
1975,6.088437771722965e-07,1.1422960355389478e-09
1976,6.067765525585855e-07,3.9994687561772935e-09
1977,6.311663582891924e-07,4.11374712072643e-09
1978,6.190095973579446e-07,2.970295565063452e-09
1979,6.700509516122111e-07,4.096381456264453e-09
1980,6.65731135995884e-07,1.1370301367108482e-09
1981,6.86954706452525e-07,1.8976649140967083e-09
1982,7.064137435008888e-07,6.2075020679230875e-09
1983,7.16156819180469e-07,6.315316269933646e-09
1984,6.500688414234901e-07,5.219107812592938e-09
1985,6.88179852659232e-07,3.0077789148208467e-09
1986,7.505095709348097e-07,4.7955883708539204e-09
1987,7.314647518796846e-07,4.888653482026939e-09
1988,7.441723255396937e-07,4.797243047249822e-09
1989,7.074189625200233e-07,4.939309850016116e-09
1990,7.666251917726186e-07,3.814055737905164e-09
1991,7.807471433807223e-07,6.4476117778156095e-09
1992,7.223536613309989e-07,3.856960972825618e-09
1993,7.311753620342643e-07,8.308811416668505e-09
1994,6.467059847636847e-07,2.637463358823311e-09
1995,7.320308554881194e-07,2.7112254663563817e-09
1996,6.870124593660876e-07,1.014237493990322e-08
1997,7.139597641980799e-07,5.753873377756236e-09
1998,7.40013661015837e-07,4.7681290027412615e-09
1999,6.699914933960827e-07,6.8553016596695215e-09
2000,7.161629014262871e-07,3.97622823555821e-09
2001,7.44806015973154e-07,3.066848330846028e-09
2002,7.965060717651795e-07,3.9430991805033955e-09
2003,7.854649766159127e-07,7.083769126836614e-09
2004,8.175292691703362e-07,5.726228824443069e-09
2005,7.584314403175085e-07,6.7556245042510454e-09
2006,8.598154295214044e-07,2.4707338397433887e-09
2007,8.787854994807276e-07,5.991719120856942e-09
2008,8.727751605874801e-07,7.663391698997657e-09
2009,9.64128503255779e-07,1.2397300963584712e-08
2010,1.0916685369011248e-06,3.7790344187271785e-09
2011,1.1426028549976763e-06,7.265546830836911e-09
2012,1.3749776144322823e-06,1.0893608681783462e-08
2013,1.433610236745153e-06,1.310888730898796e-08
2014,1.4768336313863983e-06,1.515811653973742e-08
2015,1.4312427083496004e-06,1.0196246513771712e-08
2016,1.4068541531742085e-06,1.0563834251797743e-08
2017,1.5219449096548487e-06,1.0314006537726073e-08
2018,1.6113515357574215e-06,6.711813327342497e-09
2019,1.4484508028544951e-06,1.1224345897176136e-08
