year,ses_DET honnêtes_ADJ,ses_DET sonnettes_NOUN
1800,4.0874140072588716e-08,3.144164395507687e-08
1801,1.6668277424969347e-08,4.0480102825313224e-08
1802,6.042168365638645e-08,5.370816325012129e-08
1803,5.851017448321727e-09,4.8758479920252285e-08
1804,9.887403562558461e-09,2.4718509905596875e-08
1805,2.55858996212055e-08,1.051864728651708e-07
1806,0.0,2.881669125542885e-08
1807,1.4234775136401367e-08,2.8469551160981155e-09
1808,9.064295980465431e-09,4.5321479902327155e-09
1809,4.518061036407062e-09,0.0
1810,2.3401266702194334e-08,4.914266327205041e-08
1811,5.0141535368197765e-09,0.0
1812,2.6672082320544632e-09,1.1468995353425271e-07
1813,1.1502966579257645e-08,3.4508900625951355e-08
1814,0.0,1.8880061958270744e-08
1815,1.8880564667256294e-08,5.394447111228828e-09
1816,2.5493642752394408e-08,1.1588019432906549e-08
1817,1.8682481339737933e-08,6.538868291272593e-08
1818,2.265023701930602e-08,9.298518222067287e-08
1819,2.2772310259711048e-08,6.210630232317271e-09
1820,1.1866481131050932e-08,2.0173018810965004e-08
1821,7.88919063410276e-09,6.212737702071536e-08
1822,2.2056354964661296e-08,2.105379337535851e-08
1823,2.3718449093657057e-08,2.075364236020505e-08
1824,3.621078459303817e-08,2.5263338088166165e-09
1825,1.8491430608946757e-08,5.987701001686219e-08
1826,1.3211976179761109e-08,2.025836387531399e-08
1827,9.217272944894717e-09,1.6591091167583727e-08
1828,6.420610931812121e-09,9.172301140836225e-09
1829,1.800366966620004e-08,1.971830521085849e-08
1830,2.5048406016026092e-08,4.800944353178238e-08
1831,2.0268567268999504e-08,1.870944643656003e-08
1832,1.488296597074168e-08,1.8941957335982806e-08
1833,6.950177322551099e-09,2.20088942626262e-08
1834,1.120143711119681e-08,2.8003592333902816e-08
1835,5.294161553592858e-09,4.159698363537245e-08
1836,1.142527511488467e-08,1.4785650037651976e-08
1837,1.1132625488130543e-08,9.74104708006962e-09
1838,1.2624324030596767e-08,2.209256599883247e-08
1839,1.677953997969439e-08,4.894032734625853e-09
1840,2.86635986057604e-08,1.0191501864653674e-08
1841,3.4028907691663335e-08,1.9903700021473014e-08
1842,7.379091560011375e-09,1.408735705865638e-08
1843,1.7130041385371442e-08,1.4767278067040479e-08
1844,1.3172547497219966e-08,1.975882035765153e-08
1845,2.2320911785556063e-09,1.4508592549589139e-08
1846,5.854501328173001e-09,1.3465353276842507e-08
1847,1.240441438454809e-08,1.6179670936367074e-09
1848,1.769948809737798e-08,2.494018680465615e-08
1849,1.1731180915575123e-08,1.6758828991214614e-08
1850,1.6972490080036096e-08,7.467895635215882e-09
1851,1.1608989325395669e-08,1.5478653025979838e-08
1852,2.408901877970493e-08,3.320378283433456e-08
1853,1.7318601663873778e-08,1.3138249599364826e-08
1854,2.4939190268469247e-08,1.2469595134234623e-08
1855,2.7065379271107304e-08,1.2736649068756378e-08
1856,1.5013849163914017e-08,1.2942972915652717e-08
1857,1.513267733344037e-08,1.1715622250108026e-08
1858,1.5170396494568195e-08,1.468102794888182e-08
1859,1.323965115318515e-08,1.323965115318515e-08
1860,2.8378540406492903e-08,7.781213007262977e-09
1861,2.2165029478493636e-08,2.4051415081771665e-08
1862,1.762014723016847e-08,1.8975542914745347e-08
1863,1.1487627737949424e-08,1.4983863039219614e-08
1864,2.1096802527154068e-08,1.3904711160250827e-08
1865,1.6003271152698062e-08,1.7415324293779122e-08
1866,2.968023959937227e-08,4.379051787850585e-09
1867,1.1161466417775046e-08,1.261730986357179e-08
1868,2.074747162961188e-08,1.0373735648272486e-08
1869,2.0022429381150175e-08,1.2208797528501236e-08
1870,1.9495765002375265e-08,2.2936195165357276e-09
1871,1.5931766128574054e-08,1.805600113868877e-08
1872,2.3584623809469463e-08,1.69325495846806e-08
1873,1.915521447015678e-08,1.1373408881354408e-08
1874,1.0156835539287812e-08,1.5533982988813477e-08
1875,2.174180363523348e-08,1.5448122780981066e-08
1876,1.753344314181504e-08,1.5115036333668286e-08
1877,1.2988113695655557e-08,1.2988113695655557e-08
1878,8.454723976480949e-09,9.662541877730746e-09
1879,3.9099682602738994e-08,5.498392852132383e-09
1880,1.7969969734465963e-08,5.134277003548959e-09
1881,1.8825771164188154e-08,8.367009307619355e-09
1882,1.0648615988984034e-08,9.983077475794744e-09
1883,2.33815540262583e-08,1.3902545781263598e-08
1884,2.77271263726675e-08,1.5844072720483382e-08
1885,2.7716233086394482e-08,1.160214413431504e-08
1886,1.4197620856748472e-08,1.2261581083805595e-08
1887,1.9586773980506678e-08,2.0239665943222462e-08
1888,1.1413106904001324e-08,1.4583413587843097e-08
1889,1.8795409673089125e-08,1.3156786771162388e-08
1890,1.4419650362640368e-08,5.898947996740844e-09
1891,1.9760081571007504e-08,7.649063604731055e-09
1892,1.6298132621272998e-08,1.1283322720601063e-08
1893,2.0322774574310642e-08,1.1085149687062312e-08
1894,8.192000855444803e-09,6.301539290376468e-09
1895,3.671354775747204e-08,9.027921521465032e-09
1896,1.533227589334274e-08,1.4152869098893461e-08
1897,2.0393496669157685e-08,5.826713334045053e-09
1898,1.7540900287826844e-08,5.092519295146758e-09
1899,8.291367592505594e-09,2.7637891975018647e-09
1900,1.4015843263770478e-08,2.07642125715779e-09
1901,1.0618603774048552e-08,6.147612641171918e-09
1902,1.718599307309887e-08,4.419255628107521e-09
1903,3.132127801563911e-08,9.720396931811592e-09
1904,1.6123875568041512e-08,1.0749250378694342e-08
1905,8.773290538499623e-09,6.708986699521802e-09
1906,7.716276728686466e-09,2.0576738091193647e-09
1907,1.2342824262656649e-08,4.6285588695127444e-09
1908,2.0136695866312948e-08,8.349361202419914e-09
1909,1.265226234892225e-08,3.850688656825696e-09
1910,5.878565856320961e-09,9.085056262847502e-09
1911,5.3203743632934675e-09,1.3300935464144459e-08
1912,1.5107321338359014e-08,4.167536982180309e-09
1913,1.3787773367468503e-08,3.71209285532359e-09
1914,1.4063162190325329e-08,8.705766774141921e-09
1915,1.5314990164938536e-08,4.712304768617059e-09
1916,6.592477230782379e-09,9.888715624128963e-09
1917,2.1932848426331475e-08,6.57985488317081e-09
1918,1.722956355365568e-08,1.378365155346728e-08
1919,1.1970202606903513e-08,9.207848372660976e-10
1920,1.4387239843927091e-08,7.572231730534895e-10
1921,1.438822039290244e-08,0.0
1922,1.3280283539529592e-08,8.115729421831475e-09
1923,1.6985516992917837e-08,8.492758496458919e-09
1924,1.933743654092268e-08,0.0
1925,9.898360353588487e-09,1.2097995494286806e-08
1926,6.687683296036084e-09,4.458455382660986e-09
1927,1.4493992672726108e-08,1.1149224876660924e-09
1928,1.1426041446327417e-08,1.0283437212876834e-08
1929,1.1140406597220931e-08,4.4561625500705304e-09
1930,3.361153178005338e-08,1.575540586884472e-08
1931,7.983749661377715e-09,0.0
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,4.588264879146209e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,3.5944740517379614e-09
1935,8.377798899061872e-09,8.377798899061872e-09
1936,1.4549657922913184e-08,1.9399543305098632e-08
1937,1.0072894518486919e-08,8.813782592653752e-09
1938,9.075650453382877e-09,7.779128452511941e-09
1939,1.070583532936098e-08,3.058810094103137e-09
1940,1.0143131667916805e-08,2.2822046474857416e-08
1941,1.7709015143196893e-08,2.9515025978810172e-09
1942,3.034211770724937e-09,9.102635090130207e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,4.357008087652048e-09
1946,1.2528993842408909e-08,9.744772988540262e-09
1947,7.152522574216391e-09,5.960435700558264e-09
1948,7.610321262063735e-09,9.784699273041042e-09
1949,5.890204768377316e-09,2.945102384188658e-09
1950,1.0635361480382244e-09,3.190608444114673e-09
1951,2.1322803522849654e-09,4.264560704569931e-09
1952,2.1089607837865287e-09,5.272402070488624e-09
1953,4.3095309543161875e-09,6.464296653518886e-09
1954,3.9090144454689835e-09,5.863521668203475e-09
1955,2.815682353940474e-09,0.0
1956,3.488456634670456e-09,2.616342476002842e-09
1957,1.1485549400447326e-08,5.301022731885041e-09
1958,9.099467845885556e-09,1.3235589513271862e-08
1959,1.0851047171911432e-08,2.325224457422337e-09
1960,7.612916519406099e-09,2.7683333403416555e-09
1961,8.33779090214648e-09,4.86371165564492e-09
1962,1.0147130247162295e-08,1.2683912808952869e-09
1963,5.819447923549603e-09,3.879631726988464e-09
1964,9.734349326606662e-09,3.6503808864551957e-09
1965,5.47204326295514e-09,3.2832261354087677e-09
1966,3.3234448526542337e-09,4.985167390003653e-09
1967,7.88853687927471e-09,4.930335695263466e-09
1968,8.084548142051062e-09,7.635406973349745e-09
1969,9.08351560635623e-09,4.995933444718048e-09
1970,6.438214850135182e-09,3.219107425067591e-09
1971,8.735275613958038e-09,7.707596338946132e-09
1972,6.156176013405457e-09,2.565073486948677e-09
1973,4.9618833486420044e-09,6.064523994098181e-09
1974,5.06301445213353e-09,2.2502286700643026e-09
1975,6.8537762132336866e-09,5.140332159925265e-09
1976,6.8562320265641574e-09,1.142705374768127e-09
1977,1.1753563677885381e-09,5.876781838942691e-10
1978,9.50494638551902e-09,7.72276909088987e-09
1979,9.36315702748658e-09,2.3407893401383717e-09
1980,3.97960553399912e-09,1.0233271119375331e-08
1981,5.69299452024552e-09,6.325549528618524e-10
1982,4.966001942996456e-09,3.1037510339615437e-09
1983,5.052252838311233e-09,6.315316269933646e-09
1984,4.059305780401701e-09,4.639206796497319e-09
1985,3.0077789148208467e-09,6.015557829641693e-09
1986,1.7983456945813714e-09,4.196139880008332e-09
1987,3.055408426266837e-09,2.4443267410134695e-09
1988,7.795519785247507e-09,2.99827696004229e-09
1989,3.841685636274406e-09,2.7440609784434855e-09
1990,2.179460389939436e-09,3.2691906959314565e-09
1991,5.2753188484189195e-09,5.861465202094962e-10
1992,3.856960972825618e-09,2.7549720282848966e-09
1993,4.985286850001103e-09,2.7696036575264316e-09
1994,2.1099706426497278e-09,3.6924485691258724e-09
1995,8.675921314704738e-09,2.7112254663563817e-09
1996,5.3380921904988554e-09,5.3380921904988554e-09
1997,5.274384040632185e-09,3.3564262480467733e-09
1998,5.72175506974304e-09,4.291316191284977e-09
1999,6.8553016596695215e-09,1.8280804647829996e-09
2000,5.3016377954406835e-09,6.185244316725402e-09
2001,1.3143635346768434e-09,3.5049694258049158e-09
2002,4.381221607729913e-09,3.066854992184176e-09
2003,3.7502307925763034e-09,2.5001538617175356e-09
2004,3.0833537945085254e-09,6.166707589017051e-09
2005,5.404499514582994e-09,1.8014998381943315e-09
2006,8.235780057930242e-09,2.8825228870488218e-09
2007,1.997239706952314e-09,3.1955835755326234e-09
2008,5.960415716543821e-09,4.6831836186811415e-09
2009,5.245011980292702e-09,2.384096253749135e-09
2010,3.7790344187271785e-09,2.3618964561933353e-09
2011,1.0324724186716594e-08,4.5887662558641296e-09
2012,7.489356051992857e-09,4.765953853791416e-09
2013,4.462600067256517e-09,5.020424964641279e-09
2014,6.279790909502481e-09,3.897801192920269e-09
2015,8.201329393386914e-09,8.422986752520956e-09
2016,1.2428040374601323e-08,1.2013772199281902e-08
2017,4.2765391228272165e-09,3.773417134311785e-09
2018,6.969959998048836e-09,4.904786798931582e-09
2019,5.3570743396846865e-09,2.806086474294034e-09
