year,voulions_VERB avoir_VERB,voulions_VERB savoir_VERB
1800,3.772997558826319e-08,2.5153315874604232e-08
1801,2.3811825400343878e-08,2.6193008650921e-08
1802,4.4756802708434407e-08,6.713520406265161e-09
1803,9.751696339321825e-09,3.900678446910888e-09
1804,5.438072037122765e-08,0.0
1805,0.0,2.2743021688143017e-08
1806,9.797675204481493e-08,2.305335300434308e-08
1807,1.4234775136401367e-08,5.693910232196231e-09
1808,1.5862518409903714e-08,0.0
1809,2.0331274441787173e-08,9.036122072814123e-09
1810,5.148278958699848e-08,4.44624070894406e-08
1811,2.5070767684098882e-09,2.5070767684098882e-09
1812,1.8670457180292033e-08,5.3344164641089264e-09
1813,1.7254450312975678e-08,1.4378708002027452e-08
1814,3.4613449884091096e-08,4.090680150170556e-08
1815,8.631115377966125e-08,1.6183340889597275e-08
1816,0.0,2.7811246638975717e-08
1817,1.71256075987003e-08,1.0898113522728181e-08
1818,1.5497530370112145e-08,2.98029441125891e-08
1819,2.4842520929269085e-08,2.070209959015301e-08
1820,3.678609061807947e-08,3.9159388620646496e-08
1821,1.972297702934611e-08,2.2681422962023134e-08
1822,2.606660132187244e-08,1.9048670196752937e-08
1823,3.162459805139406e-08,3.4589405117912975e-08
1824,7.57900142644985e-09,1.7684335773537896e-08
1825,2.289415235168235e-08,1.1447076175841175e-08
1826,5.549030035467695e-08,4.227832306469281e-08
1827,1.3825909306319772e-08,2.3043183361437514e-08
1828,2.384798314380987e-08,1.559291185060374e-08
1829,3.086343269842473e-08,2.8291481157793896e-08
1830,3.5485243188304594e-08,6.262101504006523e-09
1831,7.795603274018958e-09,9.354723218280014e-09
1832,3.6530916958099624e-08,4.058990654698391e-08
1833,3.1275796175123105e-08,6.02348677603004e-08
1834,2.14694217959277e-08,1.8669062740173104e-08
1835,2.571449897459388e-08,3.6302822081779595e-08
1836,3.091545153210973e-08,2.9571300075303952e-08
1837,3.2006298056330706e-08,3.270208637218275e-08
1838,2.1461350030449466e-08,8.837027110075724e-09
1839,6.9914749545318955e-09,6.9914751765765e-10
1840,5.032054062326097e-08,1.7835128929277744e-08
1841,2.3756030032018316e-08,3.78812359258518e-08
1842,4.695785538189057e-09,2.3478927246856074e-08
1843,2.5990408047960045e-08,2.658109998776581e-08
1844,1.5367971784030487e-08,1.2074834465636286e-08
1845,2.6785095030845696e-08,2.17628883802945e-08
1846,1.2879903366069811e-08,1.4050803187615202e-08
1847,8.089835468183537e-09,1.7258315665458213e-08
1848,2.413566591030758e-08,2.091757700384278e-08
1849,1.6758828991214614e-08,1.256912263158938e-08
1850,6.788996032014438e-09,5.431196825611551e-09
1851,1.2253933867611977e-08,3.289213879043018e-08
1852,1.7578472011337e-08,3.580800012059626e-08
1853,1.3735443005202796e-08,1.0749477752369785e-08
1854,2.0782657372819813e-08,1.9743524148907454e-08
1855,2.653468555990912e-08,1.751289246954002e-08
1856,1.1389816201301528e-08,6.73034605824796e-09
1857,6.8341128311999455e-09,1.5620829074691756e-08
1858,1.8106600663259087e-08,1.663849857891364e-08
1859,1.0693564256314403e-08,1.3748867822016564e-08
1860,1.830873586072812e-08,1.0069804545764782e-08
1861,1.839225838295988e-08,1.7920662287451705e-08
1862,1.445755604123633e-08,1.536115412648087e-08
1863,2.447364266799923e-08,1.0988165932701577e-08
1864,1.0548401263577034e-08,1.7740493518658695e-08
1865,2.023943146411966e-08,2.8241066374334878e-08
1866,2.3354942868536455e-08,1.2650593461671633e-08
1867,1.552899675516528e-08,2.2808213984149006e-08
1868,2.667531973088444e-08,3.013323279787983e-08
1869,2.2952539424636598e-08,2.539429999615095e-08
1870,1.490852596930381e-08,1.7202147262196377e-08
1871,1.3807530230280918e-08,1.3807530230280918e-08
1872,1.3304146229131675e-08,2.116568786902917e-08
1873,2.5141218884527916e-08,2.5141218884527916e-08
1874,1.0156835372754358e-08,2.3898437007119355e-08
1875,2.1169650921137873e-08,1.5448122780981066e-08
1876,2.1765654167893445e-08,5.2600327649088285e-08
1877,3.3398006138440905e-08,2.3502300550148902e-08
1878,2.1740719446938783e-08,1.0266450800600069e-08
1879,1.4051448005147904e-08,2.504823370941267e-08
1880,1.6686399817444908e-08,2.2462462112571302e-08
1881,3.974329487732575e-08,3.067903264764027e-08
1882,2.3959387362992857e-08,2.994923420374107e-08
1883,1.4534479397809719e-08,2.1485751844352308e-08
1884,2.3105940272216685e-08,1.3203393933736152e-08
1885,1.353583467533781e-08,8.379326565943757e-09
1886,2.452316216761119e-08,1.2261581083805595e-08
1887,1.566941953967671e-08,2.154545164501087e-08
1888,4.12139939953704e-08,2.0924028731883482e-08
1889,2.0048437576747347e-08,1.566284169030041e-08
1890,2.4906668727453507e-08,1.3108772733971819e-08
1891,1.4023283867459213e-08,1.7210394887001712e-08
1892,2.0686091062316336e-08,8.775916882086676e-09
1893,2.155445777418663e-08,1.847524977449666e-08
1894,1.0082462864602348e-08,2.520615716150587e-08
1895,1.444467478961542e-08,1.3842813118003505e-08
1896,1.47425724961181e-08,2.5357223876198987e-08
1897,2.330685333618021e-08,1.806281169081103e-08
1898,3.225262190653666e-08,2.093591255913907e-08
1899,1.326618814800895e-08,2.1557555740514545e-08
1900,1.453494924419374e-08,2.180242297811219e-08
1901,2.794369535763508e-08,2.235495522029396e-08
1902,5.892340837476695e-09,2.0623192042990013e-08
1903,1.9980815224585058e-08,1.4580594509538969e-08
1904,7.524475265086039e-09,1.9886112312406112e-08
1905,2.0643035725242953e-08,1.3417973399043603e-08
1906,5.658602919567102e-09,1.6975809202790515e-08
1907,1.2342823652033985e-08,1.0799970695529737e-08
1908,1.3260750719723546e-08,1.2278472460991452e-08
1909,1.870334465081669e-08,2.2554033307642385e-08
1910,1.1222716089775986e-08,1.8170112525695004e-08
1911,1.5961122201701983e-08,1.3300935464144459e-08
1912,1.1981668990301841e-08,1.6670147928721235e-08
1913,2.0681659052002033e-08,3.234823608977422e-08
1914,7.366418142140674e-09,8.705766774141921e-09
1915,3.2986132936230206e-08,2.238344798399794e-08
1916,1.538244731591476e-08,7.69122365795738e-09
1917,1.5352993543160665e-08,5.3735480065597585e-08
1918,1.033773866510046e-08,1.033773866510046e-08
1919,6.4454939163738345e-09,1.1970202606903513e-08
1920,2.8017257847068322e-08,9.843901693784574e-09
1921,2.8019165654313838e-08,1.5145495524393482e-08
1922,1.770704471937279e-08,2.4347187377316004e-08
1923,1.8047112249064412e-08,9.554353752605493e-09
1924,1.5469948877466777e-08,2.1915761649893284e-08
1925,1.4297631523163545e-08,1.5397448649423495e-08
1926,1.114613823460786e-08,1.0031524944054127e-08
1927,7.804457524684949e-09,2.0068604555945058e-08
1928,4.570416489713125e-09,2.6279895593006586e-08
1929,2.0052731031228177e-08,1.4482528065684619e-08
1930,1.1553964007759987e-08,1.3654684494213143e-08
1931,1.8248570654577634e-08,1.0264820993199919e-08
1932,1.3151444377967891e-08,1.9727165678773417e-08
1933,5.735331320977366e-09,1.261772819560747e-08
1934,5.990790086229936e-09,1.9170528275935794e-08
1935,1.196828414151696e-08,2.992070946561398e-08
1936,1.091224355320719e-08,1.576212937948185e-08
1937,1.6368453259474336e-08,1.7627565185307503e-08
1938,7.779128452511941e-09,1.9447821131279852e-08
1939,1.070583532936098e-08,1.3764645423464117e-08
1940,1.0143131667916805e-08,2.7893612752905028e-08
1941,3.836953510472085e-08,3.836953510472085e-08
1942,1.2136847082899749e-08,3.034211815133858e-08
1943,8.709705845433291e-09,1.1612940831184915e-08
1944,2.5705489292704442e-08,1.2852744646352221e-08
1945,0.0,2.3963544037997053e-08
1946,1.6705325123211878e-08,1.5313215584455975e-08
1947,1.907339353124371e-08,1.7881307101674793e-08
1948,1.9569398546082084e-08,2.2830963786191205e-08
1949,8.835307596655184e-09,2.5524220959027843e-08
1950,6.381216888229346e-09,4.1477910883713776e-08
1951,2.4521224162299404e-08,2.6653504292539765e-08
1952,1.4762725264461096e-08,9.490323193972472e-09
1953,1.723812381726475e-08,2.0470272588113403e-08
1954,1.7590565448699635e-08,2.247683283940205e-08
1955,1.220129064449793e-08,1.0324168187025862e-08
1956,8.72114114258693e-09,3.1396108823855684e-08
1957,1.9437083054185678e-08,1.4136060322300636e-08
1958,6.617794756635931e-09,3.3088973339090444e-08
1959,1.0851047171911432e-08,2.5577467255288866e-08
1960,1.1765417085030094e-08,1.7302083321624195e-08
1961,2.014966149488373e-08,1.528595028332802e-08
1962,1.0147130247162295e-08,2.3465238641051656e-08
1963,1.5518526907953856e-08,2.2631185814248056e-08
1964,9.734349326606662e-09,1.8860301764789256e-08
1965,1.2585699593614663e-08,3.1190648286383293e-08
1966,1.0524241922382771e-08,2.3818021332999706e-08
1967,1.4791006641701188e-08,2.267954357648705e-08
1968,1.2126823101255013e-08,3.4134760795723196e-08
1969,1.4533624970169967e-08,2.634219598007803e-08
1970,2.2993624781975086e-08,2.2993624781975086e-08
1971,1.284599360218408e-08,2.209510974182649e-08
1972,1.3338381954497436e-08,2.3598675014113724e-08
1973,1.543697081274331e-08,1.929621262775072e-08
1974,1.9689501584707614e-08,3.1503201824989446e-08
1975,1.8276736568623164e-08,2.513051278185685e-08
1976,1.2569759455516305e-08,2.628222439682304e-08
1977,7.052138428775834e-09,4.642657813747064e-08
1978,1.3663360221016774e-08,3.148513272321907e-08
1979,1.521513048885481e-08,3.979342011461995e-08
1980,1.6486936260662333e-08,2.785723829390463e-08
1981,1.644642821929665e-08,2.277197808098208e-08
1982,1.8001756529884005e-08,3.041676066573018e-08
1983,1.7682884490000106e-08,3.599730291625747e-08
1984,2.145633182237816e-08,2.203623239438457e-08
1985,9.624892882698077e-09,3.549179083961462e-08
1986,1.6185110141009318e-08,5.095312616276715e-08
1987,1.4665960890170027e-08,2.810975807676641e-08
1988,9.594486094499644e-09,2.5185526553173077e-08
1989,2.1952487827547884e-08,3.1831110192115375e-08
1990,9.262707045820662e-09,3.3236769780842224e-08
1991,1.4067516929117119e-08,3.868566977871524e-08
1992,1.928480486412809e-08,2.4243753671271406e-08
1993,1.550978012687665e-08,3.10195602537533e-08
1994,2.320967773528082e-08,3.6924486579437144e-08
1995,1.6809597269684673e-08,2.4943274112843028e-08
1996,1.5480466686312866e-08,3.149474281372022e-08
1997,1.1987236092636522e-08,2.972834600711849e-08
1998,1.621164003040576e-08,2.7178336026167926e-08
1999,1.1882523409667556e-08,2.6507166239753133e-08
2000,1.3254094710646314e-08,2.2090157258958243e-08
2001,1.5334240544007116e-08,1.840108865280854e-08
2002,1.3143664823189738e-08,2.3220474432150695e-08
2003,1.2917460878725251e-08,2.4584844382502524e-08
2004,1.3214373595360485e-08,4.140503762073422e-08
2005,1.4411998705554652e-08,3.1526248278623825e-08
2006,1.6059770402421236e-08,2.8825230202755847e-08
2007,1.7176262190332636e-08,2.4366324069546863e-08
2008,1.8732734474724566e-08,2.3415918093405708e-08
2009,1.43045770784056e-08,3.528462499957641e-08
2010,2.1257068993918438e-08,4.393127639445993e-08
2011,2.4855816960211996e-08,3.3650952246944144e-08
2012,2.2808492872172792e-08,3.7787206252914984e-08
2013,2.649668751075751e-08,4.769403716409215e-08
2014,2.295371892557796e-08,6.236481908672431e-08
2015,2.4160671685535817e-08,4.876465808933972e-08
2016,2.60988848310717e-08,4.1219667679115446e-08
2017,2.9181091321106578e-08,4.3268514104966016e-08
2018,2.7879840658329158e-08,4.904786621295898e-08
