year,ces_DET ondes_NOUN,ces_DET sondes_NOUN
1930,8.056264135802849e-07,3.1510810627466412e-09
1931,6.352783614715918e-07,4.5621426636444085e-09
1932,5.556484978797016e-07,1.3151443711834077e-08
1933,9.268295144693184e-07,4.588264879146209e-09
1934,7.320745680772234e-07,2.3963160344919743e-09
1935,6.426968823802781e-07,0.0
1936,7.117207729834263e-07,1.2124714565686645e-09
1937,7.516897326809158e-07,5.0364472592434595e-09
1938,8.349597919732332e-07,5.186085783037697e-09
1939,8.04467077841764e-07,6.117620188206274e-09
1940,8.621661891083932e-07,0.0
1941,6.139125190429695e-07,0.0
1942,4.854738904214173e-07,3.034211770724937e-09
1943,5.719373490364887e-07,2.9032352077962287e-09
1944,4.884042965613844e-07,9.639558484764166e-09
1945,5.097699613543227e-07,0.0
1946,6.069601425906512e-07,4.1763312808029696e-09
1947,5.161737135495059e-07,3.5762612871081956e-09
1948,6.479645264789724e-07,7.610321262063735e-09
1949,5.536792713201066e-07,2.9451024952109606e-09
1950,6.615194720893669e-07,5.317680740191122e-09
1951,4.328529037422868e-07,1.5992102864181845e-08
1952,5.4622084633138e-07,2.1089607837865287e-09
1953,5.54852107370607e-07,3.232148326759443e-09
1954,4.993765969629749e-07,0.0
1955,5.49996627796645e-07,5.631364707880948e-09
1956,7.709489295848471e-07,1.744228317335228e-09
1957,5.981320398973367e-07,6.184526224473075e-09
1958,5.484497336283312e-07,2.4816730892496253e-09
1959,4.774460578005346e-07,6.975672928177801e-09
1960,5.917312364545069e-07,1.1073333139322017e-08
1961,5.593268284087571e-07,3.47407969059077e-09
1962,5.035513268580871e-07,9.512934440181198e-09
1963,4.965928823708055e-07,1.6165132787904213e-08
1964,4.295281570421139e-07,6.692365273064382e-09
1965,5.773005682385701e-07,7.1136565527041284e-09
1966,4.5254241598513545e-07,2.7695373772118614e-09
1967,4.338695269723303e-07,2.9582012395223956e-09
1968,3.768297958117728e-07,7.186265138514614e-09
1969,3.015727045863059e-07,4.087581995104728e-09
1970,2.782228634146122e-07,5.058597540852361e-09
1971,3.7458919166510896e-07,4.624557625731995e-09
1972,3.714226401996257e-07,1.641647018324477e-08
1973,4.1679820128592837e-07,1.5988290802404492e-08
1974,3.555361374196764e-07,5.063014563155832e-09
1975,3.2669667504592326e-07,6.282628195464213e-09
1976,3.428116173154194e-07,5.1421741309454205e-09
1977,2.967774683781954e-07,6.464459856303506e-09
1978,1.9188109945389442e-07,7.722768868845264e-09
1979,2.7036117344891863e-07,7.022368020415115e-09
1980,2.444614821683899e-07,8.527725858797908e-09
1981,2.4922665176063674e-07,4.427884614521815e-09
1982,2.4147183452782883e-07,8.069753087980303e-09
1983,2.551387687788065e-07,1.0104505232533256e-08
1984,2.7139359559669174e-07,1.5657322549600394e-08
1985,2.05732085589716e-07,1.0828004270990732e-08
1986,2.1520203219438372e-07,7.79283104712647e-09
1987,2.4076618387880444e-07,6.110816852533674e-09
1988,1.9308903276282763e-07,1.0793796856312099e-08
1989,1.8385209443749773e-07,8.780995486290522e-09
1990,2.620801105024384e-07,9.80757208779437e-09
1991,1.623625909275006e-07,1.0550637696837839e-08
1992,2.336216340381725e-07,8.815910668147353e-09
1993,1.606370148010683e-07,7.2009697094088665e-09
1994,1.8620491104570647e-07,4.2199412852994556e-09
1995,1.6430025340241627e-07,1.3556126887692699e-08
1996,1.1263374233294599e-07,4.270473530354479e-09
1997,1.5008019715878618e-07,3.835915474148521e-09
1998,1.5353375815152503e-07,2.3840646123929332e-09
1999,1.7549572817188164e-07,4.1131810180061734e-09
2000,1.4314421648009557e-07,2.2090157481002848e-09
2001,1.6298107752277247e-07,5.695575455710866e-09
2002,1.472090467302678e-07,4.381221385685308e-09
2003,1.3375822760508527e-07,6.250384654293839e-09
2004,1.4756050958908418e-07,5.7262286579096155e-09
2005,1.95462725116613e-07,7.205999352777326e-09
2006,1.9107009663343888e-07,5.353256948836815e-09
2007,1.605780717284233e-07,5.592271368204393e-09
2008,1.79663953048248e-07,7.663391254908447e-09
2009,1.4638350975815229e-07,7.152288761247405e-09
2010,1.8706220927811046e-07,8.502827331113849e-09
2011,2.0955366508701445e-07,6.883149605840799e-09
2012,3.1353168594705494e-07,1.0212758194683147e-08
2013,2.4795322062232117e-07,6.136075203500013e-09
2014,2.631015902920808e-07,3.031623174720721e-09
2015,2.391684894575974e-07,2.4382329072425435e-09
2016,3.0075857537781303e-07,6.006886099640951e-09
2017,2.762141271261953e-07,4.528100561174142e-09
2018,2.979012592163599e-07,3.614053278866436e-09
2019,2.612211389418917e-07,7.14276571223138e-09
