year,es_VERB en_PRON,es_VERB sans_ADP
2001,0.0,1.445799924226776e-08
2002,0.0,1.1391176002462089e-08
2003,0.0,9.58392298855415e-09
2004,0.0,1.761916479381398e-08
2005,0.0,1.3511249008502091e-08
2006,8.235779835885637e-10,1.6883348052942893e-08
2007,0.0,1.677681460421354e-08
2008,0.0,2.3415918093405708e-08
2009,1.430457752249481e-09,1.6211854969583328e-08
2010,0.0,2.172944846279279e-08
2011,1.529588788962144e-09,2.1796640936599943e-08
2012,0.0,2.5872321174347235e-08
2013,0.0,3.346950094851309e-08
2014,8.661780737106994e-10,3.572984397237633e-08
2015,4.433150790905671e-10,3.8568412463746427e-08
2016,4.1426800878596737e-10,4.163393541034566e-08
2017,7.54683426862357e-10,3.848885299362337e-08
2018,1.290733298020541e-09,3.5882386839602987e-08
2019,1.7856913725466939e-09,3.851991436931712e-08
