year,vastes_ADJ airs_NOUN,vastes_ADJ serres_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,0.0
1802,0.0,8.951360541686881e-09
1803,3.900678446910888e-09,2.5354410126965377e-08
1804,0.0,2.9662210465630778e-08
1805,0.0,2.842877711017877e-09
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,1.129515236897305e-08
1810,0.0,2.3401267590372754e-09
1811,0.0,3.259199843341776e-08
1812,0.0,1.0668832928217853e-08
1813,0.0,0.0
1814,0.0,1.2586708564299443e-08
1815,0.0,0.0
1816,0.0,0.0
1817,3.113746815941454e-09,1.556873407970727e-09
1818,4.768470951432846e-09,5.960588467246453e-09
1819,9.315945348475907e-09,0.0
1820,0.0,4.746592452420373e-09
1821,5.9168927535324656e-09,4.930744257336528e-09
1822,2.0051231786055723e-09,1.804610860745015e-08
1823,5.929612356680991e-09,0.0
1824,0.0,0.0
1825,8.805443485471187e-09,2.993850500843109e-08
1826,0.0,9.688783109140786e-09
1827,2.7651818612639545e-09,8.295545583791863e-09
1828,3.668920500743411e-09,6.420610709767516e-09
1829,2.571952872898464e-09,1.1145129263923081e-08
1830,5.218417697960831e-09,3.235419043789989e-08
1831,1.5591206103948707e-09,2.494592976631793e-08
1832,0.0,1.3529969367098715e-09
1833,2.548398292390175e-08,2.4325620628928846e-08
1834,0.0,7.467624740797874e-09
1835,7.563087933704082e-09,7.563087933704082e-09
1836,0.0,1.5457725766054864e-08
1837,6.957890930081589e-10,1.1132625488130543e-08
1838,6.312161904276081e-10,1.64116205070286e-08
1839,0.0,5.5931801412612e-09
1840,0.0,1.1465439264668476e-08
1841,0.0,4.494383976094696e-09
1842,0.0,1.542900918138912e-08
1843,1.1813822142769936e-09,7.678984559333912e-09
1844,0.0,1.4819115712327857e-08
1845,0.0,2.6785095030845696e-08
1846,2.3418005312692003e-09,1.4636253098387897e-08
1847,3.235934187273415e-09,2.6426796750911308e-08
1848,2.413566457803995e-09,2.252662056889676e-08
1849,0.0,8.379414495607307e-09
1850,0.0,1.0183494048021657e-08
1851,0.0,1.2253933867611977e-08
1852,1.9531636308300904e-09,7.812654523320361e-09
1853,0.0,1.851298847554972e-08
1854,0.0,2.0782657372819813e-08
1855,5.306937111981824e-10,2.388121700391821e-08
1856,0.0,3.675804194358534e-08
1857,0.0,1.513267733344037e-08
1858,9.787352039936081e-10,3.229826006645453e-08
1859,1.5276520048956854e-09,1.476730293603623e-08
1860,4.577183909670879e-10,1.6477862629926676e-08
1861,0.0,2.782418562219391e-08
1862,0.0,9.035972858839614e-09
1863,3.496234635136375e-09,7.991393324857654e-09
1864,0.0,5.753673537611803e-09
1865,0.0,8.943004559114343e-09
1866,0.0,7.298419202328432e-09
1867,0.0,1.844068364675877e-08
1868,2.4699371437009177e-09,1.432563490055827e-08
1869,0.0,1.1720445947105418e-08
1870,1.1468097582678638e-09,7.454262984651905e-09
1871,0.0,7.434824311758348e-09
1872,0.0,1.3908880269752899e-08
1873,0.0,1.616221290134945e-08
1874,1.1949218281515073e-09,5.974609251779839e-09
1875,1.1443054281912168e-09,1.1443054503956773e-08
1876,1.209202959984168e-09,9.069021977836655e-09
1877,1.2369632429454214e-08,2.4120781816350245e-08
1878,6.039088673581716e-10,7.2469061862534545e-09
1879,0.0,1.0385853066452455e-08
1880,0.0,7.059631101924424e-09
1881,0.0,4.183504653809678e-09
1882,0.0,5.989846840748214e-09
1883,0.0,1.7694148368718743e-08
1884,6.601696966868076e-10,1.3203393933736152e-08
1885,0.0,4.511945039809007e-09
1886,0.0,1.1616235084943582e-08
1887,0.0,9.793386546164129e-09
1888,0.0,7.60873763994141e-09
1889,6.265136742733546e-10,1.50363277384713e-08
1890,0.0,3.9326319978272295e-09
1891,1.9122659011827636e-09,1.2748440525456317e-08
1892,6.268512375839919e-10,1.4417578242387208e-08
1893,2.463366621796581e-09,1.4780200174868696e-08
1894,0.0,1.1342770278588432e-08
1895,0.0,7.22233739480771e-09
1896,0.0,9.435246361988447e-09
1897,0.0,9.322741689743452e-09
1898,0.0,1.3580051749784161e-08
1899,0.0,6.080336234504102e-09
1900,0.0,1.349673794948103e-08
1901,0.0,1.956058603980182e-08
1902,0.0,1.4730851205513318e-08
1903,0.0,3.7801539676252105e-09
1904,2.1498500757388683e-09,8.599400302955473e-09
1905,0.0,8.257214467732865e-09
1906,1.0288369045596824e-09,5.658602919567102e-09
1907,0.0,8.228549397415463e-09
1908,0.0,2.9468334439286537e-09
1909,0.0,7.151278680339601e-09
1910,0.0,6.412980813053082e-09
1911,0.0,7.980561100850991e-09
1912,0.0,6.251305251225858e-09
1913,0.0,1.3787773589513108e-08
1914,0.0,1.6741859454327823e-08
1915,0.0,1.1780761921542648e-09
1916,0.0,3.2962386153911893e-09
