year,les_DET âges_NOUN,les_DET ages_NOUN,les_DET sages_NOUN
1896,4.37028819533225e-06,1.8929462769490257e-07,1.7360853199477333e-06
1897,3.6853964289207397e-06,1.561559218599129e-07,1.418222062454788e-06
1898,3.631532223380418e-06,1.6635563382383367e-07,1.8774421626233107e-06
1899,3.7128744025949345e-06,1.625108030367528e-07,1.5234006269793099e-06
1900,4.036043826260993e-06,1.8376327515223778e-07,1.704222799991939e-06
1901,4.067484070446881e-06,1.782807702577216e-07,1.6257641215489116e-06
1902,3.375329093557866e-06,1.689137661964324e-07,1.4087604949253318e-06
1903,4.067445722455432e-06,1.522862072000919e-07,1.558503537779643e-06
1904,4.05784207657689e-06,1.752127785081825e-07,1.3882656606512e-06
1905,4.292719296472569e-06,1.9714099586121137e-07,1.4986844352193884e-06
1906,3.9877719473224715e-06,1.594697213169738e-07,1.629163273619838e-06
1907,4.114788865194896e-06,1.6611384312525956e-07,1.5629101106640064e-06
1908,3.839723959231378e-06,1.6502267352613842e-07,1.5127078309973285e-06
1909,4.0861304952954924e-06,1.4192537295398822e-07,1.7977214534781183e-06
1910,3.791140457565234e-06,1.3734467207981993e-07,1.4947589193070598e-06
1911,3.934416540118946e-06,1.1651619358232779e-07,1.5716385242114939e-06
1912,4.018026743324299e-06,1.5836640621103015e-07,1.5612634811645876e-06
1913,3.8033042244478565e-06,1.2462026038884133e-07,1.439231460231838e-06
1914,3.8586638311244315e-06,1.3527422471071304e-07,1.6915974945241885e-06
1915,3.941842862786871e-06,1.0013647766538014e-07,1.2558292359354795e-06
1916,3.6346523941688247e-06,9.339342921244054e-08,1.4602336624314205e-06
1917,3.8546982779053e-06,1.2501724033775474e-07,1.5857449273681823e-06
1918,3.4596965008404368e-06,1.4243106871703048e-07,1.3691760534229047e-06
1919,3.833227204097511e-06,9.760319447105203e-08,1.3774940956778892e-06
1920,3.948161456435173e-06,1.5220185467512692e-07,1.4727990658158774e-06
1921,3.840897406348631e-06,1.491831250755027e-07,1.38732736587599e-06
1922,3.86013590514267e-06,1.5272326292503635e-07,1.4910807717427588e-06
1923,3.943824857799427e-06,1.857790947745741e-07,1.7866640931174516e-06
1924,3.998982030850584e-06,1.4180786755968455e-07,1.674622041036855e-06
1925,3.88235672232895e-06,2.056659280658124e-07,1.714615894599092e-06
1926,3.950191512558376e-06,2.162350840606564e-07,1.5437401916784665e-06
1927,3.928987055701327e-06,1.5831899446983044e-07,1.660119615110034e-06
1928,3.470088820733963e-06,1.816740549109852e-07,1.4339681833064333e-06
1929,3.6952727029415655e-06,2.0721155902236887e-07,1.5596569244991088e-06
1930,3.4010669338613297e-06,1.5020153454337049e-07,1.3717706650595574e-06
1931,3.3702828261539253e-06,1.8476677965395538e-07,1.4473397556002965e-06
1932,3.435814804220172e-06,1.8850402860870474e-07,1.255962894575191e-06
1933,3.7956420868567875e-06,1.7435406296506528e-07,1.3007731300973546e-06
1934,3.7250731921290026e-06,2.0967764768897723e-07,1.2209230000337357e-06
1935,3.939959057674969e-06,2.345783629564835e-07,1.2123872252800538e-06
1936,3.539204286084896e-06,1.9278296159441766e-07,1.230658563500242e-06
1937,3.505367224931888e-06,1.435387475545724e-07,1.1180912951047617e-06
1938,3.530427953535309e-06,1.8410604452068213e-07,1.3885744856168003e-06
1939,3.6124546340943198e-06,1.9423444008737079e-07,1.4544641615543696e-06
1940,3.210301215972322e-06,1.6736167474107333e-07,1.4098952565433365e-06
1941,3.4591611282053236e-06,2.0070217576773075e-07,1.5347813207000627e-06
1942,3.88682523322359e-06,1.1530004861981524e-07,1.7871507864697378e-06
1943,4.430336844052363e-06,1.916135243806849e-07,1.9538773035066015e-06
1944,3.769067433267992e-06,1.6387249246463398e-07,1.8668611581063033e-06
1945,3.585817623275034e-06,2.418139515292239e-07,1.5707014480170756e-06
1946,3.6292318199571127e-06,1.39211046246146e-07,1.6552193580210428e-06
1947,3.3545330850870414e-06,1.5139506270855918e-07,1.7428312908407406e-06
1948,3.4192086530993038e-06,1.5655518215140773e-07,1.4416123015337234e-06
1949,3.2494297244056725e-06,1.6787084311520317e-07,1.2575587700069946e-06
1950,3.660691476170541e-06,2.435497730157721e-07,1.5102212937989634e-06
1951,3.4329714253544807e-06,2.0363277519752643e-07,1.3731885530887666e-06
1952,3.4165165772037653e-06,1.792616646234535e-07,1.312828093347207e-06
1953,3.1308743473346112e-06,1.8638721199781827e-07,1.2626925922631926e-06
1954,3.4878182475495123e-06,1.7786015704679414e-07,1.5000842665813252e-06
1955,3.220202032139241e-06,1.3702987633479324e-07,1.924049563228891e-06
1956,3.159669660135478e-06,1.6744591824213728e-07,1.299450069325303e-06
1957,3.263662861741068e-06,2.4473054721640963e-07,1.2369052804217517e-06
1958,3.020195975977913e-06,1.8860714690038805e-07,1.5535273618638712e-06
1959,3.1235512949479016e-06,1.2478703781404477e-07,1.4323381876124586e-06
1960,3.264557022930603e-06,1.5848708095900221e-07,2.078326307497491e-06
1961,3.6192961232472953e-06,1.737039826976705e-07,1.8982371443598822e-06
1962,3.4417796825891855e-06,1.3064430248732606e-07,1.6584216382398154e-06
1963,3.4069633443323255e-06,1.6553096215954355e-07,1.5906490489214775e-06
1964,3.3583504972511946e-06,1.2898012768935985e-07,1.5879157544418376e-06
1965,3.513599111215626e-06,1.871438819467386e-07,1.5879869543766745e-06
1966,3.355571465135654e-06,1.1742838434969372e-07,1.6478746864834193e-06
1967,3.333892919954451e-06,1.2325838949500678e-07,1.6630022017238844e-06
1968,3.470966206009507e-06,1.6169096947460382e-07,1.616460622244631e-06
1969,3.5802676734419947e-06,1.0945636433334904e-07,1.5550978247347302e-06
1970,3.1588642315227844e-06,1.4210060383934575e-07,1.506082490720928e-06
1971,3.4170344207495873e-06,1.2280769989825302e-07,1.624247447651328e-06
1972,3.6367610221077484e-06,1.220974947813147e-07,1.5318618693527242e-06
1973,3.445201116392127e-06,1.6925535645251344e-07,1.3341953248868776e-06
1974,3.1987000994604387e-06,1.0688586238316589e-07,1.3670138798715925e-06
1975,3.2589705654118006e-06,1.456427431989482e-07,1.3319171863201973e-06
1976,3.324701310702949e-06,1.7369121757537798e-07,1.4198114577368415e-06
1977,3.3926660591987456e-06,1.7689113179786276e-07,1.248816133170294e-06
1978,3.327325231339273e-06,1.4495043165752008e-07,1.3883162353067746e-06
1979,3.293490692612977e-06,1.386917714008007e-07,1.5308762044696778e-06
1980,3.521950844742605e-06,1.5179352064187412e-07,1.3411270458618674e-06
1981,3.411368822980876e-06,1.8091071529724445e-07,1.4055371071464151e-06
1982,3.7089825468683557e-06,1.4401404846431376e-07,1.675404856626983e-06
1983,3.3452228365149494e-06,1.7682885022907158e-07,1.3691605431631615e-06
1984,3.4011183913662535e-06,1.7744965835619908e-07,1.7901539450804194e-06
1985,3.2435888499549037e-06,1.3655316699612285e-07,1.6608955526464797e-06
1986,3.2436159926874097e-06,1.5825441801453621e-07,1.5106102750905848e-06
1987,3.348116592860606e-06,1.7599152890568348e-07,1.574146452298919e-06
1988,3.578143605409423e-06,1.4211832510824252e-07,1.4541643302834473e-06
1989,3.259395782606589e-06,1.3775186780140558e-07,1.6316187014808747e-06
1990,3.2517548333999002e-06,2.0214495100034924e-07,1.6732807708308428e-06
1991,3.1610882444965682e-06,1.4126131331337888e-07,1.4817783551279717e-06
1992,3.383105735110803e-06,1.6970627947365813e-07,1.625984562991789e-06
1993,3.2476373235112987e-06,1.689458262177368e-07,1.6301887022507344e-06
1994,3.4297572995001246e-06,1.0866348842952789e-07,1.64788706769059e-06
1995,3.201415040621214e-06,1.2634310547765537e-07,1.5416027672188193e-06
1996,3.132926309490358e-06,1.1476898098550237e-07,1.5800753274675117e-06
1997,2.9479011658395393e-06,1.0884410461819982e-07,1.6317025810508312e-06
1998,3.292393330411869e-06,8.391907480032046e-08,1.740367224556394e-06
1999,3.300142140005846e-06,6.763897530959184e-08,1.8587008696613339e-06
2000,3.144313041048008e-06,7.201391571953764e-08,1.711545390747915e-06
2001,3.0804299342435115e-06,8.674799223395979e-08,1.8041829470405446e-06
2002,3.143526456028667e-06,1.2836979390584702e-07,1.8011201809997601e-06
2003,3.0876898904352856e-06,6.958761267217284e-08,1.9422027293103383e-06
2004,2.9318291154822873e-06,5.285749399286388e-08,2.4939928380263154e-06
2005,3.2962944231940128e-06,4.773974515703827e-08,2.0100234152664598e-06
2006,3.2395440285881705e-06,6.341550307098487e-08,1.8765224751859932e-06
2007,3.1859967748459894e-06,5.9118296702465045e-08,2.0160138234359692e-06
2008,2.9882969414529725e-06,4.81090685067187e-08,1.7400156337998851e-06
2009,2.925286153754314e-06,5.769512978481828e-08,2.020283162096348e-06
2010,2.884348120346658e-06,2.7398000090883556e-08,1.9178599401925567e-06
2011,3.207930120652236e-06,2.6767803973370974e-08,1.7945900196991715e-06
2012,3.0185509842795e-06,2.4851044666540645e-08,1.966636759220819e-06
2013,2.59583869421931e-06,1.8408225277433132e-08,1.919475828060513e-06
2014,2.70983819916637e-06,2.317026327747218e-08,1.9956742178806053e-06
2015,2.8773365627898784e-06,1.6181000206394458e-08,2.0066657242523434e-06
2016,3.011935561403334e-06,2.962016298901915e-08,2.237875833088765e-06
2017,2.615480994450081e-06,1.635147350853572e-08,2.386812028021268e-06
2018,2.5293210796917265e-06,2.4523934105680212e-08,2.086083227936797e-06
2019,2.695628694482366e-06,1.1734543781116713e-08,1.8053340653523264e-06
