year,autres_ADJ heures_NOUN,autres_ADJ soeurs_NOUN
1889,1.541223584311524e-07,5.012109394186837e-09
1890,1.6582597162084767e-07,7.865263829121005e-09
1891,1.695542470869782e-07,7.0116421557742115e-09
1892,1.623544705342539e-07,4.387958441043338e-09
1893,1.8536833623628013e-07,1.847525021858587e-09
1894,1.3989416691728707e-07,6.301539290376468e-10
1895,1.631044490579825e-07,3.611168697403855e-09
1896,1.9106373372324015e-07,4.717623180994224e-09
1897,1.5790394014558728e-07,2.9133566670225264e-09
1898,1.629606201092315e-07,2.26334195829736e-09
1899,1.8241009414055043e-07,3.8693048765026106e-09
1900,1.754575986723239e-07,1.5573159428683425e-09
1901,1.7828077236714535e-07,6.147612863216523e-09
1902,1.5516496709722105e-07,2.455141923096704e-09
1903,1.5822645327290275e-07,5.400220270956879e-10
1904,1.2684115535677165e-07,1.6123875568041512e-09
1905,2.0849466064731814e-07,2.0643036724443675e-09
1906,2.1296923913283194e-07,2.0576738091193647e-09
1907,2.072565825628203e-07,1.028568674676933e-09
1908,2.0185808535799765e-07,5.40252820258047e-09
1909,2.1398826266505466e-07,0.0
1910,1.9185501165530638e-07,5.878565967343263e-09
1911,1.585471487430823e-07,7.980561100850991e-09
1912,2.06293076843167e-07,7.81413189709923e-09
1913,1.6916537326494563e-07,2.6514948570088848e-09
1914,1.7143664532426328e-07,5.357394972094198e-09
1915,2.2854677417250002e-07,1.1780761921542648e-09
1916,1.3954076494293588e-07,9.888715846173568e-09
1917,1.7655943063132895e-07,9.869781991689308e-09
1918,1.9526839700745313e-07,4.594550517822427e-09
1919,1.8784011146522062e-07,2.762354511798293e-09
1920,1.5750241599832293e-07,4.543339038320937e-09
1921,1.3706672735702696e-07,3.786373714564917e-09
1922,1.7043030453578467e-07,1.1804696775641332e-08
1923,2.3248926694918737e-07,5.307974060286824e-09
1924,2.3591672970724176e-07,1.2891624656674594e-08
1925,2.0566592073834045e-07,5.499089184013428e-09
1926,1.8502589615998488e-07,3.343841648018042e-09
1927,1.9065174372556726e-07,4.4596899506643695e-09
1928,1.6910540523440432e-07,2.2852082448565625e-09
1929,1.760184273891241e-07,4.4561625500705304e-09
1930,1.607051385299485e-07,4.201441416995522e-09
1931,2.0187481464262191e-07,5.7026783295555106e-09
1932,1.6110518430423326e-07,6.575721855917038e-09
1933,1.5829513144716145e-07,3.4411986593596566e-09
1934,1.689402857607547e-07,4.7926320689839486e-09
1935,1.4601306386197166e-07,4.787313656606784e-09
1936,1.4064669207058955e-07,3.6374143697059935e-09
1937,1.9012587748612475e-07,7.554670666820584e-09
1938,1.5947214171418977e-07,1.2965214457594243e-09
1939,1.8964621961714556e-07,3.058810094103137e-09
1940,1.369322788491445e-07,7.607348528892999e-09
1941,1.1510859998509204e-07,0.0
1942,1.335053205764325e-07,6.068423541449874e-09
1943,1.3064558856967778e-07,8.709705623388686e-09
1944,1.381670102773569e-07,1.927911696952833e-08
1945,1.9388685323917798e-07,4.357008087652048e-09
1946,2.1716923370718177e-07,2.7842208538686464e-09
1947,1.4424253924616437e-07,7.152522574216391e-09
1948,1.7068864455183075e-07,2.174377566888097e-09
1949,1.2173090779832307e-07,2.945102384188658e-09
1950,1.106077576196185e-07,7.444753036267571e-09
1951,1.6205330899410342e-07,2.1322803522849654e-09
1952,1.1177492353908747e-07,6.326882129314981e-09
1953,1.2713116293028293e-07,1.723812426135396e-08
1954,1.5636057537626868e-07,3.9090144454689835e-09
1955,1.0230312375014705e-07,1.8771215692936494e-09
1956,1.1686329992599553e-07,4.36057079333807e-09
1957,1.2369052626581833e-07,1.7670075402875796e-09
1958,1.406281375793128e-07,5.790570245522986e-09
1959,1.4493898436995778e-07,1.1626121398933265e-08
1960,1.4395333280958766e-07,4.844583401109048e-09
1961,1.2784612585248212e-07,1.3896318928896534e-08
1962,1.3318108438298282e-07,6.976152100435229e-09
1963,1.351405138905193e-07,4.526237162849611e-09
1964,1.2228776369305194e-07,1.034274621503073e-08
1965,1.4883957766276268e-07,6.5664522708175355e-09
1966,1.2296745410811383e-07,5.539074976468328e-09
1967,1.2966782891865591e-07,7.3955032653394426e-09
1968,1.360899040125929e-07,5.838840466676487e-09
1969,1.0446042697509483e-07,6.358460757915907e-09
1970,1.1818723555379052e-07,1.0577067222072856e-08
1971,1.592903284830527e-07,1.284599360218408e-08
1972,1.0722006749119828e-07,1.2825366713098418e-08
1973,1.069561506028549e-07,1.0475087464101307e-08
1974,9.450960325452229e-08,7.313243344242437e-09
1975,8.167416876148081e-08,1.2565256390928425e-08
1976,9.198778072594394e-08,9.141642942633865e-09
1977,7.404745439032467e-08,1.3516598174057037e-08
1978,9.980193560465977e-08,1.1881182260253809e-08
1979,1.0592072086090809e-07,1.0533551808578068e-08
1980,7.731804618771321e-08,8.527726191864815e-09
1981,9.678090684417384e-08,1.3283654176632353e-08
1982,9.187103700014632e-08,1.2415004690957687e-08
1983,9.78873966328564e-08,1.136756910824488e-08
1984,8.640522608516221e-08,1.0438215625185876e-08
1985,8.662403416792586e-08,2.1656008208914557e-08
1986,8.15250001950929e-08,2.6375735595607352e-08
1987,8.55514392661405e-08,1.4665960001991607e-08
1988,7.675588875599715e-08,1.5591039514983862e-08
1989,9.494451624902922e-08,1.8659615408367358e-08
1990,8.881301294394461e-08,2.288433331720796e-08
1991,7.326831719112192e-08,9.964491121117192e-09
1992,9.146507151669425e-08,1.652983261379859e-08
1993,6.757833159731774e-08,2.2710749725263213e-08
1994,7.121150946698407e-08,2.2682184797062632e-08
1995,6.886512843307102e-08,3.1992459681440266e-08
1996,8.96799501326484e-08,3.042712481970966e-08
1997,6.329260415771643e-08,4.171558121157659e-08
1998,9.583940008273117e-08,2.3363832868383838e-08
1999,7.540831825636474e-08,4.20458512451205e-08
2000,8.305898857585703e-08,1.1045078851523726e-08
2001,7.579496097420702e-08,1.62104831780141e-08
2002,8.324320699415466e-08,7.009954394732176e-09
2003,7.958822756393147e-08,1.7501075977310876e-08
2004,8.148864072410333e-08,1.3214374150471997e-08
2005,7.431186466178019e-08,1.4862373554080932e-08
2006,8.771105530769319e-08,1.8530505130343045e-08
2007,8.388407213288929e-08,5.991719120856942e-09
2008,7.024775169894859e-08,9.366367403895737e-09
2009,8.058245315467616e-08,2.384096253749135e-09
2010,8.21940013828737e-08,9.447586046817946e-10
2011,7.303786461743123e-08,4.206369030868018e-09
2012,9.157439961882119e-08,1.7021263287730903e-09
2013,1.0487109847190368e-07,3.904775169871755e-09
2014,1.0372482717180276e-07,9.094869746206768e-09
2015,1.272314307243505e-07,3.989835573037226e-09
2016,1.2635174018171824e-07,2.0713399884186856e-09
2017,9.28260561749994e-08,1.7609279590047322e-09
2018,1.017097860378513e-07,3.614053334377587e-09
2019,1.104577691535269e-07,9.183556137770665e-09
