year,véritables_ADJ îles_NOUN,véritables_ADJ iles_NOUN,véritables_ADJ cils_NOUN
1800,0.0,0.0,6.288328968651058e-09
1801,4.7623651688866175e-09,0.0,2.3811825844433088e-09
1802,1.1189200677108602e-08,0.0,0.0
1803,3.900678446910888e-09,0.0,0.0
1804,1.730295728918918e-08,0.0,0.0
1805,0.0,0.0,0.0
1806,2.881669125542885e-09,0.0,4.034336598124355e-08
1807,0.0,0.0,0.0
1808,1.5862518409903714e-08,9.064295980465431e-09,2.2660739951163578e-09
1809,0.0,0.0,0.0
1810,0.0,0.0,0.0
1811,0.0,0.0,0.0
1812,5.3344164641089264e-09,0.0,0.0
1813,0.0,0.0,0.0
1814,0.0,0.0,0.0
1815,0.0,0.0,0.0
1816,0.0,0.0,0.0
1817,0.0,0.0,0.0
1818,0.0,0.0,3.5763532135746345e-09
1819,0.0,0.0,0.0
1820,0.0,0.0,0.0
1821,2.9584463767662328e-09,0.0,0.0
1822,0.0,0.0,5.012807946513931e-09
1823,0.0,0.0,9.882686891060644e-10
1824,1.6842225392110777e-09,0.0,0.0
1825,0.0,2.641632912414593e-09,0.0
1826,2.642395191543301e-09,0.0,0.0
1827,0.0,0.0,1.6591091167583727e-08
1828,7.337841001486822e-09,9.172301251858528e-10,8.255071293206129e-09
1829,2.571952872898464e-09,4.286587973467704e-09,0.0
1830,0.0,0.0,0.0
1831,0.0,0.0,1.5591206103948707e-09
1832,0.0,0.0,0.0
1833,1.7375443306377747e-08,0.0,4.6334514003376626e-09
1834,3.733812370398937e-09,0.0,9.334530925997342e-10
1835,1.2100940693926532e-08,0.0,9.075705520444899e-09
1836,4.032449929525228e-09,0.0,1.1425274948351216e-08
1837,6.957890930081589e-10,0.0,1.3915781860163179e-09
1838,6.312161904276081e-09,0.0,7.574594285131298e-09
1839,1.3982949909063791e-08,1.3982950353153e-09,1.1885507689157748e-08
1840,1.9109065441114126e-09,1.2739377330817092e-09,3.1848443882154243e-09
1841,1.926164561183441e-09,0.0,1.2841097074556274e-09
1842,4.695785538189057e-09,0.0,0.0
1843,1.7720733769266417e-09,0.0,0.0
1844,8.232841963717874e-09,1.097712254427563e-09,0.0
1845,2.0646844234306627e-08,5.580227946389016e-10,5.580227946389016e-10
1846,5.854501328173001e-09,2.3418005312692003e-09,0.0
1847,1.77976389181822e-08,0.0,0.0
1848,3.218088684420195e-09,0.0,0.0
1849,0.0,0.0,0.0
1850,2.7155984128057753e-09,6.788996032014438e-10,6.788996032014438e-10
1851,2.192809134271556e-08,1.2898877521649865e-09,6.449438760824933e-10
1852,7.161600201754936e-09,0.0,6.510545436100301e-10
1853,5.971931837933653e-09,0.0,2.388772735173461e-09
1854,1.9743524148907454e-08,5.195664454227256e-10,1.0391328908454511e-09
1855,4.776243400783642e-09,0.0,2.653468555990912e-09
1856,3.054541508618058e-08,0.0,5.177189232874468e-10
1857,2.147863931156735e-08,0.0,9.763018171682347e-10
1858,7.34051397444091e-09,3.4255731584664773e-09,3.4255731584664773e-09
1859,1.3748867822016564e-08,5.092173349652285e-10,5.092173349652285e-09
1860,1.1442959468865865e-08,0.0,0.0
1861,5.187560159214399e-09,4.715963730639317e-10,0.0
1862,8.584174260306554e-09,1.8071945051545413e-09,0.0
1863,8.490855130105501e-09,0.0,0.0
1864,1.2945765348604255e-08,4.794727948009836e-10,2.8768367688059016e-09
1865,1.4591217123438582e-08,2.3534221238463715e-09,0.0
1866,7.298419202328432e-09,0.0,0.0
1867,9.7056229719783e-09,1.455843445796745e-09,0.0
1868,2.420538258718352e-08,0.0,1.975949626142892e-09
1869,1.953407657850903e-09,4.883519144627257e-10,0.0
1870,1.548193218070537e-08,5.734048791339319e-10,0.0
1871,7.434824311758348e-09,0.0,0.0
1872,2.3584624031514068e-08,0.0,0.0
1873,1.616221290134945e-08,5.986004469882289e-10,8.979006871356887e-09
1874,1.7326366119618797e-08,0.0,0.0
1875,2.345826111138649e-08,1.1443054281912168e-09,5.149374260327022e-09
1876,1.9951848173604958e-08,6.04601479992084e-10,6.04601479992084e-10
1877,2.6594708657512456e-08,1.2369631985365004e-09,4.9478527941460015e-09
1878,3.01954443671093e-08,1.2078177347163432e-09,0.0
1879,1.710611030603104e-08,0.0,0.0
1880,1.7328185109022343e-08,0.0,0.0
1881,1.324776466304911e-08,0.0,3.4862537301449947e-09
1882,9.317538740560849e-09,0.0,6.655385131892899e-10
1883,1.64302811356265e-08,1.8958017378167824e-09,4.423537092179686e-09
1884,3.564916539744445e-08,6.601696966868076e-09,1.9805090900604227e-09
