year,grands_ADJ airs_NOUN,grands_ADJ cerfs_NOUN
1918,1.918224796781942e-07,1.722956355365568e-08
1919,1.7679069230780442e-07,1.749491218561161e-08
1920,1.809763432447653e-07,7.572231730534895e-09
1921,2.1279420536757243e-07,1.1359121254717053e-08
1922,1.9920425131658703e-07,2.360939327372691e-08
1923,1.8471749285708938e-07,2.7601464669402276e-08
1924,2.3591672970724176e-07,2.836157397823058e-08
1925,2.2656246301266947e-07,2.859526304632709e-08
1926,2.0397433786456531e-07,1.0031524610987219e-08
1927,2.675813846053643e-07,1.3379069629948503e-08
1928,2.4565989065195026e-07,2.2852082892654835e-08
1929,2.2169407998262614e-07,2.116677211283502e-08
1930,2.016691951212124e-07,1.7856126355297874e-08
1931,1.4712910001435375e-07,1.3686427990933225e-08
1932,1.8412021063340944e-07,3.507051737905442e-08
1933,2.064719240024715e-07,1.9500125292282178e-08
1934,1.4377896206951846e-07,1.3179738189705859e-08
1935,1.8311475002974476e-07,8.377798899061872e-09
1936,2.133949692506576e-07,2.42494295754625e-08
1937,1.561298716978854e-07,1.3850230184964119e-08
1938,1.8410604241125839e-07,2.2040864577910213e-08
1939,1.3611705185212486e-07,2.141167065872196e-08
1940,9.128818589942966e-08,1.2678914806940611e-08
1941,2.095566884463551e-07,1.1806010391524069e-08
1942,1.8205270180260413e-07,1.2136847082899749e-08
1943,1.7129087837020052e-07,3.774205836748479e-08
1944,2.217098398205053e-07,2.2492303131116387e-08
1945,2.2220741868750338e-07,1.3071024262956144e-08
1946,2.0603233963356615e-07,1.3921104269343232e-08
1947,2.0980732529096713e-07,2.1457568166738383e-08
1948,2.272224577382076e-07,1.8482208874459616e-08
1949,1.6688913717644027e-07,1.5707213085747185e-08
1950,1.744199238373767e-07,9.571825110299415e-09
1951,2.260217115690466e-07,2.665350451458437e-08
1952,1.9191543287888635e-07,2.8470970914185045e-08
1953,2.1978607378514425e-07,2.693456835345387e-08
1954,1.9935973227802606e-07,7.818028668893362e-09
1955,2.2337746941047953e-07,2.0648336818140933e-08
1956,2.4244772589554486e-07,2.180285396669035e-08
1957,1.8995331174664898e-07,1.2369053004057662e-08
1958,2.33277262395859e-07,2.5643954515430778e-08
1959,1.5734018177226972e-07,1.8601795659378695e-08
1960,2.2285082934558886e-07,1.3841666757219429e-08
1961,2.36237411854745e-07,1.4591134855912458e-08
1962,2.2070008753871662e-07,1.2683912586908264e-08
1963,2.0368067055187566e-07,5.819448034571906e-09
1964,2.0989691051909176e-07,2.494427053800763e-08
1965,2.1122087900948827e-07,7.660860390501512e-09
1966,2.1823954909905297e-07,9.970334557962701e-09
1967,1.7502691207482712e-07,1.0846737952263652e-08
1968,2.2771477858896105e-07,2.290622158618305e-08
1969,1.7531185392272164e-07,1.998373500011752e-08
1970,1.8164963933031686e-07,1.4256047731198151e-08
1971,1.9268991025001014e-07,2.2608949046265536e-08
1972,2.195702819562939e-07,1.7955514741707645e-08
1973,1.5492102534153673e-07,1.1026407453762488e-08
1974,1.2995070619581384e-07,1.4626486799507177e-08
1975,1.4164470485411584e-07,1.31364044086979e-08
1976,1.3769599149782152e-07,1.0855701004786056e-08
1977,1.5749775172935188e-07,6.464459911814657e-09
1978,1.770296194081311e-07,1.6039596650863075e-08
1979,2.0481907370140107e-07,1.404473604083023e-08
1980,1.6259531321338727e-07,1.4212876708885602e-08
1981,1.903990352047913e-07,1.012087885721158e-08
1982,1.7877606239835586e-07,1.055275355987817e-08
1983,2.2419372669446602e-07,1.326216381158929e-08
1984,1.8208886842785432e-07,1.0438215625185876e-08
1985,1.8467763140961324e-07,1.9851341903631692e-08
1986,1.810334566698657e-07,1.1389522214244607e-08
1987,1.9799045958279748e-07,1.466596055710312e-08
1988,2.044824896074715e-07,1.1393452292729478e-08
1989,1.5531385599842906e-07,1.9757240510287488e-08
1990,2.010552151432421e-07,1.2531897075618303e-08
1991,1.641210189973208e-07,1.641210189973208e-08
1992,2.0552091939407546e-07,1.8182816252654277e-08
1993,1.678379817349196e-07,2.0495067531989264e-08
1994,1.8989736361163523e-07,2.6902126526451298e-08
1995,1.908702671471474e-07,9.21816667442954e-09
1996,1.804275200356642e-07,1.6548085568501847e-08
1997,1.7069824309601245e-07,1.2946214766884623e-08
1998,1.8166572601785447e-07,1.0966697439052098e-08
1999,1.5447280077296455e-07,6.398281460207045e-09
2000,1.7672125807166594e-07,8.83606254831193e-09
2001,1.6429544302809518e-07,2.1467937816321836e-08
2002,2.2431854063142964e-07,1.0953053575235572e-08
2003,1.875115316352094e-07,1.4584230545455767e-08
2004,1.9028698261536192e-07,1.541676902805378e-08
2005,1.8600485418573953e-07,7.656374312325909e-09
2006,1.9848229726449063e-07,1.7706927479821388e-08
2007,2.3407649507589667e-07,9.18730247434496e-09
2008,2.954663216314657e-07,1.4901038625225738e-08
2009,2.8418426722964796e-07,2.574823909640145e-08
2010,3.40113103902695e-07,1.1337103367203838e-08
2011,3.793380187744333e-07,1.8355065023456518e-08
2012,4.6263795638878946e-07,1.3617010630184723e-08
2013,4.805662570106506e-07,3.48640636360642e-08
2014,5.755753136327257e-07,2.0571729208995748e-08
2015,5.06930803112482e-07,1.9505863591007255e-08
2016,5.350271408133267e-07,2.1127668059506277e-08
2017,4.311757777486491e-07,1.660303472483804e-08
2018,5.137118819220632e-07,1.6263240809610835e-08
2019,4.859631417275523e-07,2.7040470917949477e-08
