year,étais_VERB avant_ADP,étais_VERB savant_ADJ
1800,9.432493897065797e-09,0.0
1801,9.524730337773235e-09,0.0
1802,4.475680270843441e-09,0.0
1803,1.5602713787643552e-08,0.0
1804,1.730295728918918e-08,0.0
1805,0.0,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,6.798221985349073e-09,0.0
1809,9.036122072814123e-09,0.0
1810,2.3401267590372754e-09,0.0
1811,1.2535384286138651e-08,0.0
1812,2.6672082320544632e-09,0.0
1813,1.4378708002027452e-08,0.0
1814,9.440030979135372e-09,0.0
1815,4.8550024445148665e-08,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,0.0
1818,1.5497530370112145e-08,0.0
1819,9.315945348475907e-09,0.0
1820,0.0,0.0
1821,5.9168927535324656e-09,0.0
1822,9.023054303725075e-09,0.0
1823,8.894418535021487e-09,0.0
1824,8.421112696055388e-09,0.0
1825,5.283265824829186e-09,8.805443041381977e-10
1826,2.642395191543301e-09,0.0
1827,2.2121454890111636e-08,6.452091305675367e-09
1828,1.2841221419535032e-08,0.0
1829,1.2002446148073886e-08,0.0
1830,2.5048406016026092e-08,0.0
1831,4.677361609140007e-09,0.0
1832,1.6235963684607668e-08,0.0
1833,2.4325620628928846e-08,0.0
1834,5.600718555598405e-09,0.0
1835,9.832014313815307e-09,0.0
1836,1.4113575197427508e-08,0.0
1837,4.174734336004349e-09,0.0
1838,1.0730675015224733e-08,0.0
1839,5.5931801412612e-09,0.0
1840,8.917564464638872e-09,0.0
1841,1.2841097074556274e-08,0.0
1842,2.0124794275488966e-08,0.0
1843,1.8902115428431898e-08,0.0
1844,1.2623690537338916e-08,0.0
1845,1.3950569588416784e-08,0.0
1846,1.3465353276842507e-08,0.0
1847,1.0786447290911383e-08,0.0
1848,1.769948809737798e-08,0.0
1849,9.217356655710773e-09,0.0
1850,1.8330290174617403e-08,0.0
1851,7.739326512989919e-09,0.0
1852,9.765818376195057e-09,0.0
1853,1.3735443005202796e-08,0.0
1854,5.195664343204953e-09,1.558699391779328e-09
1855,1.4859423913549108e-08,2.653468555990912e-09
1856,8.28350277259915e-09,1.0354378465748937e-09
1857,2.1966791052818735e-08,0.0
1858,2.495774786837046e-08,4.893676019968041e-10
1859,2.64793023063703e-08,0.0
1860,2.1055045706930287e-08,0.0
1861,1.3204698667834691e-08,1.8863854922557266e-09
1862,1.626475132354699e-08,4.517986262886353e-10
1863,1.3485475847119233e-08,0.0
1864,9.109982990196386e-09,4.794727948009836e-10
1865,1.1296426905005319e-08,4.706844358715045e-10
1866,1.0704348518686402e-08,0.0
1867,4.367530337390235e-09,0.0
1868,2.1735445443482604e-08,4.93987406535723e-10
1869,1.1720445947105418e-08,4.883519144627257e-10
1870,1.2614907340946502e-08,0.0
1871,7.434824311758348e-09,0.0
1872,1.269941218851045e-08,1.8142017887967654e-09
1873,1.0774807712721213e-08,0.0
1874,9.559374625212058e-09,0.0
1875,1.830888685105947e-08,0.0
1876,4.836811839936672e-09,0.0
1877,1.4225077116236662e-08,0.0
1878,6.039088784604019e-09,0.0
1879,1.221865097988939e-08,0.0
1880,7.059631101924424e-09,0.0
1881,4.8807553554297556e-09,0.0
1882,7.320923423037584e-09,0.0
1883,1.0110942305630033e-08,0.0
1884,1.9805090900604227e-08,0.0
1885,1.160214413431504e-08,6.445635691854079e-10
1886,4.5174246565693466e-09,0.0
1887,9.140494583448344e-09,6.528924623161458e-10
1888,1.0779045211961602e-08,0.0
1889,6.891650361495749e-09,0.0
1890,1.0487018364813139e-08,0.0
1891,5.736798147637501e-09,0.0
1892,8.775916882086676e-09,0.0
1893,4.310891643655168e-09,0.0
1894,1.1972924873759894e-08,0.0
1895,7.22233739480771e-09,0.0
1896,8.255840455717589e-09,0.0
1897,6.409385022720926e-09,0.0
1898,1.0185038590293516e-08,0.0
1899,9.39688327150634e-09,0.0
1900,1.349673794948103e-08,0.0
1901,1.117747761014698e-08,0.0
1902,5.4013122863239005e-09,0.0
1903,7.560307935250421e-09,0.0
1904,6.449550227216605e-09,0.0
1905,4.64468330463319e-09,0.0
1906,7.716276506641861e-09,0.0
1907,9.257117739025489e-09,0.0
1908,4.911389073214423e-09,0.0
1909,7.151278680339601e-09,0.0
1910,5.878565634276356e-09,0.0
1911,6.916486494645824e-09,0.0
1912,6.772247651554153e-09,0.0
1913,8.484783542428431e-09,5.30298971401777e-10
1914,9.37544086809794e-09,0.0
1915,1.5314990164938536e-08,0.0
1916,1.8678685265172135e-08,0.0
1917,1.315970976634162e-08,0.0
1918,2.2972752589112133e-09,0.0
1919,2.025726608678724e-08,0.0
1920,1.0601124422748853e-08,0.0
1921,7.572747762196741e-09,7.572747429129834e-10
1922,8.115729421831475e-09,0.0
1923,8.492758496458919e-09,0.0
1924,9.02413699321869e-09,0.0
1925,7.698724324711748e-09,1.0998177923937646e-09
1926,1.114613823460786e-08,0.0
1927,1.7838759802657478e-08,0.0
1928,1.4853853258500749e-08,0.0
1929,1.6710609784809094e-08,0.0
1930,1.05036033204442e-08,2.100720708497761e-09
1931,2.167017854048936e-08,0.0
1932,1.0959536389520963e-08,0.0
1933,1.3764794637438627e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,9.574627313213568e-09,0.0
1936,1.33371855781661e-08,0.0
1937,1.0072894518486919e-08,0.0
1938,1.8151300906765755e-08,0.0
1939,7.647025235257843e-09,0.0
1940,1.0143131667916805e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,1.2136847082899749e-08,0.0
1943,3.4838823381733164e-08,0.0
1944,1.2852744646352221e-08,0.0
1945,1.742803235060819e-08,0.0
1946,9.744772988540262e-09,0.0
1947,2.1457568166738383e-08,0.0
1948,2.0656587551570738e-08,2.174377566888097e-09
1949,1.570721330779179e-08,0.0
1950,2.7651939404904624e-08,4.2541445921528975e-09
1951,1.5992101864981123e-08,0.0
1952,1.2653764258629963e-08,0.0
1953,2.693456835345387e-08,0.0
1954,1.6613311615287785e-08,0.0
1955,9.385607846468247e-09,9.385607846468247e-10
1956,1.3081712602058815e-08,0.0
1957,1.1485549400447326e-08,8.835037701437898e-10
1958,1.7371711180658167e-08,0.0
1959,1.2401196514133517e-08,0.0
1960,2.5607082676515347e-08,0.0
1961,2.084447814354462e-08,0.0
1962,1.1415521861124489e-08,0.0
1963,1.681173777967615e-08,0.0
1964,1.5818317322668918e-08,0.0
1965,9.849678406226303e-09,0.0
1966,2.1048483844765542e-08,1.6617224263271169e-09
1967,1.5284040699725665e-08,0.0
1968,1.392338955241712e-08,8.982831700699023e-10
1969,7.72098829315837e-09,0.0
1970,1.8854771965948203e-08,0.0
1971,1.4387513402880359e-08,0.0
1972,1.0260293947794707e-08,0.0
1973,1.1026407342740185e-08,0.0
1974,8.438357568252286e-09,5.625571675160757e-10
1975,1.9990180177842376e-08,0.0
1976,1.7140580510499603e-08,0.0
1977,1.9981058585472056e-08,5.876781838942691e-10
1978,1.6039596317796168e-08,0.0
1979,1.1118749476679568e-08,0.0
1980,7.95921106799824e-09,5.685150683554241e-10
1981,1.138598904049104e-08,0.0
1982,6.828252629986764e-09,0.0
1983,9.47297440490047e-09,0.0
1984,1.5657322549600394e-08,0.0
1985,1.7445119127046382e-08,6.015558051686298e-10
1986,7.792831269171074e-09,0.0
1987,5.49973533381376e-09,0.0
1988,1.199310784016916e-08,0.0
1989,1.5366742545097622e-08,0.0
1990,1.9070277801347402e-08,0.0
1991,1.2895223555631219e-08,0.0
1992,1.1019888113139586e-08,0.0
1993,1.0524494165053966e-08,0.0
1994,8.967375286772494e-09,0.0
1995,8.133675954979935e-09,0.0
1996,8.007138063703678e-09,0.0
1997,9.110299181713799e-09,0.0
1998,1.0966696883940585e-08,0.0
1999,5.484241505371301e-09,0.0
2000,7.068850393920911e-09,2.2090156370779823e-09
2001,1.2267393323384113e-08,0.0
2002,1.1829298429688606e-08,4.38122149670761e-10
2003,1.0000615446870142e-08,4.1669229178253886e-10
2004,1.4535810777260849e-08,0.0
2005,1.5312748402607212e-08,0.0
2006,1.5647982465338828e-08,0.0
2007,1.7975157362570826e-08,3.994479469415779e-10
2008,1.3198063086861112e-08,0.0
2009,2.0503227560197956e-08,0.0
2010,2.1257068993918438e-08,0.0
2011,3.47981448101109e-08,0.0
2012,3.3702100665777834e-08,0.0
2013,3.988448682434864e-08,2.789125042035323e-10
2014,4.828942934409497e-08,6.496335691608124e-10
2015,4.3888192635677115e-08,2.2165753954528356e-10
2016,5.634045052715919e-08,2.0713400439298368e-10
2017,5.358252153087051e-08,2.515611330355938e-10
2018,5.008045533827499e-08,2.5814667070633845e-10
2019,4.5152482641697134e-08,7.65296326310505e-10
