year,fus_VERB en_PRON,fus_VERB sans_ADP
1845,3.348136878855712e-09,3.9061593959388574e-09
1846,0.0,5.269050973311096e-09
1847,1.6179670936367074e-09,1.1865092020002521e-08
1848,8.84974404868899e-09,2.091757700384278e-08
1849,1.9272654583346593e-08,3.3517659758786067e-09
1850,8.82569484161877e-09,1.2899092460827433e-08
1851,7.739326512989919e-09,7.094382858952031e-09
1852,8.463708844885787e-09,1.0416872697760482e-08
1853,2.9859659189668264e-09,1.0152284346531815e-08
1854,1.0391328908454511e-09,1.558699302961486e-08
1855,1.326734277995456e-08,1.539011762474729e-08
1856,2.0708756931497874e-09,1.6049286344355096e-08
1857,3.905207268672939e-09,1.2691923956253959e-08
1858,2.936205500958522e-09,1.2723557318849998e-08
1859,7.638259802433822e-09,2.3933214521321133e-08
1860,3.204028820036342e-09,2.7920821210614122e-08
1861,1.7920662287451705e-08,1.9807048445841247e-08
1862,4.517986262886353e-10,4.9697850279528666e-09
1863,3.496234635136375e-09,2.2975255475898848e-08
1864,5.753673537611803e-09,7.1920918109924514e-09
1865,9.413688495385486e-09,8.47231973466478e-09
1866,4.865612801552288e-09,2.3841502994059738e-08
1867,1.455843445796745e-09,2.135237053835226e-08
1868,2.4699371437009177e-09,2.865126980111654e-08
1869,4.883519144627257e-10,8.790334682373668e-09
1870,5.734048791339319e-09,1.77755516972411e-08
1871,2.1242354542039266e-09,5.3105884134652115e-09
1872,2.4189357183956872e-09,8.4662747923403e-09
1873,8.380406590902112e-09,2.095101514498765e-08
1874,1.0754296120296658e-08,1.8521287614703397e-08
1875,1.716458086775674e-08,2.0597497041308088e-08
1876,3.627608879952504e-09,1.3301232115736639e-08
1877,1.0514186854493346e-08,1.1751150275074451e-08
1878,1.0870359723469392e-08,1.4493812372506909e-08
1879,3.665595160740054e-09,5.498392852132383e-09
1880,3.2089231272180996e-09,2.5029599726167362e-08
1881,4.183504653809678e-09,1.1156012114099667e-08
1882,3.3276925659464496e-09,2.1962771157291172e-08
1883,3.791603475633565e-09,1.7062214752172622e-08
1884,1.3203393933736152e-09,1.5844072720483382e-08
1885,3.86738152613475e-09,1.4180398189012067e-08
1886,1.2906927748801422e-09,7.744156427236248e-09
1887,5.876032105334161e-09,2.2198344495905076e-08
1888,9.510921827882157e-09,1.521747527988282e-08
1889,5.012109394186837e-09,8.14467782106476e-09
1890,3.9326319978272295e-09,2.2940351840361473e-08
1891,1.9122659011827636e-09,2.358461337337303e-08
1892,2.5074049503359674e-09,9.402768341715273e-09
1893,5.542574843531156e-09,1.4164357686752282e-08
1894,2.520615716150587e-09,1.071261657159539e-08
1895,7.22233739480771e-09,9.629783193076946e-09
1896,3.5382172747233653e-09,1.0024948871034667e-08
1897,1.1653426668090106e-08,9.322741689743452e-09
1898,2.8291773368493978e-09,6.7900258748920805e-09
1899,2.2110313580014918e-09,1.1055156790007459e-08
1900,3.633737311048435e-09,8.30568502863116e-09
1901,5.588738916095792e-10,1.397184767881754e-08
1902,6.38336894454028e-09,1.1293653123800595e-08
1903,1.0800440541913758e-09,6.480264325148255e-09
1904,3.2247751136083025e-09,1.5586412160928376e-08
1905,2.0643036169332163e-09,2.3223416079076742e-08
1906,1.0288369267641428e-08,1.2346042410626978e-08
1907,3.0857059130084963e-09,1.131425531042396e-08
1908,5.893666887857307e-09,1.9154416719402434e-08
1909,6.60118004702781e-09,1.980354014108343e-08
1910,7.481810726517324e-09,8.550641084070776e-09
1911,4.25629931299909e-09,1.2236860413850081e-08
1912,1.5628263128064646e-09,1.40654377034366e-08
1913,5.833288518886093e-09,1.3787773589513108e-08
1914,0.0,6.027069510139427e-09
1915,3.534228465440492e-09,1.5314990164938536e-08
1916,1.0987462051303964e-09,3.2962386153911893e-09
1917,0.0,9.869782324756216e-09
1918,0.0,4.594550517822427e-09
1919,0.0,3.222746869369075e-08
1920,4.543339038320937e-09,5.300562211374427e-09
1921,1.5145494858259667e-09,9.087297137000405e-09
1922,7.377935484775833e-10,2.6560567079059183e-08
1923,6.369568872344189e-09,1.6985516992917837e-08
1924,6.445812328337297e-09,1.804827398643738e-08
1925,1.0998178368026856e-08,1.2097995494286806e-08
1926,2.229227691330493e-09,1.3375366592072169e-08
1927,4.4596899506643695e-09,1.6723836537835268e-08
1928,1.1426041224282812e-09,2.170947865920425e-08
1929,4.4561625500705304e-09,2.1166771446701205e-08
1930,9.453243521306831e-09,9.453243521306831e-09
1931,3.4216069977333063e-09,1.2545892325022123e-08
1932,8.767629289252454e-09,1.6439305028370654e-08
1933,1.1470662197865522e-09,2.064719240024715e-08
1934,2.3963160344919743e-09,9.585264137967897e-09
1935,1.196828414151696e-09,8.377798899061872e-09
1936,4.849885826274658e-09,1.6974599503782883e-08
1937,6.295559185076627e-09,8.813782592653752e-09
1938,0.0,7.779128452511941e-09
1939,4.588215141154706e-09,7.647025235257843e-09
1940,0.0,1.5214697057785997e-08
1941,2.9515025978810172e-09,2.066051862925633e-08
1942,3.034211770724937e-09,4.247896612241675e-08
1943,8.709705845433291e-09,2.6129116648121453e-08
1944,3.2131861615880553e-09,2.5705489292704442e-08
1945,6.535512131478072e-09,2.832055301382752e-08
1946,5.568441707737293e-09,2.3665876369705074e-08
1947,1.1920870957027319e-09,9.536696765621855e-09
1948,5.435944139264848e-09,7.610321262063735e-09
1949,0.0,2.1597418964347526e-08
1950,3.190608444114673e-09,2.1270722072586068e-08
1951,2.1322803522849654e-09,3.1984203729962246e-08
1952,3.1634410646574906e-09,1.7926167217297007e-08
1953,2.1547654771580937e-09,2.2625037843226892e-08
1954,6.840775057526116e-09,3.713563856422297e-08
1955,1.8771215692936494e-09,1.407841132561316e-08
1956,1.744228317335228e-09,6.976913269340912e-09
1957,8.835037590415595e-09,1.501956425897788e-08
1958,3.3088973783179654e-09,1.9026160202884057e-08
1959,0.0,1.9376869886400527e-08
1960,3.460416619915918e-09,1.868625076895114e-08
1961,0.0,1.389631876236308e-08
1962,5.7077609305622445e-09,1.331810839388936e-08
1963,2.5864212993553792e-09,1.7458344103715717e-08
1964,4.258777774879263e-09,2.251068309533366e-08
1965,7.1136563306595235e-09,1.5321720781003023e-08
1966,1.1078149508847446e-09,1.1078149952936656e-08
1967,2.9582012395223956e-09,1.7749208325312793e-08
1968,1.3474247273492779e-09,1.392338955241712e-08
1969,2.7250546263957176e-09,1.725867981861029e-08
1970,1.3796175313274261e-09,1.1496812390987543e-08
1971,5.652237344833111e-09,2.0553589052951793e-08
1972,3.0780880067027283e-09,1.3338381954497436e-08
1973,5.513203782392395e-10,1.1026407342740185e-08
1974,2.812785782069227e-09,9.00091468025721e-09
1975,1.7134440533084216e-09,1.313640396460869e-08
1976,2.856763492431469e-09,9.712995741040231e-09
1977,1.7630346071939584e-09,2.291944944943225e-08
1978,2.3762365408686037e-09,1.128712323605896e-08
1979,5.851973350345929e-10,1.2289143924704149e-08
1980,2.8425752862659692e-09,2.0466542238750662e-08
1981,6.325549417596221e-09,1.0753434587229549e-08
1982,4.345251713999687e-09,1.1794254461960918e-08
1983,3.157658134966823e-09,1.515675762675528e-08
1984,5.799008495621649e-10,1.275781880138993e-08
1985,1.2031116103372597e-09,2.2257564680217e-08
1986,1.1988970927134801e-09,1.7384007122700496e-08
1987,1.8332451112712533e-09,1.588812459374367e-08
1988,5.996553809062277e-10,1.9188972188999287e-08
1989,2.1952488715726304e-09,1.5915555096057687e-08
1990,2.724325431913144e-09,1.5801088437683575e-08
1991,5.861465202094962e-10,1.52398094144246e-08
1992,1.1019888335184191e-09,1.597883780846132e-08
1993,5.539207426075166e-10,2.2710750613441633e-08
1994,3.6924485691258724e-09,1.3714808844156323e-08
1995,5.4224509327127635e-09,2.060531301140145e-08
1996,4.270473752399084e-09,1.7615704450690828e-08
1997,3.3564262480467733e-09,1.6302641014931396e-08
1998,9.536258449571733e-10,1.4781200263769279e-08
1999,3.656160929565999e-09,1.0054442611817649e-08
2000,4.418031274155965e-09,1.2812291672048559e-08
2001,1.7524847129024579e-09,1.3143635513301888e-08
2002,1.3143663935011318e-09,1.5772396722013582e-08
2003,1.2500769308587678e-09,1.7917768602160322e-08
2004,2.642874807889939e-09,1.4095332012686868e-08
2005,9.007499190971657e-10,1.306087415997581e-08
2006,4.1178899179428186e-10,1.6059770402421236e-08
2007,7.988958938831558e-10,1.5179022483380322e-08
2008,2.1287198670449925e-09,1.2772319202269955e-08
2009,3.337734755248789e-09,1.0490023072406984e-08
2010,4.723792912386671e-09,1.747803501928047e-08
2011,2.6767803529281764e-09,1.7590270573464295e-08
2012,1.7021263287730903e-09,2.008509092377153e-08
2013,4.183687618564136e-09,1.9244962956577183e-08
2014,3.681256854903836e-09,2.4686075406066266e-08
2015,3.32486305154589e-09,2.659890441236712e-08
2016,3.1070099826280284e-09,2.713455415914723e-08
2017,1.509366853724714e-09,1.7860839918171223e-08
2018,1.8070267504555204e-09,2.3749493038849323e-08
2019,3.06118530524202e-09,2.244869179435227e-08
