year,autres_ADJ airs_NOUN,autres_ADJ serres_NOUN
1856,4.711242240773572e-08,8.28350277259915e-09
1857,2.0502337605421417e-08,5.369659827891837e-09
1858,1.859596826525589e-08,8.31924928945682e-09
1859,3.258990943777462e-08,1.3748867822016564e-08
1860,2.654766717569146e-08,9.154367819341758e-10
1861,3.3483342321005694e-08,1.4147891747029462e-09
1862,3.7047489076513784e-08,9.035972858839614e-09
1863,2.8469337998160427e-08,1.3485475847119233e-08
1864,1.1986819536957682e-08,6.712618905169165e-09
1865,2.3534221682552925e-08,6.118897832863013e-09
1866,2.6274308950746672e-08,4.865612801552288e-09
1867,1.0190904120577216e-08,1.067618526917613e-08
1868,2.9639243948054173e-08,1.7289560005906424e-08
1869,1.904572499711321e-08,1.953407657850903e-09
1870,2.0069171213776826e-08,2.8670243956696595e-09
1871,4.354682658913589e-08,6.37270636261178e-09
1872,3.8702971494330995e-08,9.071008832961525e-09
1873,2.3944018323618366e-08,8.380406590902112e-09
1874,2.6885741633009275e-08,1.0754296120296658e-08
1875,3.0324094124623e-08,7.4379850611983045e-09
1876,1.4510435741854621e-08,1.3905833817773328e-08
1877,3.339800647150781e-08,6.80329748092845e-09
1878,4.227361927178208e-08,8.4547240319921e-09
1879,7.331190321480108e-09,1.0996785704264767e-08
1880,4.428314070992201e-08,3.8507077526617195e-09
1881,2.8587281875047665e-08,1.743126887276958e-08
1882,2.994923331556265e-08,2.4624924321869912e-08
1883,2.211768546089843e-08,2.0221884611260066e-08
1884,1.7164412113856997e-08,1.0562715146988921e-08
1885,2.2559724754955823e-08,1.4180398189012067e-08
1886,2.774989482645651e-08,1.2261581083805595e-08
1887,2.0239665943222462e-08,2.089255801696055e-08
1888,1.7119660356001987e-08,1.965590601393785e-08
1889,4.2602930960811136e-08,1.3156787381785051e-08
1890,1.6385966361553983e-08,2.0318598359381213e-08
1891,1.7210394887001712e-08,1.211101796627645e-08
1892,1.002961980134387e-08,7.522214851007902e-09
1893,2.4017824173938607e-08,2.5249507373814595e-08
1894,2.2685540557176864e-08,2.0164925729204697e-08
1895,1.5648398132839247e-08,9.027921521465032e-09
1896,1.5921978790967017e-08,2.0049897742069334e-08
1897,1.5732126712464378e-08,2.3889525024856084e-08
1898,1.8106735777401184e-08,2.2067583316243145e-08
1899,2.984892333302014e-08,1.326618814800895e-08
1900,1.661137005726232e-08,2.1283318218934255e-08
1901,2.9061443029831935e-08,1.1177477832191585e-09
1902,2.8479645752810256e-08,1.4730851205513318e-08
1903,2.214090244478939e-08,1.5120615870500842e-08
1904,2.2573425795258117e-08,1.666133897515465e-08
1905,2.4771643958310108e-08,1.186974607492175e-08
1906,2.674975863037332e-08,3.0865106026567446e-09
1907,2.7771354993433306e-08,7.71426478252124e-09
1908,3.290630701258124e-08,7.367083831866239e-09
1909,2.0903737407707013e-08,6.60118004702781e-09
1910,3.847788310196165e-08,1.0153886620400954e-08
1911,3.08581699082211e-08,7.448523575703803e-09
1912,3.6465947372832375e-08,7.814131564032323e-09
1913,4.295421618394357e-08,8.484783542428431e-09
1914,3.214437072074361e-08,3.3483718020477227e-09
1915,1.767114277129167e-08,2.3561523843085297e-09
1916,6.592477230782379e-09,0.0
1917,1.4256351654751143e-08,1.0966424435210342e-09
1918,2.5270027848023346e-08,4.594550517822427e-09
1919,2.3940405213807026e-08,2.762354567309444e-09
1920,2.4988365154854364e-08,8.329454903588385e-09
1921,5.679560644011872e-08,0.0
1922,2.0658220023506146e-08,4.426761179843197e-09
1923,3.503262746562541e-08,1.0615948120573648e-09
1924,2.836157442231979e-08,5.156649773851996e-09
1925,2.4195990988573612e-08,3.299453377181294e-09
1926,3.009457216762712e-08,1.0031524944054127e-08
1927,2.5643217327342427e-08,4.4596899506643695e-09
1928,2.5137291359556002e-08,2.2852082448565625e-09
1929,1.4482528065684619e-08,3.342121912552898e-09
1930,2.2057568216382606e-08,6.30216201447098e-09
1931,3.307553431142196e-08,2.2810713318222042e-09
1932,2.4110979990332737e-08,2.849479585620429e-08
1933,1.8353059072495626e-08,2.2941324395731044e-09
1934,3.354842448288764e-08,4.7926320689839486e-09
1935,1.795242710045386e-08,2.393656828303392e-09
1936,6.426098764222843e-08,1.33371855781661e-08
1937,7.554670666820584e-09,1.2591118148108649e-09
1938,1.5558256905023882e-08,7.779128452511941e-09
1939,1.8352860564618823e-08,6.117620188206274e-09
1940,5.0715658339584024e-09,1.2678914806940611e-08
1941,5.312704587367989e-08,0.0
1942,3.944475324146879e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,1.927911696952833e-08,1.927911696952833e-08
1945,2.6142048525912287e-08,6.535512131478072e-09
1946,4.454753366189834e-08,1.3921104269343232e-09
1947,1.4305045148432782e-08,1.1920870957027319e-09
1948,2.9354097819123126e-08,3.2615663503321457e-09
1949,9.817008539414473e-09,4.908504269707237e-09
1950,1.4889506516624351e-08,9.571825110299415e-09
1951,1.5992101864981123e-08,8.529121409139861e-09
1952,1.2653764258629963e-08,4.2179215675730575e-09
1953,2.2625037843226892e-08,8.619061908632375e-09
1954,2.3454086450769296e-08,2.9317608341017376e-09
1955,4.035811418390267e-08,3.754243138587299e-09
1956,3.1396109267944894e-08,2.616342476002842e-09
1957,3.180613550313183e-08,8.835037590415595e-09
1958,1.9853384713997002e-08,2.4816730892496253e-09
1959,2.635254203742221e-08,1.5501495642666896e-09
1960,3.391208380776334e-08,6.2287499602575735e-09
1961,1.80652133252579e-08,3.47407969059077e-09
1962,1.4586500007851555e-08,2.5367825617905737e-09
1963,2.5217608334848762e-08,1.2285501505004959e-08
1964,2.8594651979574337e-08,1.8251904432275978e-09
1965,2.9001830714747712e-08,2.73602163147757e-09
1966,2.6033652011925312e-08,1.1078149508847446e-09
1967,2.5144711202074177e-08,1.9721342336964653e-09
1968,4.715986512415782e-08,2.245707841908029e-09
1969,2.6796370788950696e-08,3.1792304344691047e-09
1970,2.4833115841449427e-08,5.518470125309705e-09
1971,3.23719047123916e-08,6.166077093361366e-09
1972,2.924183739594355e-08,1.0260293725750103e-09
1973,2.3155456441159572e-08,2.205281512956958e-09
1974,1.7439271360331077e-08,2.2502286700643026e-09
1975,1.4278700444236847e-08,3.4268881066168433e-09
1976,1.7711933253394818e-08,5.713526873840635e-10
1977,1.8218023367655434e-08,1.1753563677885381e-09
1978,2.5544543480471305e-08,5.940591130126904e-09
1979,1.9896710057309974e-08,1.1703946700691858e-09
1980,2.21720881654619e-08,3.411090521154847e-09
1981,2.9730083506152027e-08,4.427884725544118e-09
1982,1.9243256987877544e-08,1.8622506869903077e-09
1983,2.0209012019378747e-08,3.1576580239445207e-09
1984,2.7255339596354844e-08,6.958810416790584e-09
1985,2.4663788567025335e-08,4.210890747202711e-09
1986,2.517683839187157e-08,4.196139880008332e-09
1987,2.688759392910356e-08,3.0554083707556856e-09
1988,2.5185526497661925e-08,1.1993107618124554e-09
1989,3.841685658478866e-08,6.585746614717891e-09
1990,2.1794604454505873e-08,6.538381391862913e-09
1991,4.1030257413865456e-08,4.10302547493302e-09
1992,2.1488782808720686e-08,2.2039776670368383e-09
1993,3.101956203011014e-08,2.2156830259412175e-09
1994,1.3714808788645172e-08,2.6374632478010085e-09
1995,3.090797101590326e-08,2.7112254108452305e-09
1996,2.6690460508405067e-08,2.135236876199542e-09
1997,2.8289877107567918e-08,3.3564261370244708e-09
1998,2.288702027897216e-08,1.43043876743576e-09
1999,2.1479944767310855e-08,4.113181045761749e-09
2000,2.5182780305499364e-08,1.3254094488601709e-09
2001,2.3220422196157386e-08,3.066848330846028e-09
2002,2.7601694596590676e-08,1.752488598683044e-09
2003,2.8335076507346457e-08,0.0
2004,2.9512100679918163e-08,4.404791253964646e-10
2005,3.197662323817241e-08,1.3511248786457486e-09
2006,2.7178073125355695e-08,3.294311934354255e-09
2007,2.276853267035861e-08,2.3966877371606188e-09
2008,2.7673358715674112e-08,1.7029758714315335e-09
2009,2.384096209340214e-08,9.53638501499654e-10
2010,2.3146586702882388e-08,3.7790344187271785e-09
2011,2.562061141020422e-08,2.6767803529281764e-09
2012,1.838296448397614e-08,3.4042526853017563e-09
2013,1.3945625099154313e-08,1.9523875849358774e-09
2014,2.3170263929728208e-08,2.815078836704288e-09
2015,2.3052384889865607e-08,3.989835711815104e-09
2016,2.0713400911143154e-08,4.349814120008233e-09
2017,1.911864622172743e-08,2.5156112748447867e-09
2018,2.4007640875289837e-08,2.323319980845895e-09
2019,1.5816123244416502e-08,2.8060866408274876e-09
