year,suis_VERB en_PRON,suis_VERB sans_ADP
1907,1.2342823652033985e-08,3.723418728895922e-07
1908,2.0136695200179133e-08,3.8063265606069763e-07
1909,2.5854623053600534e-08,3.5096275041723857e-07
1910,1.4963622230190765e-08,3.473697915978846e-07
1911,3.085817112946643e-08,3.559330252755899e-07
1912,2.3963337980603683e-08,4.6415942733801785e-07
1913,9.545381374209683e-09,3.468155398422823e-07
1914,3.4153391226254826e-08,4.828352189178986e-07
1915,7.068456930880984e-09,2.992313454797113e-07
1916,8.789969641043172e-09,3.120439089343563e-07
1917,1.4256352209862655e-08,3.3776586860767566e-07
1918,9.189101035644853e-09,3.6756404142579413e-07
1919,1.4732557007679503e-08,2.85443292113996e-07
1920,1.817335615328375e-08,3.3014930522767827e-07
1921,2.574734203619755e-08,3.0821081509202486e-07
1922,2.3609393551282665e-08,4.1611556866882893e-07
1923,2.441668023323018e-08,4.1826834262792545e-07
1924,1.6759111320929776e-08,3.622546387305192e-07
1925,2.859526260223788e-08,5.422101594376727e-07
1926,4.01260994431496e-08,4.3135554506079643e-07
1927,2.1183527376678057e-08,5.18438980634528e-07
1928,2.2852082892654835e-08,3.4163863915637194e-07
1929,3.8991422535161746e-08,4.7012514414745965e-07
1930,1.995684684175103e-08,3.917844253464864e-07
1931,1.1405356659111021e-08,3.763767608688795e-07
1932,2.082311922890767e-08,3.2111441328197543e-07
1933,2.408838994938378e-08,3.2691386309124937e-07
1934,3.354842448288764e-08,3.7382528716989327e-07
1935,1.3165112555668657e-08,3.9136290297392407e-07
1936,1.2124714565686645e-08,2.521940700717096e-07
1937,1.8886677000118368e-08,3.311463956379157e-07
1938,1.8151300906765755e-08,3.4876427434937796e-07
1939,4.588215141154706e-09,2.9517516964006063e-07
1940,7.607348750937604e-09,3.144370737118152e-07
1941,5.9030051957620344e-09,4.6338590209416e-07
1942,3.944475324146879e-08,4.3085807988063607e-07
1943,2.322588166236983e-08,4.5290468619896274e-07
1944,2.8918675454292497e-08,4.3056695631094044e-07
1945,3.267756198965799e-08,4.6837837430757645e-07
1946,4.037120149291695e-08,4.7610177489332273e-07
1947,5.8412268799656886e-08,6.28229884114262e-07
1948,3.152847583010043e-08,5.055428005107387e-07
1949,2.5524220959027843e-08,4.4078367977817834e-07
1950,2.0207187034770868e-08,5.200691930440371e-07
1951,2.1322804077961166e-08,5.138795700077026e-07
1952,1.2653764258629963e-08,3.595778252929449e-07
1953,3.232148060305917e-08,4.266435666977486e-07
1954,2.8340354063516315e-08,3.8503793575728196e-07
1955,1.9709776921672528e-08,4.4675493882095907e-07
1956,5.05826207586324e-08,4.997214091417845e-07
1957,3.6223653410161205e-08,4.2761581653394387e-07
1958,3.3088973339090444e-08,4.574550587221893e-07
1959,4.340418868764573e-08,3.8831245774417766e-07
1960,2.4914999841030294e-08,4.283995735931967e-07
1961,2.4318557112490424e-08,4.3356513401704433e-07
1962,3.805173776072479e-08,4.864280640504148e-07
1963,1.939815952312074e-08,4.29992553563352e-07
1964,4.1370983028254926e-08,3.7233886018839257e-07
1965,4.2134733035936733e-08,3.9891196479402424e-07
1966,4.043524626240469e-08,4.3647909819810593e-07
1967,3.155414851629956e-08,4.6690277599736874e-07
1968,3.548218471816078e-08,4.69352954723945e-07
1969,2.7704722072030563e-08,4.0467062945026555e-07
1970,2.713247759800197e-08,4.0882665075514524e-07
1971,3.8537980140418426e-08,4.0233652498500305e-07
1972,3.078088184338412e-08,3.627013711593463e-07
1973,3.3630541906859435e-08,3.495371174722095e-07
1974,2.6440186928766707e-08,2.9365483555920946e-07
1975,3.5982324231298435e-08,3.2612553013677825e-07
1976,2.628222439682304e-08,3.7080789638821443e-07
1977,2.3507126911681553e-08,3.443794298618741e-07
1978,2.613860239364385e-08,3.481186467979569e-07
1979,2.691907718954667e-08,4.1490491753393144e-07
1980,1.9329513156751688e-08,4.0819381297296786e-07
1981,2.6567308353264707e-08,3.4410990679134557e-07
1982,1.6760256515979677e-08,3.6872563669021474e-07
1983,3.4102705881444706e-08,3.6628833299801045e-07
1984,3.189454744756404e-08,3.491003042199736e-07
1985,3.0679345286444004e-08,3.296525790119631e-07
1986,2.9372978049835297e-08,4.064261247549439e-07
1987,2.5054349706010726e-08,3.6420468063624867e-07
1988,3.1781734521896254e-08,3.1361975061372505e-07
1989,3.1282296975021495e-08,3.814244848854287e-07
1990,2.778812091541738e-08,3.868542250984319e-07
1991,2.5790447388818194e-08,3.7220303283902467e-07
1992,2.5345743281945943e-08,3.228827267776069e-07
1993,3.87744514829258e-08,3.8220531450861017e-07
1994,3.9034457444131476e-08,4.061693346102402e-07
1995,3.2534705318720825e-08,3.660154277440597e-07
1996,3.95018808774239e-08,3.891469191330543e-07
1997,3.835915540761903e-08,3.696863757340907e-07
1998,3.337690523963488e-08,4.1053593236028973e-07
1999,4.295989053382243e-08,3.989785568592197e-07
2000,3.401884285381129e-08,3.6713842632707383e-07
2001,3.724029901119863e-08,3.8686098946527636e-07
2002,4.644094664385534e-08,4.0657735667082306e-07
2003,3.291868982957524e-08,3.621055952862662e-07
2004,4.801222425188101e-08,3.911454768967815e-07
2005,4.773974737748432e-08,4.386652108223643e-07
2006,5.6826879535343267e-08,4.459674869394803e-07
2007,5.8319400197959226e-08,4.7254692958631495e-07
2008,5.108927680907982e-08,4.674668900861434e-07
2009,5.10196602743207e-08,5.001833756068663e-07
2010,7.180165051412501e-08,6.254301752051106e-07
2011,7.494984985423336e-08,6.106883461143298e-07
2012,9.634035219585613e-08,7.199994342954597e-07
2013,9.09254751491062e-08,8.07451726814179e-07
2014,1.0848880405145422e-07,8.90647584128601e-07
2015,1.4474236675887653e-07,8.360922265637782e-07
2016,1.483079512532015e-07,9.124252642322972e-07
2017,1.662819073544597e-07,9.438573442821507e-07
2018,1.9386814276156628e-07,9.915413556882413e-07
2019,1.9438526466242223e-07,1.0091707736137323e-06
