year,des_DET airs_NOUN,des_DET cerfs_NOUN
1971,1.6298996303731883e-06,1.6340104647127873e-07
1972,1.8858419466027954e-06,1.492872765407327e-07
1973,1.3132451233133224e-06,1.4609990506286863e-07
1974,1.145366347543586e-06,1.2488769429719326e-07
1975,1.1337287730839307e-06,1.4621388944036084e-07
1976,1.1575604990099464e-06,1.548365848869082e-07
1977,1.258219027633345e-06,1.2752616546096718e-07
1978,1.4584151575292026e-06,1.3603954740482038e-07
1979,1.350635496777386e-06,1.515661156581416e-07
1980,1.4366375644669915e-06,1.318954966356145e-07
1981,1.3580955080527701e-06,1.284086588726474e-07
1982,1.34144127628133e-06,1.1297654467501417e-07
1983,1.448733495834631e-06,1.332531740505516e-07
1984,1.5378970346091592e-06,1.4265560732695803e-07
1985,1.3378601231295306e-06,1.3655316077887392e-07
1986,1.3973145307488721e-06,1.3067978749115028e-07
1987,1.3749338148016932e-06,1.2588282705117138e-07
1988,1.4745526311088497e-06,1.3492245831692173e-07
1989,1.519112231562758e-06,1.3555662459197038e-07
1990,1.4259120142412485e-06,1.4220978727941258e-07
1991,1.5468406875385199e-06,1.2660764170391303e-07
1992,1.4750120396200828e-06,1.3885059169105318e-07
1993,1.5094340302113096e-06,1.7670071195130532e-07
1994,1.4279226512314835e-06,1.772375373132462e-07
1995,1.5356380274056391e-06,1.5833556821220895e-07
1996,1.4364806446565126e-06,1.5106801232178668e-07
1997,1.5046378480931821e-06,1.4384683377777208e-07
1998,1.5181723362900357e-06,1.563946327998167e-07
1999,1.483944361169165e-06,1.2430947027297634e-07
2000,1.5511708930660006e-06,1.1310160874522523e-07
2001,1.461572207261952e-06,1.3318883995694364e-07
2002,1.4852341188031914e-06,1.638576880846898e-07
2003,1.6688526542907312e-06,1.4292545569283277e-07
2004,1.5126053316549815e-06,1.5108433581989544e-07
2005,1.5173132119628008e-06,1.4276886250996768e-07
2006,1.7262194660361274e-06,1.589505444488104e-07
2007,1.7240173413313187e-06,1.8134936113911593e-07
2008,1.8873230338556368e-06,1.9797094860662945e-07
2009,1.874853296612855e-06,2.1647593895224304e-07
2010,2.043512857596852e-06,1.9131362449797962e-07
2011,2.4079550904332336e-06,3.2044884790138894e-07
2012,2.680848986358342e-06,2.876593462319832e-07
2013,2.5431241930107262e-06,2.911846436193244e-07
2014,3.0353045374909016e-06,2.773935428024288e-07
2015,2.8527324644755936e-06,3.0278420606877354e-07
2016,2.913132703952215e-06,3.5171355317054065e-07
2017,2.350335766010403e-06,2.71182907241041e-07
2018,2.7027957258951574e-06,3.1313192394577527e-07
2019,2.7494544951878197e-06,3.30352908917142e-07
