year,des_DET airs_NOUN,des_DET cerfs_NOUN
1800,1.9305169658423438e-06,4.5275969906555247e-07
1801,1.514432067750704e-06,3.5479620308365156e-07
1802,1.609007057368217e-06,4.788977889802482e-07
1803,1.7045964781914336e-06,5.051378741960377e-07
1804,2.031861363605003e-06,4.6223613159313004e-07
1805,1.6289689126480766e-06,2.3595884313110105e-07
1806,2.4321286673512077e-06,3.947886773048026e-07
1807,1.6853974180719433e-06,3.21705925898641e-07
1808,1.8400520644945573e-06,6.095739060185679e-07
1809,1.6468332475483294e-06,3.6822197557739855e-07
1810,2.5975406430234216e-06,6.762966378026647e-07
1811,2.2062274780410007e-06,3.835827420139992e-07
1812,1.7150148821087896e-06,4.240860973503402e-07
1813,2.2286997882758897e-06,1.9267468509553964e-07
1814,2.0359000529879268e-06,2.0768068864640554e-07
1815,1.151714417169103e-06,1.86108426225573e-07
1816,1.3418926556596489e-06,2.503012126453541e-07
1817,1.6627408570002444e-06,4.234695613059003e-07
1818,1.6308170760481744e-06,3.123348335520859e-07
1819,1.495726777989148e-06,3.301985032067023e-07
1820,1.940169710223927e-06,3.263282337684359e-07
1821,1.4900709235377008e-06,3.747365486805876e-07
1822,1.6903187969319333e-06,3.488914330773696e-07
1823,1.6691858242268154e-06,3.0537503192817894e-07
1824,1.5318003860897988e-06,2.778967100880436e-07
1825,1.7681329573804305e-06,4.605246657352069e-07
1826,1.4621254500468694e-06,3.2061063959254454e-07
1827,1.1825761010442193e-06,2.774399305849329e-07
1828,1.3740107824844472e-06,3.5771974649101423e-07
1829,1.3717082136821546e-06,4.338027159711544e-07
1830,1.652151127018442e-06,4.4252183428739045e-07
1831,1.4437456314908559e-06,4.0693046976514324e-07
1832,1.6290083664216581e-06,2.787173722929026e-07
1833,1.692368128303201e-06,4.5523660929802645e-07
1834,1.4617875230271693e-06,4.10719350085742e-07
1835,2.072286044096927e-06,5.407607872598419e-07
1836,1.4785650712667575e-06,3.252843149281759e-07
1837,1.4423708147859315e-06,4.780071138910102e-07
1838,1.5433235649453536e-06,4.0713444793283315e-07
1839,1.7059199706181971e-06,2.9993427119734406e-07
1840,1.4790416997811917e-06,2.72622686703361e-07
1841,1.596790447422336e-06,2.5939014935971727e-07
1842,1.6992035796192795e-06,2.44851669162216e-07
1843,1.7130041811697083e-06,2.805782797210554e-07
1844,1.6449218165348611e-06,3.331556817087744e-07
1845,1.343718853519249e-06,2.8291754849973927e-07
1846,1.5087050151407766e-06,2.5174356621526783e-07
1847,1.3671822181038351e-06,2.502455682673599e-07
1848,1.5519232903216107e-06,3.370947769809618e-07
1849,1.539298523312027e-06,2.488686219326297e-07
1850,1.2220192786571715e-06,2.8989013767244387e-07
1851,1.2756989651308004e-06,2.57977564643852e-07
1852,1.5840156546431672e-06,2.780003014457577e-07
1853,1.6166019918273378e-06,4.2042400494324283e-07
1854,1.4360816216196781e-06,2.639397678194655e-07
1855,1.7979903113030105e-06,3.1629346253225776e-07
1856,1.812533945155792e-06,1.998395093849581e-07
1857,1.770035183312757e-06,3.241321984148726e-07
1858,1.914895452870269e-06,2.569179859968074e-07
1859,1.8591524533206893e-06,2.3016624206562142e-07
1860,1.9251635201555928e-06,2.732578812114639e-07
1861,1.9288291834840265e-06,2.905033569255977e-07
1862,1.8026765253864596e-06,2.7333817370633895e-07
1863,1.7641001193169359e-06,3.121637901504215e-07
1864,1.7898718951414594e-06,2.5316163121402724e-07
1865,1.7490633963390678e-06,2.6829012278462017e-07
1866,1.8270376607176786e-06,2.2673756316926585e-07
1867,1.8125251433076528e-06,3.5182883095785655e-07
1868,1.8361512310605121e-06,2.47487683235903e-07
1869,1.8352264561372067e-06,2.095029780768698e-07
1870,1.6852369242315035e-06,2.643396630475081e-07
1871,1.6154811071089625e-06,3.037656710613845e-07
1872,1.7216775152206765e-06,2.3705570473264714e-07
1873,1.4905151246580317e-06,2.0292554497869375e-07
1874,1.5283050114334173e-06,2.831964793226227e-07
1875,1.6964327826940462e-06,2.139851085214417e-07
1876,1.6547942500722002e-06,2.400267848923221e-07
1877,1.775042161256124e-06,3.1542561407249536e-07
1878,2.2719050463138046e-06,3.25506873455339e-07
1879,1.9769776749001267e-06,2.712540330129798e-07
1880,1.8605336293830987e-06,1.726400666868244e-07
1881,2.2563035102507456e-06,2.2869825322402448e-07
1882,2.0159161078225907e-06,2.1230678526329427e-07
1883,1.9097042383009466e-06,2.8373831817418704e-07
1884,2.049826843375513e-06,2.548254967038588e-07
1885,2.0587360900492513e-06,2.6749387638247413e-07
1886,2.0889863341366777e-06,2.207084679461957e-07
1887,1.9893632776657455e-06,2.4548756638598235e-07
1888,2.0581634512240043e-06,1.7500096261002795e-07
1889,2.110724487636162e-06,2.0737602868248217e-07
1890,1.797868172559447e-06,2.1432844166113796e-07
1891,1.9721835933239618e-06,2.581559055414573e-07
1892,1.9024934863054455e-06,1.9620444047241392e-07
1893,1.771160555996687e-06,2.426416068068704e-07
1894,1.973011842792971e-06,1.7707325050686507e-07
1895,1.8687797744831869e-06,1.9560496933301863e-07
1896,1.832206883989329e-06,2.9662056988399854e-07
1897,1.7724862146906162e-06,2.388952524690069e-07
1898,1.9317623554115926e-06,2.1445165732103533e-07
1899,1.8849042131563465e-06,2.277362316505105e-07
1900,1.7197959465420354e-06,2.2788723219591134e-07
1901,1.697858832194754e-06,2.0398896505291475e-07
1902,1.5025468886875615e-06,1.964113474084428e-07
1903,1.870096280498501e-06,2.3112942537650838e-07
1904,1.856932946964207e-06,2.149850066857084e-07
1905,1.7293703589160714e-06,2.699076988577076e-07
1906,1.7901761788507997e-06,1.7695994125599412e-07
1907,1.8930806122696708e-06,2.1034229003014104e-07
1908,1.9910771698050667e-06,2.2494162443820187e-07
1909,1.9539492637221656e-06,3.0255410043977804e-07
1910,2.117352416952656e-06,2.8056789891373057e-07
1911,1.8514902437871683e-06,2.3250034830724076e-07
1912,1.9066481815599445e-06,3.026673840444971e-07
1913,1.987030294969827e-06,2.5136171633022286e-07
1914,1.9387073528776e-06,2.075990601646538e-07
1915,1.7188132179768445e-06,1.5314990742254508e-07
1916,1.5734045568649435e-06,9.009719170727237e-08
1917,2.125293070420753e-06,6.689518772251546e-08
1918,1.8584956933409558e-06,1.4817424798252432e-07
1919,1.9336481642540093e-06,1.3259301417933855e-07
1920,2.0429882034989078e-06,1.559879767576433e-07
1921,2.077961921642668e-06,1.590276914598121e-07
1922,2.112302823320533e-06,1.7264369667202573e-07
1923,2.002167809322941e-06,1.656087853518784e-07
1924,2.0665274149678226e-06,1.598561443216795e-07
1925,1.995069361271362e-06,1.770706599124594e-07
1926,1.9528033785576326e-06,1.6384823897652723e-07
1927,2.2019718510790653e-06,1.683533021878958e-07
1928,1.9058636606672508e-06,1.862444745093228e-07
1929,1.8192283608442494e-06,1.4036912188153394e-07
1930,1.874893225561891e-06,1.3969792189705288e-07
1931,1.7290520730739445e-06,1.459885616839074e-07
1932,1.6537940901173442e-06,1.8850403293857454e-07
1933,1.699952134615046e-06,1.1814781952779185e-07
1934,1.6235040618539642e-06,1.25806598916256e-07
1935,1.728220176744344e-06,1.687528001781402e-07
1936,1.613799465616239e-06,1.4185916574760427e-07
1937,1.412723467097976e-06,1.0450628185054711e-07
1938,1.6271343916685055e-06,1.6336170016728602e-07
1939,1.3443470656682166e-06,1.9576383980535184e-07
1940,1.1943537816527794e-06,1.7750480996170381e-07
1941,1.9391372134691665e-06,1.4757513699947822e-07
1942,1.7264664702310029e-06,1.183342615007632e-07
1943,1.8087155417845224e-06,3.1354940888128624e-07
1944,1.6547909247321968e-06,1.9600435940958505e-07
1945,2.017294706391226e-06,1.219962251219897e-07
1946,1.994894326173835e-06,1.5174003209494913e-07
1947,1.7106449430315251e-06,1.7166054533390707e-07
1948,1.6373062763364032e-06,1.7503739480062563e-07
1949,1.3449301121681856e-06,1.413649148851448e-07
1950,1.5346826263140656e-06,1.3187848413309666e-07
1951,1.6279961059240122e-06,2.046989098225538e-07
1952,1.3159915042137982e-06,1.3919141816920444e-07
1953,1.482478598546777e-06,1.4329190201056718e-07
1954,1.4434036259558525e-06,1.3192923908889043e-07
1955,1.4857417180991206e-06,1.267057041509645e-07
1956,1.5837592748368934e-06,1.5610843062674462e-07
1957,1.4542471866718643e-06,1.192730061383429e-07
1958,1.4451609189336523e-06,1.7619877867858236e-07
1959,1.4098610190416139e-06,1.1393599619324846e-07
1960,1.589023288062208e-06,1.321879144478011e-07
1961,1.523731381958271e-06,1.4591134211983103e-07
1962,1.473870621993001e-06,1.7376959982051687e-07
1963,1.5369808146203923e-06,1.564784954943832e-07
1964,1.3475989479871942e-06,1.5574958833752817e-07
1965,1.4292977166263654e-06,1.4829237182656385e-07
1966,1.5282307277431073e-06,1.2906044721816556e-07
1967,1.6181360944500511e-06,1.4692400307492193e-07
1968,2.097042171911312e-06,1.5899611993663854e-07
1969,1.4783421935504748e-06,1.258066932852131e-07
1970,1.4587156158540893e-06,1.2692480721998578e-07
