year,petites_ADJ ailes_NOUN,petites_ADJ selles_NOUN
1800,2.5153315164061496e-07,3.144164484325529e-09
1801,5.952956638743956e-08,5.000483582762172e-08
1802,4.900870180790662e-07,6.713520406265161e-09
1803,2.574447819370107e-07,7.801356893821776e-09
1804,2.9415025437629083e-07,6.673997887673977e-08
1805,2.50173229687789e-07,1.1371510844071508e-08
1806,2.305335300434308e-08,5.76333825108577e-09
1807,1.708173016368164e-07,5.693910232196231e-09
1808,1.0877155176558517e-07,1.3596443970698147e-08
1809,6.777091243748146e-08,1.129515236897305e-08
1810,1.3572734758326988e-07,1.8721014072298203e-08
1811,1.1532553401139012e-07,7.521229861140455e-09
1812,2.3204711396829225e-07,1.0668832928217853e-08
1813,3.163315653864629e-08,1.7254450312975678e-08
1814,1.7306724942045548e-07,3.776012391654149e-08
1815,9.440282155992463e-08,3.776112933451259e-08
1816,7.648093003354006e-08,4.6352077731626196e-09
1817,1.5724421587037796e-07,4.670620334934483e-09
1818,2.7895555376744596e-07,1.668964877410417e-08
1819,7.866798057420965e-08,2.3807414706311647e-08
1820,1.3053129066520341e-07,1.542642635854463e-08
1821,1.143932671920922e-07,1.577838126820552e-08
1822,2.0853281057497952e-07,2.0051231786055723e-09
1823,1.5318164514610544e-07,3.9530747564242574e-09
1824,9.347435447892849e-08,1.1789557774477544e-08
1825,2.139722727889648e-07,7.924898959288385e-09
1826,1.2595416931659997e-07,1.76159691278599e-08
1827,1.1337245808817897e-07,8.295545916858771e-09
1828,9.539193257523948e-08,4.586150570418113e-09
1829,1.7489278614224446e-07,1.5431716349212365e-08
1830,1.2837307705737544e-07,2.922314124020886e-08
1831,7.795603096383275e-08,1.5591206548037917e-08
1832,1.0959275442701255e-07,6.764984572527055e-09
1833,1.5985407220142633e-07,2.4325620628928846e-08
1834,2.156276650566724e-07,6.814207864636046e-08
1835,1.9588397748293573e-07,3.100866052818674e-08
1836,1.357591465911412e-07,1.8818100855355624e-08
1837,2.0386620191992222e-07,9.045257876039159e-09
1838,8.8370269546445e-08,3.787297142565649e-09
1839,8.739343826391632e-08,1.8177836236255018e-08
1840,9.554532737210408e-08,1.4013314952876499e-08
1841,1.3097918838411715e-07,1.6693427085101575e-08
1842,4.8970333565989677e-08,1.2745703159566801e-08
1843,2.3214160416173968e-07,2.953455535692484e-09
1844,6.476502534269457e-08,4.390849017710252e-09
1845,8.370341930685754e-08,1.2834524387717039e-08
1846,1.0538102501733704e-07,1.8148954339380907e-08
1847,5.8786138623645456e-08,4.314578916364553e-09
1848,6.194820656446609e-08,1.367687652020777e-08
1849,1.248532868203256e-07,1.4245005175439474e-08
1850,9.979824255879066e-08,3.258718184184772e-08
1851,8.835731168943539e-08,1.6123596680017727e-08
1852,9.114763344086896e-08,1.5625309046640723e-08
1853,1.7975514765566913e-07,3.3442819624696085e-08
1854,1.0443285702876892e-07,1.2469595134234623e-08
1855,7.748128183493463e-08,4.2455496895854594e-08
1856,1.3046517410852942e-07,8.801221973442352e-09
1857,1.4156376787477498e-07,1.9526036343364694e-09
1858,5.774537825686821e-08,6.851146261421803e-09
1859,9.165911762920587e-08,1.0693564256314403e-08
1860,9.840945414119062e-08,1.327383358784573e-08
1861,5.14040046084574e-08,1.8863854756023812e-08
1862,1.3237699669765846e-07,3.7951084941312274e-08
1863,6.393114659886123e-08,2.9967726078439227e-09
1864,1.9274806950519974e-07,1.3904711160250827e-08
1865,1.0355057533661949e-07,3.765475486972036e-09
1866,1.2747906491528127e-07,8.758102965078507e-09
1867,2.2274404010147464e-07,1.455843445796745e-08
1868,1.556060260643477e-07,2.2229432850018327e-08
1869,1.1280928902124288e-07,6.8369265804335555e-09
1870,1.2500226898026767e-07,8.601073631098188e-09
1871,1.8374636567841662e-07,2.1242354542039266e-09
1872,7.438227100919903e-08,3.326036512873998e-08
1873,1.2450889419479694e-07,1.3767810447262718e-08
1874,1.505601545659374e-07,2.3300974927309426e-08
1875,1.069925540941874e-07,5.721527140956084e-10
1876,1.4268594905608722e-07,4.836811617892067e-09
1877,1.2864416798485934e-07,1.855444820009211e-08
1878,1.509772191155001e-07,2.2344627481629686e-08
1879,2.0588425775347474e-07,2.5659165459046562e-08
1880,1.5017759680269194e-07,3.8507077526617195e-09
1881,1.0040410813871858e-07,7.669758161910067e-09
1882,1.510772464907717e-07,2.0631693686823382e-08
1883,9.163041170268116e-08,1.64302811356265e-08
1884,1.0694748908690599e-07,1.650424330534861e-08
1885,1.4631593014957645e-07,8.379326343899152e-09
1886,1.1680769673727553e-07,8.38950331427668e-09
1887,9.597518868531552e-08,2.0892558794116667e-08
1888,1.1603325189568636e-07,3.804368819970705e-09
1889,1.165315453022231e-07,1.190375947812683e-08
1890,9.962667490981403e-08,6.5543866445416654e-09
1891,9.816298651710298e-08,5.736798147637501e-09
1892,1.0531100591570919e-07,1.56712811616444e-08
1893,1.2316833425396467e-07,1.2316833108982905e-09
1894,1.0838647712674288e-07,1.5753848003896564e-08
1895,1.1375181685480129e-07,9.027921521465032e-09
1896,1.161714728303842e-07,8.255840344695287e-09
1897,1.0662885829848534e-07,7.574727622916555e-09
1898,1.1316709891406873e-07,3.3950129374460403e-09
1899,1.359784356225191e-07,8.844125432005967e-09
1900,8.046132649042192e-08,5.710158568206225e-09
1901,1.2686436795528166e-07,3.912117296778206e-09
1902,1.2472121185824747e-07,3.928227076954727e-09
1903,1.1340462680031749e-07,3.7801539676252105e-09
1904,1.1931668097986403e-07,4.299700151477737e-09
1905,1.0837594288659602e-07,9.289366442732927e-09
1906,8.333579160080262e-08,4.115347618238729e-09
1907,8.948547502996007e-08,1.7485668024619372e-08
1908,1.0068347444658343e-07,6.3848057951787496e-09
1909,1.0891947255231571e-07,3.300590023513905e-09
1910,1.2986285469196446e-07,1.0153886620400954e-08
1911,1.1917637765535005e-07,3.7242617878519013e-09
1912,8.074602919627694e-08,7.293189607793238e-09
1913,1.1613547379329958e-07,7.954484182448596e-09
1914,9.643311216223083e-08,4.018046340092951e-09
1915,8.010918151057922e-08,7.068456930880984e-09
1916,7.910972343871947e-08,1.0987462051303964e-09
1917,1.1734073979141613e-07,2.1932848870420685e-09
1918,9.878283702136059e-08,1.6080927700556913e-08
1919,8.471220525052559e-08,6.4454939163738345e-09
1920,1.2872794519225295e-07,1.514446346106979e-08
1921,1.8477503793690175e-07,5.300923255902035e-09
1922,1.069800633635154e-07,1.4755870969551665e-09
1923,1.242065934548009e-07,4.246379248229459e-09
1924,1.418078702242198e-07,1.289162443462999e-09
1925,1.1328123572518223e-07,2.1996355847875293e-09
1926,1.2372213087363804e-07,1.1146138456652466e-09
1927,7.91594941818019e-08,6.689535148041159e-09
1928,1.2225863510462176e-07,1.1426041224282812e-09
1929,9.469345063628509e-08,8.912325100141061e-09
1930,1.0188495735974357e-07,9.453243521306831e-09
1931,1.5283177479119558e-07,3.4216069977333063e-09
1932,1.0630750324480687e-07,3.287861094491973e-09
1933,1.2273608795965174e-07,5.735331320977366e-09
1934,9.345632712154384e-08,1.1981580172459871e-08
1935,8.736847156853855e-08,7.180970484910176e-09
1936,1.1639725983059179e-07,1.2124714565686645e-08
1937,9.69516101845258e-08,1.0072894518486919e-08
1938,1.1020432566510863e-07,2.463390735840676e-08
1939,7.035263571708583e-08,1.5294050470515685e-09
1940,6.085878978545622e-08,7.607348528892999e-09
1941,7.378756272657938e-08,1.1806010391524069e-08
1942,1.0316320042669247e-07,6.068423541449874e-09
1943,1.9741999501832197e-07,5.806470415592457e-09
1944,1.0603514333240582e-07,0.0
1945,1.3071024440591827e-07,4.357008087652048e-09
1946,8.770295600868394e-08,1.3921104269343232e-09
1947,1.0967201102829449e-07,5.960435700558264e-09
1948,1.4350892030279283e-07,1.0871887834440486e-09
1949,1.0798709215720237e-07,9.817008317369869e-10
1950,1.3506909368743436e-07,2.1270722960764488e-09
1951,1.300691025996059e-07,8.529121409139861e-09
1952,9.91211592804575e-08,2.1089607837865287e-09
1953,9.265491784926638e-08,4.3095309543161875e-09
1954,1.4463353359417397e-07,2.9317608341017376e-09
1955,9.197895733947803e-08,3.754243138587299e-09
1956,6.802490393198468e-08,0.0
1957,1.272245420125273e-07,3.534015080575159e-09
1958,7.85863161212319e-08,4.1361216673863055e-09
1959,7.905762600124433e-08,8.525822714489095e-09
1960,9.343125256799922e-08,0.0
1961,1.4382690061154335e-07,0.0
1962,1.2683913164224236e-07,4.43936931660005e-09
1963,8.793832106945842e-08,1.939815863494232e-09
1964,1.0646944281766935e-07,3.041984220075733e-09
1965,1.0615764445276454e-07,1.0944086747954884e-09
1966,9.194864203365682e-08,5.539074976468328e-09
1967,1.0994648436124521e-07,2.465167847631733e-09
1968,9.881114948484537e-08,4.4914158503495116e-10
1969,1.1626899665273527e-07,1.8167031212712459e-09
1970,7.863819773135106e-08,6.898087434592526e-09
1971,8.529739570217743e-08,5.138397485282553e-10
1972,6.566587851253303e-08,0.0
1973,1.0861011667806508e-07,3.859242758696979e-09
1974,7.87580041183844e-08,5.625571675160757e-10
1975,7.482039299233634e-08,1.1422960355389478e-09
1976,7.256179201942103e-08,3.4281160132820787e-09
1977,6.934602581054605e-08,2.3507127355770763e-09
1978,8.198016221427906e-08,2.970295565063452e-09
1979,8.836479892249116e-08,3.5111840102075575e-09
1980,8.1297655274426e-08,1.7055452605774235e-09
1981,8.223214226221742e-08,0.0
1982,7.200702545340221e-08,0.0
1983,8.715136168291338e-08,1.2630632095778083e-09
1984,8.176602089848828e-08,3.479405208395292e-09
1985,9.263959022121071e-08,3.0077789148208467e-09
1986,1.1209687589275319e-07,2.3977942409381114e-09
1987,6.294141519092022e-08,1.8332451112712533e-09
1988,5.936588398647302e-08,0.0
1989,1.3336137216768407e-07,2.1952488715726304e-09
1990,9.099247355592865e-08,2.179460389939436e-09
1991,7.092372850125983e-08,5.861465202094962e-10
1992,1.0744391154560162e-07,5.509944167592096e-10
1993,1.645144636630569e-07,5.539207426075166e-10
1994,1.0708101028100714e-07,0.0
1995,1.306810668566527e-07,1.0844901643380922e-09
1996,1.1797184029660457e-07,5.338092190498855e-10
1997,1.0117227533523732e-07,1.917957792585412e-09
1998,9.011764223743057e-08,9.536258449571733e-10
1999,1.0237250647193719e-07,1.3710603763428253e-09
2000,7.245571875813539e-08,1.3254094488601709e-09
2001,6.703253915829599e-08,5.695575205910686e-09
2002,8.017635444446114e-08,3.504977197366088e-09
2003,1.2917460567862804e-07,2.5001538617175356e-09
2004,1.0791738747073509e-07,1.7619165015858584e-09
2005,9.818174229181409e-08,4.954124666056714e-09
2006,1.0541798223240306e-07,1.2353669198716943e-09
2007,8.787854466341116e-08,1.997239706952314e-09
2008,1.3283212074721717e-07,7.2376473703172906e-09
2009,9.488702890081413e-08,2.384096253749135e-09
2010,1.407690279897622e-07,2.3618965117044866e-09
2011,1.3498621020957557e-07,7.265546830836911e-09
2012,1.4944669324279403e-07,5.787229417908435e-09
2013,1.4587124053111467e-07,2.789124986524172e-09
2014,1.4183665708600302e-07,3.8978013316981475e-09
