year,mes_DET ailes_NOUN,mes_DET selles_NOUN
1800,9.432493897065797e-09,0.0
1801,4.5242470436690496e-08,2.3811825844433088e-09
1802,1.3427040812530322e-08,0.0
1803,6.826187504138659e-08,5.851017448321727e-09
1804,5.9324420931261557e-08,0.0
1805,6.538618890772341e-08,1.7057266488151868e-08
1806,1.4408345627714425e-08,0.0
1807,5.124519120158766e-08,0.0
1808,6.798221896531231e-08,0.0
1809,3.840352036377226e-08,0.0
1810,6.318342204991723e-08,0.0
1811,7.771937760026049e-08,7.521229861140455e-09
1812,8.535066342574282e-08,2.6672082320544632e-09
1813,6.614205472210699e-08,0.0
1814,1.0698702368472368e-07,0.0
1815,3.776112933451259e-08,0.0
1816,4.6352079507983035e-08,6.952811659743929e-09
1817,5.4490568945908535e-08,0.0
1818,7.867976847819591e-08,3.2187178256037896e-08
1819,6.521161566297451e-08,0.0
1820,4.50926265216367e-08,0.0
1821,8.382265148654255e-08,9.86148829262845e-10
1822,6.616906489398389e-08,0.0
1823,7.807322921493665e-08,0.0
1824,8.58953512761218e-08,2.5263338088166165e-09
1825,6.95630033575867e-08,5.283265824829186e-09
1826,1.2243097557984584e-07,2.642395191543301e-09
1827,1.2719837094721242e-07,2.7651818612639545e-09
1828,5.0447657884422625e-08,1.8344602503717056e-09
1829,5.401101077495696e-08,6.001223074036943e-09
1830,9.393152566872232e-08,2.0873671680021744e-09
1831,8.41925122951892e-08,7.795603274018958e-09
1832,5.276687886635045e-08,0.0
1833,1.0077757117699093e-07,1.6217079235048004e-08
1834,1.4281832871887445e-07,0.0
1835,7.033671778344797e-08,0.0
1836,1.3307085777736205e-07,7.392824907803686e-09
1837,1.1897993212883762e-07,1.6698937788106605e-08
1838,5.933432078997214e-08,9.468243300503332e-09
1839,9.438491588298348e-08,1.538124494437909e-08
1840,9.93671420701503e-08,1.2739377552861697e-08
1841,1.1685398293437288e-07,6.420548537278137e-10
1842,1.402027431929298e-07,4.695785538189057e-09
1843,8.683159569145005e-08,5.906911071384968e-10
1844,6.75093048130293e-08,1.6465684371524958e-09
1845,6.752075681903946e-08,1.0044410303500229e-08
1846,9.074477080872612e-08,5.854501328173001e-10
1847,5.824681448274305e-08,1.0786447290911383e-09
1848,7.079795238951192e-08,0.0
1849,5.195237151589538e-08,3.3517659758786067e-09
1850,8.622025315929704e-08,6.788996032014438e-10
1851,9.609663820242531e-08,1.2898877521649865e-09
1852,7.552232506036205e-08,6.510545436100301e-10
1853,6.927440954207498e-08,0.0
1854,1.0755025536823837e-07,1.0391328908454511e-09
1855,1.3214273053563375e-07,0.0
1856,1.2477026478663333e-07,0.0
1857,1.3472964877081495e-07,0.0
1858,1.3898039963322617e-07,9.787352039936081e-10
1859,1.726246736666326e-07,1.018434669930457e-09
1860,1.2999202692043355e-07,0.0
1861,1.3063218906594898e-07,2.82957823838359e-09
1862,1.15208650619536e-07,3.6143890103090826e-09
1863,1.018902651139797e-07,9.989241656072068e-10
1864,1.7596651524787177e-07,1.9178911792039344e-09
1865,1.1202289429412815e-07,0.0
1866,1.610517834649272e-07,3.8924903300596725e-09
1867,1.319964777479754e-07,4.85281148598915e-10
1868,1.2300286478250655e-07,4.445886658821507e-09
1869,1.0255390081592708e-07,0.0
1870,9.174478332596436e-08,1.7202146374017957e-09
1871,7.965882931060264e-08,0.0
1872,1.536024214487952e-07,0.0
1873,6.405024810529625e-08,0.0
1874,8.424198760792478e-08,2.9873046258899194e-09
1875,1.0413179074575396e-07,2.2886108008712824e-09
1876,1.3482612981619013e-07,6.04601479992084e-10
1877,1.0019402063576877e-07,2.8450154232473324e-08
1878,7.488469644378881e-08,2.4156354694326865e-09
1879,8.553055286242284e-08,0.0
1880,9.626769403858759e-08,5.134277003548959e-09
1881,8.645909566062926e-08,2.7890030285249168e-09
1882,8.785108374098627e-08,1.3310770263785798e-09
1883,1.143800352210178e-07,1.2638677882037541e-09
1884,8.780256877116699e-08,0.0
1885,6.703461097323782e-08,7.7347630522695e-09
1886,1.0325542376676822e-07,7.098810428374236e-09
1887,6.071900005011344e-08,6.528924623161458e-10
1888,8.940266660317775e-08,8.242799331981132e-09
1889,8.896494207988326e-08,2.5060546970934183e-09
1890,4.915789908466195e-08,0.0
1891,5.4818293016012376e-08,0.0
1892,6.393882401312112e-08,1.2537024751679837e-09
1893,5.296238136942577e-08,1.2316833108982905e-09
1894,7.75089308291399e-08,1.2603078580752936e-09
1895,1.2518718284226793e-07,0.0
1896,6.427761745086968e-08,0.0
1897,4.3117681536308794e-08,0.0
1898,5.997856289408077e-08,1.584339415217073e-08
1899,1.0944605399743068e-07,5.527578395003729e-10
1900,7.942311508468691e-08,6.22926377147337e-09
1901,6.147612996443286e-08,0.0
1902,6.825294263101966e-08,3.437198747846537e-09
1903,5.940242253643646e-08,2.1600881083827517e-09
1904,5.4283715300584845e-08,2.1498500757388683e-09
1905,5.36718952059978e-08,1.0321518084666081e-09
1906,5.555719384542357e-08,3.600929110447737e-09
1907,8.074263879720434e-08,3.599990305858114e-09
1908,7.121514244978755e-08,4.911389073214423e-10
1909,7.811396374179935e-08,1.1001967115120692e-09
1910,9.566029790519792e-08,1.068830135508847e-09
1911,6.490856641061526e-08,5.320374141248863e-10
1912,1.1721197656910931e-07,2.0837684910901544e-09
1913,8.802963158416333e-08,3.181793939432964e-09
1914,8.236994686328103e-08,5.357394972094198e-09
1915,5.301343009023185e-08,3.534228465440492e-09
1916,8.899843972898225e-08,2.197492410260793e-09
1917,1.250172432243346e-07,0.0
1918,1.1830967761028433e-07,5.743188147278033e-09
1919,1.4456321739686473e-07,2.762354567309444e-09
1920,7.420787184742039e-08,7.572231730534895e-10
1921,9.541661505352295e-08,0.0
1922,8.410846596973443e-08,2.2133805899215986e-09
1923,1.0191310151341781e-07,0.0
1924,9.410885493110754e-08,1.289162443462999e-09
1925,7.25879756302561e-08,0.0
1926,9.02837182792382e-08,4.458455382660986e-09
1927,1.2487131284544262e-07,1.1149224876660924e-09
1928,6.969885268937048e-08,4.570416489713125e-09
1929,7.798284240578823e-08,8.912325100141061e-09
1930,8.612954793818517e-08,1.0503603542488804e-09
1931,8.211856616924251e-08,3.4216069977333063e-09
1932,9.644392173768779e-08,0.0
1933,7.800050472184239e-08,4.588264879146209e-09
1934,5.032263672433146e-08,0.0
1935,1.0532089955717083e-07,1.196828414151696e-09
1936,7.39607575184209e-08,1.2124714565686645e-09
1937,8.058315748016298e-08,0.0
1938,8.816345520301638e-08,0.0
1939,5.964679683501117e-08,1.5294050470515685e-09
1940,4.817987386829259e-08,0.0
1941,1.1806010391524069e-07,0.0
1942,6.675265740163638e-08,3.034211770724937e-09
1943,1.1322617177178529e-07,0.0
1944,1.1888789153147172e-07,0.0
1945,1.3506725027312427e-07,2.178504043826024e-09
1946,1.0719250465029972e-07,4.1763312808029696e-09
1947,1.1563245116974485e-07,2.3841741914054637e-09
1948,1.0437012631925313e-07,4.348755133776194e-09
1949,8.344457302911223e-08,4.908504269707237e-09
1950,7.232045717842084e-08,0.0
1951,7.036524873882399e-08,3.1984206394497505e-09
1952,6.221434634134937e-08,2.1089607837865287e-09
1953,5.925604940060225e-08,0.0
1954,1.1238416575132248e-07,0.0
1955,9.104039877527725e-08,0.0
1956,8.721141675493982e-08,6.976913269340912e-09
1957,7.509782307124624e-08,4.417518795207798e-09
1958,8.603133494489157e-08,3.3088973783179654e-09
1959,5.425523630364637e-08,3.8753737996444215e-09
1960,8.235791915112145e-08,2.076250060767393e-09
1961,8.61571773924652e-08,3.47407969059077e-09
1962,8.815319096910912e-08,0.0
1963,8.79383241780829e-08,0.0
1964,7.969998616630392e-08,4.867174663303331e-09
1965,1.0889366031108239e-07,2.188817349590977e-09
1966,6.148373010717023e-08,0.0
1967,1.0403007877357595e-07,2.9582012395223956e-09
1968,1.0779397818794223e-07,4.042274071025531e-09
1969,6.94888928620685e-08,4.5417578031781147e-10
1970,9.565347847129146e-08,3.6789800095249348e-09
1971,8.581123500661647e-08,3.083038491169532e-09
1972,6.97699973351007e-08,2.0520587451500205e-09
1973,8.765993753101498e-08,6.064523994098181e-09
1974,6.80694168808671e-08,3.937900228123681e-09
1975,7.367809073954845e-08,9.138368284311582e-09
1976,7.25617903540865e-08,3.4281160132820787e-09
1977,6.111853290136082e-08,3.526069214387917e-09
1978,7.782174993309354e-08,5.346532327976661e-09
1979,8.251282124227544e-08,2.3407893401383717e-09
1980,8.470874623967006e-08,1.7055452605774235e-09
1981,9.108791498846358e-08,4.427884725544118e-09
1982,8.504278126153508e-08,1.2415004579935385e-09
1983,8.841442156182211e-08,6.315315825844436e-09
1984,1.0380224946260341e-07,2.3196033982486597e-09
1985,7.098358212331846e-08,2.4062232206745193e-09
1986,8.27238979539402e-08,4.196139880008332e-09
1987,5.988600415562928e-08,7.332980445085013e-09
1988,7.615623287549056e-08,3.597932174415064e-09
1989,9.329807326707851e-08,3.841685525252103e-09
1990,7.682597935598778e-08,9.262706268664544e-09
1991,1.0726481391998277e-07,5.2753188484189195e-09
1992,8.59551292364813e-08,1.6529832502776287e-09
1993,7.42253831731432e-08,3.877445031719162e-09
1994,9.125623190442411e-08,2.1099706426497278e-09
1995,1.0031534003474007e-07,3.795715741716776e-09
1996,1.4199325093500192e-07,4.270473752399084e-09
1997,1.2370827739971446e-07,9.110299403758404e-09
1998,9.154807756317496e-08,5.721754847698435e-09
1999,9.825932734131015e-08,3.656160929565999e-09
2000,1.0647455894741142e-07,6.185244316725402e-09
2001,9.901538877699068e-08,6.133696550669754e-09
2002,9.463438654933043e-08,5.6955880012310445e-09
2003,8.458853573145575e-08,6.667076779542924e-09
2004,1.0307211439908315e-07,5.726228824443069e-09
2005,8.602161516435558e-08,1.0358624402684313e-08
2006,1.1694807433570986e-07,7.000412916013943e-09
2007,1.438012677823508e-07,7.988959188631739e-09
2008,2.2436706714756838e-07,8.514879634713424e-09
2009,1.9835680298285752e-07,1.1443661795951243e-08
2010,1.955650361651351e-07,1.7005655383872664e-08
2011,3.227432401331498e-07,8.412738061736036e-09
2012,3.2272315309000987e-07,1.157445883581687e-08
2013,3.79878816403334e-07,1.2829974860295579e-08
2014,3.367267176201949e-07,1.6240839006975705e-08
2015,2.600043007561226e-07,1.2191165077446442e-08
2016,3.517135453989795e-07,1.4499380363020009e-08
2017,3.997306379233123e-07,1.760927992311423e-08
2018,5.436568741856718e-07,2.4265786713328907e-08
2019,3.9106641125385977e-07,2.0152803648088025e-08
