year,vos_DET hommes_NOUN,vos_DET sommes_NOUN
1994,1.6194024787807848e-07,5.274926606624319e-10
1995,1.5345536041877494e-07,2.7112254663563817e-09
1996,1.5747372117402847e-07,2.135236876199542e-09
1997,1.4912122292543017e-07,4.79489448146353e-10
1998,1.8738747353808094e-07,0.0
1999,1.695544682434047e-07,4.570201161957499e-10
2000,1.4535324055486853e-07,0.0
2001,1.2836950347150378e-07,0.0
2002,1.3888471972478555e-07,8.76244299341522e-10
2003,1.9751215152297164e-07,1.2500769308587678e-09
2004,1.59012970790684e-07,4.404791253964646e-10
2005,1.909589855131344e-07,0.0
2006,2.0918880672127216e-07,0.0
2007,2.3687263350780086e-07,0.0
2008,2.933376030966883e-07,8.514879357157668e-10
2009,3.5618398008807617e-07,4.76819250749827e-10
2010,5.550456805281101e-07,1.8895172093635892e-09
2011,6.064819295659163e-07,3.82397197240536e-10
2012,8.136163813787789e-07,3.404252713057332e-10
2013,9.351936327561816e-07,1.1156500168141292e-09
2014,9.891753478541432e-07,8.661780737106994e-10
2015,9.245335732543936e-07,1.10828768384863e-09
2016,9.020685638461146e-07,4.1426800878596737e-10
2017,8.414719872007481e-07,2.515611330355938e-10
2018,9.688244588801354e-07,5.162933414126769e-10
2019,8.226935577226868e-07,1.7856913725466939e-09
