year,vos_DET hommes_NOUN,vos_DET sommes_NOUN
1800,4.7162466820793725e-08,3.144164484325529e-09
1801,7.143547731125466e-08,0.0
1802,1.1189200677108602e-08,4.475680270843441e-09
1803,2.145373123596528e-08,0.0
1804,2.2246657849223084e-08,0.0
1805,8.528632911009026e-09,0.0
1806,4.610670600868616e-08,0.0
1807,3.985737118128441e-08,0.0
1808,3.6257183921861724e-08,0.0
1809,1.5813214071513926e-08,2.259030518203531e-09
1810,3.978215445954447e-08,0.0
1811,2.5070768572277302e-08,0.0
1812,1.3336041604361526e-08,0.0
1813,2.013019195779009e-08,0.0
1814,8.181360300341112e-08,0.0
1815,1.0788894222457657e-08,0.0
1816,1.1588019432906549e-08,0.0
1817,5.7604317427184526e-08,0.0
1818,5.722165141719415e-08,1.0729059418679299e-08
1819,8.591371281063687e-08,0.0
1820,3.20394981656591e-08,0.0
1821,6.212737779787147e-08,0.0
1822,6.717162648328667e-08,0.0
1823,1.0080340473450633e-07,6.917880934764753e-09
1824,1.6084325693555002e-07,2.5263338088166165e-09
1825,1.5057307223287353e-07,0.0
1826,9.248383614490763e-08,2.025836387531399e-08
1827,9.585963667291253e-08,3.6869092223668076e-09
1828,7.796456191755397e-08,0.0
1829,8.31598108153031e-08,0.0
1830,1.482030742572249e-07,3.1310507520032616e-09
1831,1.7773975002910447e-07,0.0
1832,2.286564777520539e-07,0.0
1833,9.498575137545373e-08,1.1583628500844156e-09
1834,1.5308630452182115e-07,0.0
1835,1.9815290386304696e-07,2.2689263801112247e-09
1836,1.6869082930526247e-07,6.720750067579218e-10
1837,2.233482980784629e-07,0.0
1838,1.136189116124342e-07,6.943378316748294e-09
1839,1.9785875160494015e-07,2.0974426639952526e-09
1840,2.121106357222402e-07,0.0
1841,1.4638851197901204e-07,0.0
1842,1.4959430716388056e-07,3.3541325272778977e-09
1843,1.3231480644471105e-07,0.0
1844,1.4325144537252754e-07,4.390849017710252e-09
1845,2.0702645731063285e-07,5.580227946389016e-10
1846,2.09591146660415e-07,1.7563503984519002e-09
1847,1.504709352673217e-07,1.0786447290911383e-09
1848,1.5446825241127726e-07,8.045221711050488e-10
1849,2.5222039812256014e-07,0.0
1850,2.1656897697397426e-07,6.788996032014438e-10
1851,2.1799102833952588e-07,1.2898877521649865e-09
1852,1.1523665310875231e-07,1.9531636308300904e-09
1853,1.1286951284716906e-07,5.971931837933653e-10
1854,1.033937255812134e-07,1.558699391779328e-09
1855,1.4487939026253116e-07,2.1227748447927297e-09
1856,1.475498976333256e-07,5.177189232874468e-10
1857,1.303362893168014e-07,1.9526036343364694e-09
1858,1.9476830859233019e-07,3.4255731584664773e-09
1859,1.6091267562856615e-07,0.0
1860,2.3297866214022633e-07,4.577183909670879e-10
1861,2.1599113253500946e-07,0.0
1862,2.2183312697876545e-07,0.0
1863,2.107730026068566e-07,9.989241656072068e-10
1864,2.1768065394667246e-07,4.794727948009836e-10
1865,1.8497897880109804e-07,9.41368871743009e-10
1866,1.591055478478154e-07,0.0
1867,2.2322932657914407e-07,1.94112459439566e-09
1868,2.5242756773735664e-07,3.457911734727759e-09
1869,1.9387571548179494e-07,3.906815315701806e-09
1870,1.4908526502210862e-07,5.734048791339319e-10
1871,4.4184096203991885e-07,0.0
1872,4.2331376004511867e-07,6.047339295989218e-10
1873,3.567658701797427e-07,3.591602570907071e-09
1874,3.2262889781975446e-07,2.3898436563030145e-09
1875,1.8480533015008405e-07,1.1443054281912168e-09
1876,1.989138898039755e-07,6.04601479992084e-10
1877,1.5090951333007752e-07,1.2369631985365004e-09
1878,1.7151011366678404e-07,1.2078177347163432e-09
1879,2.6758844740015775e-07,9.774920428640144e-09
1880,1.5017759658064733e-07,1.2835692508872398e-09
1881,1.6176218231578332e-07,0.0
1882,1.6571908778573174e-07,6.655385131892899e-10
1883,1.6177507911052658e-07,6.319338941018771e-10
1884,1.9475006141078666e-07,7.2618666635548834e-09
1885,1.9336906476041804e-07,1.2891271383708158e-09
1886,1.923132240122527e-07,5.162771099520569e-09
1887,2.3634706458608434e-07,1.9586774424595887e-09
1888,2.092402864306564e-07,5.706553452000662e-09
1889,1.603874970612651e-07,0.0
1890,2.01219662265828e-07,6.554386478008212e-10
1891,2.10986686788317e-07,6.374220040683554e-10
1892,1.5420540089294832e-07,0.0
1893,1.5888714721690178e-07,1.847525021858587e-09
1894,1.594289376072311e-07,0.0
1895,1.5768770555979472e-07,1.2037228991346183e-09
1896,1.8280789593205782e-07,1.179405795248556e-09
1897,1.4158913774764414e-07,0.0
1898,1.9973992548827368e-07,5.6583548957434e-10
1899,1.8296284132190976e-07,5.527578395003729e-10
1900,1.884352265335565e-07,2.07642125715779e-09
1901,1.687799100480447e-07,0.0
1902,9.673258971609755e-08,0.0
1903,1.7388708961618704e-07,5.400220270956879e-10
1904,1.279160857237116e-07,0.0
1905,1.3211542881919058e-07,0.0
1906,1.5226786587163588e-07,3.0865106026567446e-09
1907,1.4091391120629737e-07,2.5714217422034835e-09
1908,1.7582772837698712e-07,1.964555629285769e-09
1909,1.710805879184818e-07,2.2003934230241384e-09
1910,1.54980368982649e-07,0.0
1911,1.7929661222382265e-07,1.1704822888702893e-08
1912,1.630548780440222e-07,1.5628263128064646e-09
1913,1.83483447102617e-07,3.71209285532359e-09
1914,1.8215142905120274e-07,0.0
1915,4.0879244167513207e-07,0.0
1916,4.2301729052951487e-07,2.197492410260793e-09
1917,4.781360924965838e-07,0.0
1918,4.3877956557025755e-07,1.1486376294556067e-09
1919,2.817601707505446e-07,1.8415696745321952e-09
1920,2.3019585038142054e-07,0.0
1921,1.8477503860303557e-07,0.0
1922,2.006798478504379e-07,7.377935484775833e-10
1923,1.71978355112401e-07,0.0
1924,2.3333839926920064e-07,0.0
1925,2.0346629625578316e-07,2.1996355847875293e-09
1926,1.4489979927034824e-07,3.343841648018042e-09
1927,2.0737557626659964e-07,2.2298449753321847e-09
1928,1.862444705125199e-07,1.1426041224282812e-09
1929,2.6291359667141023e-07,5.570202965543558e-09
1930,1.9431665876368243e-07,1.0503603542488804e-09
1931,1.4484802868253155e-07,0.0
1932,1.994635692170732e-07,0.0
1933,1.7205993430025046e-07,0.0
1934,2.600003021768771e-07,0.0
1935,1.6755597798123745e-07,0.0
1936,1.6610859443488835e-07,0.0
1937,1.7627565807032397e-07,0.0
1938,1.8151300817947913e-07,0.0
1939,1.8964622228168082e-07,1.5294050470515685e-09
1940,1.8004058066622974e-07,2.5357829169792012e-09
1941,3.276167781507411e-07,0.0
1942,4.33892282103443e-07,0.0
1943,2.758073383013482e-07,0.0
1944,3.6951642101712423e-07,0.0
1945,3.790597151720476e-07,0.0
1946,2.756378698620665e-07,1.3921104269343232e-09
1947,2.5272246872987125e-07,3.5762612871081956e-09
1948,2.2939683219647122e-07,0.0
1949,2.2775459296298095e-07,1.9634016634739737e-09
1950,1.9675418450049165e-07,1.1698897850465073e-08
1951,2.1109575776279144e-07,0.0
1952,1.8875199003787202e-07,4.2179215675730575e-09
1953,1.8207768981426398e-07,1.0773827385790469e-09
1954,1.6613312148194836e-07,1.9545072227344917e-09
1955,2.459029309065386e-07,9.385607846468247e-10
1956,2.398314009610658e-07,2.616342476002842e-09
1957,2.517985677741308e-07,8.835037701437898e-10
1958,2.5147620963394957e-07,8.272243445794913e-10
1959,1.7904226989884364e-07,0.0
1960,2.2077457906277687e-07,0.0
1961,2.4735447468060556e-07,0.0
1962,2.3274980698317904e-07,1.9025869768540815e-09
1963,2.515294745819574e-07,1.2932106496776896e-09
1964,2.701281829331492e-07,6.083968329129164e-10
1965,2.0191840732763922e-07,2.188817349590977e-09
1966,2.4648882579469955e-07,2.769537488234164e-09
1967,2.5095408595632307e-07,1.9721342336964653e-09
1968,2.4208731197461475e-07,2.6948494546985557e-09
1969,2.3980481600460735e-07,4.541757636644661e-09
1970,2.2671714283717392e-07,0.0
1971,1.8960686531954707e-07,1.0276794970565106e-09
1972,2.103360259297915e-07,0.0
1973,1.8414100466657146e-07,1.6539611902288698e-09
1974,1.8451875316571886e-07,2.2502286700643026e-09
1975,1.6791752255329584e-07,5.711480177694739e-10
1976,1.6055010743087905e-07,5.713526873840635e-10
1977,1.4104276413462458e-07,5.876781838942691e-10
1978,1.895048580280445e-07,5.940591352171509e-10
1979,1.8726314898742658e-07,1.1703946700691858e-09
1980,1.8874700380422382e-07,5.685150683554241e-10
1981,1.7521772655015866e-07,0.0
1982,2.0608907114194608e-07,6.207502289967692e-10
1983,1.7303965460513382e-07,0.0
1984,1.6585163642446332e-07,0.0
1985,1.7024029430601217e-07,4.210890747202711e-09
1986,1.7683732345119552e-07,5.994485463567401e-10
1987,1.7476936520210984e-07,0.0
1988,1.5950833098798967e-07,0.0
1989,1.8988902716898792e-07,0.0
1990,1.6236980204809015e-07,1.089730194969718e-09
1991,1.6939634317481023e-07,5.861465202094962e-10
1992,1.4325855257624198e-07,2.2039776670368383e-09
1993,1.3737234016986122e-07,2.2156829704300662e-09
