year,grandes_ADJ antennes_NOUN,grandes_ADJ centaines_NOUN
1800,2.5153315874604232e-08,0.0
1801,3.333655484993869e-08,0.0
1802,2.4616241489638924e-08,0.0
1803,1.950339223455444e-09,0.0
1804,0.0,0.0
1805,3.4114531644036106e-08,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,2.259030518203531e-09,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,0.0,0.0
1815,8.091670444798638e-09,0.0
1816,0.0,0.0
1817,2.490997452753163e-08,0.0
1818,9.536941902865692e-09,0.0
1819,2.898294049202832e-08,0.0
1820,5.6959111205401314e-08,0.0
1821,1.577838126820552e-08,0.0
1822,0.0,0.0
1823,1.087095569118901e-07,0.0
1824,1.2631669044083083e-08,0.0
1825,4.0505039322624725e-08,0.0
1826,2.554315514657901e-08,0.0
1827,2.027800150017356e-08,0.0
1828,2.7516904310687096e-08,0.0
1829,9.430493719264632e-09,0.0
1830,1.6698937344017395e-08,0.0
1831,5.3010101197514814e-08,0.0
1832,1.3529969367098715e-09,0.0
1833,1.2741991461950875e-08,1.1583628500844156e-09
1834,9.707911985401552e-08,0.0
1835,2.0420337421001022e-08,0.0
1836,5.376600054063374e-09,0.0
1837,2.5048407792382932e-08,0.0
1838,2.209256599883247e-08,0.0
1839,1.7478688718597368e-08,6.9914751765765e-10
1840,8.599079848181646e-08,0.0
1841,3.852329122366882e-09,0.0
1842,6.30576928450921e-08,0.0
1843,7.088293507706567e-09,0.0
1844,1.4270259640625227e-08,0.0
1845,1.5066614622583074e-08,0.0
1846,6.439951683034906e-09,0.0
1847,2.8044762956369595e-08,5.393223645455691e-10
1848,5.63165514222419e-09,0.0
1849,1.3407063903514427e-08,0.0
1850,2.7155984128057753e-09,1.3577992064028876e-09
1851,3.4826967976187007e-08,1.2898877521649865e-09
1852,2.408901877970493e-08,6.510545436100301e-10
1853,8.957897534855874e-09,0.0
1854,3.117398783558656e-09,0.0
1855,1.4859423913549108e-08,0.0
1856,3.1063134287023786e-09,0.0
1857,3.4170564155999728e-09,4.881509085841174e-10
1858,5.872411001917044e-09,0.0
1859,6.619825576592575e-09,0.0
1860,1.327383358784573e-08,0.0
1861,1.4147890858851042e-08,0.0
1862,5.421583626485926e-09,0.0
1863,1.9978483312144135e-09,0.0
1864,4.315255264231155e-09,0.0
1865,9.88437331983505e-09,0.0
1866,1.4110277612999766e-08,0.0
1867,1.6014277903764196e-08,0.0
1868,2.5193358510477992e-08,0.0
1869,1.953407746668745e-08,0.0
1870,3.1537269240544674e-08,0.0
1871,1.0621176826930423e-08,0.0
1872,1.69325495846806e-08,0.0
1873,9.577607151811662e-09,0.0
1874,1.0156835372754358e-08,0.0
1875,2.8607636259891933e-09,0.0
1876,2.478866001354163e-08,0.0
1877,2.5976227391311113e-08,0.0
1878,1.8117265465633636e-09,3.6234530931267273e-09
1879,1.588424503040642e-08,0.0
1880,5.776061406947974e-09,0.0
1881,3.486253774553916e-08,0.0
1882,5.324308105514319e-09,0.0
1883,2.0853818227806187e-08,0.0
1884,7.2618666635548834e-09,0.0
1885,7.090199094506033e-09,6.445635691854079e-10
1886,9.680196200179125e-09,2.5813855497602844e-09
1887,4.439668632727489e-08,1.3057849246322917e-09
1888,1.268122939990235e-08,0.0
1889,1.942192429105205e-08,0.0
1890,1.6385966361553983e-08,0.0
1891,2.2947192146460793e-08,0.0
1892,8.149066310636499e-09,0.0
1893,9.853466487186324e-09,0.0
1894,8.192000855444803e-09,0.0
1895,6.6204757231957956e-09,0.0
1896,1.1204354777305525e-08,0.0
1897,9.322741689743452e-09,1.2236098356765979e-08
1898,4.52668391659472e-09,0.0
1899,8.291367592505594e-09,5.527578395003729e-09
1900,4.15284251431558e-09,3.114631885736685e-09
1901,3.912117296778206e-09,0.0
1902,1.4730851205513318e-08,0.0
1903,6.480264325148255e-09,0.0
1904,2.6873125946735854e-09,5.374625189347171e-10
1905,1.3417973399043603e-08,1.0321518084666081e-09
1906,1.0288369267641428e-08,0.0
1907,5.142843484406967e-09,0.0
1908,1.0313916831705683e-08,1.964555629285769e-09
1909,9.351672325408344e-09,0.0
1910,2.137660271017694e-09,0.0
1911,5.852411444351446e-09,0.0
1912,1.3023552902780011e-08,0.0
1913,1.3787773589513108e-08,0.0
1914,2.4108278040557707e-08,0.0
1915,2.3561523843085297e-09,0.0
1916,1.2086208478478966e-08,0.0
1917,1.0966424435210342e-09,0.0
1918,3.44591288836682e-09,0.0
1919,9.207848705727883e-09,0.0
1920,9.086678076641874e-09,0.0
1921,1.060184651180407e-08,0.0
1922,3.098733003525922e-08,0.0
1923,2.653987074552333e-08,0.0
1924,1.933743654092268e-08,0.0
1925,1.4297631523163545e-08,0.0
1926,1.89484357093761e-08,0.0
1927,1.0034302277972529e-08,0.0
1928,1.0283437212876834e-08,2.2852082448565625e-09
1929,1.0026365515614089e-08,0.0
1930,1.995684684175103e-08,0.0
1931,2.052964109822142e-08,3.4216069977333063e-09
1932,7.6716757391182e-09,0.0
1933,9.176529758292418e-09,0.0
1934,5.990790086229936e-09,0.0
1935,7.180970484910176e-09,0.0
1936,7.274828739411987e-09,0.0
1937,5.0364472592434595e-09,0.0
1938,1.0372171566075394e-08,0.0
1939,3.058810094103137e-09,0.0
1940,1.7750480196809804e-08,0.0
1941,8.854508237732261e-09,0.0
1942,1.2136847082899749e-08,0.0
1943,8.709705845433291e-09,0.0
1944,2.5705489292704442e-08,0.0
1945,1.3071024262956144e-08,0.0
1946,4.1763312808029696e-09,0.0
1947,7.152522574216391e-09,0.0
1948,1.0871888278529696e-08,0.0
1949,7.853606653895895e-09,0.0
1950,2.3397795700930146e-08,0.0
1951,5.330700769690111e-09,0.0
1952,2.1089607837865287e-09,1.0544803918932644e-09
1953,1.0773827163745864e-08,0.0
1954,1.8567819282111486e-08,0.0
1955,1.1262729415761896e-08,0.0
1956,3.575668117150599e-08,0.0
1957,1.6786572132332367e-08,0.0
1958,2.647117886001027e-08,0.0
1959,8.525822714489095e-09,0.0
1960,3.94487505439578e-08,0.0
1961,2.223410966450956e-08,0.0
1962,3.23439771077183e-08,0.0
1963,1.939815907903153e-08,0.0
1964,1.703511098849475e-08,6.083968329129164e-10
1965,1.5321720781003023e-08,0.0
1966,3.0464910594218964e-08,0.0
1967,2.1693477236794934e-08,0.0
1968,1.0330256650092906e-08,0.0
1969,1.8167030546578644e-08,9.083515606356229e-10
1970,2.6672605457633836e-08,0.0
1971,1.1304474689666222e-08,0.0
1972,1.7955514408640738e-08,0.0
1973,2.4809416743210022e-08,0.0
1974,2.81278591529599e-08,0.0
1975,1.1422960355389478e-08,0.0
1976,2.28541078839406e-08,0.0
1977,2.056873571465445e-08,0.0
1978,1.3663359665905261e-08,0.0
1979,1.1703946478647254e-08,5.851973350345929e-10
1980,2.615169236719339e-08,0.0
1981,2.340453342242199e-08,0.0
1982,1.2415004135846175e-08,0.0
1983,2.5892795463278162e-08,6.315316047889041e-10
1984,2.087642975157067e-08,0.0
1985,2.5866899733273385e-08,0.0
1986,3.5367463624425e-08,0.0
1987,3.788706381957496e-08,0.0
1988,1.4391728697660255e-08,0.0
1989,2.0306051284890714e-08,0.0
1990,1.8525414091641323e-08,0.0
1991,1.2895223555631219e-08,0.0
1992,2.5345743281945943e-08,0.0
1993,7.754890063438324e-09,0.0
1994,1.793475057354499e-08,0.0
1995,1.3013881527967897e-08,5.422450821690461e-10
1996,9.60856594289794e-09,0.0
1997,1.0548768192286673e-08,0.0
1998,9.536258005482523e-09,4.768129224785866e-10
1999,9.597422412355172e-09,0.0
2000,6.185244316725402e-09,0.0
2001,8.762423675534592e-09,0.0
2002,4.81934359086722e-09,0.0
2003,7.91715315529018e-09,0.0
2004,6.607186797680242e-09,0.0
2005,9.908249332113428e-09,0.0
2006,1.3589036562677848e-08,8.235779835885637e-10
2007,8.38840730210677e-09,0.0
2008,1.3198063086861112e-08,0.0
2009,1.2874119548200724e-08,0.0
2010,6.140930874920514e-09,0.0
2011,1.1089518636708817e-08,0.0
2012,1.6680838044180746e-08,0.0
2013,1.5061274893923837e-08,0.0
2014,1.515811653973742e-08,4.330890368553497e-10
2015,1.7510946304089003e-08,2.2165753954528356e-10
2016,1.491364898242864e-08,0.0
2017,1.0314006537726073e-08,0.0
2018,1.4198066722315161e-08,2.5814667070633845e-10
2019,1.020395146156261e-08,0.0
